epoch,swap,n_images,pixel_auroc,pixel_ap,image_auroc,image_ap
14,PPP,96,0.961153083092938,0.4756023564118824,0.9852430555555556,0.986690049743004
14,CPP,96,0.9366741006604299,0.5117520425378331,0.9813368055555556,0.9838654266353364
14,PCP,96,0.9598971037465742,0.47935738111481596,0.9861111111111112,0.9875056613094018
14,PPC,96,0.9605122699390127,0.47714243142616974,0.9852430555555556,0.986690049743004
14,CCP,96,0.9381323563944174,0.5132639217225848,0.9822048611111112,0.9844964527264322
14,CPC,96,0.9371321342216439,0.5120609778198665,0.9813368055555556,0.9838654266353364
14,PCC,96,0.9585865722375201,0.4806554637843827,0.9861111111111112,0.9875056613094018
14,CCC,96,0.9378951387732162,0.513409215690459,0.9822048611111112,0.9844964527264322
