scope,method,epoch,training_horizon_comparable,branch,image_auroc,image_ap,mean_score,n_images
selected_solution_smoke,ANCHOR_SMOKE_C0,2,False,classification_only,0.5134548611111112,0.5463102288713456,0.49075723346322775,96
selected_solution_smoke,ANCHOR_SMOKE_C0,2,False,pixel_max_only,0.5160590277777778,0.5564639915398666,0.09480651468038559,96
selected_solution_smoke,ANCHOR_SMOKE_C0,2,False,fused,0.5186631944444444,0.5317854524334072,0.4511621621088125,96
