epoch,component,parameter_count,l2_distance,normalized_l2,cosine_flattened,relative_update_magnitude,max_abs_delta,common_initialization_reference
12,text_adapter:lora_adapters,73728,4.544398307800293,0.06668215245008469,0.997776985168457,0.0666913315653801,0.10123063623905182,UNAVAILABLE_NO_INIT_CHECKPOINT
12,text_adapter:m_t_w,2304,1.957802414894104,0.15119686722755432,0.9892808198928833,0.1470094472169876,0.21238575875759125,UNAVAILABLE_NO_INIT_CHECKPOINT
12,soft_prompt,6144,0.97286057472229,0.7911748088118902,0.6918148398399353,0.7793440097452548,0.056075263768434525,UNAVAILABLE_NO_INIT_CHECKPOINT
12,soft_prompt:ctx_abnormal,3072,0.7790298461914062,0.8804305791854858,0.6178784370422363,0.8682537078857422,0.056075263768434525,UNAVAILABLE_NO_INIT_CHECKPOINT
12,soft_prompt:ctx_normal,3072,0.5827267169952393,0.6824533343315125,0.7710235118865967,0.6714282631874084,0.04021358862519264,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter,14015247,178.1744384765625,0.7494210311075923,0.7068815231323242,0.7856707093680321,0.8847395777702332,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:det_layer_norms,4608,4.130330562591553,0.09055908024311066,0.9959949851036072,0.08962912857532501,0.3866692781448364,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:det_proj,1379328,63.4133415222168,1.1379441022872925,0.3557646870613098,1.13230299949646,0.5433065891265869,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:dfg_raw_gamma,3,0.0,0.0,0.0,0.0,0.0,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:dfg_ss2d_branches,3550476,20.816879272460938,0.23288756608963013,0.9737986326217651,0.22751453518867493,0.063007652759552,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:lora_adapters,6514176,123.51324462890625,0.8067074418067932,0.6571662425994873,0.8542695045471191,0.4787900745868683,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:m_i_w,3072,4.324860095977783,0.3926612436771393,0.9251891374588013,0.3827194571495056,0.37285563349723816,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:seg_layer_norms,4608,2.6350033283233643,0.055723484605550766,0.9984510540962219,0.05563633143901825,0.22466689348220825,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:seg_proj,1379328,55.27519607543945,1.0162370204925537,0.4736856520175934,1.0361849069595337,0.368012011051178,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:vision_text_k,589824,62.00901412963867,0.8279913067817688,0.6329314112663269,0.893696129322052,0.8847395777702332,UNAVAILABLE_NO_INIT_CHECKPOINT
14,image_adapter:vision_text_q,589824,71.39505004882812,0.7529329657554626,0.6848107576370239,0.8612696528434753,0.689710259437561,UNAVAILABLE_NO_INIT_CHECKPOINT
14,text_adapter,80640,7.052549839019775,0.08361083069235699,0.9965146780014038,0.08342669545232037,0.43688538670539856,UNAVAILABLE_NO_INIT_CHECKPOINT
14,text_adapter:layer_norms,4608,4.9143829345703125,0.10262954235076904,0.9947717785835266,0.10212359577417374,0.43688538670539856,UNAVAILABLE_NO_INIT_CHECKPOINT
14,text_adapter:lora_adapters,73728,4.627252101898193,0.06789391487836838,0.9976953268051147,0.06790031492710114,0.10094138979911804,UNAVAILABLE_NO_INIT_CHECKPOINT
14,text_adapter:m_t_w,2304,2.043487310409546,0.15362274646759033,0.9888505935668945,0.1496412754058838,0.21174417436122894,UNAVAILABLE_NO_INIT_CHECKPOINT
14,soft_prompt,6144,1.0327752828598022,0.821038933912766,0.6671848297119141,0.8109047873683182,0.060947272926568985,UNAVAILABLE_NO_INIT_CHECKPOINT
14,soft_prompt:ctx_abnormal,3072,0.825152575969696,0.9107990860939026,0.5896349549293518,0.9012324213981628,0.060947272926568985,UNAVAILABLE_NO_INIT_CHECKPOINT
14,soft_prompt:ctx_normal,3072,0.6210862994194031,0.7117283344268799,0.7504507899284363,0.7015405893325806,0.04104479402303696,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter,14015247,181.06744384765625,0.75650345297413,0.7024434208869934,0.789483345181358,0.9007527232170105,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:det_layer_norms,4608,4.434884071350098,0.097872793674469,0.9953145384788513,0.09685774147510529,0.4450834393501282,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:det_proj,1379328,64.2700424194336,1.1507641077041626,0.3438526690006256,1.1404417753219604,0.5418003797531128,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:dfg_raw_gamma,3,0.0,0.0,0.0,0.0,0.0,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:dfg_ss2d_branches,3550476,20.81875228881836,0.2327854037284851,0.9738021492958069,0.22750695049762726,0.06547337770462036,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:lora_adapters,6514176,125.05452728271484,0.8130979537963867,0.6516855359077454,0.8610378503799438,0.4756511151790619,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:m_i_w,3072,4.347720146179199,0.39304792881011963,0.9249386787414551,0.3834877014160156,0.3641127347946167,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:seg_layer_norms,4608,2.636946678161621,0.05576786771416664,0.9984472990036011,0.05570786073803902,0.2065640687942505,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:seg_proj,1379328,56.630584716796875,1.029251217842102,0.46048712730407715,1.0487030744552612,0.36768803000450134,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:vision_text_k,589824,63.178741455078125,0.8343151211738586,0.6327430605888367,0.8844660520553589,0.9007527232170105,UNAVAILABLE_NO_INIT_CHECKPOINT
16,image_adapter:vision_text_q,589824,73.09697723388672,0.7559282779693604,0.6868224143981934,0.8450342416763306,0.7073206305503845,UNAVAILABLE_NO_INIT_CHECKPOINT
16,text_adapter,80640,7.262462139129639,0.0860918024684212,0.9963052868843079,0.08590218915321175,0.463602215051651,UNAVAILABLE_NO_INIT_CHECKPOINT
16,text_adapter:layer_norms,4608,5.119052886962891,0.10706327110528946,0.9943071603775024,0.10655584186315536,0.463602215051651,UNAVAILABLE_NO_INIT_CHECKPOINT
16,text_adapter:lora_adapters,73728,4.695305347442627,0.06888929009437561,0.997627317905426,0.0688953697681427,0.1057918444275856,UNAVAILABLE_NO_INIT_CHECKPOINT
16,text_adapter:m_t_w,2304,2.119615077972412,0.15600290894508362,0.9885405898094177,0.1517680138349533,0.21434059739112854,UNAVAILABLE_NO_INIT_CHECKPOINT
16,soft_prompt,6144,1.0873034000396729,0.8458572067269344,0.6457532644271851,0.8377146761867061,0.0644264966249466,UNAVAILABLE_NO_INIT_CHECKPOINT
16,soft_prompt:ctx_abnormal,3072,0.866553783416748,0.9351879358291626,0.5657676458358765,0.9287043213844299,0.0644264966249466,UNAVAILABLE_NO_INIT_CHECKPOINT
16,soft_prompt:ctx_normal,3072,0.6567444205284119,0.7371404767036438,0.7317915558815002,0.7279148697853088,0.04223129153251648,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter,14015247,183.54705810546875,0.7620960946577614,0.6985310912132263,0.7937342913532086,0.9129437804222107,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:det_layer_norms,4608,4.701558589935303,0.10428380221128464,0.994673490524292,0.10319995135068893,0.4900088906288147,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:det_proj,1379328,64.95890045166016,1.1598330736160278,0.3342342972755432,1.1481276750564575,0.5416521430015564,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:dfg_raw_gamma,3,0.0,0.0,0.0,0.0,0.0,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:dfg_ss2d_branches,3550476,20.820127487182617,0.23275817930698395,0.9738026261329651,0.2275049239397049,0.06420701742172241,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:lora_adapters,6514176,126.3963851928711,0.8187642693519592,0.6468433141708374,0.8668740391731262,0.4752770662307739,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:m_i_w,3072,4.354181289672852,0.3923735022544861,0.9251999855041504,0.3828186094760895,0.3614370822906494,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:seg_layer_norms,4608,2.66957688331604,0.05646707862615585,0.998407781124115,0.05641162768006325,0.19332122802734375,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:seg_proj,1379328,57.52121353149414,1.037271499633789,0.4528222978115082,1.055322289466858,0.37336960434913635,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:vision_text_k,589824,63.977779388427734,0.8358458876609802,0.6337645053863525,0.8794137239456177,0.9129437804222107,UNAVAILABLE_NO_INIT_CHECKPOINT
18,image_adapter:vision_text_q,589824,74.9317855834961,0.7600319981575012,0.6855503916740417,0.840944230556488,0.7178634405136108,UNAVAILABLE_NO_INIT_CHECKPOINT
18,text_adapter,80640,7.434896469116211,0.08813436178050256,0.9961279630661011,0.08793697583902077,0.4778612554073334,UNAVAILABLE_NO_INIT_CHECKPOINT
18,text_adapter:layer_norms,4608,5.283352851867676,0.11066259443759918,0.9939173460006714,0.1101367250084877,0.4778612554073334,UNAVAILABLE_NO_INIT_CHECKPOINT
18,text_adapter:lora_adapters,73728,4.758419990539551,0.06981317698955536,0.9975635409355164,0.06981825828552246,0.11148651689291,UNAVAILABLE_NO_INIT_CHECKPOINT
18,text_adapter:m_t_w,2304,2.1728553771972656,0.15709716081619263,0.9883753657341003,0.15282732248306274,0.21669431030750275,UNAVAILABLE_NO_INIT_CHECKPOINT
18,soft_prompt,6144,1.1307051181793213,0.8646038231454102,0.6292528510093689,0.8576864415339399,0.06589886546134949,UNAVAILABLE_NO_INIT_CHECKPOINT
18,soft_prompt:ctx_abnormal,3072,0.8983631730079651,0.9524994492530823,0.5485894083976746,0.9478692412376404,0.06589886546134949,UNAVAILABLE_NO_INIT_CHECKPOINT
18,soft_prompt:ctx_normal,3072,0.6866132020950317,0.7579090595245361,0.7161180377006531,0.7492914199829102,0.04400312900543213,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter,14015247,185.24462890625,0.7662362998769181,0.6962073445320129,0.795120369757872,0.9217506051063538,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:det_layer_norms,4608,4.937130451202393,0.10999609529972076,0.9940654635429382,0.10886941105127335,0.5279474854469299,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:det_proj,1379328,65.45571899414062,1.1676777601242065,0.3262127935886383,1.1541802883148193,0.5446731448173523,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:dfg_raw_gamma,3,0.0,0.0,0.0,0.0,0.0,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:dfg_ss2d_branches,3550476,20.79927635192871,0.2324688732624054,0.9738764762878418,0.22718195617198944,0.06384027004241943,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:lora_adapters,6514176,127.07730865478516,0.8219683766365051,0.6444125771522522,0.8692566752433777,0.47638219594955444,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:m_i_w,3072,4.3709917068481445,0.3922467529773712,0.9251332879066467,0.3831399083137512,0.3641833961009979,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:seg_layer_norms,4608,2.699042558670044,0.0570940300822258,0.9983720183372498,0.057045064866542816,0.19643938541412354,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:seg_proj,1379328,58.237152099609375,1.0438462495803833,0.4459902346134186,1.0617605447769165,0.3782353401184082,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:vision_text_k,589824,64.65481567382812,0.8395437598228455,0.6340504288673401,0.8736779689788818,0.9217506051063538,UNAVAILABLE_NO_INIT_CHECKPOINT
20,image_adapter:vision_text_q,589824,76.36698913574219,0.7640728950500488,0.6855241656303406,0.8328987956047058,0.7243173122406006,UNAVAILABLE_NO_INIT_CHECKPOINT
20,text_adapter,80640,7.580822944641113,0.08986487036463409,0.9959742426872253,0.08966313798451739,0.4868607521057129,UNAVAILABLE_NO_INIT_CHECKPOINT
20,text_adapter:layer_norms,4608,5.422003746032715,0.11372367292642593,0.9935752153396606,0.11318770051002502,0.4868607521057129,UNAVAILABLE_NO_INIT_CHECKPOINT
20,text_adapter:lora_adapters,73728,4.8125481605529785,0.07060559839010239,0.9975077509880066,0.07061000913381577,0.11674680560827255,UNAVAILABLE_NO_INIT_CHECKPOINT
20,text_adapter:m_t_w,2304,2.215883255004883,0.1577710658311844,0.9882609844207764,0.15352590382099152,0.218368798494339,UNAVAILABLE_NO_INIT_CHECKPOINT
20,soft_prompt,6144,1.1716344356536865,0.8808190115440342,0.6148668527603149,0.8745469047866502,0.0692446380853653,UNAVAILABLE_NO_INIT_CHECKPOINT
20,soft_prompt:ctx_abnormal,3072,0.9286319017410278,0.9675418138504028,0.5336421132087708,0.9640194773674011,0.0692446380853653,UNAVAILABLE_NO_INIT_CHECKPOINT
20,soft_prompt:ctx_normal,3072,0.7144018411636353,0.775721549987793,0.7024551033973694,0.7672973871231079,0.04507919028401375,UNAVAILABLE_NO_INIT_CHECKPOINT
