epoch,signal,axis,mean_cosine,norm_ratio_c,linear_cka,pairwise_geometry_corr,mean_abs_delta,drift_level,n_images
12,det_stage1,feature,0.7132752013639353,0.9149119328027059,0.8693812172048864,0.6777304147912802,0.00954967628977602,HIGH,96
12,native_dfg_weights_stage1,group_class,0.9915042549616891,1.4666262427876255,0.30383078173812905,0.31771241307697345,0.19814992081713476,MODERATE,96
12,group_margin_stage1,patch_group,0.9927028551565293,1.0137185248258713,0.6181778665778896,0.9388437695189248,0.10090738931665655,MODERATE,96
12,native_fused_margin_stage1,patch,0.9977006568614684,0.9977298937310323,0.9215153218837214,0.940735395592563,0.28253412635512004,LOW,96
12,transported_margin_stage1,patch,0.9976994624049268,0.997727659407542,0.921452856365339,0.940751053365076,0.27731288566767076,LOW,96
12,seg_stage2,feature,0.7751973612065658,1.0698448278975168,0.5973815032986515,0.5019056089672969,0.017194466745543018,HIGH,96
12,seg_stage2,patch_subsample,0.7268750555667377,1.0000000004334482,0.2405523496891162,0.5461668119485733,0.019576620080820548,HIGH,96
12,det_stage2,feature,0.6226224509304853,1.1603337808699832,0.7213580139832206,0.5816158615574974,0.019314046076339117,HIGH,96
12,native_dfg_weights_stage2,group_class,0.9271854959375854,1.913407744369482,0.6297901807955891,0.08978873364400812,0.13146654345150133,HIGH,96
12,group_margin_stage2,patch_group,0.9203182794588605,1.1037684685993217,0.22706325107290623,0.5755620720408686,0.24603372615163235,HIGH,96
12,native_fused_margin_stage2,patch,0.9479029784818066,0.9486899654836337,0.5382813568664169,0.5790136296587126,2.5561420702566937,HIGH,96
12,transported_margin_stage2,patch,0.947913095666652,0.9481503183399113,0.5372736056137523,0.579036155153883,2.560031903483731,HIGH,96
12,text_normal_abnormal_groups,feature,0.8991734775292447,0.999999994669452,0.9972347060595127,0.9700963346132162,0.012281865601807005,HIGH,96
14,seg_stage0,feature,0.8956823183069743,0.9924010248061211,0.20956241442310103,-0.01612571080793434,0.012486113009353254,HIGH,96
14,seg_stage0,patch_subsample,0.8656518827507208,1.0000000011578285,0.5830218782371394,0.8337737237563472,0.014353355810353963,HIGH,96
14,det_stage0,feature,0.6585087596957184,0.9619510419198782,0.8981852678308563,0.658671216883904,0.009847036886263484,HIGH,96
14,native_dfg_weights_stage0,group_class,0.996047167267888,1.0214656371256297,0.5695342227526314,0.8000398874554232,0.12719449529928775,LOW,96
14,group_margin_stage0,patch_group,0.9971166846497991,1.011266575286038,0.6582132736756661,0.7727452447357888,0.08129983292819928,LOW,96
14,native_fused_margin_stage0,patch,0.9981800219110845,0.9981547043518869,0.8051395917461951,0.7727855542598852,0.44989002486273066,LOW,96
14,transported_margin_stage0,patch,0.998180509087245,0.9984939286571984,0.803181550453929,0.7725541249055177,0.4469590270514648,LOW,96
14,seg_stage1,feature,0.8863188927645319,0.9974253649459298,0.6925199695220496,0.8018221549053256,0.013280958726857186,HIGH,96
14,seg_stage1,patch_subsample,0.8725819225424094,0.9999999986524223,0.5247807190624559,0.8643263133288795,0.01412082522951497,HIGH,96
14,det_stage1,feature,0.682145546019698,1.0291926042278559,0.900521046175207,0.6460696384287902,0.01080741301388612,HIGH,96
14,native_dfg_weights_stage1,group_class,0.9981269568120505,1.15334589597413,0.47091962883594435,0.48973103416493385,0.1530846239458899,LOW,96
14,group_margin_stage1,patch_group,0.9949353483413462,1.017902868961391,0.7423676488063095,0.8718819480908344,0.09077907715103224,MODERATE,96
14,native_fused_margin_stage1,patch,0.9985130938990526,1.002152250010031,0.875510366499434,0.877404435507403,0.22277041399304484,LOW,96
14,transported_margin_stage1,patch,0.9985104383824197,1.0024774619355876,0.8756570353909148,0.8774895576297774,0.22417157000078816,LOW,96
14,seg_stage2,feature,0.7871922377404537,1.0258128858080096,0.617984510612636,0.5569753967408206,0.016593605858497073,HIGH,96
14,seg_stage2,patch_subsample,0.7509770704493262,0.9999999993760845,0.2802200522088888,0.5978923505299064,0.018600268498798048,HIGH,96
14,det_stage2,feature,0.7285506525524358,1.0405185631984755,0.8166390091830001,0.762799450907875,0.017764397080503792,HIGH,96
14,native_dfg_weights_stage2,group_class,0.9614838576965408,1.472345109617713,0.7643525853306413,0.12411161517531115,0.09957114619384003,MODERATE,96
14,group_margin_stage2,patch_group,0.9226516712038799,1.0010646578099744,0.2163135872655501,0.4355815788486837,0.238038467115376,HIGH,96
14,native_fused_margin_stage2,patch,0.9487082075606373,0.9374775001393095,0.4877977870809825,0.4334044006725503,2.347789287749525,HIGH,96
14,transported_margin_stage2,patch,0.9487159550153654,0.9368972774456378,0.48662650298724935,0.43340107321769167,2.3459296468780257,HIGH,96
14,text_normal_abnormal_groups,feature,0.8963558384287745,0.9999999989630725,0.9982583060010873,0.9872717526144288,0.01241023161095761,HIGH,96
16,seg_stage0,feature,0.8952053900169923,0.9931178301263252,0.18146865615226315,-0.03658333262151465,0.012500772554205564,HIGH,96
16,seg_stage0,patch_subsample,0.8629278795911995,0.9999999994475024,0.5925129088447673,0.7862640722427414,0.014485974783139248,HIGH,96
16,det_stage0,feature,0.7177743237999872,1.0433649387268031,0.930139776492146,0.8275551204792526,0.009373130623787949,HIGH,96
16,native_dfg_weights_stage0,group_class,0.9971797646559712,1.0053105969674323,0.697932165164114,0.7794068265183527,0.09982333301579477,LOW,96
16,group_margin_stage0,patch_group,0.996663822848276,1.0124563078953008,0.6460734497885459,0.703474658517704,0.07811020207781695,LOW,96
16,native_fused_margin_stage0,patch,0.997773963727922,0.9995849860344789,0.7244014729481508,0.7033853044404911,0.46454367619242526,LOW,96
16,transported_margin_stage0,patch,0.9977695375724988,1.0000103519645356,0.7223579762251289,0.7029659464993007,0.4662889564718932,LOW,96
16,seg_stage1,feature,0.8861049689023633,0.9980128362475865,0.7634702353324,0.8391994004908613,0.01324087818716759,HIGH,96
16,seg_stage1,patch_subsample,0.869263859641797,1.0000000009083359,0.6105666316470124,0.9478800153087807,0.014267708165566773,HIGH,96
16,det_stage1,feature,0.7749184257230435,1.067572471709614,0.8846930325318306,0.7973867871647624,0.008988365068867268,HIGH,96
16,native_dfg_weights_stage1,group_class,0.996216174360063,1.111284044196472,0.6417476193888818,0.7387562418974373,0.11402512713943401,LOW,96
16,group_margin_stage1,patch_group,0.9939661126690347,1.0188542358962265,0.4388694809239966,0.9303341117666323,0.09197674459653472,MODERATE,96
16,native_fused_margin_stage1,patch,0.9981836577421683,1.0018737537637066,0.913693879388487,0.93265170746017,0.2588706482662856,LOW,96
16,transported_margin_stage1,patch,0.9981794077556835,1.0016469259498864,0.9136497281892247,0.9326160935452483,0.25593807164890636,LOW,96
16,seg_stage2,feature,0.768006284555217,1.0012227331615888,0.590216300098994,0.569555218341978,0.017010493168200882,HIGH,96
16,seg_stage2,patch_subsample,0.7283679944975104,0.9999999998645727,0.27278051658564273,0.6057325286949014,0.019341896874267454,HIGH,96
16,det_stage2,feature,0.7586114106319196,1.0076834453415493,0.8273865960145487,0.8221113347440964,0.017513739662250078,HIGH,96
16,native_dfg_weights_stage2,group_class,0.9691644357486449,1.4188975051240362,0.8103178964062386,0.30403971217415765,0.08740132275528999,MODERATE,96
16,group_margin_stage2,patch_group,0.9053127165276473,0.9828628117824447,0.19338318640037977,0.46159398065651885,0.25528746331066304,HIGH,96
16,native_fused_margin_stage2,patch,0.9319935314406882,0.9372851836163889,0.4785873753988602,0.4619177272612389,2.500099473330203,HIGH,96
16,transported_margin_stage2,patch,0.9320050767150717,0.9365645514523079,0.4774727805529834,0.46191839651712513,2.4970233833377042,HIGH,96
16,text_normal_abnormal_groups,feature,0.8915426288488797,1.0000000036693244,0.9983215295646841,0.9672585300066017,0.012628249905639896,HIGH,96
18,seg_stage0,feature,0.8958161054622815,0.9981419083255584,0.34065744228481315,0.07893332392639273,0.012396429079093163,HIGH,96
18,seg_stage0,patch_subsample,0.860002918540689,0.9999999999110091,0.6367972953579004,0.8102908463656979,0.01460235260887905,HIGH,96
18,det_stage0,feature,0.6122168749170352,1.0077446497322537,0.8273542149089033,0.6080108492941109,0.010500713804238114,HIGH,96
18,native_dfg_weights_stage0,group_class,0.9980949656684861,1.067248393945835,0.6263569906897737,0.6588596891112396,0.11145857604020017,LOW,96
18,group_margin_stage0,patch_group,0.9958390154530886,1.020891379776071,0.6633444382972618,0.8111293105313395,0.08563444917991911,LOW,96
18,native_fused_margin_stage0,patch,0.9975921449205831,0.998148157890132,0.8110325052418792,0.8254695916041959,0.4818606654371482,LOW,96
18,transported_margin_stage0,patch,0.9975902864975055,0.998545595721675,0.8100127944730323,0.8255269752010158,0.4834278599023455,LOW,96
18,seg_stage1,feature,0.8849759556917626,0.9917703957575744,0.7640321587344414,0.8539155744413895,0.013290428540193836,HIGH,96
18,seg_stage1,patch_subsample,0.8661783858968167,0.9999999989663989,0.7160421639763451,0.927536523346731,0.01440264105275531,HIGH,96
18,det_stage1,feature,0.6914762900694856,1.0870601153558423,0.8942472110602372,0.6504900635060775,0.010173365583799415,HIGH,96
18,native_dfg_weights_stage1,group_class,0.9909836979240964,1.2321066349141354,0.5666295115653742,0.7089369358454769,0.13268447813849585,MODERATE,96
18,group_margin_stage1,patch_group,0.9924456321964739,1.0110080742788128,0.8632898037029191,0.8605976162847574,0.09772108477260148,MODERATE,96
18,native_fused_margin_stage1,patch,0.9976289053240218,0.9943980529952943,0.8495874326672044,0.855894557161434,0.28406134110693504,LOW,96
18,transported_margin_stage1,patch,0.9976236118172869,0.9944380013274577,0.8489911691728244,0.855759009422558,0.28991853162174314,LOW,96
18,seg_stage2,feature,0.7741821778311241,0.9959177922855632,0.576417426722128,0.44720416577156985,0.016972312456324204,HIGH,96
18,seg_stage2,patch_subsample,0.7394786178310602,0.99999999950755,0.30417730205847693,0.5063434636072298,0.018958972051305055,HIGH,96
18,det_stage2,feature,0.7205764970047132,0.9867844024119923,0.776636207914202,0.7288569064069278,0.01828408738535606,HIGH,96
18,native_dfg_weights_stage2,group_class,0.9966200755551028,1.4827186269110926,0.7569903796382683,0.36100468902470606,0.10752031251548841,LOW,96
18,group_margin_stage2,patch_group,0.9152844917741861,0.9591225797865964,0.22921035286191838,0.24003436628715924,0.2625692684206775,HIGH,96
18,native_fused_margin_stage2,patch,0.9404193689060011,0.9219856588590091,0.3555083284457109,0.23893624056769885,2.512054292131993,HIGH,96
18,transported_margin_stage2,patch,0.9404483384553313,0.9208564490697667,0.35395187558484786,0.2386854956974581,2.5151495048143118,HIGH,96
18,text_normal_abnormal_groups,feature,0.8893728699742359,1.0000000005046887,0.9970513898221867,0.9222708796584598,0.012660290003547492,HIGH,96
20,seg_stage0,feature,0.89688528483906,0.9984137222177075,0.22578301419433777,-0.006194452455363477,0.012436406189206573,HIGH,96
20,seg_stage0,patch_subsample,0.8637985610317909,1.0000000004581238,0.6477930120137931,0.7662039228711337,0.014490962502730844,HIGH,96
20,det_stage0,feature,0.5545219629839435,1.1529277615624782,0.8523906716214515,0.5604608122392186,0.011552866300489082,HIGH,96
20,native_dfg_weights_stage0,group_class,0.9973458897126974,1.0357184618656872,0.5653929984395698,0.6497703590473702,0.11989522627684185,LOW,96
20,group_margin_stage0,patch_group,0.9968410460471686,1.022979721993565,0.7363384470250252,0.7842605159208599,0.07938783093500258,LOW,96
20,native_fused_margin_stage0,patch,0.998160350370179,1.0035732145413068,0.7864256155752094,0.7912527521416556,0.41559265190164013,LOW,96
20,transported_margin_stage0,patch,0.9981604312224381,1.004261080420896,0.7853720462518909,0.7916696226353644,0.41937958470850767,LOW,96
20,seg_stage1,feature,0.8881328497386095,0.9977033295698696,0.7505483358569777,0.8090398487207234,0.013154340869621516,HIGH,96
20,seg_stage1,patch_subsample,0.86997583295806,0.9999999997043236,0.6565436000481485,0.9329097984322897,0.014272508864757465,HIGH,96
20,det_stage1,feature,0.6768876474641932,1.2949244223164085,0.9049776101535187,0.5996925875809276,0.011712232605009433,HIGH,96
20,native_dfg_weights_stage1,group_class,0.9994248797615496,1.1005968365621857,0.5032791844766712,0.7804245319150275,0.13561721750657954,LOW,96
20,group_margin_stage1,patch_group,0.9940393841157744,1.021235977998856,0.7201608378340314,0.9129639346940225,0.09581718167660594,MODERATE,96
20,native_fused_margin_stage1,patch,0.9984408253294514,1.0025224087988411,0.9126318059238983,0.9167940884045079,0.25424544886909667,LOW,96
20,transported_margin_stage1,patch,0.9984387588148497,1.0025746002787654,0.9126397106158781,0.9167564159582954,0.24991157465736094,LOW,96
20,seg_stage2,feature,0.7666284511405732,1.038323021707899,0.6422948456921884,0.5441971780402525,0.017274438165015962,HIGH,96
20,seg_stage2,patch_subsample,0.730851525478006,1.0000000008831063,0.3532045261484549,0.6885570933483637,0.019430975789539617,HIGH,96
20,det_stage2,feature,0.7553771780332781,1.0321595243049897,0.8402788656245133,0.8051938160277317,0.017504766384994704,HIGH,96
20,native_dfg_weights_stage2,group_class,0.9938663669507297,1.249198038234429,0.5987542736513691,0.12487582786431607,0.11422952971447052,MODERATE,96
20,group_margin_stage2,patch_group,0.921881751500845,1.0660455042822847,0.33656416677825496,0.5557546374734085,0.26495514178350704,HIGH,96
20,native_fused_margin_stage2,patch,0.954415722143719,0.9933372392712281,0.5900655337581197,0.5448082324369853,2.1961545144581573,MODERATE,96
20,transported_margin_stage2,patch,0.9544324516202054,0.9921669707257439,0.5883448625374759,0.5447576569138352,2.1774576810280117,MODERATE,96
20,text_normal_abnormal_groups,feature,0.8852343016573976,0.9999999974424922,0.9976663016386301,0.9450188741630535,0.01284684195621689,HIGH,96
