scope,method,epoch,training_horizon_comparable,n_images,pixel_auroc,pixel_ap,image_auroc,image_ap
frozen_baseline_e14,P0,14,True,96,0.961153083092938,0.4756023564118824,0.9852430555555556,0.986690049743004
frozen_baseline_e14,P05,14,True,96,0.961102870739338,0.4756070875659294,0.9852430555555556,0.986690049743004
frozen_baseline_e14,C0,14,True,96,0.9378951387732162,0.513409215690459,0.9822048611111112,0.9844964527264322
frozen_baseline_e14,C05,14,True,96,0.9392449564117534,0.5135118723113324,0.9822048611111112,0.9844964527264322
selected_solution_smoke,ANCHOR_SMOKE_C0,2,False,96,0.45424784382444944,0.0016007809905713738,0.5186631944444444,0.5317854524334072
selected_solution_smoke,ANCHOR_SMOKE_C05,2,False,96,0.44351465304008697,0.0014729768008287815,0.5151909722222222,0.5296109639096537
