epoch,method,split,category,n_images,pixel_auroc,pixel_ap,image_auroc,image_ap
12,C05,seen_categories,candle,8,0.9990699547551661,0.5421734998562464,1.0,1.0
12,C05,seen_categories,capsules,8,0.999634560928137,0.9422110380979255,1.0,1.0
12,C05,seen_categories,chewinggum,8,0.995742015158509,0.8819658133713494,1.0,1.0
12,C05,seen_categories,fryum,8,0.9939011406041273,0.11888711297124294,1.0,1.0
12,C05,seen_categories,macaroni1,8,0.9994021403232054,0.2834591267297543,1.0,1.0
12,C05,seen_categories,pcb1,8,0.8916489902616336,0.1782921855079359,1.0,1.0
12,C05,seen_categories,pcb2,8,0.7572834633242255,0.06483234000530841,1.0,1.0
12,C05,seen_categories,pcb4,8,0.9909814391365758,0.35365127933774304,1.0,1.0
14,P0,heldout_categories,__macro__,32,0.9950131145924049,0.40665922750993455,0.984375,0.9875
14,P0,heldout_categories,cashew,8,0.9996433224958234,0.8720932933461004,1.0,1.0
14,P0,heldout_categories,macaroni2,8,0.997386767872834,0.16552604907262056,0.875,0.9166666666666666
14,P0,heldout_categories,pcb3,8,0.9936543290590084,0.5207836016908274,1.0,1.0
14,P0,heldout_categories,pipe_fryum,8,0.9976515525149116,0.36268469611650533,1.0,1.0
14,P0,seen_categories,__macro__,64,0.950327670439242,0.49608472218164923,0.9912109375,0.9914582351452312
14,P0,seen_categories,candle,8,0.9986808212631595,0.5043766057935258,1.0,1.0
14,P0,seen_categories,capsules,8,0.9997236833235956,0.9471932752537962,1.0,1.0
14,P0,seen_categories,chewinggum,8,0.9972349450178695,0.8780231733142626,1.0,1.0
14,P0,seen_categories,fryum,8,0.9468539851028788,0.06771802322585485,1.0,1.0
14,P0,seen_categories,macaroni1,8,0.9994950994205641,0.3444635141438832,1.0,1.0
14,P0,seen_categories,pcb1,8,0.8949436710035994,0.22292686454140254,1.0,1.0
14,P0,seen_categories,pcb2,8,0.8058381714018558,0.057354701460978735,1.0,1.0
14,P0,seen_categories,pcb4,8,0.9917066468754691,0.3941418502328823,1.0,1.0
14,P05,heldout_categories,__macro__,32,0.9950230944377496,0.40655455143060787,0.984375,0.9875
14,P05,heldout_categories,cashew,8,0.9996467805609217,0.8721420982375274,1.0,1.0
14,P05,heldout_categories,macaroni2,8,0.9974088373646591,0.16556667692223473,0.875,0.9166666666666666
14,P05,heldout_categories,pcb3,8,0.9936275384589199,0.5205835947459558,1.0,1.0
14,P05,heldout_categories,pipe_fryum,8,0.9976566425594086,0.3627073778756048,1.0,1.0
14,P05,seen_categories,__macro__,64,0.9503262298997113,0.49609574732192024,0.9912109375,0.9914582351452312
14,P05,seen_categories,candle,8,0.9986807445928124,0.5043807036595465,1.0,1.0
14,P05,seen_categories,capsules,8,0.9997234435480141,0.9471546198369355,1.0,1.0
14,P05,seen_categories,chewinggum,8,0.9972099201128054,0.8780426331218815,1.0,1.0
14,P05,seen_categories,fryum,8,0.9468016586632564,0.06773787727682226,1.0,1.0
14,P05,seen_categories,macaroni1,8,0.9994960574922716,0.3431240129705431,1.0,1.0
14,P05,seen_categories,pcb1,8,0.8948887767892798,0.22289684832037637,1.0,1.0
14,P05,seen_categories,pcb2,8,0.8066292138030414,0.0573562554052085,1.0,1.0
14,P05,seen_categories,pcb4,8,0.9917057669062069,0.3941654922168236,1.0,1.0
14,C0,heldout_categories,__macro__,32,0.9702476109391912,0.35915055169553034,0.96875,0.9747023809523809
14,C0,heldout_categories,cashew,8,0.9998224243343798,0.8824146135420826,1.0,1.0
14,C0,heldout_categories,macaroni2,8,0.9909007678297136,0.41795992290852896,1.0,1.0
14,C0,heldout_categories,pcb3,8,0.9263632426138438,0.4881850174014312,0.9375,0.95
14,C0,heldout_categories,pipe_fryum,8,0.994105459166811,0.1750046883990215,1.0,1.0
14,C0,seen_categories,__macro__,64,0.929180299294299,0.5429612062909063,0.98828125,0.9894675274415986
14,C0,seen_categories,candle,8,0.9990732704514897,0.5731112403405125,1.0,1.0
14,C0,seen_categories,capsules,8,0.9994293146227164,0.9394756063207497,1.0,1.0
14,C0,seen_categories,chewinggum,8,0.9937176305368759,0.8702385518999034,1.0,1.0
14,C0,seen_categories,fryum,8,0.9931382442873894,0.14558955804545173,1.0,1.0
14,C0,seen_categories,macaroni1,8,0.9993895693583891,0.29845720084860405,1.0,1.0
14,C0,seen_categories,pcb1,8,0.8598194472857137,0.18212555328220825,1.0,1.0
14,C0,seen_categories,pcb2,8,0.6848647146035154,0.11932380606796689,1.0,1.0
14,C0,seen_categories,pcb4,8,0.9924763243562568,0.3642722844436379,1.0,1.0
14,C05,heldout_categories,__macro__,32,0.9700449304512389,0.35916193312597505,0.96875,0.9747023809523809
14,C05,heldout_categories,cashew,8,0.9998224508928197,0.8824325734958302,1.0,1.0
14,C05,heldout_categories,macaroni2,8,0.9908508646717187,0.4180172737073071,1.0,1.0
14,C05,heldout_categories,pcb3,8,0.9263669500996623,0.4881637713320414,0.9375,0.95
14,C05,heldout_categories,pipe_fryum,8,0.9940966820866507,0.17522978513546486,1.0,1.0
14,C05,seen_categories,__macro__,64,0.9308224565940659,0.5430790542326636,0.98828125,0.9894675274415986
14,C05,seen_categories,candle,8,0.9990732329625673,0.57309775856607,1.0,1.0
14,C05,seen_categories,capsules,8,0.9994290716110892,0.9394850462239055,1.0,1.0
14,C05,seen_categories,chewinggum,8,0.9937096846255256,0.8702755725955076,1.0,1.0
14,C05,seen_categories,fryum,8,0.9931397954036096,0.14554435624526949,1.0,1.0
14,C05,seen_categories,macaroni1,8,0.9993890841310715,0.2991225962659218,1.0,1.0
14,C05,seen_categories,pcb1,8,0.8797435721165313,0.18216026430374685,1.0,1.0
14,C05,seen_categories,pcb2,8,0.6900285061650695,0.11937824192428903,1.0,1.0
14,C05,seen_categories,pcb4,8,0.9924804329628635,0.3643761646578066,1.0,1.0
16,P0,heldout_categories,__macro__,32,0.991255494057186,0.3856756454223456,0.99609375,0.9963235294117647
16,P0,heldout_categories,cashew,8,0.999782297968698,0.8796182310427187,1.0,1.0
16,P0,heldout_categories,macaroni2,8,0.9980295185719802,0.18552371859968977,1.0,1.0
16,P0,heldout_categories,pcb3,8,0.9831325424095996,0.4679843131477257,1.0,1.0
16,P0,heldout_categories,pipe_fryum,8,0.9974741361955536,0.3833571224491974,1.0,1.0
16,P0,seen_categories,__macro__,64,0.9432052156710353,0.4983005984110349,0.9921875,0.9926109506302521
16,P0,seen_categories,candle,8,0.9986836594200035,0.5370173107782792,1.0,1.0
16,P0,seen_categories,capsules,8,0.9997472849610954,0.9505864841158809,1.0,1.0
16,P0,seen_categories,chewinggum,8,0.9981963238523995,0.870793286151951,1.0,1.0
16,P0,seen_categories,fryum,8,0.9475268085746513,0.08945888113416775,1.0,1.0
16,P0,seen_categories,macaroni1,8,0.9994091316324961,0.27789305938078923,1.0,1.0
16,P0,seen_categories,pcb1,8,0.940837014551494,0.16681882352368127,1.0,1.0
16,P0,seen_categories,pcb2,8,0.7778332636989108,0.05653120883508566,1.0,1.0
16,P0,seen_categories,pcb4,8,0.9888039013769272,0.35888684303182233,1.0,1.0
16,P05,heldout_categories,__macro__,32,0.9911187700023649,0.38560728709467146,0.99609375,0.9963235294117647
16,P05,heldout_categories,cashew,8,0.9997821339312752,0.8795868274878915,1.0,1.0
16,P05,heldout_categories,macaroni2,8,0.9980355845565932,0.1855563925919581,1.0,1.0
16,P05,heldout_categories,pcb3,8,0.9829805430608229,0.4677971801931754,1.0,1.0
16,P05,heldout_categories,pipe_fryum,8,0.9974743488793544,0.3835707990915465,1.0,1.0
16,P05,seen_categories,__macro__,64,0.942922447252841,0.4982927976376173,0.9921875,0.9926109506302521
16,P05,seen_categories,candle,8,0.998683558800751,0.5370301174659113,1.0,1.0
16,P05,seen_categories,capsules,8,0.9997470490379494,0.9505423521710944,1.0,1.0
16,P05,seen_categories,chewinggum,8,0.9981988217397749,0.8708559630281633,1.0,1.0
16,P05,seen_categories,fryum,8,0.9473956199098789,0.0895476210691743,1.0,1.0
16,P05,seen_categories,macaroni1,8,0.9994095567796827,0.2767190320554727,1.0,1.0
16,P05,seen_categories,pcb1,8,0.9406847746139347,0.16678571223062094,1.0,1.0
16,P05,seen_categories,pcb2,8,0.7767979030524181,0.056497888281400725,1.0,1.0
16,P05,seen_categories,pcb4,8,0.9888069881705533,0.35892895086237814,1.0,1.0
16,C0,heldout_categories,__macro__,32,0.9883252890956877,0.3354380454969193,0.98828125,0.9901315789473684
16,C0,heldout_categories,cashew,8,0.9997056498425303,0.8670387466858153,1.0,1.0
16,C0,heldout_categories,macaroni2,8,0.9891382667647275,0.42738636959005094,1.0,1.0
16,C0,heldout_categories,pcb3,8,0.9809799611402866,0.4732190533774376,1.0,1.0
16,C0,heldout_categories,pipe_fryum,8,0.9953122295874247,0.25034943885558103,1.0,1.0
16,C0,seen_categories,__macro__,64,0.9415727524204146,0.5132249116499393,0.994140625,0.9950657894736842
16,C0,seen_categories,candle,8,0.9988281825165118,0.4758378034731952,1.0,1.0
16,C0,seen_categories,capsules,8,0.9994828477316483,0.935764283323661,1.0,1.0
16,C0,seen_categories,chewinggum,8,0.9939361063579593,0.872320033637032,1.0,1.0
16,C0,seen_categories,fryum,8,0.9864528169695529,0.07829273965394905,1.0,1.0
16,C0,seen_categories,macaroni1,8,0.9994871413256537,0.2599752826143808,1.0,1.0
16,C0,seen_categories,pcb1,8,0.9599917099461334,0.23281833798449703,1.0,1.0
16,C0,seen_categories,pcb2,8,0.7434300952817298,0.1410539699781481,1.0,1.0
16,C0,seen_categories,pcb4,8,0.9949024309058413,0.4460319117833355,1.0,1.0
16,C05,heldout_categories,__macro__,32,0.9883375789398935,0.33549648333262583,0.98828125,0.9901315789473684
16,C05,heldout_categories,cashew,8,0.9997044767406182,0.8670226265213803,1.0,1.0
16,C05,heldout_categories,macaroni2,8,0.9892011851064932,0.42699940148884763,1.0,1.0
16,C05,heldout_categories,pcb3,8,0.980982512564308,0.4732614345829869,1.0,1.0
16,C05,heldout_categories,pipe_fryum,8,0.9952851124028324,0.2506664020571531,1.0,1.0
16,C05,seen_categories,__macro__,64,0.9420080687762855,0.5133753435871798,0.994140625,0.9950657894736842
16,C05,seen_categories,candle,8,0.9988277955258968,0.4757816248362467,1.0,1.0
16,C05,seen_categories,capsules,8,0.9994838821105626,0.9358250286727615,1.0,1.0
16,C05,seen_categories,chewinggum,8,0.9939495018388613,0.8723146293406195,1.0,1.0
16,C05,seen_categories,fryum,8,0.9864594833471934,0.07835827215086007,1.0,1.0
16,C05,seen_categories,macaroni1,8,0.9994857585653867,0.2589562580850505,1.0,1.0
16,C05,seen_categories,pcb1,8,0.96050611444532,0.23278171646552076,1.0,1.0
16,C05,seen_categories,pcb2,8,0.7459458875244115,0.14109520073842183,1.0,1.0
16,C05,seen_categories,pcb4,8,0.9949051486366958,0.4460896936640584,1.0,1.0
18,P0,heldout_categories,__macro__,32,0.9967538926794938,0.40654835942149264,0.98828125,0.9891493055555556
18,P0,heldout_categories,cashew,8,0.9998227435043368,0.8809155254207885,1.0,1.0
18,P0,heldout_categories,macaroni2,8,0.997986241295643,0.20377281906083305,0.9375,0.95
18,P0,heldout_categories,pcb3,8,0.9934002587691573,0.49199387619685137,1.0,1.0
18,P0,heldout_categories,pipe_fryum,8,0.998068158670572,0.41270208881264797,1.0,1.0
18,P0,seen_categories,__macro__,64,0.9590202501499213,0.5060489864815773,0.9619140625,0.9707398504273506
18,P0,seen_categories,candle,8,0.9987431608560996,0.5373647012247621,1.0,1.0
18,P0,seen_categories,capsules,8,0.9997931078827957,0.9579092599192633,1.0,1.0
18,P0,seen_categories,chewinggum,8,0.9980084780716012,0.8719819767318584,1.0,1.0
18,P0,seen_categories,fryum,8,0.9698903628042999,0.09358901630195637,1.0,1.0
18,P0,seen_categories,macaroni1,8,0.9994780788570377,0.347697968398535,1.0,1.0
18,P0,seen_categories,pcb1,8,0.9090684732908234,0.2033484022700839,1.0,1.0
18,P0,seen_categories,pcb2,8,0.8171310525841367,0.06380535182014742,1.0,1.0
18,P0,seen_categories,pcb4,8,0.9924926201074447,0.38352792401871605,1.0,1.0
18,P05,heldout_categories,__macro__,32,0.9967514617242668,0.4065887392777387,0.98828125,0.9891493055555556
18,P05,heldout_categories,cashew,8,0.9998226286781409,0.8808395753861326,1.0,1.0
18,P05,heldout_categories,macaroni2,8,0.9979975644984331,0.2037518734655855,0.9375,0.95
18,P05,heldout_categories,pcb3,8,0.9933576358100124,0.49197497183719635,1.0,1.0
18,P05,heldout_categories,pipe_fryum,8,0.9980680444410605,0.41246779251162224,1.0,1.0
18,P05,seen_categories,__macro__,64,0.9587498546514192,0.5060898076949276,0.9619140625,0.9707398504273506
18,P05,seen_categories,candle,8,0.9987430689532333,0.5373532933678685,1.0,1.0
18,P05,seen_categories,capsules,8,0.9997929722000196,0.9578732117960302,1.0,1.0
18,P05,seen_categories,chewinggum,8,0.9980232401784277,0.8720409458889187,1.0,1.0
18,P05,seen_categories,fryum,8,0.9698983358824503,0.09357136611126013,1.0,1.0
18,P05,seen_categories,macaroni1,8,0.9994781077505358,0.34748258549512645,1.0,1.0
18,P05,seen_categories,pcb1,8,0.909274116331433,0.20330870297000106,1.0,1.0
18,P05,seen_categories,pcb2,8,0.8156221883870364,0.06376269476180851,1.0,1.0
18,P05,seen_categories,pcb4,8,0.9924920751289474,0.3834968661129177,1.0,1.0
18,C0,heldout_categories,__macro__,32,0.9903809140495461,0.36131786044923175,0.98828125,0.9901315789473684
18,C0,heldout_categories,cashew,8,0.9997706774014422,0.8799670346962103,1.0,1.0
18,C0,heldout_categories,macaroni2,8,0.9912208467186542,0.37751423486425856,1.0,1.0
18,C0,heldout_categories,pcb3,8,0.9801321287278341,0.469409298833647,1.0,1.0
18,C0,heldout_categories,pipe_fryum,8,0.9941064899085684,0.20886580156573484,1.0,1.0
18,C0,seen_categories,__macro__,64,0.9467667442455818,0.40045831919065544,0.9970703125,0.9973214285714286
18,C0,seen_categories,candle,8,0.999157902751784,0.5244538227097157,1.0,1.0
18,C0,seen_categories,capsules,8,0.9995007846967181,0.9429644955916551,1.0,1.0
18,C0,seen_categories,chewinggum,8,0.9933258294614402,0.8782726601146075,1.0,1.0
18,C0,seen_categories,fryum,8,0.9785005505232628,0.04247390498979767,1.0,1.0
18,C0,seen_categories,macaroni1,8,0.9993945362883038,0.20301721012765445,1.0,1.0
18,C0,seen_categories,pcb1,8,0.9290434416098307,0.2582176359103111,1.0,1.0
18,C0,seen_categories,pcb2,8,0.773551282449118,0.12913489598868672,1.0,1.0
18,C0,seen_categories,pcb4,8,0.9939429761219833,0.44799963594576003,1.0,1.0
18,C05,heldout_categories,__macro__,32,0.9903770294344325,0.3614340017756395,0.98828125,0.9901315789473684
18,C05,heldout_categories,cashew,8,0.9997707458284815,0.8800801076689665,1.0,1.0
18,C05,heldout_categories,macaroni2,8,0.9912184527983648,0.37649653822657286,1.0,1.0
18,C05,heldout_categories,pcb3,8,0.9801590098924616,0.46953695030298936,1.0,1.0
18,C05,heldout_categories,pipe_fryum,8,0.9940791308841842,0.2093299397013288,1.0,1.0
18,C05,seen_categories,__macro__,64,0.9466091878041105,0.400491457965311,0.9970703125,0.9973214285714286
18,C05,seen_categories,candle,8,0.9991578903965184,0.5244519215951374,1.0,1.0
18,C05,seen_categories,capsules,8,0.9995011531693261,0.9430141869954912,1.0,1.0
18,C05,seen_categories,chewinggum,8,0.9933525498979009,0.8783094403408623,1.0,1.0
18,C05,seen_categories,fryum,8,0.9784914797937744,0.042462207546630874,1.0,1.0
18,C05,seen_categories,macaroni1,8,0.9993938377994523,0.20279375113041256,1.0,1.0
18,C05,seen_categories,pcb1,8,0.9300340483879463,0.25815810630036407,1.0,1.0
18,C05,seen_categories,pcb2,8,0.7726881432995999,0.12912705054922813,1.0,1.0
18,C05,seen_categories,pcb4,8,0.9939488381131356,0.4480682045299446,1.0,1.0
20,P0,heldout_categories,__macro__,32,0.9963350461451004,0.4011562513540826,1.0,1.0
20,P0,heldout_categories,cashew,8,0.9997929885218797,0.8800652842887866,1.0,1.0
20,P0,heldout_categories,macaroni2,8,0.997618041512791,0.19719417636824804,1.0,1.0
20,P0,heldout_categories,pcb3,8,0.9937127930381259,0.49509518669200137,1.0,1.0
20,P0,heldout_categories,pipe_fryum,8,0.9974899181786685,0.44555929062607863,1.0,1.0
20,P0,seen_categories,__macro__,64,0.9491209849310851,0.4997572481208759,0.9814453125,0.9837171226017288
20,P0,seen_categories,candle,8,0.9988306823421774,0.49253941367021953,1.0,1.0
20,P0,seen_categories,capsules,8,0.999707964693581,0.9478513732371402,1.0,1.0
20,P0,seen_categories,chewinggum,8,0.996738584358599,0.8769648755082575,1.0,1.0
20,P0,seen_categories,fryum,8,0.9658640538422787,0.08439758062437865,1.0,1.0
20,P0,seen_categories,macaroni1,8,0.9994508231157729,0.3264386604846341,1.0,1.0
20,P0,seen_categories,pcb1,8,0.9235437352946657,0.21191699341398518,1.0,1.0
20,P0,seen_categories,pcb2,8,0.8225739740043464,0.06903083382703869,1.0,1.0
20,P0,seen_categories,pcb4,8,0.9934404376732555,0.4147008400044667,1.0,1.0
20,P05,heldout_categories,__macro__,32,0.9963301071796469,0.4012549483000209,1.0,1.0
20,P05,heldout_categories,cashew,8,0.999792986334714,0.8800945161377425,1.0,1.0
20,P05,heldout_categories,macaroni2,8,0.9976202822826856,0.19712258027874083,1.0,1.0
20,P05,heldout_categories,pcb3,8,0.993691494004358,0.49512707173734,1.0,1.0
20,P05,heldout_categories,pipe_fryum,8,0.9974897136641794,0.4456134908075899,1.0,1.0
20,P05,seen_categories,__macro__,64,0.9486391842242184,0.4997517990061197,0.9814453125,0.9837171226017288
20,P05,seen_categories,candle,8,0.9988306206504742,0.4925271976094802,1.0,1.0
20,P05,seen_categories,capsules,8,0.9997077435381042,0.9478010660084529,1.0,1.0
20,P05,seen_categories,chewinggum,8,0.9967454404366777,0.8770238463798953,1.0,1.0
20,P05,seen_categories,fryum,8,0.9658600469710237,0.08431000806969394,1.0,1.0
20,P05,seen_categories,macaroni1,8,0.9994515225218782,0.32690140460954464,1.0,1.0
20,P05,seen_categories,pcb1,8,0.9236366267329811,0.2118960478334963,1.0,1.0
20,P05,seen_categories,pcb2,8,0.8208168418551792,0.06900136589450048,1.0,1.0
