domain,epoch,inference,scope,dataset,class_name,prompt_config,score_rule,pixel_auroc,pixel_ap,image_auroc,image_ap,sample_count,pixel_count,dataset_count,image_dataset_count,valid
,10,,dataset,MVTec,bottle,current_shared,0.9_cls_0.1_max,86.69108268868759,53.537535345777655,96.8254029750824,99.08003211021423,83,22270892,,,True
,10,,dataset,MVTec,bottle,current_shared,0.9_cls_0.1_max,86.66200348790923,53.311226565656966,96.8254029750824,99.08003211021423,83,22270892,,,True
,10,,dataset,MVTec,cable,current_shared,0.9_cls_0.1_max,69.7622498653968,24.807270863338303,82.83358812332153,89.26529884338379,150,40248600,,,True
,10,,dataset,MVTec,cable,current_shared,0.9_cls_0.1_max,69.48317282912782,24.570710618064624,83.18965435028076,89.41006660461426,150,40248600,,,True
,10,,dataset,MVTec,capsule,current_shared,0.9_cls_0.1_max,95.40061343128858,27.868312330244144,89.3099308013916,97.75648713111877,132,35418768,,,True
,10,,dataset,MVTec,capsule,current_shared,0.9_cls_0.1_max,95.42600052936359,27.543448450084796,88.75148892402649,97.60819673538208,132,35418768,,,True
,10,,dataset,MVTec,carpet,current_shared,0.9_cls_0.1_max,98.93475434932047,73.90658363460902,94.261634349823,98.41833114624023,117,31393908,,,True
,10,,dataset,MVTec,carpet,current_shared,0.9_cls_0.1_max,98.99404815821853,74.38315628040463,94.2215085029602,98.40668439865112,117,31393908,,,True
,10,,dataset,MVTec,grid,current_shared,0.9_cls_0.1_max,93.52551772277111,28.10153560210726,90.14201760292053,96.556955575943,78,20929272,,,True
,10,,dataset,MVTec,grid,current_shared,0.9_cls_0.1_max,93.54006753234943,28.372802959724186,89.80785608291626,96.42207026481628,78,20929272,,,True
,10,,dataset,MVTec,hazelnut,current_shared,0.9_cls_0.1_max,97.2664775435301,56.68679319690807,89.3214225769043,92.94909238815308,110,29515640,,,True
,10,,dataset,MVTec,hazelnut,current_shared,0.9_cls_0.1_max,97.31095553600575,56.668046579439945,89.82142806053162,93.21937561035156,110,29515640,,,True
,10,,dataset,MVTec,leather,current_shared,0.9_cls_0.1_max,99.1923084198082,57.03125708367662,100.0,100.0,124,33272176,,,True
,10,,dataset,MVTec,leather,current_shared,0.9_cls_0.1_max,99.21669492392815,57.336432286952586,100.0,100.0,124,33272176,,,True
,10,,dataset,MVTec,metal_nut,current_shared,0.9_cls_0.1_max,70.88257379606341,23.179662701332653,70.82111239433289,93.00315380096436,115,30857260,,,True
,10,,dataset,MVTec,metal_nut,current_shared,0.9_cls_0.1_max,71.1574955123889,23.396538008835087,70.82111239433289,93.00004839897156,115,30857260,,,True
,10,,dataset,MVTec,pill,current_shared,0.9_cls_0.1_max,87.62015550485107,32.62719063706902,88.9798104763031,97.98954725265503,167,44810108,,,True
,10,,dataset,MVTec,pill,current_shared,0.9_cls_0.1_max,87.61223927836625,32.624197445940354,88.84342312812805,97.96261191368103,167,44810108,,,True
,10,,dataset,MVTec,screw,current_shared,0.9_cls_0.1_max,98.10767174679242,26.315516501265968,84.64849591255188,93.85052919387817,160,42931840,,,True
,10,,dataset,MVTec,screw,current_shared,0.9_cls_0.1_max,98.10665429212617,25.074797178612908,84.70999002456665,93.77192258834839,160,42931840,,,True
,10,,dataset,MVTec,tile,current_shared,0.9_cls_0.1_max,86.14876042763238,64.13741911203203,97.510826587677,99.07743334770203,117,31393908,,,True
,10,,dataset,MVTec,tile,current_shared,0.9_cls_0.1_max,86.07661876410975,64.13719652488832,97.47475385665894,99.06018376350403,117,31393908,,,True
,10,,dataset,MVTec,transistor,current_shared,0.9_cls_0.1_max,66.95289559894657,9.060416232667238,71.5833306312561,67.79642105102539,100,26832400,,,True
,10,,dataset,MVTec,transistor,current_shared,0.9_cls_0.1_max,66.8162452304355,9.054517587285705,70.12499570846558,66.51452779769897,100,26832400,,,True
