seed,domain,horizon,status,reason,h_pixel_auroc,h_pixel_ap,a_pixel_auroc,a_pixel_ap
2,Medical,15,NOT_EVALUATED_HARD_TRAINING_INVALIDITY,H_A_GLOBAL_STEP_MISMATCH,,,,
