horizon,metric,anchor_A_minus_H,cir_C_minus_H,interaction_AC_minus_A_minus_C_plus_H,tol
15,pixel_auc,0.4364540284135927,-0.5950622009201112,0.14456204150232566,0.000001
15,pixel_ap,3.594116817186361,-1.3813161418203634,-1.0328844698136024,0.000001
15,image_auc,-0.8660415808359687,-0.633549690246582,1.9647578398386543,0.000001
15,image_ap,0.0933627287546841,-0.7846852143605503,1.140020291010529,0.000001
20,pixel_auc,-0.007880075430477973,-0.6947236241605168,0.3634074555381801,0.000001
20,pixel_ap,2.907670420452,-0.4301721816308941,-0.15238149021411118,0.000001
20,image_auc,-0.5878547827402656,0.09409189224243164,0.4640022913614814,0.000001
20,image_ap,0.06386637687683105,0.31880736351013184,-0.4555304845174106,0.000001
