seed,domain,horizon,status,reason,dataset,metric_type,pixel_auroc,pixel_ap
2,Medical,15,NOT_EVALUATED_HARD_TRAINING_INVALIDITY,H_A_GLOBAL_STEP_MISMATCH,ALL,STATUS,,
