seed,domain,horizon,status,reason,class,metric_type,pixel_auroc,pixel_ap
2,MVTec,15,NOT_EVALUATED_HARD_TRAINING_INVALIDITY,H_A_GLOBAL_STEP_MISMATCH,ALL,STATUS,,
