horizon,arm,pixel_auc,pixel_ap,image_auc,image_ap,image_n,prompt_config,score_rule,metric_precision,pixel_stride
20,H,90.99911433494981,35.640262851360866,76.37592752774556,76.43696665763855,3,current_shared,cls_only,raw_exact,1
20,A,90.99123425951933,38.547933271812866,75.7880727450053,76.50083303451538,3,current_shared,cls_only,raw_exact,1
20,C,90.30439071078929,35.21009066972997,76.47001941998799,76.75577402114868,3,current_shared,cls_only,raw_exact,1
20,AC,90.659918090897,37.96537959996786,76.34616692860921,76.3641099135081,3,current_shared,cls_only,raw_exact,1
