epoch,parameter_group,n,median_cosine,negative_cosine_rate,median_norm_ratio,conflict_flag,norm_imbalance_flag
4,hard_text_adapter,3,0.17834653796444389,0.3333333333333333,9.345880864364595,False,False
4,m_i_w,3,0.02899511487048746,0.3333333333333333,5.6842504896548345,False,False
4,shared_image_lora,3,0.08282137186809102,0.3333333333333333,13.690509721094635,False,True
4,soft_prompt,3,0.3584233433220405,0.0,4.588423580562304,False,False
5,hard_text_adapter,3,0.17983133619216762,0.3333333333333333,10.390688828621375,False,True
5,m_i_w,3,0.06465113312006916,0.3333333333333333,10.039590057315174,False,True
5,shared_image_lora,3,0.3706319122413295,0.3333333333333333,9.510733425603263,False,False
5,soft_prompt,3,0.5184612746991412,0.0,6.797561429883531,False,False
6,hard_text_adapter,3,0.11023581343090802,0.3333333333333333,19.944898329750583,False,True
6,m_i_w,3,0.028116354886955776,0.3333333333333333,1032.6300616316053,False,True
6,shared_image_lora,3,-0.08398126901410767,0.6666666666666666,713.9372194209911,True,True
6,soft_prompt,3,0.7933081666043676,0.0,12.472004452695844,False,True
7,hard_text_adapter,3,-0.06200401085258186,0.6666666666666666,10.601837316118232,True,True
7,m_i_w,3,0.0064458571021073306,0.3333333333333333,2.646825851472522,False,False
7,shared_image_lora,3,0.08096560731260276,0.3333333333333333,3.9570205878486395,False,False
7,soft_prompt,3,0.2422638428195753,0.3333333333333333,8.354583228194189,False,False
8,hard_text_adapter,3,-0.0006224852846258642,0.6666666666666666,18.01695630401002,True,True
8,m_i_w,3,-0.003718666828066175,0.6666666666666666,4.978967934816178,True,False
8,shared_image_lora,3,0.25342613906879075,0.3333333333333333,5.523380527997588,False,False
8,soft_prompt,3,0.5351561991344597,0.0,12.719759502481768,False,True
9,hard_text_adapter,3,-0.0020916237621639807,0.6666666666666666,4.093804351279307,True,False
9,m_i_w,3,0.06534154823869595,0.3333333333333333,4.20731794201544,False,False
9,shared_image_lora,3,0.5448840550529758,0.3333333333333333,5.082804884074945,False,False
9,soft_prompt,3,0.12727085224583395,0.3333333333333333,4.822194184990193,False,False
10,hard_text_adapter,3,0.1125606694980671,0.3333333333333333,2.7844176909591263,False,False
10,m_i_w,3,0.05144642180167066,0.3333333333333333,16.755480455651984,False,True
10,shared_image_lora,3,0.30443523972881503,0.3333333333333333,25.33550461122748,False,True
10,soft_prompt,3,0.24834689368646684,0.0,8.89013978466661,False,False
11,hard_text_adapter,3,0.033463692794165015,0.3333333333333333,4.133898451915108,False,False
11,m_i_w,3,0.08462114781476164,0.3333333333333333,2.5514118775696883,False,False
11,shared_image_lora,3,0.18081341439985424,0.3333333333333333,2.8310275363593442,False,False
11,soft_prompt,3,0.28351890839108895,0.0,1.429153222539146,False,False
12,hard_text_adapter,3,0.06729163580619228,0.3333333333333333,3.07597272637233,False,False
12,m_i_w,3,0.11912964227443815,0.3333333333333333,2.548350394252635,False,False
12,shared_image_lora,3,0.19494283802333362,0.3333333333333333,3.134605896782013,False,False
12,soft_prompt,3,0.2124775319249326,0.0,1.3559248453740587,False,False
13,hard_text_adapter,3,0.02845955471107207,0.3333333333333333,8.978749747572493,False,False
13,m_i_w,3,0.06856836075870087,0.3333333333333333,28.564092431826783,False,True
13,shared_image_lora,3,0.4377090436202485,0.3333333333333333,25.02586187334961,False,True
13,soft_prompt,3,0.2997571222384273,0.3333333333333333,7.1387181074091615,False,False
