K_per_anomalous_sample,anchor_loss,anomaly_sample_count,arm,attempt_index,batch,epoch,existing_task_loss,file_names,global_step_after,global_step_before,hard_background_max,hard_background_mean,image_sha256,labels,mask_sha256,nonfinite_grad_skip,nonfinite_loss_skip,optimizer_state_finite,paired_control_skip,parameters_finite,safe_anchor_effective_ratio,safe_anchor_max_family_ratio,status,successful_step,thbr_enabled,thbr_grad_norm,thbr_raw,thbr_weighted,total_loss,violation_fraction,weak_anomaly_mean,weak_anomaly_min
[22],0.2928105890750885,1,A_THBR_R1_CANDIDATE,0,0,11,0.7816005945205688,"[""pcb1/Data/Images/Normal/0417.JPG"",""pcb2/Data/Images/Normal/0935.JPG"",""macaroni1/Data/Images/Normal/0178.JPG"",""pcb2/Data/Images/Normal/0968.JPG"",""capsules/Data/Images/Anomaly/040.JPG"",""capsules/Data/Images/Normal/026.JPG""]",3608,3607,0.9982692003250122,0.9288718700408936,780f1b1bc3dfc840e1c456c6e4e970d59f95b28d85c4a8c4dc00cc15e49c51f5,"[0,0,0,0,1,0]",0831d1dfe2d406990266ea89494279390debcb23ccbf6b8d69e774660093a7d8,0,0,1,0,1,1.037658672949562e-05,0.06443609189140043,success,1,True,1.105282187461853,1.0862798690795898,0.2033856064081192,0.9849861860275269,0.8636363744735718,0.28397729992866516,0.0009271923918277025
"[290, 576, 655, 2928]",0.29284921288490295,4,A_THBR_R1_CANDIDATE,1,1,11,1.1268335580825806,"[""pipe_fryum/Data/Images/Normal/050.JPG"",""pcb1/Data/Images/Anomaly/061.JPG"",""pcb4/Data/Images/Anomaly/077.JPG"",""chewinggum/Data/Images/Normal/352.JPG"",""pcb3/Data/Images/Anomaly/003.JPG"",""capsules/Data/Images/Anomaly/064.JPG""]",3609,3608,0.9999750852584839,0.387642749504721,c108643d5dd0bd7c892f6e43a2727c59e2d04ae3f3f1150af7d28b8580fa72a5,"[0,1,1,0,1,1]",b6c57f71cc822b6fb6da233f8b56b1ed0c70b8c22ad096a5079ac4890e719c23,0,0,1,0,1,2.1349048006448192e-06,0.026040300747017835,success,1,True,,0.7353633642196655,0.13768304884433746,1.2645165920257568,0.41573725640773773,0.3706886213130929,4.012565213429298e-08
"[364, 1113, 642, 2346, 384]",0.29288560152053833,5,A_THBR_R1_CANDIDATE,2,2,11,1.2149763107299805,"[""candle/Data/Images/Anomaly/025.JPG"",""pcb1/Data/Images/Anomaly/020.JPG"",""macaroni2/Data/Images/Normal/0294.JPG"",""candle/Data/Images/Anomaly/039.JPG"",""candle/Data/Images/Anomaly/088.JPG"",""pipe_fryum/Data/Images/Anomaly/025.JPG""]",3610,3609,0.9998875856399536,0.28670165779320766,d67f5f7cd7ab82b9d009d0222f1ea596141d80f403725cd9fc0925399ca183df,"[1,1,0,1,1,1]",029582bb5b815c331f264365674ccfcb45efec11a0ac260020c749a1a69bf740,0,0,1,0,1,3.4614547440687502e-06,0.0686628343986988,success,1,True,,0.6304807662963867,0.11804574728012085,1.333022117614746,0.4561665624380112,0.4602276169314525,6.550332720678398e-09
"[68, 128, 162, 258]",0.29291996359825134,4,A_THBR_R1_CANDIDATE,3,3,11,1.1686811447143555,"[""cashew/Data/Images/Anomaly/071.JPG"",""macaroni1/Data/Images/Anomaly/064.JPG"",""pcb3/Data/Images/Normal/0484.JPG"",""pcb3/Data/Images/Normal/0871.JPG"",""macaroni1/Data/Images/Anomaly/015.JPG"",""candle/Data/Images/Anomaly/037.JPG""]",3611,3610,0.9999469518661499,0.2590507490879794,6371ef881d6a3f492f5101328ad1730251b4bfb86492ae4886cd250242429027,"[1,1,0,0,1,1]",20635fb27b6b786160b9505dd3b3d6c76af69a1f130d5b68f8adef5dc1a66afc,0,0,1,0,1,3.1281647312816457e-06,0.045977978148272036,success,1,True,,0.7490487098693848,0.14024537801742554,1.3089265823364258,0.5574439391493797,0.21831993361480873,1.0799672267580718e-08
"[424, 559]",0.2929495573043823,2,A_THBR_R1_CANDIDATE,4,4,11,0.8779169917106628,"[""capsules/Data/Images/Anomaly/006.JPG"",""capsules/Data/Images/Normal/324.JPG"",""pcb3/Data/Images/Normal/0024.JPG"",""pcb3/Data/Images/Normal/0159.JPG"",""pcb1/Data/Images/Anomaly/064.JPG"",""pcb4/Data/Images/Normal/0619.JPG""]",3612,3611,0.9999630451202393,0.331208124891873,245b24e59152f9884d582ee5a432623b231a1b326fe826f6717248dbb79cebba,"[1,0,0,0,1,0]",ed08a3bc4241dfa02f63f147a6298c811833351b86a01676bc538ef9d675857a,0,0,1,0,1,2.183928000694652e-05,0.07198157499847527,success,1,True,,0.641089916229248,0.12003210932016373,0.9979491233825684,0.36381931602954865,0.4658195640931808,6.153467957403791e-09
"[1581, 21, 2642, 239]",0.29297590255737305,4,A_THBR_R1_CANDIDATE,5,5,11,1.0802923440933228,"[""pcb2/Data/Images/Normal/0427.JPG"",""macaroni1/Data/Images/Normal/0631.JPG"",""pcb4/Data/Images/Anomaly/028.JPG"",""capsules/Data/Images/Anomaly/038.JPG"",""pcb4/Data/Images/Anomaly/033.JPG"",""pipe_fryum/Data/Images/Anomaly/088.JPG""]",3613,3612,0.9998239874839783,0.3005780139937997,cdea95d948d37fc6f989a0b1a02cbe666c60996121673ac3f8416540232ce68f,"[0,0,1,1,1,1]",89f114fa3d4859cc2297479af661cc934de16cbd0285c0a149011c0971831517,0,0,1,0,1,1.9813733406008238e-05,0.09999994564082709,success,1,True,,0.7291973829269409,0.13652858138084412,1.2168209552764893,0.647921547293663,0.324989235343331,6.010923314647698e-09
"[392, 301, 176, 2419]",0.2929994761943817,4,A_THBR_R1_CANDIDATE,6,6,11,1.1082555055618286,"[""capsules/Data/Images/Anomaly/028.JPG"",""pcb1/Data/Images/Anomaly/023.JPG"",""macaroni2/Data/Images/Anomaly/085.JPG"",""capsules/Data/Images/Anomaly/062.JPG"",""fryum/Data/Images/Normal/307.JPG"",""pipe_fryum/Data/Images/Normal/148.JPG""]",3614,3613,0.9997097849845886,0.15558127674739808,7be2c33134b387cc5b92e3bb7850ee389e2a63331e5379e4bbbb68d7a5b96a94,"[1,1,1,1,0,0]",57f2a0135ec0aa7719e531269bd83b9885d53c882e2a3890ac694f4473a873d3,0,0,1,0,1,8.80406268235034e-06,0.0999999456269516,success,1,True,,0.6242945194244385,0.11688748747110367,1.2251429557800293,0.5042840614914894,0.375965556508163,1.1677229849738069e-08
"[505, 164, 312, 4265]",0.2930256724357605,4,A_THBR_R1_CANDIDATE,7,7,11,1.0483533143997192,"[""cashew/Data/Images/Normal/272.JPG"",""pcb3/Data/Images/Anomaly/090.JPG"",""pcb1/Data/Images/Normal/0208.JPG"",""macaroni2/Data/Images/Anomaly/019.JPG"",""candle/Data/Images/Anomaly/070.JPG"",""capsules/Data/Images/Anomaly/080.JPG""]",3615,3614,0.9999860525131226,0.29251510818721727,c18fbd4774f73ca5e1870ee361b19b296bed16d5e4a66eb0532b6629f3656560,"[0,1,0,1,1,1]",f94e12724569c572537ff1fdc16e61071efdf52efcaf1c6982bf20f86a12f0ca,0,0,1,0,1,2.9292003459266847e-06,0.015992134754253897,success,1,True,,0.6720733642578125,0.1258331835269928,1.1741864681243896,0.3399462755769491,0.43997349590063095,5.780648404396516e-09
"[521, 874, 302, 504]",0.29305148124694824,4,A_THBR_R1_CANDIDATE,8,8,11,1.0480197668075562,"[""pcb4/Data/Images/Anomaly/063.JPG"",""chewinggum/Data/Images/Anomaly/085.JPG"",""capsules/Data/Images/Anomaly/014.JPG"",""capsules/Data/Images/Normal/580.JPG"",""macaroni2/Data/Images/Normal/0631.JPG"",""pipe_fryum/Data/Images/Anomaly/074.JPG""]",3616,3615,0.9998568296432495,0.1943913402878934,b29c42d51caf5f03e9f43206516e1fc93ef2f6c9f0b6ee49cccb9368dbfa4b18,"[1,1,1,0,0,1]",99bee814f577c4fe24c949dc1739205d80efec40a5214dfdf533a4be5b959b78,0,0,1,0,1,2.0919538749168054e-05,0.04218633365862757,success,1,True,,0.6604458093643188,0.12365613877773285,1.1716759204864502,0.5367343984544277,0.3716582405367319,7.901209464478143e-09
[191],0.2930827736854553,1,A_THBR_R1_CANDIDATE,9,9,11,0.8358022570610046,"[""macaroni1/Data/Images/Normal/0685.JPG"",""fryum/Data/Images/Normal/377.JPG"",""pcb3/Data/Images/Normal/0294.JPG"",""pcb4/Data/Images/Normal/0674.JPG"",""macaroni1/Data/Images/Anomaly/063.JPG"",""pcb3/Data/Images/Normal/0694.JPG""]",3617,3616,0.9993663430213928,0.6989138722419739,2f7a8c76c306936b01936f9c68ad3778c4529e0fee8ae113b66e641628f3a3f2,"[0,0,0,0,1,0]",cc6a95ede68b696b9cc0056b94c09219f5eac8de869588ee7036a67f6a5e101e,0,0,1,0,1,5.777024618091853e-06,0.09999995269300868,success,1,True,,1.0457532405853271,0.19579775631427765,1.031599998474121,0.8115183115005493,0.14526090025901794,7.571149467366922e-07
[1014],0.29312795400619507,1,A_THBR_R1_CANDIDATE,10,10,11,0.8624873161315918,"[""pcb1/Data/Images/Normal/0215.JPG"",""pcb3/Data/Images/Normal/1002.JPG"",""pcb2/Data/Images/Anomaly/059.JPG"",""pcb1/Data/Images/Normal/0784.JPG"",""pcb3/Data/Images/Normal/0569.JPG"",""pcb3/Data/Images/Normal/0735.JPG""]",3618,3617,0.0002314086741534993,4.202047875878634e-06,c7361bc88d6c5b6b19b2e3c23e72e62e136b7045039159f0c4fdbf235520166b,"[0,0,1,0,0,0]",53b293e1d77b7dd549cd5313687ae38b4e0bc593afe8e6e905ec4f248be250fc,0,0,1,0,1,1.3768732917035795e-05,0.09999994561276733,success,1,True,,0.6931493282318115,0.12977926433086395,0.9922665953636169,0.9980276226997375,1.0799299232644444e-08,5.825986360008528e-09
"[733, 3864, 243]",0.2931532859802246,3,A_THBR_R1_CANDIDATE,11,11,11,1.1540210247039795,"[""pcb1/Data/Images/Anomaly/086.JPG"",""pcb1/Data/Images/Normal/0619.JPG"",""pcb3/Data/Images/Anomaly/044.JPG"",""chewinggum/Data/Images/Anomaly/073.JPG"",""pipe_fryum/Data/Images/Normal/093.JPG"",""chewinggum/Data/Images/Normal/050.JPG""]",3619,3618,0.9959298968315125,0.0232305785269394,ed0aa29f58d98335cd6214be1dcfc263483134f5008fa92770086a4d0e559e0a,"[1,0,1,1,0,0]",8a3b624a3edf986373c73dc61b91ac2bdf0fcf71d435d784a39f07a4be78860d,0,0,1,0,1,1.130106337109616e-05,0.06002210455841531,success,1,True,,0.6631606817245483,0.12416444718837738,1.278185486793518,0.7331634064515432,0.10637003572426733,4.537282993766212e-09
"[5484, 318, 1051, 793]",0.29318928718566895,4,A_THBR_R1_CANDIDATE,12,12,11,1.1062321662902832,"[""chewinggum/Data/Images/Anomaly/063.JPG"",""cashew/Data/Images/Normal/050.JPG"",""macaroni1/Data/Images/Anomaly/044.JPG"",""pcb4/Data/Images/Normal/0964.JPG"",""pipe_fryum/Data/Images/Anomaly/040.JPG"",""candle/Data/Images/Anomaly/092.JPG""]",3620,3619,0.9999864101409912,0.2783315061824396,216898f1303562395163c514ce95a420524a3eeda3f1e731e6110e2c7faeaf95,"[1,0,1,0,1,1]",62c2f45afe03ecdc2560bcfdcc15e434a67b7ad07ee918b700eb48ee3ba5f17a,0,0,1,0,1,4.516708568553048e-06,0.027995931480121045,success,1,True,,0.5949729681015015,0.11139757186174393,1.2176297903060913,0.27906328812241554,0.576870989985764,1.0385943660651265e-08
"[4669, 354]",0.29321426153182983,2,A_THBR_R1_CANDIDATE,13,13,11,0.8467422723770142,"[""cashew/Data/Images/Normal/352.JPG"",""fryum/Data/Images/Normal/006.JPG"",""candle/Data/Images/Normal/0457.JPG"",""pcb1/Data/Images/Normal/0755.JPG"",""capsules/Data/Images/Anomaly/074.JPG"",""pcb3/Data/Images/Anomaly/096.JPG""]",3621,3620,0.988711953163147,0.06334205367602408,dee111763ffdad70630e5de7a0a6793f2ee737cd9fb3af008812126d90a3fa32,"[0,0,0,0,1,1]",54d269149f2e2a995ab88f6b5310ba2a979e0240c78be956810927ea7a0cb0e4,0,0,1,0,1,1.2535776250114767e-06,0.035031610208092354,success,1,True,,0.5781329870223999,0.10824459791183472,0.9549868702888489,0.2525610774755478,0.37875598669052124,6.105581373816449e-09
"[16987, 4323, 433, 537]",0.29323723912239075,4,A_THBR_R1_CANDIDATE,14,14,11,1.4164838790893555,"[""pcb1/Data/Images/Anomaly/046.JPG"",""capsules/Data/Images/Anomaly/056.JPG"",""cashew/Data/Images/Anomaly/087.JPG"",""pcb4/Data/Images/Normal/0804.JPG"",""pcb3/Data/Images/Anomaly/054.JPG"",""candle/Data/Images/Normal/0024.JPG""]",3622,3621,0.08563278615474701,0.0007436209455562448,02b9c4fb5056ee045d103cd6e38cd3f1516ddc15edae853fccf763154ea297aa,"[1,1,1,0,1,0]",abd16a2bfa9eb48161593db7cfbacbb72d7b453c702593fe2ab6b5ac9c3b13b3,0,0,1,0,1,8.536848602315771e-06,0.07826087655795275,success,1,True,,0.6903994679450989,0.12926439940929413,1.545748233795166,0.7102910280227661,0.007362483462804548,5.388156587571302e-09
"[268, 207, 9455, 950]",0.29326120018959045,4,A_THBR_R1_CANDIDATE,15,15,11,1.217895746231079,"[""macaroni2/Data/Images/Normal/0900.JPG"",""macaroni2/Data/Images/Normal/0784.JPG"",""macaroni2/Data/Images/Anomaly/060.JPG"",""chewinggum/Data/Images/Anomaly/033.JPG"",""pcb4/Data/Images/Anomaly/057.JPG"",""chewinggum/Data/Images/Anomaly/054.JPG""]",3623,3622,0.9990710020065308,0.10359025173875125,0e44f9ebabbd4a929ac8d82fc0573ff023c7f417ec490e5023184bf32b38d03f,"[0,0,1,1,1,1]",4bf93384a0ca9e659c161eb131e4872ca278fe15870cd2a3caaa244c5032adaa,0,0,1,0,1,1.604067001098714e-05,0.09999994576205834,success,1,True,,0.6594200730323792,0.12346408516168594,1.3413598537445068,0.5943742655217648,0.21822339309710514,4.432176847757319e-09
"[271, 4796, 122, 4687]",0.29328325390815735,4,A_THBR_R1_CANDIDATE,16,16,11,0.9104434251785278,"[""pipe_fryum/Data/Images/Anomaly/024.JPG"",""pcb1/Data/Images/Normal/0974.JPG"",""capsules/Data/Images/Anomaly/059.JPG"",""pipe_fryum/Data/Images/Anomaly/057.JPG"",""pcb4/Data/Images/Anomaly/081.JPG"",""macaroni1/Data/Images/Normal/0187.JPG""]",3624,3623,0.9999949932098389,0.3455216884613037,e6bf100d6331f78da56860927431c7c39c57288e0c7e14a6c57ae4ffb3e2260b,"[1,0,1,1,1,0]",24c1bc491d3fc557b048075d719c44aabd507da56c16ff2399f64d3ec1ea113e,0,0,1,0,1,1.2735108516105956e-06,0.021668459306428498,success,1,True,,0.6633419990539551,0.12419839948415756,1.0346418619155884,0.3910563662648201,0.5305614620447159,1.0066401934238911e-08
"[1090, 370, 480, 112]",0.29330047965049744,4,A_THBR_R1_CANDIDATE,17,17,11,0.9812431931495667,"[""fryum/Data/Images/Anomaly/070.JPG"",""macaroni1/Data/Images/Normal/0170.JPG"",""capsules/Data/Images/Anomaly/019.JPG"",""chewinggum/Data/Images/Anomaly/089.JPG"",""macaroni2/Data/Images/Normal/0297.JPG"",""macaroni1/Data/Images/Anomaly/078.JPG""]",3625,3624,0.9991975426673889,0.21177392971003428,e4b10be98d68acbdf2ff0503fd50849f069ea234e2e41f0faea158b9f35a1dc2,"[1,0,1,1,0,1]",6731fa3a517b8d0107032f412dd6bed43593fffd7adb3dafbad53cb2aa2cc10a,0,0,1,0,1,1.1728614679253203e-05,0.09889216360641846,success,1,True,,0.6330088376998901,0.11851907521486282,1.0997623205184937,0.4845728427171707,0.43863911850348813,8.152020392060422e-09
"[233, 1788, 1591, 359]",0.2933202087879181,4,A_THBR_R1_CANDIDATE,18,18,11,1.1728785037994385,"[""chewinggum/Data/Images/Normal/284.JPG"",""candle/Data/Images/Anomaly/083.JPG"",""cashew/Data/Images/Anomaly/035.JPG"",""fryum/Data/Images/Normal/324.JPG"",""pcb4/Data/Images/Anomaly/051.JPG"",""macaroni1/Data/Images/Anomaly/014.JPG""]",3626,3625,0.9989797472953796,0.2525894452119246,955e3cbb1536bd037287aed8af6a5134e8185d162fa3936d18682904fe6c3a68,"[0,1,1,0,1,1]",a3a47011ed99a801517b91319324cc261e1f423e064c007b9b29d924b3ae2216,0,0,1,0,1,4.431231392898276e-06,0.031049101783368876,success,1,True,,0.6996133327484131,0.13098952174186707,1.303868055343628,0.5802074577659369,0.29328606994546114,5.141415293508089e-09
"[4483, 986, 55, 1794]",0.2933352291584015,4,A_THBR_R1_CANDIDATE,19,19,11,1.073778748512268,"[""pcb3/Data/Images/Anomaly/001.JPG"",""pcb1/Data/Images/Anomaly/089.JPG"",""pcb4/Data/Images/Normal/0892.JPG"",""pcb3/Data/Images/Normal/0935.JPG"",""fryum/Data/Images/Anomaly/025.JPG"",""chewinggum/Data/Images/Anomaly/030.JPG""]",3627,3626,0.9999986886978149,0.42108599186212814,e90f95d6ee4fb198738dfd88abbfbb670bae865db5f439165a6bb4240b22f2fb,"[1,1,0,0,1,1]",2b79af7cbdb6c411ecaae02ffb71af410e642199243fc5081d15a5e2c2e7a4be,0,0,1,0,1,1.3004706720261913e-05,0.09999994574869685,success,1,True,,0.7691425085067749,0.14400756359100342,1.2177863121032715,0.4831935092806816,0.39107952546328306,5.346226128466469e-09
"[283, 182, 484]",0.293352335691452,3,A_THBR_R1_CANDIDATE,20,20,11,1.0911366939544678,"[""pcb1/Data/Images/Normal/0400.JPG"",""pipe_fryum/Data/Images/Normal/013.JPG"",""capsules/Data/Images/Anomaly/096.JPG"",""macaroni2/Data/Images/Anomaly/063.JPG"",""pcb1/Data/Images/Anomaly/074.JPG"",""capsules/Data/Images/Normal/483.JPG""]",3628,3627,0.9999827146530151,0.32813715118436687,c1bf89425511663c93dc6defd8c1bf908d4b71cc8197271f2d6a4ae174034205,"[0,0,1,1,1,0]",a8cfa52492fe1d3ec0b6cce0af05ef3bfa7f98533e9da516b962e70b420c8b7f,0,0,1,0,1,4.7661957037592934e-06,0.09999994572901691,success,1,True,,0.7096467018127441,0.13286808133125305,1.2240047454833984,0.6019697487354279,0.302482067858282,1.158635853926171e-08
"[827, 416, 75, 90]",0.2933700978755951,4,A_THBR_R1_CANDIDATE,21,21,11,1.173438549041748,"[""pcb3/Data/Images/Anomaly/036.JPG"",""pcb1/Data/Images/Anomaly/085.JPG"",""pcb4/Data/Images/Normal/0994.JPG"",""pcb3/Data/Images/Normal/0490.JPG"",""cashew/Data/Images/Anomaly/074.JPG"",""macaroni2/Data/Images/Anomaly/015.JPG""]",3629,3628,0.9999387264251709,0.26120501491746495,621146b5fdd0439018bcdf001b8f214ef31888c5ac5b39e993efb2f9f7f15bd8,"[1,1,0,0,1,1]",70ab9553a0c48efcc64153c8f8fe157ef22094bdf2a2885ebc10994a708a6a50,0,0,1,0,1,1.0247024529806228e-05,0.08480662883536198,success,1,True,,0.7639510631561279,0.14303556084632874,1.3164740800857544,0.7008940950036049,0.19823739014161745,6.153467957403791e-09
"[3917, 650, 1110, 525]",0.29338735342025757,4,A_THBR_R1_CANDIDATE,22,22,11,1.1051514148712158,"[""pcb1/Data/Images/Normal/0654.JPG"",""pcb2/Data/Images/Anomaly/011.JPG"",""pipe_fryum/Data/Images/Anomaly/008.JPG"",""capsules/Data/Images/Normal/469.JPG"",""pipe_fryum/Data/Images/Anomaly/029.JPG"",""fryum/Data/Images/Anomaly/077.JPG""]",3630,3629,0.9999990463256836,0.10590888388355779,313b1c4a9549c30f0d0e13018bbd986ce6d33b98cc4ae8a2fbc0a8b686de5a83,"[0,1,1,0,1,1]",9d1eb63907e2d94ae2bac1166be649f28348bd81fdb45d2e6ee445b8e59d895b,0,0,1,0,1,1.8022719070289636e-06,0.030831867497053148,success,1,True,,0.6391929388046265,0.11967693269252777,1.2248283624649048,0.3947024457156658,0.2874975873846779,9.382918442213395e-09
[],0.29340243339538574,0,A_THBR_R1_CANDIDATE,23,23,11,0.7570464611053467,"[""pcb2/Data/Images/Normal/0297.JPG"",""fryum/Data/Images/Normal/400.JPG"",""macaroni1/Data/Images/Normal/0690.JPG"",""pcb3/Data/Images/Normal/0923.JPG"",""macaroni2/Data/Images/Normal/0024.JPG"",""fryum/Data/Images/Normal/084.JPG""]",3631,3630,,,90a7fb50f6fb04d88f145c844e988699def33cafabb5b0e1b0ae625c159c1efb,"[0,0,0,0,0,0]",7efd853f374f03f6cf6fe123a530bd7ad55f820b07d4ed39d0a22bf83ee0c1dc,0,0,1,0,1,9.882448889200607e-06,0.09999996225596365,success,1,True,,0.0,0.0,0.7570464611053467,,,
"[137, 256, 1265, 74]",0.2934049963951111,4,A_THBR_R1_CANDIDATE,24,24,11,1.0849833488464355,"[""capsules/Data/Images/Anomaly/091.JPG"",""capsules/Data/Images/Anomaly/097.JPG"",""macaroni2/Data/Images/Normal/0490.JPG"",""candle/Data/Images/Normal/0178.JPG"",""pcb1/Data/Images/Anomaly/092.JPG"",""macaroni2/Data/Images/Anomaly/012.JPG""]",3632,3631,0.996906578540802,0.13404816493857652,e6999aad0067221ebc2cf7051a49b70a2a2bb92104e12298dd4b4812755bb88c,"[1,1,0,0,1,1]",2c73ceb8f2ae6733553317b3e0807a402b4c01bb6daabc1fdf36a682c47a067f,0,0,1,0,1,6.593795577385088e-06,0.03197670154416051,success,1,True,,0.679199755191803,0.1271674633026123,1.2121508121490479,0.5947673618793488,0.21260415246194952,5.735663055617124e-09
"[48, 1921, 24110]",0.2934148907661438,3,A_THBR_R1_CANDIDATE,25,25,11,1.0548546314239502,"[""fryum/Data/Images/Anomaly/024.JPG"",""chewinggum/Data/Images/Anomaly/009.JPG"",""pipe_fryum/Data/Images/Anomaly/095.JPG"",""pcb1/Data/Images/Normal/0648.JPG"",""pcb2/Data/Images/Normal/0483.JPG"",""candle/Data/Images/Normal/0545.JPG""]",3633,3632,0.9863763451576233,0.045672871960581084,8397c593933b1c4a4965d0f9c761ae8a9af0e18fbcd1c8664e1c4e59e0eb422d,"[1,1,1,0,0,0]",dfeb638fba626cbcb426131ec4cbcf6031586671b91ebb4e763d77da55f2b221,0,0,1,0,1,3.507809586900322e-06,0.024653410060230658,success,1,True,0.46793800592422485,0.6258901357650757,0.11718623340129852,1.1720408201217651,0.48382897675037384,0.23849873951328013,8.345340418713931e-09
"[85764, 3301, 2430, 140, 89]",0.2934166491031647,5,A_THBR_R1_CANDIDATE,26,26,11,1.5644028186798096,"[""cashew/Data/Images/Anomaly/094.JPG"",""fryum/Data/Images/Normal/143.JPG"",""pcb4/Data/Images/Anomaly/060.JPG"",""cashew/Data/Images/Anomaly/032.JPG"",""macaroni1/Data/Images/Anomaly/062.JPG"",""macaroni1/Data/Images/Anomaly/003.JPG""]",3634,3633,0.9999473094940186,0.05085015621862112,acac221e4e83405425b3de2d2cffc2bd2bed0b1aed27a83e0e5477f7a4baaa57,"[1,0,1,1,1,1]",85eb0fcb5ec936e582568b114bd6b65bd2e6a740a535f31066753f40a95d9acc,0,0,1,0,1,3.6970045976625716e-06,0.09999995269175174,success,1,True,,0.6196808218955994,0.11602365970611572,1.6804264783859253,0.5589075461030006,0.2503272033916801,4.792325647429152e-09
"[1090, 421, 12, 6208, 82]",0.293425053358078,5,A_THBR_R1_CANDIDATE,27,27,11,1.3482005596160889,"[""pcb2/Data/Images/Normal/0215.JPG"",""chewinggum/Data/Images/Anomaly/032.JPG"",""pcb3/Data/Images/Anomaly/072.JPG"",""candle/Data/Images/Anomaly/054.JPG"",""pcb4/Data/Images/Anomaly/064.JPG"",""pipe_fryum/Data/Images/Anomaly/036.JPG""]",3635,3634,0.9999622106552124,0.16751645797902484,6277e96faded164577adb33a9201a8471d75bb291af5efc5d9e0f0c49dfc4221,"[0,1,1,1,1,1]",0689a8455b4239170cf3e80ecccbe4206ec2712c3b654151ebaf71fffb09cb68,0,0,1,0,1,3.7218945720326625e-06,0.09999994556811065,success,1,True,,0.7450796961784363,0.13950225710868835,1.4877028465270996,0.7576831161975861,0.12029491828670161,5.022314564229191e-09
"[384, 261, 898, 181]",0.2934374213218689,4,A_THBR_R1_CANDIDATE,28,28,11,1.163337230682373,"[""cashew/Data/Images/Normal/181.JPG"",""macaroni1/Data/Images/Anomaly/020.JPG"",""capsules/Data/Images/Normal/046.JPG"",""candle/Data/Images/Anomaly/013.JPG"",""chewinggum/Data/Images/Anomaly/079.JPG"",""macaroni1/Data/Images/Anomaly/000.JPG""]",3636,3635,0.9999996423721313,0.24141004316538783,591243a454f9008339c1ad3cfc04189d5f1589a6c78957744fe2d14923546d5b,"[0,1,0,1,1,1]",98a214900b7e8017728331fb2f3949db3ea7cec768bb7b2bf2f16d33682c52bd,0,0,1,0,1,7.577315712471743e-06,0.05046225423936211,success,1,True,,0.6906163692474365,0.12930500507354736,1.2926422357559204,0.567309495061636,0.3309521239078741,8.345340418713931e-09
"[107, 5039, 533]",0.29345545172691345,3,A_THBR_R1_CANDIDATE,29,29,11,1.0796314477920532,"[""pipe_fryum/Data/Images/Anomaly/055.JPG"",""pcb4/Data/Images/Normal/0525.JPG"",""pcb2/Data/Images/Normal/0705.JPG"",""pcb4/Data/Images/Normal/0490.JPG"",""pcb2/Data/Images/Anomaly/042.JPG"",""pcb1/Data/Images/Anomaly/047.JPG""]",3637,3636,0.9998956918716431,0.24338852645606343,6086cc99bf55d84b49c4ea07055b3396e534b90a1b0498bd928a856e2f3b47ec,"[1,0,0,0,1,1]",81d09bf99e6fe47b3615f664f3ca29cdf8ee0c5c297dfb5f76eb0b3c85d77c4c,0,0,1,0,1,3.2033618833697396e-06,0.07249846669688538,success,1,True,,0.6689264178276062,0.12524397671222687,1.2048754692077637,0.7601430614789327,0.30565392172646505,5.515933043653831e-09
"[108, 6484, 77]",0.2934754192829132,3,A_THBR_R1_CANDIDATE,30,30,11,1.062476634979248,"[""macaroni2/Data/Images/Anomaly/022.JPG"",""pcb4/Data/Images/Normal/0654.JPG"",""cashew/Data/Images/Normal/012.JPG"",""pcb3/Data/Images/Normal/0525.JPG"",""pcb4/Data/Images/Anomaly/070.JPG"",""macaroni1/Data/Images/Anomaly/033.JPG""]",3638,3637,0.9999736547470093,0.3575663116692643,ab742cde8f692ed8d3577410f451f43f4b09de707da04735934c378eb1fabfc6,"[1,0,0,0,1,1]",4ce2992195ff4e77b9937c8fc740002a573e9686a47ba03f18970e77aba9d315,0,0,1,0,1,1.9109909657188147e-05,0.09999994543147227,success,1,True,,0.7182090282440186,0.13447122275829315,1.1969478130340576,0.6474899152914683,0.36870598923004155,6.758262394157555e-09
"[1401, 501, 4583, 1876]",0.2935008108615875,4,A_THBR_R1_CANDIDATE,31,31,11,0.8847178816795349,"[""pcb4/Data/Images/Anomaly/059.JPG"",""candle/Data/Images/Anomaly/026.JPG"",""capsules/Data/Images/Anomaly/072.JPG"",""candle/Data/Images/Normal/0208.JPG"",""macaroni2/Data/Images/Normal/0617.JPG"",""capsules/Data/Images/Anomaly/060.JPG""]",3639,3638,0.9999964237213135,0.28757409984245896,5b517fd0d0eb33bada18d8688080dd4b3dac9ff1b5d570413a4503a6056785c7,"[1,1,1,0,0,1]",51fe7792b92725073a68d96a5ad19ec7cb85be3a9724acb40b206a4708e1d9ad,0,0,1,0,1,5.7296705892879085e-06,0.039663601104116576,success,1,True,,0.6050652861595154,0.11328717321157455,0.9980050325393677,0.38545767962932587,0.5645176908778025,5.430416560869844e-09
