K_per_anomalous_sample,anchor_loss,anomaly_sample_count,arm,attempt_index,batch,epoch,existing_task_loss,file_names,global_step_after,global_step_before,hard_background_max,hard_background_mean,image_sha256,labels,mask_sha256,nonfinite_grad_skip,nonfinite_loss_skip,optimizer_state_finite,paired_control_skip,parameters_finite,safe_anchor_effective_ratio,safe_anchor_max_family_ratio,status,successful_step,thbr_enabled,thbr_grad_norm,thbr_raw,thbr_weighted,total_loss,violation_fraction,weak_anomaly_mean,weak_anomaly_min
"[1223, 128]",0.2950560450553894,2,A_THBR_R1_CANDIDATE,92,92,11,0.9158010482788086,"[""capsules/Data/Images/Normal/016.JPG"",""macaroni1/Data/Images/Normal/0654.JPG"",""pcb3/Data/Images/Normal/0920.JPG"",""pcb2/Data/Images/Anomaly/019.JPG"",""macaroni1/Data/Images/Anomaly/072.JPG"",""pcb2/Data/Images/Normal/0784.JPG""]",3700,3699,0.9999935626983643,0.9237331748008728,9c7f312e3fce4878fbfd92991dd66030747c0ff18aae2c757857ef4d03a985e3,"[0,0,0,1,1,0]",ded397bf5e418b9bfe16a0780f5c004f879853df36f68da145052365939b1339,0,0,1,0,1,4.883564115386258e-06,0.09667393381047792,success,1,True,,0.965721607208252,0.18081332743167877,1.0966143608093262,0.6122048646211624,0.4852154925465584,6.918530193189554e-09
"[40, 2243]",0.29512232542037964,2,A_THBR_R1_CANDIDATE,93,93,11,1.0018126964569092,"[""cashew/Data/Images/Anomaly/069.JPG"",""pcb2/Data/Images/Normal/0615.JPG"",""pcb3/Data/Images/Normal/0684.JPG"",""capsules/Data/Images/Normal/545.JPG"",""pcb1/Data/Images/Normal/0694.JPG"",""pcb4/Data/Images/Anomaly/090.JPG""]",3701,3700,0.9999477863311768,0.6723747551441193,39b7fa99bc299ca553e456c1809b74e6a4476445ae1621b69c8c9373d8e6af44,"[1,0,0,0,0,1]",1f75d9782bc0ab25e25821c09530fc9d66662cc338e28e87f4905eb9d8e429db,0,0,1,0,1,2.7181989712100064e-06,0.0770755990204058,success,1,True,,0.9113579988479614,0.17063476145267487,1.1724474430084229,0.7750000059604645,0.30593492036905445,1.088437517893226e-08
"[62, 92]",0.29517751932144165,2,A_THBR_R1_CANDIDATE,94,94,11,0.9902979731559753,"[""pcb3/Data/Images/Normal/0363.JPG"",""pcb4/Data/Images/Normal/0784.JPG"",""pcb3/Data/Images/Normal/0768.JPG"",""macaroni2/Data/Images/Anomaly/026.JPG"",""macaroni2/Data/Images/Anomaly/024.JPG"",""pcb4/Data/Images/Normal/0214.JPG""]",3702,3701,0.999984860420227,0.8436160385608673,4b3f06c6f494a3a34b59409bed77742c5662fe9ad42c1e2469f8b8e36abd6c1e,"[0,0,0,1,1,0]",6f406e51a5aa74642b1e6861e18e8e4bdd7e93c287137fd85596652db50ba7c7,0,0,1,0,1,8.272040737597126e-07,0.09999995268286112,success,1,True,,0.7895429134368896,0.1478271633386612,1.1381251811981201,0.5106942355632782,0.720741331577301,9.874638635665178e-07
"[3319, 51, 761, 82]",0.29521656036376953,4,A_THBR_R1_CANDIDATE,95,95,11,1.0727875232696533,"[""chewinggum/Data/Images/Anomaly/007.JPG"",""macaroni2/Data/Images/Anomaly/074.JPG"",""pcb4/Data/Images/Anomaly/058.JPG"",""capsules/Data/Images/Normal/552.JPG"",""macaroni1/Data/Images/Normal/0377.JPG"",""macaroni1/Data/Images/Anomaly/091.JPG""]",3703,3702,0.9999847412109375,0.32034458520411135,349edfc1d83e4a427a703ca24700712bc1cb0575e080b0d233785374cb7d0cd6,"[1,1,1,0,0,1]",e8c500844c0324aeb204588c4f70a9c0ec9ed539ae1c22dd8aae285c6598c11d,0,0,1,0,1,1.8111773245276765e-05,0.07960759113770027,success,1,True,,0.7442905902862549,0.13935451209545135,1.212141990661621,0.6868960931897163,0.31663177885008364,4.6813117826616235e-09
"[520, 769, 1554, 97, 314]",0.29527029395103455,5,A_THBR_R1_CANDIDATE,96,96,11,1.0208663940429688,"[""capsules/Data/Images/Anomaly/020.JPG"",""pcb3/Data/Images/Anomaly/076.JPG"",""pcb1/Data/Images/Normal/0016.JPG"",""capsules/Data/Images/Anomaly/045.JPG"",""fryum/Data/Images/Anomaly/023.JPG"",""macaroni1/Data/Images/Anomaly/042.JPG""]",3704,3703,0.9999916553497314,0.4967319954186678,a5820063a8547e8af7cfae4f6833e2cb2ec03dc8b440ac8ae3e5a03d8459a82f,"[1,1,0,1,1,1]",5d8955105a78c2029746bc1bea581d191a40a7f68ccb8c4582f712ee45e3d99b,0,0,1,0,1,4.9439300724678206e-06,0.03868462801702656,success,1,True,,0.6823262572288513,0.12775284051895142,1.1486191749572754,0.42907585501670836,0.5894798368215561,6.879136549287068e-08
"[1415, 744, 6699, 945]",0.295331209897995,4,A_THBR_R1_CANDIDATE,97,97,11,0.9823154211044312,"[""pipe_fryum/Data/Images/Normal/012.JPG"",""pcb1/Data/Images/Anomaly/071.JPG"",""pipe_fryum/Data/Images/Anomaly/015.JPG"",""pcb4/Data/Images/Normal/0172.JPG"",""pcb4/Data/Images/Anomaly/079.JPG"",""chewinggum/Data/Images/Anomaly/026.JPG""]",3705,3704,0.9999983310699463,0.262515876442194,2f1afe95c13ee7a01cc220827d8704838cfc748579bc2f7cf37d2d1b8b2d1e6b,"[0,1,1,0,1,1]",5c2b95afe4ddeff1e9a2e389bd37817ebf91cf85befe192e6f0b715c3823df26,0,0,1,0,1,2.8985224635982705e-06,0.06924476822257243,success,1,True,,0.6460245251655579,0.12095602601766586,1.103271484375,0.4295528531074524,0.49294284638017416,1.3232035023236222e-08
"[96, 633, 530, 4103, 14288]",0.2953926622867584,5,A_THBR_R1_CANDIDATE,98,98,11,1.138944387435913,"[""macaroni2/Data/Images/Anomaly/029.JPG"",""pcb1/Data/Images/Anomaly/016.JPG"",""pcb1/Data/Images/Anomaly/017.JPG"",""capsules/Data/Images/Anomaly/082.JPG"",""pcb1/Data/Images/Anomaly/059.JPG"",""macaroni2/Data/Images/Normal/0525.JPG""]",3706,3705,0.9999971389770508,0.2794453471522047,5e293ff4aee376bb89efcdde9a97a358e6913e0108483228fbfb2345cfef85e5,"[1,1,1,1,1,0]",4a65a2e1343c416d9714d83ca12f51d85e38f285fd1688f539ced085cbc589de,0,0,1,0,1,9.51189759871267e-06,0.09284956648520387,success,1,True,,0.6301242709159851,0.11797899752855301,1.2569234371185303,0.4597884327173233,0.45936206109922234,5.346226128466469e-09
"[1025, 238]",0.2954545021057129,2,A_THBR_R1_CANDIDATE,99,99,11,0.8588111400604248,"[""chewinggum/Data/Images/Anomaly/096.JPG"",""chewinggum/Data/Images/Normal/344.JPG"",""cashew/Data/Images/Anomaly/031.JPG"",""pcb3/Data/Images/Normal/0617.JPG"",""pcb1/Data/Images/Normal/0797.JPG"",""pcb3/Data/Images/Normal/0479.JPG""]",3707,3706,0.9999349117279053,0.6931318789720535,a0e5e393f8998c70aa554cd89b73451f121fea30000aa0ab7843bbcfd95eaef5,"[1,0,1,0,0,0]",f87c7d6c2e6c6449286cf4612d5c020a4e1a73566a0f88427d1b6946e3f4bcff,0,0,1,0,1,2.3614820510960514e-05,0.09999994340193263,success,1,True,,0.634502112865448,0.11879866570234299,0.9776098132133484,0.26375487446784973,0.8910315930843353,0.01098694372922182
"[2595, 106, 669, 55, 6]",0.29549863934516907,5,A_THBR_R1_CANDIDATE,100,100,11,1.2527775764465332,"[""capsules/Data/Images/Anomaly/069.JPG"",""pcb4/Data/Images/Normal/0215.JPG"",""fryum/Data/Images/Anomaly/029.JPG"",""pcb2/Data/Images/Anomaly/093.JPG"",""macaroni2/Data/Images/Anomaly/038.JPG"",""candle/Data/Images/Anomaly/058.JPG""]",3708,3707,0.9999959468841553,0.3945066796535002,a12f7797c02626b5044b48b264c5b52f2a7931ba32ac168eab422c2c63d0dee7,"[1,0,1,1,1,1]",28aaa7234cae9b32a865cc3e5fc1c1704e17203ee758519332c23dffced86728,0,0,1,0,1,1.1373592266260708e-05,0.06080670665459984,success,1,True,0.6105557680130005,0.8109092116355896,0.1518276035785675,1.4046051502227783,0.6686861574649811,0.2119422610350739,7.250557043647632e-09
"[13295, 134, 88]",0.2955416142940521,3,A_THBR_R1_CANDIDATE,101,101,11,1.1547260284423828,"[""macaroni2/Data/Images/Normal/0196.JPG"",""pcb3/Data/Images/Normal/0654.JPG"",""pcb1/Data/Images/Anomaly/040.JPG"",""macaroni2/Data/Images/Anomaly/086.JPG"",""candle/Data/Images/Normal/0026.JPG"",""chewinggum/Data/Images/Anomaly/070.JPG""]",3709,3708,0.9976586103439331,0.30759524492153406,611da133255d79a4b07c3233480b424240aa4c85af439f14e0e0c67c050dea5a,"[0,0,1,1,0,1]",b0776acf1e5427a9dfbd88a1c1c255dc737c49d48a228692798dc6b739ca1ff0,0,0,1,0,1,1.2482102421808558e-06,0.09999994338403691,success,1,True,,0.8391014933586121,0.15710607171058655,1.311832070350647,0.7718010445435842,0.07555975436433737,5.825986360008528e-09
"[690, 223, 21, 564]",0.2955836355686188,4,A_THBR_R1_CANDIDATE,102,102,11,1.212172508239746,"[""pcb2/Data/Images/Anomaly/081.JPG"",""pcb2/Data/Images/Normal/0657.JPG"",""macaroni1/Data/Images/Anomaly/011.JPG"",""pcb3/Data/Images/Normal/0797.JPG"",""macaroni1/Data/Images/Anomaly/076.JPG"",""pipe_fryum/Data/Images/Anomaly/073.JPG""]",3710,3709,0.9904775619506836,0.16912031153333373,146be23205d8de2a145912de74642eb236fe39cb598cba42b1947f808350fc01,"[1,0,1,0,1,1]",259e4d8e75e521bdf015e93a46cb4c8c8e33faa26dd1c5bc11ada715e4b4630a,0,0,1,0,1,3.005812359553359e-06,0.014446956617660415,success,1,True,,0.7057671546936035,0.13214170932769775,1.3443142175674438,0.6633435115218163,0.19507406335614852,7.59851825904434e-09
"[154, 30, 212, 379, 39334]",0.29561594128608704,5,A_THBR_R1_CANDIDATE,103,103,11,1.168291449546814,"[""capsules/Data/Images/Anomaly/007.JPG"",""macaroni2/Data/Images/Anomaly/081.JPG"",""chewinggum/Data/Images/Anomaly/068.JPG"",""pcb3/Data/Images/Anomaly/086.JPG"",""pipe_fryum/Data/Images/Anomaly/097.JPG"",""pcb1/Data/Images/Normal/0479.JPG""]",3711,3710,0.999994158744812,0.41555419621799955,7300e17d3f19cd812b16f59ac0f904062734539cdeb58f3a960407c49f8cf168,"[1,1,1,1,1,0]",b4ad399ee23a603281c8751cf80a292aeb744a133c1b769f5ef551669d78a821,0,0,1,0,1,1.0157861703064554e-06,0.0999999526821732,success,1,True,,0.7678641676902771,0.14376822113990784,1.3120596408843994,0.5455940216779709,0.33455430692004384,5.8716804751668406e-09
[291],0.2956337630748749,1,A_THBR_R1_CANDIDATE,104,104,11,1.0450921058654785,"[""pcb2/Data/Images/Normal/0631.JPG"",""macaroni1/Data/Images/Anomaly/043.JPG"",""macaroni2/Data/Images/Normal/0629.JPG"",""pcb2/Data/Images/Normal/0214.JPG"",""pcb4/Data/Images/Normal/0514.JPG"",""macaroni2/Data/Images/Normal/0804.JPG""]",3712,3711,0.9999644756317139,0.948910117149353,88f01fbce55c8f75f0ef512455ab571674c9affa638dc15606f57367a73bf436,"[0,1,0,0,0,0]",02278a2a01db1a174d2878a6c890f652b49e0db2bfd70f930168635b5fcc03c0,0,0,1,0,1,5.163146948274508e-06,0.09999994334923797,success,1,True,,0.8622437715530396,0.16143903136253357,1.2065311670303345,0.5154639482498169,0.6772959232330322,1.0090498108183965e-05
"[286, 62, 384, 6946]",0.2956421375274658,4,A_THBR_R1_CANDIDATE,105,105,11,0.8758925795555115,"[""pcb3/Data/Images/Normal/0659.JPG"",""pcb3/Data/Images/Anomaly/021.JPG"",""macaroni2/Data/Images/Anomaly/035.JPG"",""pcb1/Data/Images/Anomaly/025.JPG"",""pcb4/Data/Images/Anomaly/002.JPG"",""pcb1/Data/Images/Normal/0569.JPG""]",3713,3712,0.9999960660934448,0.40002787485718727,7467f04b5386906dcf6aee5f9cf73972f1e2358f5ef550314e84ab7e08f19aa8,"[0,1,1,1,1,0]",baa456b0f99f8104894012966eff04278800b5e07c40588a55aa08777843bf38,0,0,1,0,1,8.25693391593289e-06,0.09999994333580133,success,1,True,,0.6535332202911377,0.12236188352108002,0.9982544779777527,0.3986842893064022,0.6200559958815575,3.320537018680625e-07
"[372, 49]",0.2956579029560089,2,A_THBR_R1_CANDIDATE,106,106,11,1.0993263721466064,"[""fryum/Data/Images/Anomaly/095.JPG"",""pcb3/Data/Images/Normal/0016.JPG"",""pcb3/Data/Images/Normal/0170.JPG"",""chewinggum/Data/Images/Normal/148.JPG"",""macaroni1/Data/Images/Normal/0514.JPG"",""pipe_fryum/Data/Images/Anomaly/034.JPG""]",3714,3713,0.9998118281364441,0.39726355175537265,126e578d2548929f8741b3c31b289689daab508f84dd230f02da25a9b58812e2,"[1,0,0,0,0,1]",78441bc94b7e390b3b253bd92ad49e12f8fd0e6d22c2f9189ab2d2700e69b3de,0,0,1,0,1,1.9380941431820685e-05,0.09999994332067949,success,1,True,,0.6699274778366089,0.12543140351772308,1.2247577905654907,0.6428571343421936,0.4580948753412004,1.1496191554272173e-08
"[601, 123, 429, 209]",0.29566454887390137,4,A_THBR_R1_CANDIDATE,107,107,11,1.0829544067382812,"[""pcb1/Data/Images/Anomaly/073.JPG"",""pipe_fryum/Data/Images/Anomaly/069.JPG"",""candle/Data/Images/Normal/0739.JPG"",""candle/Data/Images/Normal/0920.JPG"",""pcb2/Data/Images/Anomaly/050.JPG"",""macaroni2/Data/Images/Anomaly/009.JPG""]",3715,3714,0.9999692440032959,0.37708395828303765,0fac76aa86ae8f9cf2004b48b9004f1f9127eee2688199f83e213fc5d52ade31,"[1,1,0,0,1,1]",dd0e30643152b82574d98d17a0900b60eefaf3107591ae85928d16349513cae7,0,0,1,0,1,1.121484534506929e-05,0.09999994330833419,success,1,True,,0.7346861958503723,0.1375562697649002,1.220510721206665,0.6337609067559242,0.3413832688194205,5.061704833053682e-09
"[2911, 1024, 45]",0.29568418860435486,3,A_THBR_R1_CANDIDATE,108,108,11,1.0541797876358032,"[""macaroni1/Data/Images/Normal/0705.JPG"",""pcb4/Data/Images/Anomaly/074.JPG"",""pcb1/Data/Images/Anomaly/069.JPG"",""candle/Data/Images/Normal/0159.JPG"",""macaroni2/Data/Images/Anomaly/045.JPG"",""macaroni2/Data/Images/Normal/0790.JPG""]",3716,3715,0.9999935626983643,0.5785115992057399,b43694273345eefac2993eceedc1214e4c9f28b4898224330372364a6295db7b,"[0,1,1,0,1,0]",d4e957416c8437faa080feef7dd43f66f5453dbef562f5c14dc93f6a8d847720,0,0,1,0,1,9.058567463455903e-06,0.0712571432021733,success,1,True,,0.8466215133666992,0.15851406753063202,1.2126938104629517,0.6809458533922831,0.34770180278854806,9.680763746189314e-09
"[3625, 141, 1376]",0.2957046329975128,3,A_THBR_R1_CANDIDATE,109,109,11,0.9305078387260437,"[""capsules/Data/Images/Anomaly/066.JPG"",""pipe_fryum/Data/Images/Anomaly/065.JPG"",""pcb4/Data/Images/Anomaly/020.JPG"",""chewinggum/Data/Images/Normal/087.JPG"",""candle/Data/Images/Normal/0869.JPG"",""macaroni1/Data/Images/Normal/0046.JPG""]",3717,3716,0.9999822378158569,0.29288279165242176,8fbcd043c8de39dc92232057941d4e3dd4d447f8848c04e047fd65887fe221aa,"[1,1,1,0,0,0]",f9b2f5f2ab2adb68a263d77066ade884f792b5769726d9ae384078f6e5f7cc4a,0,0,1,0,1,2.1332910903874697e-05,0.0999999432967366,success,1,True,,0.6179955005645752,0.1157081127166748,1.0462160110473633,0.3979089856147766,0.5356512206296126,1.1229882801444546e-08
"[1274, 736, 201]",0.29572373628616333,3,A_THBR_R1_CANDIDATE,110,110,11,0.9328531622886658,"[""capsules/Data/Images/Anomaly/085.JPG"",""pipe_fryum/Data/Images/Normal/309.JPG"",""pcb3/Data/Images/Anomaly/030.JPG"",""macaroni1/Data/Images/Normal/0286.JPG"",""pcb4/Data/Images/Normal/0552.JPG"",""cashew/Data/Images/Anomaly/049.JPG""]",3718,3717,0.9999990463256836,0.5851772030194601,a7ab5d3b58cf03eefe0e5d4c924830ff8ad99acf6b062f41f5f5e50f14e53b67,"[1,0,1,0,0,1]",a24cb12e139802fc5f1c3592be232552ec0e592de8a8d31810f0df4e42184442,0,0,1,0,1,2.91152741005618e-06,0.07096277882084795,success,1,True,,0.704797625541687,0.1319601833820343,1.0648133754730225,0.4299897253513336,0.6246522317330042,1.1954147893789013e-08
"[740, 93, 2734, 438, 284]",0.29574698209762573,5,A_THBR_R1_CANDIDATE,111,111,11,1.091123342514038,"[""pcb3/Data/Images/Anomaly/061.JPG"",""chewinggum/Data/Images/Normal/309.JPG"",""macaroni2/Data/Images/Anomaly/023.JPG"",""pcb4/Data/Images/Anomaly/014.JPG"",""pcb1/Data/Images/Anomaly/035.JPG"",""pcb1/Data/Images/Anomaly/003.JPG""]",3719,3718,0.9999901056289673,0.527065920829773,b446d7a606c99478f610ef9fdf44be7800958f2726e9eff65dba9eba55375915,"[1,0,1,1,1,1]",ef2fe5020dc1177f8a31292f79ef7cdeec5f29408b7a0763ed7f765e8d2b7e91,0,0,1,0,1,8.608109068979544e-06,0.09999994329954635,success,1,True,,0.7138074636459351,0.1336471140384674,1.224770426750183,0.442900288105011,0.5977124825119973,5.141415293508089e-09
"[205, 90, 62, 1158, 491]",0.2957867383956909,5,A_THBR_R1_CANDIDATE,112,112,11,1.2099902629852295,"[""macaroni1/Data/Images/Anomaly/054.JPG"",""candle/Data/Images/Anomaly/035.JPG"",""macaroni2/Data/Images/Anomaly/069.JPG"",""pcb2/Data/Images/Anomaly/025.JPG"",""candle/Data/Images/Anomaly/017.JPG"",""candle/Data/Images/Normal/0688.JPG""]",3720,3719,0.9999985694885254,0.4008830098366161,dbb3251758c3834b4924343c4de651b020c3623adb1261e3eb0003d1ce863e55,"[1,1,1,1,1,0]",8da3ad1d7433349124f4ad4ec5ce8d7bebde053f5c4de7352b4b511efdd971b0,0,0,1,0,1,6.619804795982269e-06,0.09999994330672335,success,1,True,,0.8158714175224304,0.1527566760778427,1.3627469539642334,0.5976651072502136,0.2519342014238646,3.950356131099397e-08
"[10570, 3081]",0.2958354651927948,2,A_THBR_R1_CANDIDATE,113,113,11,1.1172868013381958,"[""pcb4/Data/Images/Normal/0869.JPG"",""chewinggum/Data/Images/Normal/405.JPG"",""pcb1/Data/Images/Anomaly/054.JPG"",""chewinggum/Data/Images/Normal/260.JPG"",""pcb2/Data/Images/Anomaly/048.JPG"",""macaroni1/Data/Images/Normal/0402.JPG""]",3721,3720,2.7643460271065123e-05,4.784609686225849e-07,59efd2eaf2f5e9fb8b6624521e30fc081e29a7860bfc2ed8e1328f61a4406fca,"[0,0,1,0,1,0]",7a59b53fc8b5c0a862fcf1cc69f3aadd96727817e114b0a04760ca602ea46817,0,0,1,0,1,4.180783340993596e-06,0.09999994331726089,success,1,True,,0.68524569272995,0.12829945981502533,1.2455862760543823,0.7636287808418274,0.01845742002282247,5.263340430161634e-09
[812],0.2958793044090271,1,A_THBR_R1_CANDIDATE,114,114,11,0.8428648114204407,"[""pcb3/Data/Images/Anomaly/035.JPG"",""macaroni2/Data/Images/Normal/0011.JPG"",""capsules/Data/Images/Normal/423.JPG"",""pcb1/Data/Images/Normal/1000.JPG"",""candle/Data/Images/Normal/0844.JPG"",""pcb1/Data/Images/Normal/0027.JPG""]",3722,3721,0.9997842907905579,0.09541358798742294,3d79c212f57cadb615c3ad0ec65a4a0e57aaa31f06d22875dda9029c0f1a54af,"[1,0,0,0,0,0]",fb36a5f45689e2a6e7e25bb9269d98617aa670a31eef09ad306efcbf4e313350,0,0,1,0,1,8.720296440491604e-06,0.08365464488946736,success,1,True,,0.6033235788345337,0.1129610687494278,0.9558258652687073,0.45443350076675415,0.3698902130126953,2.6729447100137804e-08
"[396, 29, 208]",0.29591214656829834,3,A_THBR_R1_CANDIDATE,115,115,11,1.3264551162719727,"[""pcb2/Data/Images/Normal/0286.JPG"",""pcb1/Data/Images/Anomaly/004.JPG"",""fryum/Data/Images/Anomaly/096.JPG"",""pcb4/Data/Images/Anomaly/072.JPG"",""pipe_fryum/Data/Images/Normal/352.JPG"",""pcb1/Data/Images/Normal/0011.JPG""]",3723,3722,0.03491378203034401,0.0027034885497414507,35c2015dde8bbabff6576f198b5bd3e124d8fd23493da9b69679f4a812901208,"[0,1,1,1,0,0]",7de61667461c7d2d08a9e0d31e6ce997fd59115d785486f7b1d7e7f22369145e,0,0,1,0,1,9.61142252767011e-06,0.09999996203855382,success,1,True,,0.6940939426422119,0.12995612621307373,1.4564112424850464,0.8613472382227579,0.0008208423205360305,7.422499059828169e-09
"[2280, 532, 119, 229]",0.29594117403030396,4,A_THBR_R1_CANDIDATE,116,116,11,1.1508548259735107,"[""capsules/Data/Images/Anomaly/048.JPG"",""macaroni2/Data/Images/Normal/0869.JPG"",""pcb3/Data/Images/Anomaly/045.JPG"",""macaroni1/Data/Images/Anomaly/055.JPG"",""pcb2/Data/Images/Anomaly/056.JPG"",""pcb3/Data/Images/Normal/0619.JPG""]",3724,3723,0.9999977350234985,0.46241511909875044,816a54b470876c3909b06b1f7f16b89275d801d1ddacfae24c5fe787369aab64,"[1,0,1,1,1,0]",516b1b66f9c5b09f318c8dbbfd9e8f7ad1eaef470879d1b3028d8e74b1172fae,0,0,1,0,1,1.288553733920396e-05,0.09999994334947236,success,1,True,,0.7831801772117615,0.14663586020469666,1.2974907159805298,0.7465354651212692,0.32323152809385913,1.397581517181834e-08
"[390, 735, 277, 266]",0.29597610235214233,4,A_THBR_R1_CANDIDATE,117,117,11,1.1183812618255615,"[""cashew/Data/Images/Anomaly/003.JPG"",""chewinggum/Data/Images/Normal/272.JPG"",""fryum/Data/Images/Normal/166.JPG"",""pipe_fryum/Data/Images/Anomaly/028.JPG"",""pipe_fryum/Data/Images/Anomaly/016.JPG"",""pcb1/Data/Images/Anomaly/000.JPG""]",3725,3724,0.9998601675033569,0.28157728318274167,3634a05bb19852351bc39575256e87ac4485d4c291cf5f27393a6483cd8bf8d0,"[1,0,0,1,1,1]",e778dfbabfa7062b44263a13c8b3d43c4d81d71695465a5bebd10542342f6bc1,0,0,1,0,1,5.034872987816944e-06,0.07806327253270941,success,1,True,,0.7159004211425781,0.1340389847755432,1.25242018699646,0.5234875306487083,0.299435939941759,7.480714714347414e-09
"[286, 725]",0.296018123626709,2,A_THBR_R1_CANDIDATE,118,118,11,0.9482795000076294,"[""capsules/Data/Images/Normal/196.JPG"",""macaroni1/Data/Images/Normal/0659.JPG"",""macaroni2/Data/Images/Anomaly/062.JPG"",""pcb2/Data/Images/Normal/0518.JPG"",""pcb1/Data/Images/Anomaly/019.JPG"",""candle/Data/Images/Normal/0790.JPG""]",3726,3725,0.9999339580535889,0.11014757013532517,7dd3fd7f18acfbc13cdd588d79d4312161d884f97ee0ef7bacd1cb00c7de18bb,"[0,0,1,0,1,0]",cb6ff1609d13cff62659d84cdacfd4ad4362d75bb44912d1abd798dfee919821,0,0,1,0,1,8.168353102917326e-06,0.024736396612167432,success,1,True,,0.6283349394798279,0.11764397472143173,1.0659234523773193,0.5941282957792282,0.3243562335600103,6.058067381076171e-09
"[161, 5861]",0.2960548996925354,2,A_THBR_R1_CANDIDATE,119,119,11,0.9007022380828857,"[""fryum/Data/Images/Normal/098.JPG"",""macaroni2/Data/Images/Anomaly/088.JPG"",""chewinggum/Data/Images/Anomaly/051.JPG"",""candle/Data/Images/Normal/0657.JPG"",""macaroni2/Data/Images/Normal/0621.JPG"",""pcb2/Data/Images/Normal/0940.JPG""]",3727,3726,0.9987207055091858,0.023764673620462418,63dc5fb0c9f97caaa1c1afe5fdafc411632c97512128156db50918bf0f96270f,"[0,1,1,0,0,0]",50310e78f1e94c79023e5470891b2e09cd7459ae297db73c11cc28798852b62c,0,0,1,0,1,4.6141086606158295e-06,0.08410686797794258,success,1,True,,0.5565068125724792,0.1041955053806305,1.0048977136611938,0.46291519328951836,0.3847998082637787,7.901209464478143e-09
[7757],0.2960883378982544,1,A_THBR_R1_CANDIDATE,120,120,11,0.9886663556098938,"[""macaroni2/Data/Images/Normal/0394.JPG"",""cashew/Data/Images/Normal/342.JPG"",""pcb4/Data/Images/Anomaly/049.JPG"",""pcb1/Data/Images/Normal/0615.JPG"",""pipe_fryum/Data/Images/Normal/460.JPG"",""pcb2/Data/Images/Normal/0011.JPG""]",3728,3727,0.6276088953018188,0.0022558204364031553,25b691d49af1104b831460ebe06400bcb62b29319645ab9f4f9e82148033c02e,"[0,0,1,0,0,0]",94f5015b901152bd864c3dd4c02f053c0ff2aafcac3f2f15a9e4da351e53e41a,0,0,1,0,1,1.3591111380078431e-05,0.09999994345185573,success,1,True,,0.6773844361305237,0.12682758271694183,1.115493893623352,0.5512440800666809,0.039150629192590714,3.880944010603571e-09
[94],0.2961009442806244,1,A_THBR_R1_CANDIDATE,121,121,11,0.8767842650413513,"[""macaroni1/Data/Images/Normal/0755.JPG"",""pcb4/Data/Images/Normal/0294.JPG"",""cashew/Data/Images/Normal/398.JPG"",""capsules/Data/Images/Normal/159.JPG"",""candle/Data/Images/Normal/0187.JPG"",""fryum/Data/Images/Anomaly/027.JPG""]",3729,3728,0.9998058676719666,0.990107536315918,f6df4008fd3903ab306d859a8ebb51821880d759e0e904bf3fcae96eeda5a53f,"[0,0,0,0,0,1]",73250f5acadd88d070d6e77eb35bd309642f27c37e60e77718a356270446513e,0,0,1,0,1,4.281723364762973e-06,0.02651588307343832,success,1,True,,0.8100817799568176,0.15167267620563507,1.0284569263458252,0.6382978558540344,0.7919622659683228,6.528265657834709e-05
[772],0.29611068964004517,1,A_THBR_R1_CANDIDATE,122,122,11,0.7467156052589417,"[""pcb3/Data/Images/Normal/0779.JPG"",""pipe_fryum/Data/Images/Anomaly/072.JPG"",""fryum/Data/Images/Normal/276.JPG"",""pcb4/Data/Images/Normal/0237.JPG"",""pcb4/Data/Images/Normal/0402.JPG"",""pcb3/Data/Images/Normal/0520.JPG""]",3730,3729,0.9996825456619263,0.8459850549697876,c8be875d6f443872d86d7c1575895195a87ddd9fc8072cb54df10185114a5b9a,"[0,1,0,0,0,0]",4c46d1bf621919bf52372d3b8b96a0c0f8e87747e18b4ddcf2e8adb6c6c849df,0,0,1,0,1,1.0022726011898356e-05,0.09999994351201137,success,1,True,,0.7830795049667358,0.14661701023578644,0.8933326005935669,0.5077720284461975,0.7211450338363647,4.3307963437655417e-07
"[712, 306, 245, 368]",0.2961086332798004,4,A_THBR_R1_CANDIDATE,123,123,11,1.1855487823486328,"[""fryum/Data/Images/Anomaly/014.JPG"",""chewinggum/Data/Images/Normal/435.JPG"",""cashew/Data/Images/Anomaly/001.JPG"",""pcb2/Data/Images/Normal/0804.JPG"",""macaroni2/Data/Images/Anomaly/055.JPG"",""pcb1/Data/Images/Anomaly/028.JPG""]",3731,3730,0.9999507665634155,0.3981607750671259,7163817c172f0dec3be8cd070b6e8ffdde335f0988477004b9edb3ddd92dc4d8,"[1,0,1,0,1,1]",9cabd86da44c9b4d63a7b4b2f59b4b8463e7482a2752f7f0e00c54591f52aa6f,0,0,1,0,1,1.2902689706941319e-05,0.09999994352927616,success,1,True,,0.7661081552505493,0.14343944191932678,1.3289881944656372,0.7808636873960495,0.29696161358611484,1.8954017022565495e-08
