arm,category,component,count,max,mean,min,stage,std
H,candle,gap_ss2d_l1,18,1.91984224319458,1.9157744646072388,1.9095700979232788,2,0.0030977167189121246
H,candle,gap_normal,54,0.5674518346786499,0.3333333730697632,0.08539849519729614,3,0.18465407192707062
H,candle,gap_abnormal,54,0.5613873600959778,0.3333333730697632,0.04695799946784973,3,0.20444370806217194
H,candle,ss2d_normal,54,1.0,0.3333333432674408,2.218097220270132e-17,3,0.4712238609790802
H,candle,ss2d_abnormal,54,1.0,0.3333333432674408,1.6878204133022063e-22,3,0.47040584683418274
H,candle,final_normal,54,0.6103171706199646,0.333333283662796,0.07685864716768265,3,0.1914660632610321
H,candle,final_abnormal,54,0.6037080883979797,0.333333283662796,0.04226219654083252,3,0.2055724859237671
H,candle,entropy_normal,18,1.0276433229446411,0.9196919202804565,0.8621006011962891,3,0.05741783231496811
H,candle,entropy_abnormal,18,1.0031682252883911,0.8707827925682068,0.8060391545295715,3,0.07031245529651642
H,candle,routing_l1,18,0.08256811648607254,0.07744495570659637,0.0751011073589325,3,0.002094899769872427
H,candle,gap_ss2d_l1,18,1.8208329677581787,1.1053745746612549,0.8573061227798462,3,0.37797075510025024
A,candle,gap_normal,54,0.5737646818161011,0.333333283662796,0.06983183324337006,1,0.20600242912769318
A,candle,gap_abnormal,54,0.539174497127533,0.3333333432674408,0.035536136478185654,1,0.2154228687286377
A,candle,ss2d_normal,54,1.0,0.3333333432674408,5.6067306706756414e-24,1,0.471404492855072
A,candle,ss2d_abnormal,54,1.0,0.3333333432674408,9.127569753626522e-31,1,0.471404492855072
A,candle,final_normal,54,0.5163881778717041,0.3333333432674408,0.16284865140914917,1,0.14425364136695862
A,candle,final_abnormal,54,0.48525702953338623,0.3333333432674408,0.13198252022266388,1,0.14819107949733734
A,candle,entropy_normal,18,1.0024906396865845,1.002035140991211,1.0015630722045898,1,0.00026025078841485083
A,candle,entropy_abnormal,18,0.9863920211791992,0.98606938123703,0.9857363700866699,1,0.00018395655206404626
A,candle,routing_l1,18,0.1239946037530899,0.12377113848924637,0.1235579252243042,1,0.00012237537885084748
