arm,attempted_steps,successful_steps,nonfinite_loss_skips,nonfinite_grad_skips,gradient_skip_rate,numerical_validity
A_SHORT,500,499,0,1,0.002,FAIL_SKIP_RATE_GT_0.1_PERCENT
