P,arm,background_count,background_max,background_mean,background_median,background_p900,background_p950,background_p990,background_p995,background_top_0.001_mass_fraction,background_top_0.005_mass_fraction,background_top_0.01_mass_fraction,background_top_0.05_mass_fraction,boundary_count,boundary_max,boundary_mean,boundary_median,boundary_p950,boundary_p990,category,far_background_count,far_background_max,far_background_mean,far_background_median,far_background_p900,far_background_p950,far_background_p990,far_background_p995,file_name,interior_count,interior_max,interior_mean,interior_median,interior_p950,interior_p990,near_background_count,near_background_max,near_background_mean,near_background_median,near_background_p900,near_background_p950,near_background_p990,near_background_p995,positive_count,positive_max,positive_mean,positive_median,positive_p950,positive_p990,top_P_P,top_P_anomaly_boundary_fraction,top_P_anomaly_fraction,top_P_far_background_fraction,top_P_near_background_fraction
4256,A_SAFE_ANCHOR_E10,264068,0.17154639959335327,3.7474099415046224e-05,8.08858136025492e-09,1.5229980832032197e-08,2.912809904387359e-08,6.8811432356596924e-06,0.00013819332525599748,0.8511046885607567,0.9939118871315621,0.9992918007605067,0.9997750259611178,877,0.7368268966674805,0.06815444066009274,0.010448625311255455,0.3894623100757595,0.6086657547950745,capsules,263114,0.016029145568609238,4.145821781958051e-06,8.08858136025492e-09,1.5111458750993734e-08,2.6521435714244035e-08,1.7466442159275175e-06,2.2650352548225783e-05,capsules/Data/Images/Anomaly/073.JPG,3379,0.9993410706520081,0.5978983353506365,0.7938261032104492,0.998798131942749,0.9990836381912231,954,0.17154639959335327,0.009229441018861965,0.0010618551168590784,0.02776401415467263,0.05508260652422892,0.1114341142773629,0.1269947534054519,4256,0.9993410706520081,0.48873823299076646,0.4586009681224823,0.9986941963434219,0.9990471005439758,4256,0.13721804511278196,0.8611372180451128,0.03900375939849624,0.09985902255639098
181,A_SAFE_ANCHOR_E10,268143,4.085384352947585e-05,2.5009670912892483e-08,7.0825985076794495e-09,1.0549498163925364e-08,1.4085428823307211e-08,1.6093523441896765e-07,4.646265949759254e-07,0.3979884423111663,0.6047304177027419,0.661527836664763,0.7187719038362215,147,3.633632877608761e-05,1.4766794005741499e-05,1.1523693501658272e-05,3.0420886105275706e-05,3.485588240437209e-05,capsules,267921,1.2314911145949736e-05,1.6997313973651218e-08,7.0825985076794495e-09,1.0467402056235642e-08,1.397581517181834e-08,1.384206171906044e-07,3.888178810030139e-07,capsules/Data/Images/Anomaly/024.JPG,34,2.0383158698678017e-05,1.4108786618795848e-05,1.3820279491483234e-05,1.9436739694356217e-05,2.020172754782834e-05,222,4.085384352947585e-05,9.694733470545592e-06,6.277713737290469e-06,1.9833367332466878e-05,2.281911638419842e-05,3.509794685669475e-05,3.834529277810365e-05,181,3.633632877608761e-05,1.4643190408193697e-05,1.2508839972724672e-05,2.965704152302351e-05,3.448604547884314e-05,181,0.425414364640884,0.569060773480663,0.022099447513812154,0.4088397790055249
676,A_SAFE_ANCHOR_E10,267648,0.047337718307971954,1.587983441624687e-05,7.307423999236562e-09,9.530678468649967e-09,1.8086048214627226e-08,2.7643316229838462e-06,6.553815182996914e-05,0.8246035427893282,0.9933379234620012,0.9990806261778703,0.9995403921468786,353,0.10061321407556534,0.023353093727023495,0.009268012829124928,0.0754348412156105,0.08917580604553227,pipe_fryum,267209,0.020944207906723022,4.278146332181888e-06,7.307423999236562e-09,9.456509353356068e-09,1.7805650287527897e-08,1.248270905307436e-06,2.0459741353990317e-05,pipe_fryum/Data/Images/Anomaly/014.JPG,323,0.2766416668891907,0.08131487001938854,0.06554500013589859,0.20564037859439843,0.2506843769550323,439,0.047337718307971954,0.007077555167570961,0.002034817123785615,0.023612906411290168,0.03220710828900337,0.039548458456993105,0.04189092062413693,676,0.2766416668891907,0.05104784778387839,0.03083631582558155,0.1686381883919239,0.23492586985230446,676,0.2988165680473373,0.772189349112426,0.04881656804733728,0.17899408284023668
246,A_SAFE_ANCHOR_E10,268078,0.0020667947828769684,9.64752609701482e-07,7.194133289090132e-09,1.1229882801444546e-08,1.8086048214627226e-08,5.043474402555148e-07,6.764294175809236e-06,0.7193268678384243,0.9785088215326885,0.989451751470786,0.9923494871924023,189,0.0021997978910803795,0.0009678309673160714,0.0009217804181389511,0.001881459937430918,0.002113401647657156,pipe_fryum,267779,0.0013406203361228108,3.8877285201981854e-07,7.194133289090132e-09,1.1142490485838152e-08,1.766708557227048e-08,3.41258612479578e-07,3.212565388821531e-06,pipe_fryum/Data/Images/Anomaly/021.JPG,57,0.002178466646000743,0.0014328866989735776,0.0014437558129429817,0.0021430997177958487,0.002168993642553687,299,0.0020667947828769684,0.0005168018212793944,0.0003748267481569201,0.001111676637083292,0.0015081012505106584,0.0020119499741122118,0.0020548284566029905,246,0.0021997978910803795,0.0010755877831879325,0.0010618632077239454,0.0019810114172287285,0.0021708544110879305,246,0.4634146341463415,0.6666666666666666,0.052845528455284556,0.2804878048780488
1355,A_SAFE_ANCHOR_E10,266969,0.7062917351722717,0.0001435109959241276,7.027481263577329e-09,1.1496191554272173e-08,2.3042222352387398e-08,8.904843525670003e-06,0.00016865275392774493,0.9261492543449477,0.9980792122901255,0.9997763441402816,0.9999491247856275,544,0.7658999562263489,0.10740547352029788,0.008251613471657038,0.6603378385305405,0.7367151713371282,pipe_fryum,266327,0.25335267186164856,3.4526041991306334e-05,7.027481263577329e-09,1.1406728006591038e-08,2.147771382965402e-08,3.3536136925249593e-06,4.0594627826066415e-05,pipe_fryum/Data/Images/Anomaly/019.JPG,811,0.842215359210968,0.30135484456617795,0.19544048607349396,0.7610726356506348,0.8124584257602692,642,0.7062917351722717,0.04535478175303703,0.0011718141031451523,0.15823381841182704,0.3144083634018897,0.5647977417707447,0.6129372650384888,1355,0.842215359210968,0.22348882401344086,0.07043161243200302,0.7346862256526947,0.8044201576709747,1355,0.196309963099631,0.7350553505535056,0.12767527675276752,0.13726937269372694
741,A_SAFE_ANCHOR_E10,267583,0.2618024945259094,0.0002666586501797487,7.307423999236562e-09,1.3026892453638084e-08,2.6521435714244035e-08,4.133539550821297e-05,0.0012548150110524776,0.6768901879262273,0.9935677371014769,0.9996637335649667,0.9999710802068484,741,0.2679346203804016,0.040183037593853305,0.005301894620060921,0.19798661768436432,0.2483754038810731,pipe_fryum,265310,0.2223622053861618,3.775057336834802e-05,7.307423999236562e-09,1.2333613241821695e-08,2.1815939277303187e-08,2.147654338386714e-06,4.206107400023297e-05,pipe_fryum/Data/Images/Anomaly/084.JPG,0,nan,nan,nan,nan,nan,2273,0.2618024945259094,0.026985357224237252,0.0002879764651879668,0.11448737829923628,0.1856074571609497,0.230607796907425,0.23784136772155762,741,0.2679346203804016,0.040183037593853305,0.005301894620060921,0.19798661768436432,0.2483754038810731,741,0.300944669365722,0.300944669365722,0.08232118758434548,0.6167341430499326
2032,A_SAFE_ANCHOR_E10,266292,1.1568796253413893e-05,4.515223149523046e-08,5.346226128466469e-09,1.752959910561458e-08,4.406940945500537e-08,9.026150564750424e-07,2.2339906990964664e-06,0.17605748089097442,0.5000439315184713,0.6670150789069383,0.8432727687164099,875,4.0843303850124357e-07,3.293222887634784e-08,1.3026892453638084e-08,1.692723728297095e-07,3.086742913183115e-07,pcb4,265194,1.1568796253413893e-05,4.518491762021693e-08,5.346226128466469e-09,1.7352577330599825e-08,4.338617642929421e-08,9.061477612704039e-07,2.242734353785636e-06,pcb4/Data/Images/Anomaly/048.JPG,1157,2.7420901460573077e-07,2.7646911783830913e-08,1.3545824906202597e-08,1.1692895895976116e-07,2.035022714608206e-07,1098,6.059872816877032e-07,3.7257728553828695e-08,1.3232035023236222e-08,7.49645820974365e-08,1.9750534363538463e-07,4.33284234873099e-07,4.870534945666812e-07,2032,4.0843303850124357e-07,2.992282342553973e-08,1.3335816007042922e-08,1.3306681836411353e-07,2.628352342526344e-07,2032,0.0,0.0,1.0,0.0
1459,A_SAFE_ANCHOR_E10,266865,0.01005236804485321,1.3836559304093832e-05,5.346226128466469e-09,1.6596692020698356e-08,6.513035799571298e-08,4.5044595026411116e-05,0.00036329866270534694,0.49037823668004593,0.936324073006257,0.9887311428140134,0.9994767831702849,578,0.011642225086688995,0.0012805302093228826,0.00035801912599708885,0.005812059878371655,0.00807762611657381,pcb4,266193,0.01005236804485321,1.3272848824621383e-05,5.346226128466469e-09,1.6212228004519602e-08,5.484526610644025e-08,2.648084409884177e-05,0.00028132940176873246,pcb4/Data/Images/Anomaly/041.JPG,881,0.12469184398651123,0.014488199348631995,0.006666931789368391,0.05942821875214577,0.0943358793854715,672,0.0029926651623100042,0.00023713385642047734,4.8420941311633214e-05,0.0007166297873482108,0.0012147014029324035,0.0021728541469201407,0.0024221873749047506,1459,0.12469184398651123,0.009255825967877596,0.0023231625091284513,0.04541608877480028,0.0840753473341467,1459,0.10486634681288554,0.5633995887594243,0.42289239204934886,0.013708019191226868
766,A_SAFE_ANCHOR_E10,267558,0.00307536986656487,1.5409235767872014e-06,5.346226128466469e-09,2.0654915999784862e-08,3.174200458033738e-08,7.811483442310418e-07,1.0410802133264951e-05,0.7337433633396908,0.9817650599496835,0.992759596181326,0.9952249036056436,590,0.006576998624950647,0.0008123803375172587,8.514360160916112e-05,0.003734447201713918,0.005465785050764682,pcb4,266733,0.001452227937988937,4.5611395115100815e-07,5.346226128466469e-09,2.033469215234618e-08,3.076540622259927e-08,4.015992112726853e-07,3.7462033697014814e-06,pcb4/Data/Images/Anomaly/058.JPG,176,0.0055441465228796005,0.0008695185296142852,6.962866905269038e-07,0.003896100155543536,0.005149869597516954,825,0.00307536986656487,0.0003522736822129311,9.78004936769139e-06,0.0012492584530264144,0.0019073231378570188,0.002569667212665081,0.002715857783332467,766,0.006576998624950647,0.0008255086949703614,6.775176370865665e-05,0.0037782585714012384,0.005366471596062186,766,0.34073107049608353,0.4347258485639687,0.21409921671018275,0.35117493472584854
959,A_SAFE_ANCHOR_E10,267365,0.05480259656906128,7.750027057607028e-05,5.263340430161634e-09,3.7110158501718615e-08,3.29469656890069e-07,0.00019185213022865355,0.002182716503739357,0.4502792697120179,0.9398821850129212,0.9920561700077497,0.99984015568762,378,1.0845167253137333e-06,3.37843860785941e-07,2.9246966448681633e-07,8.714338832760404e-07,1.0117909141627024e-06,pcb4,266915,0.05480259656906128,7.763033943518265e-05,5.263340430161634e-09,3.568849393786877e-08,3.168478599491209e-07,0.00019325106171890041,0.0021906470088287593,pcb4/Data/Images/Anomaly/093.JPG,581,7.453770081156108e-07,2.7394403321185643e-07,2.4676137400092557e-07,5.432034413388465e-07,6.750251941411999e-07,450,1.2778726841133903e-06,3.506493983391263e-07,2.8793093065360154e-07,8.482603220727471e-07,1.0210022423962072e-06,1.184198296186878e-06,1.2242504334381008e-06,959,1.0845167253137333e-06,2.991308265622255e-07,2.526131765989703e-07,7.201920311672434e-07,9.459324132876645e-07,959,0.0,0.0,1.0,0.0
325,A_SAFE_ANCHOR_E10,267999,2.069838274110225e-07,8.59676717572135e-09,7.480714714347414e-09,1.0467402056235642e-08,1.2430347418046495e-08,2.1144732187394766e-08,4.075754134191811e-08,0.014816634801807496,0.0444770396698191,0.061455966941689276,0.12939788505947453,250,1.9596834022195253e-07,1.1925260409384464e-07,1.2359568302144908e-07,1.840952137399654e-07,1.9331523560595087e-07,macaroni2,267632,1.41150707122506e-07,8.47041311931772e-09,7.480714714347414e-09,1.0467402056235642e-08,1.2333613241821695e-08,1.866016141605087e-08,3.30064615639003e-08,macaroni2/Data/Images/Anomaly/052.JPG,75,1.8195045470292825e-07,1.3753880030738705e-07,1.4620131594256236e-07,1.7607824531751248e-07,1.8038180968460438e-07,367,2.069838274110225e-07,1.0073951601336874e-07,1.0530484217952107e-07,1.5048938735162666e-07,1.716651482297493e-07,2.0036635731912608e-07,2.0498234405863517e-07,325,1.9596834022195253e-07,1.2347249552773904e-07,1.2952718009273667e-07,1.8195045470292825e-07,1.923906819456533e-07,325,0.4123076923076923,0.5753846153846154,0.036923076923076927,0.38769230769230767
103,A_SAFE_ANCHOR_E10,268221,1.9373936083866283e-05,2.2353754049765777e-08,7.307423999236562e-09,1.0467402056235642e-08,1.3026892453638084e-08,4.878038950550945e-08,2.840206434484571e-07,0.36523776875709235,0.6118522866662665,0.6385049431236401,0.6704858926858004,96,2.7643460271065123e-05,1.549772469407647e-05,1.4454350093728863e-05,2.4713044695090503e-05,2.754108081717277e-05,macaroni2,268034,1.373825580230914e-05,1.6564899307505042e-08,7.307423999236562e-09,1.0467402056235642e-08,1.3026892453638084e-08,4.139937814784389e-08,2.0298038805321994e-07,macaroni2/Data/Images/Anomaly/016.JPG,7,2.2039412215235643e-05,1.7409488724037408e-05,1.6766787666711025e-05,2.142426401405828e-05,2.191638257500017e-05,187,1.9373936083866283e-05,8.319732855585136e-06,7.469406682503177e-06,1.2757892545778307e-05,1.512983881184482e-05,1.7299465689575286e-05,1.821632797145866e-05,103,2.7643460271065123e-05,1.5627650404850516e-05,1.4912718143023085e-05,2.4348163424292577e-05,2.750842537352583e-05,103,0.6601941747572816,0.7281553398058253,0.02912621359223301,0.24271844660194175
126,A_SAFE_ANCHOR_E10,268198,7.267934051924385e-06,1.3697551358978413e-08,7.480714714347414e-09,1.088437517893226e-08,1.3026892453638084e-08,3.432128892200126e-08,1.5809058695027442e-07,0.21502650330474057,0.3766881947989999,0.4037714161678274,0.45274995929851414,113,1.1982739124505315e-05,5.203065257870726e-06,4.5304377636057325e-06,9.918843170453327e-06,1.1554384109331291e-05,macaroni2,268005,4.747856110043358e-06,1.1706095059820309e-08,7.480714714347414e-09,1.088437517893226e-08,1.3026892453638084e-08,2.9356552744275177e-08,1.1838819176545308e-07,macaroni2/Data/Images/Anomaly/017.JPG,13,9.741920621308964e-06,6.764028022679178e-06,6.566035608557286e-06,9.345053877041208e-06,9.662547272455413e-06,193,7.267934051924385e-06,2.77908742418731e-06,2.182240450565587e-06,5.129652254254324e-06,5.835439424117793e-06,6.896403428982009e-06,7.079737188178113e-06,126,1.1982739124505315e-05,5.364116971700169e-06,4.956349584972486e-06,9.828046586335404e-06,1.1440475873314426e-05,126,0.5158730158730159,0.6190476190476191,0.023809523809523808,0.35714285714285715
35,A_SAFE_ANCHOR_E10,268289,4.520940706242982e-07,8.53776677241369e-09,7.364737264481391e-09,1.0145353890322895e-08,1.2333613241821695e-08,2.1646163972377508e-08,3.4590474484730294e-08,0.024080811453866088,0.0552189089531143,0.0707578865493211,0.13917396396995976,35,2.988159906180954e-07,2.2840615697207666e-07,2.2206120320333866e-07,2.988159906180954e-07,2.988159906180954e-07,macaroni2,268163,3.548527729435591e-07,8.442733366119631e-09,7.364737264481391e-09,1.0145353890322895e-08,1.2333613241821695e-08,2.0980184700647442e-08,3.149498795096406e-08,macaroni2/Data/Images/Anomaly/034.JPG,0,nan,nan,nan,nan,nan,126,4.520940706242982e-07,2.1079525353458835e-07,1.8018532443875301e-07,3.590603085967814e-07,3.9317503564006984e-07,4.294654942782472e-07,4.423329720282254e-07,35,2.988159906180954e-07,2.2840615697207666e-07,2.2206120320333866e-07,2.988159906180954e-07,2.988159906180954e-07,35,0.02857142857142857,0.02857142857142857,0.2571428571428571,0.7142857142857143
9646,A_SAFE_ANCHOR_E10,258678,6.695538559142733e-06,1.5989431576542e-08,6.601707180919902e-09,1.0385943660651265e-08,1.4085428823307211e-08,4.1077203860595546e-08,2.045724016852546e-07,0.2735692968656105,0.5001033681000949,0.5269051945104994,0.5745563086557567,5220,3.473610604487476e-06,9.542676401105938e-08,1.272512406558235e-08,4.332494683012562e-07,2.1484081571543356e-06,pcb2,254959,6.695538559142733e-06,1.3970771642762981e-08,6.601707180919902e-09,1.0066401934238911e-08,1.3545824906202597e-08,3.1990960991379325e-08,9.931193289958173e-08,pcb2/Data/Images/Anomaly/044.JPG,4426,2.304905137862079e-06,2.561202825021437e-08,1.2925515768813511e-08,4.23811385985573e-08,2.6297797006691326e-07,3719,4.9563113861950114e-06,1.5438026730022175e-07,1.2333613241821695e-08,1.486198783595684e-07,8.221621044413039e-07,3.800140120802098e-06,4.363871353234569e-06,9646,3.473610604487476e-06,6.339275815604176e-08,1.2824929562782472e-08,1.8608372798212258e-07,1.5447264217982549e-06,9646,0.17644619531411984,0.28529960605432303,0.5989010989010989,0.11579929504457806
461,A_SAFE_ANCHOR_E10,267863,2.4300239601871e-05,2.0888546657947328e-08,6.705669353124222e-09,1.1496191554272173e-08,1.5111458750993734e-08,5.315785500670245e-08,2.9303643600542273e-07,0.370946915240344,0.5955973300381316,0.625896395784015,0.6644236042172205,285,3.647853736765683e-05,1.2046561622681364e-05,1.0451546586409677e-05,2.7969301299890503e-05,3.231447917642074e-05,pcb2,267406,1.4510476830764674e-05,1.3716004710919181e-08,6.705669353124222e-09,1.1406728006591038e-08,1.4993862151868598e-08,4.1724074861804183e-08,1.7026027876454464e-07,pcb2/Data/Images/Anomaly/063.JPG,176,8.188144420273602e-05,3.497589759924515e-05,3.302072036603931e-05,6.689838846796192e-05,7.95962696429342e-05,457,2.4300239601871e-05,4.21778297091836e-06,2.913671551141306e-06,1.0649439172993882e-05,1.4274640852818264e-05,1.8810211840900593e-05,2.0804869709536376e-05,461,8.188144420273602e-05,2.0800494663625458e-05,1.7097478121286258e-05,5.562206206377596e-05,7.368931255768982e-05,461,0.3947939262472885,0.7765726681127982,0.04338394793926247,0.18004338394793926
869,A_SAFE_ANCHOR_E10,267455,0.6451338529586792,0.00014618764282924582,6.705669353124222e-09,1.1055779403079669e-08,1.633938317979755e-08,1.1634984130069867e-05,0.00035678259999257145,0.8423522868688469,0.9966611395617088,0.9997782019098725,0.9999525346928623,532,0.875361442565918,0.15600968801715467,0.06785498559474945,0.6450785160064695,0.8117382866144165,pcb2,266777,0.251142293214798,2.8497684968963238e-05,6.705669353124222e-09,1.088437517893226e-08,1.5960880617171824e-08,3.3016208362823818e-06,6.253713218029588e-05,pcb2/Data/Images/Anomaly/029.JPG,337,0.89638751745224,0.41280095454772453,0.4037835896015167,0.8060026764869689,0.8695041537284851,678,0.6451338529586792,0.046454408716712144,0.008560907561331987,0.14105063974857332,0.23674977347254741,0.47254279822111156,0.5477415251731874,869,0.89638751745224,0.25559387308136877,0.17391866445541382,0.7542818307876586,0.849921133518219,869,0.36363636363636365,0.7318757192174914,0.05063291139240506,0.21749136939010358
551,A_SAFE_ANCHOR_E10,267773,4.691164434689199e-08,7.638914862455863e-09,6.550332720678398e-09,1.0549498163925364e-08,1.3652065256053447e-08,2.0176443626951368e-08,2.5505416445525952e-08,0.005059755288988379,0.020511838583763247,0.035205044338400875,0.12011835046041645,551,5.274417702594292e-08,2.9280114544282962e-08,2.8453348122070565e-08,4.821244736774588e-08,5.072357822655249e-08,pcb2,267107,4.271353759577323e-08,7.594811647810789e-09,6.550332720678398e-09,1.0467402056235642e-08,1.3440409674103648e-08,1.9403497475423137e-08,2.3773662150006203e-08,pcb2/Data/Images/Anomaly/012.JPG,0,nan,nan,nan,nan,nan,666,4.691164434689199e-08,2.5327018997894096e-08,2.396012099836753e-08,3.996952280260757e-08,4.2051322424185855e-08,4.476340009773594e-08,4.546832244045618e-08,551,5.274417702594292e-08,2.9280114544282962e-08,2.8453348122070565e-08,4.821244736774588e-08,5.072357822655249e-08,551,0.38838475499092556,0.38838475499092556,0.2831215970961887,0.32849364791288566
499,A_SAFE_ANCHOR_E10,267825,3.7110158501718615e-08,8.469745744998006e-09,8.025635267472353e-09,9.833214242860322e-09,1.1055779403079669e-08,1.608606403635804e-08,1.7805650287527897e-08,0.0035165918117341425,0.013279795227691153,0.02322503924121301,0.08474672197256847,464,1.6858050955192994e-08,1.2818765587322155e-08,1.3026892453638084e-08,1.633938317979755e-08,1.6726859897175927e-08,chewinggum,267123,3.7110158501718615e-08,8.459812186247762e-09,8.025635267472353e-09,9.756691454754218e-09,1.1055779403079669e-08,1.608606403635804e-08,1.7805650287527897e-08,chewinggum/Data/Images/Anomaly/034.JPG,35,1.608606403635804e-08,1.1400015687001996e-08,1.0305120312636973e-08,1.608606403635804e-08,1.608606403635804e-08,702,1.6858050955192994e-08,1.2249634653888744e-08,1.2047905784129398e-08,1.633938317979755e-08,1.659023416422655e-08,1.6726859897175927e-08,1.6858050955192994e-08,499,1.6858050955192994e-08,1.2719254071267634e-08,1.2047905784129398e-08,1.633938317979755e-08,1.6726859897175927e-08,499,0.0,0.0,1.0,0.0
86,A_SAFE_ANCHOR_E10,268238,5.112141110430457e-08,9.161529897691096e-09,8.345340418713931e-09,1.1406728006591038e-08,1.386705417161238e-08,2.0494177022101212e-08,2.510999053129126e-08,0.004850314944235882,0.01837979254256141,0.030602179845234227,0.10039044416499918,86,2.63150443657878e-08,1.5433972456657933e-08,1.2047905784129398e-08,2.5705459094638172e-08,2.614097818209871e-08,chewinggum,267482,5.112141110430457e-08,9.145934765134333e-09,8.345340418713931e-09,1.1406728006591038e-08,1.3759140493618816e-08,2.0176443626951368e-08,2.4914584173529875e-08,chewinggum/Data/Images/Anomaly/072.JPG,0,nan,nan,nan,nan,nan,756,2.6939087405253304e-08,1.467927757831023e-08,1.1768817032020706e-08,2.396012099836753e-08,2.4914584173529875e-08,2.5998504948887568e-08,2.6521435714244035e-08,86,2.63150443657878e-08,1.5433972456657933e-08,1.2047905784129398e-08,2.5705459094638172e-08,2.614097818209871e-08,86,0.0,0.0,1.0,0.0
4772,A_SAFE_ANCHOR_E10,263552,0.8784707188606262,0.0007163001584676487,7.96317944917746e-09,1.1496191554272173e-08,6.615601222392797e-08,0.0010891063697635928,0.011391791719942977,0.6616854512808401,0.9668113256260402,0.996302135717,0.999988344242817,1410,0.9787938594818115,0.2846640932789937,0.15997067093849182,0.9289701104164123,0.9684111475944519,chewinggum,261100,0.3807157874107361,0.00012092978020074153,7.96317944917746e-09,1.0969742447741737e-08,3.432128892200126e-08,0.00012982171028852463,0.001258283727220271,chewinggum/Data/Images/Anomaly/021.JPG,3362,0.9996546506881714,0.8982097154448849,0.9860173761844635,0.9994806170463562,0.9995739734172822,2452,0.8784707188606262,0.06411401865989078,0.0014765200321562588,0.18858004361391098,0.4621878311038016,0.7844844990968693,0.824913761615753,4772,0.9996546506881714,0.7169231841678718,0.9376118779182434,0.9993987083435059,0.9995645916461945,4772,0.18566638725901088,0.8895641240569991,0.022212908633696564,0.08822296730930428
939,A_SAFE_ANCHOR_E10,267385,0.0018458481645211577,6.105653657817534e-07,7.96317944917746e-09,1.0549498163925364e-08,1.3440409674103648e-08,4.3307963437655417e-07,4.2103368832621425e-06,0.7159746325223265,0.972014443043311,0.9829215959971926,0.9872072812885714,506,0.006500871852040291,0.0009581895251038404,0.0005311151326168329,0.0032162165734916925,0.004614844662137327,chewinggum,266550,0.0003193740267306566,1.4083884336416802e-07,7.96317944917746e-09,1.0467402056235642e-08,1.3026892453638084e-08,2.637042086917063e-07,1.4939842003514059e-06,chewinggum/Data/Images/Anomaly/091.JPG,433,0.06412401050329208,0.011410930714872182,0.0075479233637452126,0.035380661487579325,0.05211567580699923,835,0.0018458481645211577,0.0001505573971626768,1.2878952020400902e-06,0.0004859561158809811,0.0006988257868215437,0.0010649627074599266,0.0012894676148425823,939,0.06412401050329208,0.005778250158937378,0.0020269001834094524,0.025714037381112574,0.04473260931670666,939,0.33865814696485624,0.7997870074547391,0.006389776357827476,0.19382321618743345
92,A_SAFE_ANCHOR_E10,268232,4.045227342430735e-06,9.298824888904585e-09,6.153467957403791e-09,8.152020392060422e-09,9.456509353356068e-09,2.1425900680327848e-08,8.428494169265832e-08,0.15529754876549523,0.26883071204469594,0.2917582369442811,0.34296129723852553,87,3.555984449121752e-06,1.717300808754719e-06,1.5234503507599584e-06,3.0814564524916934e-06,3.4273634037162993e-06,macaroni1,268064,2.2603242086915998e-06,8.400627573290332e-09,6.153467957403791e-09,8.152020392060422e-09,9.456509353356068e-09,1.9555681518568235e-08,6.719781708852679e-08,macaroni1/Data/Images/Anomaly/037.JPG,5,1.7061832977560698e-06,1.5268983588612173e-06,1.517511009296868e-06,1.685508846094308e-06,1.7020484074237173e-06,168,4.045227342430735e-06,1.4424795702033016e-06,1.2103180324629648e-06,2.701046378206229e-06,3.228429932278232e-06,3.905390499312489e-06,3.9541183764413284e-06,92,3.555984449121752e-06,1.7069528495213766e-06,1.5204806800284132e-06,3.0545653089575355e-06,3.419885435960169e-06,92,0.3695652173913043,0.3695652173913043,0.05434782608695652,0.5760869565217391
123,A_SAFE_ANCHOR_E10,268201,2.521573378544417e-06,9.166527386848821e-09,6.250370887528334e-09,7.778712785011521e-09,8.47676062676328e-09,5.747734732608478e-08,1.3468695669871522e-07,0.10643429425837571,0.2212829837691558,0.2713837941043613,0.33711241198223507,123,2.216605707872077e-06,1.0784712518224545e-06,1.0845167253137333e-06,1.9546261682990005e-06,2.160833632842696e-06,macaroni1,267438,1.1818392522400245e-06,8.097327124890938e-09,6.250370887528334e-09,7.71817809663844e-09,8.410793839175312e-09,4.012565213429298e-08,9.588115545966502e-08,macaroni1/Data/Images/Anomaly/073.JPG,0,nan,nan,nan,nan,nan,763,2.521573378544417e-06,3.8393032772432254e-07,1.4393467040463293e-07,1.0879125056817433e-06,1.3366088637667411e-06,1.9948708313677338e-06,2.186689171139726e-06,123,2.216605707872077e-06,1.0784712518224545e-06,1.0845167253137333e-06,1.9546261682990005e-06,2.160833632842696e-06,123,0.45528455284552843,0.45528455284552843,0.008130081300813009,0.5365853658536586
229,A_SAFE_ANCHOR_E10,268095,3.269927037763409e-05,2.379915417778738e-08,6.153467957403791e-09,7.839721760660723e-09,8.74584138443879e-09,4.139937814784389e-08,2.4534897079317317e-07,0.4903429805627241,0.7026016048322096,0.724249312621783,0.7444365922948997,190,2.8744620067300275e-05,1.432417847186834e-05,1.2243174751347397e-05,2.5721384463395222e-05,2.779972166536026e-05,macaroni1,267819,2.9083441404509358e-05,1.4421969255597913e-08,6.153467957403791e-09,7.839721760660723e-09,8.74584138443879e-09,3.224186784223093e-08,1.5202530789792945e-07,macaroni1/Data/Images/Anomaly/065.JPG,39,2.1112482500029728e-05,1.5296806640645416e-05,1.485457869421225e-05,1.882992819446372e-05,2.042313350102631e-05,276,3.269927037763409e-05,9.123032084162794e-06,6.025520178809529e-06,2.4830273105180822e-05,2.8133822979725664e-05,3.1293857318814844e-05,3.1958846193447243e-05,229,2.8744620067300275e-05,1.448982257048103e-05,1.357820292469114e-05,2.538713342801202e-05,2.7631183911580592e-05,229,0.44541484716157204,0.6157205240174672,0.10043668122270742,0.2838427947598253
195,A_SAFE_ANCHOR_E10,268129,5.9907062677666545e-05,4.9234499619565346e-08,6.201730240462666e-09,7.839721760660723e-09,8.61025029053053e-09,5.884038145609338e-08,4.3647631287058175e-07,0.5963482310859998,0.8485319655957094,0.8654423238314266,0.876002108577544,168,7.426381489494815e-05,3.68420951661262e-05,3.921283678209875e-05,6.569374891114422e-05,7.349246567173397e-05,macaroni1,267875,4.9086618673754856e-05,2.8594142371828902e-08,6.201730240462666e-09,7.839721760660723e-09,8.61025029053053e-09,4.5114482816188684e-08,2.536018826049258e-07,macaroni1/Data/Images/Anomaly/052.JPG,27,8.448042353847995e-05,5.716205231254679e-05,5.967351535218768e-05,8.011039026314392e-05,8.339295163750648e-05,254,5.9907062677666545e-05,2.1817091577325866e-05,2.1619075596390758e-05,4.233273721183651e-05,4.7576457291143015e-05,5.5784960313758343e-05,5.710481913411058e-05,195,8.448042353847995e-05,3.9655627694092123e-05,4.101373997400515e-05,7.156150240916756e-05,7.971049897605554e-05,195,0.517948717948718,0.6307692307692307,0.08205128205128205,0.28717948717948716
