P,arm,background_count,background_max,background_mean,background_median,background_p900,background_p950,background_p990,background_p995,background_top_0.001_mass_fraction,background_top_0.005_mass_fraction,background_top_0.01_mass_fraction,background_top_0.05_mass_fraction,boundary_count,boundary_max,boundary_mean,boundary_median,boundary_p950,boundary_p990,category,far_background_count,far_background_max,far_background_mean,far_background_median,far_background_p900,far_background_p950,far_background_p990,far_background_p995,file_name,interior_count,interior_max,interior_mean,interior_median,interior_p950,interior_p990,near_background_count,near_background_max,near_background_mean,near_background_median,near_background_p900,near_background_p950,near_background_p990,near_background_p995,positive_count,positive_max,positive_mean,positive_median,positive_p950,positive_p990,top_P_P,top_P_anomaly_boundary_fraction,top_P_anomaly_fraction,top_P_far_background_fraction,top_P_near_background_fraction
420,A_SAFE_ANCHOR_E10,267904,0.0003333915665280074,1.4709681592322065e-07,7.307423999236562e-09,1.022492401858699e-08,1.752959910561458e-08,2.4293569822475547e-07,1.7061832977560698e-06,0.6462034636891878,0.9123351530764078,0.9339422039608305,0.9503502349843562,304,0.000739361101295799,0.00017191677251036564,0.00011890016321558505,0.00046575696906074864,0.0005753126990748563,cashew,267518,0.00012100819731131196,5.3545045034987085e-08,7.307423999236562e-09,1.0145353890322895e-08,1.6858050955192994e-08,1.9520433625075384e-07,7.630530944879865e-07,cashew/Data/Images/Anomaly/004.JPG,116,0.000954731716774404,0.0003091900389022314,0.00021696772455470636,0.0007646831072634086,0.0009182887763017785,386,0.0003333915665280074,6.498332128348401e-05,3.778374957619235e-05,0.00016636334476061165,0.0001969772929442115,0.0002652946524904106,0.00029925951239420087,420,0.000954731716774404,0.00020983034132335715,0.0001482583029428497,0.0005899641022551801,0.0008040517155313865,420,0.45,0.7047619047619048,0.02857142857142857,0.26666666666666666
57,A_SAFE_ANCHOR_E10,268267,2.225281377832289e-06,1.1345430361900673e-08,7.194133289090132e-09,9.680763746189314e-09,1.158635853926171e-08,7.674231028431677e-08,1.9673534268349613e-07,0.11076808565549347,0.24089331975484848,0.2954241236834675,0.3741464934555969,57,2.1737328097515274e-06,1.1263639228338052e-06,1.1772316383940051e-06,2.1484081571543356e-06,2.1689871209673584e-06,cashew,268049,2.090458337988821e-06,1.0614828613675793e-08,7.194133289090132e-09,9.60542756445193e-09,1.158635853926171e-08,6.825602838489431e-08,1.6422474345745883e-07,cashew/Data/Images/Anomaly/062.JPG,0,nan,nan,nan,nan,nan,218,2.225281377832289e-06,9.096806047193799e-07,6.501294365079957e-07,1.905619512854173e-06,2.035266322764073e-06,2.196446548623498e-06,2.207232263344849e-06,57,2.1737328097515274e-06,1.1263639228338052e-06,1.1772316383940051e-06,2.1484081571543356e-06,2.1689871209673584e-06,57,0.15789473684210525,0.15789473684210525,0.17543859649122806,0.6666666666666666
1234,A_SAFE_ANCHOR_E10,267090,1.3335816007042922e-08,7.728270062343861e-09,7.307423999236562e-09,9.530678468649967e-09,1.0969742447741737e-08,1.223763312907522e-08,1.2626097500856304e-08,0.0017045472098147928,0.008337734317891348,0.01637011907068311,0.0762483935489068,1032,1.3232035023236222e-08,1.1683607648974263e-08,1.1861120086109622e-08,1.2925515768813511e-08,1.3129063169969868e-08,cashew,265460,1.3335816007042922e-08,7.70601728400346e-09,7.307423999236562e-09,9.382918442213395e-09,1.0799672267580718e-08,1.223763312907522e-08,1.2527839210463299e-08,cashew/Data/Images/Anomaly/092.JPG,202,1.272512406558235e-08,1.1983488234726914e-08,1.1954147893789013e-08,1.272512406558235e-08,1.272512406558235e-08,1630,1.3232035023236222e-08,1.1352332969241396e-08,1.158635853926171e-08,1.2824929562782472e-08,1.2925515768813511e-08,1.3232035023236222e-08,1.3232035023236222e-08,1234,1.3232035023236222e-08,1.1732696691374616e-08,1.1861120086109622e-08,1.2824929562782472e-08,1.3129063169969868e-08,1234,0.10291734197730956,0.11831442463533225,0.7366288492706645,0.14505672609400325
636,A_SAFE_ANCHOR_E10,267688,0.017143767327070236,3.385583283006857e-06,7.307423999236562e-09,1.4195902231506352e-08,2.452831893151597e-08,9.841145572409184e-07,1.8819398419509695e-05,0.7744858448218392,0.98839529949272,0.9963884115919642,0.9976792766192322,326,0.06003152206540108,0.007788399269008378,0.0051897866651415825,0.022608094848692417,0.04245308507233858,cashew,267286,0.0025708680041134357,7.31263310933208e-07,7.307423999236562e-09,1.4195902231506352e-08,2.3588654585182667e-08,5.607756378367923e-07,6.710606589877294e-06,cashew/Data/Images/Anomaly/016.JPG,310,0.07730840891599655,0.032429795901876904,0.026926398277282715,0.07406712211668491,0.07609548404812815,402,0.017143767327070236,0.0017682178421279755,0.0009975922293961048,0.004572088923305274,0.00651069532614201,0.010247028572484853,0.011199930864386263,636,0.07730840891599655,0.019799142910815363,0.01213550753891468,0.06581515446305275,0.07485469728708266,636,0.3757861635220126,0.8584905660377359,0.0015723270440251573,0.139937106918239
48,A_SAFE_ANCHOR_E10,268276,1.4009213373356033e-05,2.4174831841893177e-08,7.0825985076794495e-09,1.7945300356814187e-08,3.149498795096406e-08,1.6502191613199102e-07,4.0624592401172777e-07,0.27940130270766733,0.4872250086888587,0.5351922571900585,0.6614405007519348,48,1.2508839972724672e-05,6.673003525747845e-06,6.439234311983455e-06,1.1445683639976778e-05,1.2109664367017104e-05,fryum,268072,1.4009213373356033e-05,1.999433302370363e-08,7.0825985076794495e-09,1.7805650287527897e-08,3.076540622259927e-08,1.5746500992008805e-07,3.156125956138567e-07,fryum/Data/Images/Anomaly/026.JPG,0,nan,nan,nan,nan,nan,204,1.3792023310088553e-05,5.5176781612032096e-06,4.79467780678533e-06,1.089766001314274e-05,1.1815597645181695e-05,1.3412225844149361e-05,1.3575830071204107e-05,48,1.2508839972724672e-05,6.673003525747845e-06,6.439234311983455e-06,1.1445683639976778e-05,1.2109664367017104e-05,48,0.16666666666666666,0.16666666666666666,0.25,0.5833333333333334
26,A_SAFE_ANCHOR_E10,268298,2.3320744730881415e-06,1.2473088518579506e-08,6.918530193189554e-09,1.9102674997384383e-08,2.6939087405253304e-08,6.513035799571298e-08,1.262874486229817e-07,0.0949319460760052,0.19402442033823813,0.22788725242164082,0.3484004605543964,26,1.5534978956566192e-06,1.219964469957911e-06,1.2193920042591344e-06,1.501316205576586e-06,1.5415488405778888e-06,fryum,268184,2.3320744730881415e-06,1.1959910585233007e-08,6.918530193189554e-09,1.9102674997384383e-08,2.6939087405253304e-08,6.312650668860442e-08,1.1165940350110759e-07,fryum/Data/Images/Anomaly/033.JPG,0,nan,nan,nan,nan,nan,114,2.3139264158089645e-06,1.2197196751553986e-06,1.2004595646430971e-06,1.862212036485289e-06,1.981917682769563e-06,2.23487014636703e-06,2.273702900765784e-06,26,1.5534978956566192e-06,1.219964469957911e-06,1.2193920042591344e-06,1.501316205576586e-06,1.5415488405778888e-06,26,0.0,0.0,0.34615384615384615,0.6538461538461539
618,A_SAFE_ANCHOR_E10,267706,0.20906570553779602,9.454844633899069e-05,6.972793009651923e-09,2.3588654585182667e-08,4.9162977688865794e-08,3.837124913843756e-05,0.00046595900785175825,0.7498055472712227,0.99071833078708,0.9987974314590284,0.9999071382937503,556,0.20362836122512817,0.040529404663358436,0.00979334581643343,0.16018401831388474,0.1897436544299127,fryum,266839,0.09696201980113983,2.8802393668098773e-05,6.972793009651923e-09,2.268498633384297e-08,4.5824933181393135e-08,1.1936024748138152e-05,0.00012291358143556863,fryum/Data/Images/Anomaly/004.JPG,62,0.18075650930404663,0.07193114270546264,0.059537699446082115,0.144683264195919,0.16926360934972765,867,0.20906570553779602,0.020329393831169593,0.0012497093994170427,0.07305884212255477,0.11107279881834979,0.15138505935668947,0.1588080030679701,618,0.20362836122512817,0.04367974084233976,0.01497263414785266,0.15735694989562027,0.18793248921632777,618,0.36245954692556637,0.459546925566343,0.1796116504854369,0.36084142394822005
411,A_SAFE_ANCHOR_E10,267913,0.0001172855991171673,8.604957578931607e-08,6.972793009651923e-09,2.1815939277303187e-08,3.124988978697729e-08,1.8266258905441646e-07,1.3391991160460748e-06,0.5332440926116037,0.8473123587042277,0.8785010737257286,0.9013343592124212,328,4.611274562194012e-05,4.070867133496093e-06,3.0959309071931784e-07,1.871954400485263e-05,3.3622611335886195e-05,fryum,267428,0.0001172855991171673,7.479200525478229e-08,6.972793009651923e-09,2.1646163972377508e-08,3.100670298294972e-08,1.4225777533738437e-07,9.678548229885212e-07,fryum/Data/Images/Anomaly/019.JPG,83,1.3954598216514569e-05,3.5344324087980086e-06,2.3595641778229037e-06,9.946040609065673e-06,1.2337673761066967e-05,485,8.061209518928081e-05,6.293450757045605e-06,1.341618514061338e-07,2.501363451301587e-05,3.665063923108389e-05,5.7830777222989086e-05,6.607363349758085e-05,411,4.611274562194012e-05,3.962536033374582e-06,7.00216901350359e-07,1.6965590475592762e-05,3.285433849669059e-05,411,0.06569343065693431,0.06569343065693431,0.754257907542579,0.18004866180048662
534,A_SAFE_ANCHOR_E10,267790,0.00214894930832088,4.337890362147499e-07,5.691028093224304e-09,1.6726859897175927e-08,2.6729447100137804e-08,1.6966950653340046e-07,1.8308612703776317e-06,0.8304275406629531,0.9722316629617404,0.9794468892548124,0.9838582042543401,310,0.002477445174008608,0.0005794151725210888,0.0003324167773826048,0.0018290433858055624,0.0022256707306951284,pcb1,267394,0.0005703156930394471,1.1649312845672464e-07,5.691028093224304e-09,1.6596692020698356e-08,2.611026062027122e-08,1.0864758337447711e-07,7.812553485563639e-07,pcb1/Data/Images/Anomaly/070.JPG,224,0.0035449787974357605,0.0015094295771242677,0.001466469548176974,0.002909413969609886,0.0032892936491407455,396,0.00214894930832088,0.00021468384448835974,5.955720007477794e-05,0.0007321826997213066,0.0009978229645639658,0.0016913794795982548,0.0019062230683630315,534,0.0035449787974357605,0.0009695335744520102,0.0007415574218612164,0.002577639161609113,0.003136434864718463,534,0.36142322097378277,0.7790262172284644,0.0599250936329588,0.16104868913857678
1408,A_SAFE_ANCHOR_E10,266916,0.9441254138946533,0.0003612595448611076,5.559194882209795e-09,1.5229980832032197e-08,2.5505416445525952e-08,5.093705112813041e-06,0.000161560601554811,0.941659765252344,0.9993990509202391,0.9999471684215221,0.9999814504677167,1233,0.9470391869544983,0.2194601694293248,0.050611432641744614,0.853644061088562,0.9239526796340943,pcb1,265178,0.01589111238718033,1.4624840314973885e-06,5.559194882209795e-09,1.4646527546346988e-08,2.322294712087114e-08,4.381846281376056e-07,5.054065695730969e-06,pcb1/Data/Images/Anomaly/071.JPG,175,0.9096264839172363,0.45689619815742066,0.48883241415023804,0.8829209089279174,0.9027271676063537,1738,0.9441254138946533,0.05525784469829861,0.00047516987251583487,0.1384813517332076,0.41446712315082446,0.8609781622886654,0.9030810484290125,1408,0.9470391869544983,0.24897103947720603,0.0723741315305233,0.8682273536920547,0.9222332900762559,1408,0.5717329545454546,0.6846590909090909,0.0014204545454545455,0.31392045454545453
530,A_SAFE_ANCHOR_E10,267794,0.000847589981276542,3.6662230715203266e-07,5.646739520415167e-09,1.43072416136647e-08,2.0816912638110807e-08,1.7164265571523644e-07,1.8169718140365122e-06,0.7444698671928207,0.9696065007346574,0.9778935151913879,0.9818296216414699,318,0.0015947326319292188,0.0002912731894692275,0.00012292200335650705,0.0009944795980118212,0.001352034098235889,pcb1,267394,0.0005274784634821117,1.838237185766768e-07,5.646739520415167e-09,1.4195902231506352e-08,2.0494177022101212e-08,1.1035853475505064e-07,8.315280410897685e-07,pcb1/Data/Images/Anomaly/017.JPG,212,0.0025608709547668695,0.0005245969254041105,0.0002178665527026169,0.0018360206391662352,0.0022603941638953975,400,0.000847589981276542,0.0001225647367909488,3.270152046752628e-05,0.0003871131251798945,0.0005391386162955312,0.0007325474033132193,0.0008025576215004548,530,0.0025608709547668695,0.00038460268384318076,0.00015877043188083917,0.001429745345376432,0.0020319125172682116,530,0.3018867924528302,0.539622641509434,0.22452830188679246,0.2358490566037736
246,A_SAFE_ANCHOR_E10,268078,0.00012291358143556863,1.0792006807628094e-07,5.691028093224304e-09,1.712352748484136e-08,2.510999053129126e-08,8.218404445869965e-07,3.1090521247277826e-06,0.43733452819140184,0.7893394178276588,0.8646198309331927,0.9339732864888313,206,0.00024632958229631186,7.340550916328646e-05,7.282752630999312e-05,0.000162207583343843,0.0002152869179553817,pcb1,267688,6.605214002775028e-05,6.764568883025069e-08,5.691028093224304e-09,1.6990270523820072e-08,2.452831893151597e-08,7.720477128714265e-07,2.251512114526122e-06,pcb1/Data/Images/Anomaly/072.JPG,40,0.00027159214369021356,0.0001598411059603677,0.00015149166574701667,0.0002236867374449502,0.00026136531465454027,390,0.00012291358143556863,2.7751427841438705e-05,2.3232854800880887e-05,6.432102018152364e-05,7.490698044421146e-05,9.719424495415301e-05,0.0001046873247105396,246,0.00027159214369021356,8.746007774817772e-05,8.399475700571202e-05,0.00019298923871247098,0.0002382769416726662,246,0.540650406504065,0.7032520325203252,0.024390243902439025,0.27235772357723576
503,A_LATE_CONVLORA_FREEZE_R1,267821,0.13477592170238495,2.8760738785688962e-05,5.263340430161634e-09,8.345340418713931e-09,1.1954147893789013e-08,1.6929056982917245e-06,4.830680445593755e-05,0.8888353035645958,0.9975150582222262,0.9996598476277312,0.9998170045944094,326,0.13229018449783325,0.03605595317284123,0.017568503506481647,0.12357725948095322,0.12980249524116516,candle,267369,0.029535336419939995,6.075681469382156e-06,5.263340430161634e-09,8.280396812665458e-09,1.1677229849738069e-08,7.327946946134434e-07,1.3684695659321733e-05,candle/Data/Images/Anomaly/026.JPG,177,0.10739066451787949,0.06472868738974849,0.06693421304225922,0.09962779581546784,0.10063443034887314,452,0.13477592170238495,0.013447524211360098,0.002260748064145446,0.048909587785601706,0.08086382709443565,0.12254855759441859,0.1314724811911583,503,0.13229018449783325,0.046145563424118734,0.04193052276968956,0.11668350398540496,0.12839944273233414,503,0.3658051689860835,0.705765407554672,0.073558648111332,0.220675944333996
667,A_LATE_CONVLORA_FREEZE_R1,267657,0.05165378749370575,1.4107893125435519e-05,5.346226128466469e-09,9.98806459762136e-09,2.033469215234618e-08,2.3229827093018685e-06,5.665713208144844e-05,0.8113008076531639,0.9936736963665548,0.999128978841195,0.9995967020850357,528,0.0443899892270565,0.008930081329559629,0.003413537167944014,0.02974283220246433,0.038019992038607606,candle,266993,0.01752636395394802,2.792003910138673e-06,5.346226128466469e-09,9.833214242860322e-09,1.8954017022565495e-08,7.28338295630284e-07,1.1523693501658272e-05,candle/Data/Images/Anomaly/023.JPG,139,0.0383940190076828,0.018722348578541,0.024539699777960777,0.031402901932597156,0.03650550521910191,664,0.05165378749370575,0.004564203087793735,0.0010342646855860949,0.013888811413198716,0.021104058716446165,0.041360321566462514,0.045420649871230095,667,0.0443899892270565,0.010970748717278385,0.0057974006049335,0.030827258341014373,0.037894856929779064,667,0.40929535232383807,0.5847076461769115,0.08545727136431784,0.32983508245877063
12,A_LATE_CONVLORA_FREEZE_R1,268312,5.3910844144411385e-05,7.63751562547018e-08,5.022314564229191e-09,9.833214242860322e-09,1.712352748484136e-08,2.5459442554165435e-07,1.7534802054797183e-06,0.4520791246528662,0.8587110339781094,0.904585083243208,0.9301832225751008,12,5.328280167304911e-05,4.720801219567269e-05,4.629357317753602e-05,5.294139609759441e-05,5.3214520557958165e-05,candle,268222,4.889526098850183e-05,6.420077430361375e-08,5.022314564229191e-09,9.756691454754218e-09,1.6990270523820072e-08,2.3526859578735535e-07,1.4759745130278296e-06,candle/Data/Images/Anomaly/045.JPG,0,nan,nan,nan,nan,nan,90,5.3910844144411385e-05,3.635900933052956e-05,3.778374957619235e-05,4.7818948587519123e-05,5.0054717576131225e-05,5.171376295038499e-05,5.281230354739817e-05,12,5.328280167304911e-05,4.720801219567269e-05,4.629357317753602e-05,5.294139609759441e-05,5.3214520557958165e-05,12,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.5833333333333334
429,A_LATE_CONVLORA_FREEZE_R1,267895,6.772485505734949e-08,5.884694082955497e-09,5.141415293508089e-09,7.250557043647632e-09,9.094236474993522e-09,2.1144732187394766e-08,3.005272475320453e-08,0.00910123891430997,0.034700132219713166,0.05578318330968827,0.1408923568742173,357,2.0176443626951368e-08,1.0634515719323794e-08,9.16556341934438e-09,1.8514946020786738e-08,1.9845623029368654e-08,candle,267457,6.772485505734949e-08,5.877808063563077e-09,5.141415293508089e-09,7.250557043647632e-09,9.023464642154977e-09,2.1144732187394766e-08,3.005272475320453e-08,candle/Data/Images/Anomaly/033.JPG,72,1.9403497475423137e-08,1.3025680219621213e-08,1.3335816007042922e-08,1.8726019934689476e-08,1.9403497475423137e-08,438,1.9102674997384383e-08,1.0089520769344983e-08,8.883838997775229e-09,1.5960880617171824e-08,1.687788389048705e-08,1.8370862164829305e-08,1.848829050743461e-08,429,2.0176443626951368e-08,1.1035830041052033e-08,1.0066401934238911e-08,1.866016141605087e-08,1.9666113502125878e-08,429,0.0,0.0,1.0,0.0
462,A_LATE_CONVLORA_FREEZE_R1,267862,0.018369639292359352,7.061725414985135e-06,4.397685327006684e-09,1.3026892453638084e-08,2.6729447100137804e-08,3.118478578017118e-06,4.832564445678145e-05,0.7200228212458057,0.9871285672987575,0.9975029775397991,0.9992200895286034,355,0.05084657296538353,0.009355566679025354,0.005129634402692318,0.03231075368821621,0.042384043410420395,pcb3,267248,0.006073934491723776,2.1036010241924226e-06,4.397685327006684e-09,1.2824929562782472e-08,2.4337436954624536e-08,1.7262952951568877e-06,1.6816988390929516e-05,pcb3/Data/Images/Anomaly/070.JPG,107,0.09073548763990402,0.02886594217879889,0.021044565364718437,0.07230221703648566,0.08888038337230679,614,0.018369639292359352,0.0021651217045527225,0.0005626144120469689,0.006594898551702501,0.008724134601652625,0.012712127743288877,0.014049406629055716,462,0.09073548763990402,0.013874203428972904,0.008109044749289751,0.04939886927604674,0.0732170148193836,462,0.4329004329004329,0.6601731601731602,0.02813852813852814,0.3116883116883117
6963,A_LATE_CONVLORA_FREEZE_R1,261361,7.674231028431677e-08,6.7514327759758686e-09,4.432176847757319e-09,1.3026892453638084e-08,1.9252500038646758e-08,3.124988978697729e-08,3.889111610533291e-08,0.008787421447223769,0.035199861786700766,0.060646380628702895,0.19973613799899193,1877,8.08858136025492e-09,5.760882943595859e-09,5.602796449011294e-09,7.194133289090132e-09,7.658115031006218e-09,pcb3,259337,7.674231028431677e-08,6.759118445460111e-09,4.397685327006684e-09,1.3129063169969868e-08,1.9252500038646758e-08,3.124988978697729e-08,3.889111610533291e-08,pcb3/Data/Images/Anomaly/043.JPG,5086,7.59851825904434e-09,5.5920470775043425e-09,5.559194882209795e-09,6.918530193189554e-09,7.1381478505827545e-09,2024,8.67778116031559e-09,5.7666608060968644e-09,5.646739520415167e-09,7.0825985076794495e-09,7.194133289090132e-09,8.215957691959375e-09,8.345340418713931e-09,6963,8.08858136025492e-09,5.637559776147711e-09,5.559194882209795e-09,7.027481263577329e-09,7.250557043647632e-09,6963,0.0,0.0,1.0,0.0
594,A_LATE_CONVLORA_FREEZE_R1,267730,0.03346293419599533,1.2934850962656995e-05,4.262382446995616e-09,1.3232035023236222e-08,2.0654915999784862e-08,2.7371413580112858e-06,5.151368552105476e-05,0.8233630774857363,0.9931681639446011,0.9989637952235931,0.9995885278383158,591,0.034979648888111115,0.006530680186106066,0.003051510313525796,0.022264928556978703,0.02873977664858103,pcb3,266764,0.004972596652805805,1.001372908347961e-06,4.262382446995616e-09,1.3026892453638084e-08,1.9403497475423137e-08,7.206697392802977e-07,7.358929376550737e-06,pcb3/Data/Images/Anomaly/084.JPG,3,0.020567096769809723,0.014692194759845734,0.013121270574629307,0.01982251415029168,0.020418180245906116,966,0.03346293419599533,0.003308403111500644,0.0006337173108477145,0.010169733315706253,0.01895536296069622,0.028427950106561184,0.031138437520712593,594,0.034979648888111115,0.006571899956680509,0.003060437273234129,0.02225855076685548,0.028738139886409046,594,0.5202020202020202,0.5252525252525253,0.021885521885521887,0.45286195286195285
955,A_LATE_CONVLORA_FREEZE_R1,267369,0.03622005879878998,2.0538530108474114e-05,4.6813117826616235e-09,1.5229980832032197e-08,3.1990960991379325e-08,1.6271289714496097e-05,0.00022619084396862955,0.6588460362458061,0.979528244877663,0.9975660715173468,0.9997043129374673,955,0.029479406774044037,0.004027213924805002,0.001661390531808138,0.014246320910751814,0.02160124342888595,pcb3,265793,0.007891984656453133,2.2959873437925057e-06,4.6448813684207835e-09,1.4646527546346988e-08,2.757793104990469e-08,2.4155199298547814e-06,2.1030173229519278e-05,pcb3/Data/Images/Anomaly/082.JPG,0,nan,nan,nan,nan,nan,1576,0.03622005879878998,0.0030971503125025216,0.0004272087098797783,0.009840806014835835,0.015944658312946558,0.026931760367006063,0.030261159408837557,955,0.029479406774044037,0.004027213924805002,0.001661390531808138,0.014246320910751814,0.02160124342888595,955,0.4397905759162304,0.4397905759162304,0.06282722513089005,0.4973821989528796
282,A_LATE_CONVLORA_FREEZE_R1,268042,0.0011559006525203586,2.6569155556894273e-07,6.348800152267131e-09,1.0799672267580718e-08,1.6212228004519602e-08,2.0942367484622082e-07,1.2193547718197806e-06,0.811465688214732,0.9595510561807392,0.9679016433636802,0.975616986813061,254,0.0008360903011634946,0.0001490250158735583,8.482721023028716e-05,0.00046403000596910714,0.0006046405638335272,capsules,267673,0.0006023541209287941,1.0941395736207852e-07,6.348800152267131e-09,1.0715629272795013e-08,1.583667419424728e-08,1.7294148335622594e-07,5.285515385367034e-07,capsules/Data/Images/Anomaly/096.JPG,28,0.00020906499412376434,0.0001192256724087721,0.00011458298104116693,0.00018588954117149115,0.00020321780335507357,369,0.0011559006525203586,0.00011362963070143874,2.006715294555761e-05,0.00039404463605023914,0.0006568902987055479,0.0009575026272796092,0.0010593435261398558,282,0.0008360903011634946,0.0001460662158132249,9.369486724608578e-05,0.00045515251549659285,0.0006039795599645004,282,0.4078014184397163,0.46808510638297873,0.23404255319148937,0.2978723404255319
1274,A_LATE_CONVLORA_FREEZE_R1,267050,0.544135332107544,0.00017248348747651108,6.299393451314472e-09,1.158635853926171e-08,2.5505416445525952e-08,7.67646633903496e-06,0.0002276042739686132,0.8842716687628062,0.9981911317841822,0.9998502188885818,0.999961106649473,994,0.8015477657318115,0.12632270896029243,0.027457685209810734,0.5553730547428125,0.7067854624986638,capsules,266067,0.2182525247335434,2.5405586069070788e-05,6.299393451314472e-09,1.1406728006591038e-08,2.286290801123414e-08,1.3674296519640397e-06,2.0705261849794315e-05,capsules/Data/Images/Anomaly/085.JPG,280,0.8474634885787964,0.2531528046961674,0.1778872236609459,0.7633641004562378,0.8296480196714401,983,0.544135332107544,0.03998181817086757,0.0013354007387533784,0.14770266115665437,0.25427944362163535,0.4268626278638832,0.4697829380631447,1274,0.8474634885787964,0.15419745527586934,0.05320640094578266,0.614918342232704,0.7718914353847502,1274,0.45918367346938777,0.6538461538461539,0.10518053375196232,0.24097331240188383
4256,A_LATE_CONVLORA_FREEZE_R1,264068,0.6539561152458191,0.00023615213235322018,6.8112679940668386e-09,1.7805650287527897e-08,5.703005356849644e-08,4.122743372135822e-05,0.0009528705268166959,0.8249269976686946,0.993896522273761,0.999562021386311,0.9999657177648508,877,0.9463493227958679,0.2189750207125037,0.07793769240379333,0.8509143948554991,0.9316411685943604,capsules,263114,0.17981843650341034,3.5050284800262534e-05,6.8112679940668386e-09,1.7257828943684217e-08,4.878038950550945e-08,8.332718607562128e-06,0.00013260721512779007,capsules/Data/Images/Anomaly/073.JPG,3379,0.9999473094940186,0.7726101042507078,0.9809125065803528,0.9998836517333984,0.9999181032180786,954,0.6539561152458191,0.0557002103263248,0.00728909089230001,0.2070792496204377,0.33477781265974005,0.5339817941188812,0.5650601005554199,4256,0.9999473094940186,0.6585269350159791,0.917672336101532,0.9998726844787598,0.9999134838581085,4256,0.13839285714285715,0.8818139097744361,0.03289473684210526,0.08529135338345864
