checkpoint,stage,resolution,score_space,positive_count,positive_mean,positive_median,positive_p90,positive_p95,positive_p99,positive_max,negative_count,negative_mean,negative_median,negative_p90,negative_p95,negative_p99,negative_max,boundary_count,boundary_mean,boundary_median,boundary_p90,boundary_p95,boundary_p99,boundary_max,interior_count,interior_mean,interior_median,interior_p90,interior_p95,interior_p99,interior_max,near_count,near_mean,near_median,near_p90,near_p95,near_p99,near_max,far_count,far_mean,far_median,far_p90,far_p95,far_p99,far_max,near_p95_over_interior_p95,near_p99_over_interior_p99,near_mean_over_boundary_mean,near_p99_over_boundary_p99,interior_mean_minus_near_mean,boundary_mean_minus_near_mean,interior_p95_minus_near_p95,boundary_p95_minus_near_p95
SAFE_ANCHOR_E10,1,37x37,per_stage_anomaly_probability,262,0.257870796585445,9.574353754260301e-08,0.9999991536140442,0.9999998807907104,1.0,1.0,131162,0.0010965300932135043,5.646739520415167e-09,1.8514946020786738e-08,6.825602838489431e-08,9.741920621308964e-06,1.0,262,0.257870796585445,9.574353754260301e-08,0.9999991536140442,0.9999998807907104,1.0,1.0,0,,,,,,,3055,0.022862921456558754,9.456509353356068e-09,9.99149483504878e-07,5.902594930375901e-05,0.9999686217308045,1.0,128107,0.0005774614582831746,5.646739520415167e-09,1.7257828943684217e-08,5.747734732608478e-08,5.838591268911894e-06,1.0,,,0.08866037472755535,0.9999686217308045,,0.23500787512888624,,0.9999408548414067
SAFE_ANCHOR_E10,2,37x37,per_stage_anomaly_probability,262,0.4317083973247984,1.3418198250292335e-06,1.0,1.0,1.0,1.0,131162,0.001843425265776255,4.163644540255973e-09,4.718027746264397e-09,4.792325647429152e-09,7.364737264481391e-09,1.0,262,0.4317083973247984,1.3418198250292335e-06,1.0,1.0,1.0,1.0,0,,,,,,,3055,0.052653035736499966,4.196300640302297e-09,1.2922774033086153e-07,0.8523407816886641,1.0,1.0,128107,0.0006317556459423584,4.163644540255973e-09,4.6813117826616235e-09,4.792325647429152e-09,6.4993579407257585e-09,1.0,,,0.12196435386195682,1.0,,0.3790553615882984,,0.14765921831133588
SAFE_ANCHOR_E10,3,37x37,per_stage_anomaly_probability,262,0.22640155798458786,1.925308623640376e-08,0.9800310432910919,0.995974087715149,0.9991742527484894,0.9998044371604919,131162,0.0008393831009519504,1.1768817032020706e-08,1.633938317979755e-08,1.8086048214627226e-08,2.5306931661361887e-08,0.9999605417251587,262,0.22640155798458786,1.925308623640376e-08,0.9800310432910919,0.995974087715149,0.9991742527484894,0.9998044371604919,0,,,,,,,3055,0.029807980746383248,1.1768817032020706e-08,2.1987043297144737e-08,0.0011794463032856087,0.9919175791740418,0.9999605417251587,128107,0.0001485616329073266,1.1768817032020706e-08,1.6212228004519602e-08,1.8086048214627226e-08,2.396012099836753e-08,0.9987648725509644,,,0.13165978631830974,0.9927373292951793,,0.19659357723820461,,0.9947946414118634
