record_type,arm,map,threshold,tpr,fpr,precision,recall,size_stratum,image_count,macro_image_pixel_auroc,macro_image_pixel_ap,positive_negative_mean_margin,p01_positive_minus_p99_negative,component_count,component_area_mean_pixels,compactness_mean,boundary_area_ratio_mean
curve,H,final,0.7265583276112001,0.4029491844457524,6.969142907694804e-05,0.9699109865125183,0.4029491844457524,,,,,,,,,,
curve,H,final,0.7187457084000916,0.4056694086551571,7.13953632837044e-05,0.9693982022892653,0.4056694086551571,,,,,,,,,,
curve,H,final,0.710933089188983,0.408460211318732,7.305596243942426e-05,0.9689158531656474,0.408460211318732,,,,,,,,,,
curve,H,final,0.7031204699778744,0.4111723516523287,7.47026943788124e-05,0.9684403470858802,0.4111723516523287,,,,,,,,,,
curve,H,final,0.6953078507667658,0.41387640811011733,7.643436301823215e-05,0.9679364356834494,0.41387640811011733,,,,,,,,,,
curve,H,final,0.6874952315556573,0.41648128163010734,7.821283351277135e-05,0.9674132139666527,0.41648128163010734,,,,,,,,,,
curve,H,final,0.6796826123445487,0.4191141377971252,8.006757369713486e-05,0.9668686732478398,0.4191141377971252,,,,,,,,,,
curve,H,final,0.6718699931334401,0.4217183894805146,8.179230872838877e-05,0.9663809625592248,0.4217183894805146,,,,,,,,,,
curve,H,final,0.6640573739223316,0.4242455334254273,8.354997839843043e-05,0.965880743997984,0.4242455334254273,,,,,,,,,,
curve,H,final,0.656244754711223,0.42680221460886947,8.534231610930133e-05,0.9653756920958487,0.42680221460886947,,,,,,,,,,
curve,H,final,0.6484321355001145,0.4293131908021661,8.71710552630429e-05,0.9648594068815161,0.4293131908021661,,,,,,,,,,
curve,H,final,0.6406195162890058,0.4317343116066734,8.899979441678448e-05,0.9643425129972318,0.4317343116066734,,,,,,,,,,
curve,H,final,0.6328068970778973,0.43411563486874116,9.07505304786603e-05,0.9638586737043099,0.43411563486874116,,,,,,,,,,
curve,H,final,0.6249942778667887,0.43644752212105975,9.258793664260919e-05,0.963343538178267,0.43644752212105975,,,,,,,,,,
curve,H,final,0.6171816586556802,0.43873836815773753,9.438200775552155e-05,0.9628474965780859,0.43873836815773753,,,,,,,,,,
curve,H,final,0.6093690394445715,0.44103387796891996,9.622461412559481e-05,0.9623392130257802,0.44103387796891996,,,,,,,,,,
curve,H,final,0.601556420233463,0.44328959023766284,9.813828997936799e-05,0.9618068227737006,0.44328959023766284,,,,,,,,,,
curve,H,final,0.5937438010223545,0.44550363945416427,0.0001000016971739388,0.961295624784057,0.44550363945416427,,,,,,,,,,
curve,H,final,0.5859311818112459,0.4477077392850558,0.00010193790725425097,0.9607622562903625,0.4477077392850558,,,,,,,,,,
curve,H,final,0.5781185626001373,0.4499071753414427,0.00010381864846923639,0.960254691689008,0.4499071753414427,,,,,,,,,,
curve,H,final,0.5703059433890287,0.45212215731284505,0.00010568205566380719,0.9597602564551035,0.45212215731284505,,,,,,,,,,
curve,H,final,0.5624933241779202,0.45431755143132796,0.00010773787048498019,0.9591995620225212,0.45431755143132796,,,,,,,,,,
curve,H,final,0.5546807049668117,0.4565228949354207,0.00010983182015106533,0.9586320002977149,0.4565228949354207,,,,,,,,,,
curve,H,final,0.546868085755703,0.45872357466500885,0.00011179576466404088,0.9581168118513285,0.45872357466500885,,,,,,,,,,
curve,H,final,0.5390554665445945,0.46089005338156297,0.0001138238450525505,0.9575811877913406,0.46089005338156297,,,,,,,,,,
curve,H,final,0.5312428473334859,0.46307798546083845,0.00011595939636763071,0.9570149426358283,0.46307798546083845,,,,,,,,,,
curve,H,final,0.5234302281223774,0.4652596991741077,0.00011808454727046216,0.9564577942996226,0.4652596991741077,,,,,,,,,,
curve,H,final,0.5156176089112687,0.46746753002460295,0.00012022703219370822,0.9559027634285205,0.46746753002460295,,,,,,,,,,
curve,H,final,0.5078049897001602,0.46964489088166794,0.00012236951711695429,0.9553508181624991,0.46964489088166794,,,,,,,,,,
curve,H,final,0.49999237048905165,0.47181136959822206,0.0001244773339993711,0.954815615546081,0.47181136959822206,,,,,,,,,,
curve,H,final,0.4921950102998398,0.47397629372327466,0.00012670475562264876,0.954244536586343,0.47397629372327466,,,,,,,,,,
curve,H,final,0.4843823910887312,0.47617635161626215,0.0001290587155949531,0.9536392336095942,0.47617635161626215,,,,,,,,,,
curve,H,final,0.47656977187762267,0.47838729164976046,0.00013123760196106983,0.9531008995637841,0.47838729164976046,,,,,,,,,,
curve,H,final,0.4687571526665141,0.4806119120884724,0.0001335950287374571,0.9525089456654423,0.4806119120884724,,,,,,,,,,
curve,H,final,0.46094453345540554,0.482854254870302,0.00013595765571996872,0.9519231004984591,0.482854254870302,,,,,,,,,,
curve,H,final,0.45313191424429694,0.48509379938742875,0.00013843122043313388,0.9513059903979005,0.48509379938742875,,,,,,,,,,
curve,H,final,0.4453192950331884,0.48738993103521183,0.0001408961181360917,0.9507036658549972,0.48738993103521183,,,,,,,,,,
