arm,step,family,task_gradient_norm,gradient_vector_path,probe_definition,probe_batch_count,replay_validity,causal_inference_authorized,scope,control_task_gradient_norm,candidate_task_gradient_norm,candidate_minus_control,candidate_control_task_gradient_cosine
CONTROL,300,stage2_vision_text_q,3.7132306260900805e-06,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage2_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_det_layer_norms,0.037840571254491806,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_det_proj,0.030926082283258438,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_lora_adapters,0.00856674462556839,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_m_i_w,0.007456470746546984,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_seg_layer_norms,0.0008133038645610213,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_seg_proj,0.020536791533231735,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_vision_text_k,4.186805381323211e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,stage3_vision_text_q,6.336060778266983e-07,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_stage3_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,300,text_adapter,0.3614078462123871,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_300_text_adapter.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,soft_prompt,0.3790740966796875,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_soft_prompt.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_det_layer_norms,0.0022151819430291653,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_det_proj,0.008387180045247078,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_lora_adapters,0.04343816637992859,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_m_i_w,0.28650838136672974,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_seg_layer_norms,0.002687567612156272,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_seg_proj,0.21968236565589905,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_vision_text_k,5.519570186152123e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage1_vision_text_q,2.974391281895805e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage1_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_det_layer_norms,0.028593705967068672,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_det_proj,0.23188577592372894,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_lora_adapters,0.3620842397212982,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_m_i_w,1.8813838958740234,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_seg_layer_norms,0.0015215082094073296,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_seg_proj,0.06492889672517776,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_vision_text_k,5.7683962950250134e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage2_vision_text_q,1.0528954589972273e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage2_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_det_layer_norms,0.037534911185503006,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_det_proj,0.026105523109436035,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_lora_adapters,0.0077931201085448265,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_m_i_w,0.008518400602042675,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_seg_layer_norms,0.0017000887310132384,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_seg_proj,0.03679776191711426,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_vision_text_k,5.053250788478181e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,stage3_vision_text_q,1.9659866666188464e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_stage3_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CONTROL,500,text_adapter,0.3693298399448395,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/control_step_500_text_adapter.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,soft_prompt,0.6262882351875305,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_soft_prompt.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_det_layer_norms,0.002867662813514471,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_det_proj,0.00987990666180849,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_lora_adapters,0.9619764089584351,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_m_i_w,6.125650882720947,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_seg_layer_norms,0.020805327221751213,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_seg_proj,1.3518972396850586,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_vision_text_k,0.0003450616495683789,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage1_vision_text_q,0.00015513025573454797,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage1_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_det_layer_norms,0.031362585723400116,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_det_proj,0.313143789768219,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_lora_adapters,5.337444305419922,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_m_i_w,9.32126235961914,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_seg_layer_norms,0.005045107565820217,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_seg_proj,0.0901833325624466,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_vision_text_k,0.0010720751015469432,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage2_vision_text_q,7.288882625289261e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage2_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_det_layer_norms,0.025228258222341537,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_det_proj,0.06850981712341309,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_lora_adapters,0.23168492317199707,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_m_i_w,0.19328752160072327,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_seg_layer_norms,0.014461196959018707,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_seg_proj,0.6117326021194458,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_vision_text_k,0.0005221159663051367,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,stage3_vision_text_q,2.8274283977225423e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_stage3_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,0,text_adapter,0.3114815354347229,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_0_text_adapter.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,soft_prompt,0.3419454097747803,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_soft_prompt.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_det_layer_norms,0.0025392663665115833,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_det_proj,0.008657352067530155,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_lora_adapters,0.08159533143043518,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_m_i_w,0.32626643776893616,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_seg_layer_norms,0.00134305190294981,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_seg_proj,0.10257141292095184,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_vision_text_k,2.0768777176272124e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage1_vision_text_q,8.106889254122507e-06,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage1_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_det_layer_norms,0.02802984230220318,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_det_proj,0.25134652853012085,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_lora_adapters,0.5883089303970337,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_m_i_w,2.134577512741089,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_seg_layer_norms,0.00032977870432659984,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_seg_proj,0.004396734293550253,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_vision_text_k,5.011953180655837e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage2_vision_text_q,3.372801302248263e-06,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage2_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_det_layer_norms,0.0268245842307806,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_det_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_det_proj,0.04170196130871773,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_det_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_dfg_raw_gamma,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_dfg_raw_gamma.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_dfg_ss2d_branches,0.0,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_dfg_ss2d_branches.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_lora_adapters,0.025149991735816002,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_lora_adapters.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_m_i_w,0.0081199174746871,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_m_i_w.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_seg_layer_norms,0.0004966076812706888,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_seg_layer_norms.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_seg_proj,0.014135276898741722,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_seg_proj.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_vision_text_k,3.7315505323931575e-05,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_vision_text_k.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,stage3_vision_text_q,5.960464477539062e-07,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_stage3_vision_text_q.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,25,text_adapter,0.22008655965328217,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_25_text_adapter.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
CANDIDATE,50,soft_prompt,0.41155704855918884,/workspace/h2_stagewise_causal_localization_audit_r1/task_gradient_vectors/candidate_step_50_soft_prompt.npy,first batch of the fixed 16-batch epoch-11 R1 preflight set,1,FAIL,False,,,,,
