transform,n,l1,rmse,pearson,spearman,top1_overlap,feature_cosine,routing_abnormal_l1,routing_raw_score_l1,routing_entropy_abs_delta,gap_ss2d_disagreement_abs_delta,margin_abs_delta,stage_margin_rank_preserved,anomalous_pixel_ap_delta,record_type,stage,linear_CKA,clean_effective_rank,perturbed_effective_rank,effective_rank_ratio,index,category,label,clean_margin,perturbed_margin,clean_pixel_ap,perturbed_pixel_ap,pixel_ap_delta,setting,pixel_auroc,pixel_ap
gaussian_noise,,0.0009904435148376872,0.015997700719157508,0.966591150632578,0.8937789360188533,0.9686917629519195,0.9997959136962891,0.0025075490896900496,0.01047674814860026,0.00371574858824412,0.0027861595153808594,0.001229385534922282,1.0,,,,,,,,403,capsules,1,-0.9278645068407059,-0.9266351213057836,0.8958516107427804,0.897977349978026,0.002125739235245616,,,
gaussian_noise,,2.7798548181781612e-09,8.101121455793663e-09,0.822221892674694,0.9297688581684754,0.4621692135669027,0.9997922778129578,0.0016984518927832444,0.012757301330566406,0.002487932642300924,0.0018871625264485676,0.0010225027799606323,1.0,,,,,,,,404,capsules,1,-0.9282017747561137,-0.927179271976153,0.41164602472150313,0.011546929610704275,-0.4000990951107989,,,
gaussian_noise,,1.500771704322032e-08,2.434113414254916e-07,0.8181052522000665,0.9312671999729925,0.8140141632500931,0.9994020462036133,0.005647173306594293,0.012685696283976236,0.007730633020401001,0.006274652977784474,0.0011371523141860962,1.0,,,,,,,,405,capsules,1,-0.9281004667282104,-0.9270243495702744,0.13906665518303615,0.11121179645998813,-0.02785485872304802,,,
jpeg,,1.4353183497808981e-09,2.992534373416686e-09,0.9024119927929195,0.9062669732789511,0.6902720834886321,0.9998338222503662,0.0009745859230558077,0.007435659567515056,0.0013826191425323486,0.0010828723510106404,0.0006208966175715128,1.0,,,,,,,,401,capsules,0,-0.9280199160178503,-0.9283384184042612,,,,,,
jpeg,,1.4148264954140421e-09,2.454658564628164e-09,0.7670716780479506,0.9047782280509917,0.14386880357808424,0.9997837543487549,0.0019743271792928376,0.009415308634440104,0.002849295735359192,0.0021937166651089988,0.0007834335168202718,1.0,,,,,,,,406,capsules,0,-0.9278163909912109,-0.9271069268385569,,,,,,
jpeg,,2.8684935498806463e-09,7.289519257793565e-09,0.9281025131941666,0.9479427430973734,0.7692881103242639,0.9998066425323486,0.0032179728150367737,0.011574109395345053,0.004578257600466411,0.0035755385955174765,0.00036252538363138836,1.0,,,,,,,,407,capsules,0,-0.9270253479480743,-0.9269126256306967,,,,,,
jpeg,,2.037515086291192e-09,4.116690516697776e-09,0.882854392108343,0.9213592569807925,0.48602310846067837,0.9997506141662598,0.0037346656123797097,0.009290456771850586,0.005339389046033223,0.004149635632832845,0.00020319223403930664,1.0,,,,,,,,410,capsules,0,-0.9287246962388357,-0.9285815457503,,,,,,
jpeg,,0.00020152755837511062,0.0035938768259874184,0.9889233288289839,0.9060662569484754,0.9612374207976147,0.9996708631515503,0.0052205816221733885,0.012017567952473959,0.007321695486704509,0.005800652007261912,0.0010840048392613728,1.0,,,,,,,,402,capsules,1,-0.9275038341681162,-0.9281070381402969,0.5388123660700723,0.552474026044501,0.013661659974428697,,,
jpeg,,0.0002414085149814347,0.0036951587437255955,0.9934102050796199,0.9019052409420212,0.9549012299664554,0.9997002482414246,0.0032371439350148043,0.010418891906738281,0.004570265611012776,0.003596837321917216,0.0006577869256337484,1.0,,,,,,,,403,capsules,1,-0.9278645068407059,-0.9280298004547755,0.8958516107427804,0.9134845219745427,0.01763291123176225,,,
jpeg,,2.8249102004700913e-09,6.929271837344413e-09,0.853882771282767,0.8681290430563888,0.5985836749906821,0.9997474551200867,0.0032923948795845113,0.011362075805664062,0.0047492484251658125,0.003658205270767212,0.00044602155685424805,1.0,,,,,,,,404,capsules,1,-0.9282017747561137,-0.9278409481048584,0.41164602472150313,0.07519892588807643,-0.3364470988334267,,,
jpeg,,7.1762816561378585e-09,5.474582329095817e-08,0.9950112091439423,0.9194495363016733,0.9247111442415207,0.9997562170028687,0.0028618035527567067,0.011204401652018229,0.004011789957682292,0.0031797761718432107,0.0007046163082122803,1.0,,,,,,,,405,capsules,1,-0.9281004667282104,-0.9281205634276072,0.13906665518303615,0.13895602412746672,-0.00011063105556943786,,,
resize_cycle,,8.770675295636722e-10,1.7712356978029835e-09,0.9084721342818847,0.9312462270426229,0.6477823332090943,0.9996578097343445,0.0032481832895427942,0.014098902543385824,0.004631449778874715,0.0036090786258379617,0.001563022534052531,1.0,,,,,,,,401,capsules,0,-0.9280199160178503,-0.9264568934837977,,,,,,
resize_cycle,,8.168211912701316e-10,1.2949682013910241e-09,0.9220642517218005,0.9321963809122016,0.5240402534476333,0.9997705221176147,0.00225767989953359,0.009160518646240234,0.0032298018534978232,0.0025085260470708213,0.0011843293905258179,1.0,,,,,,,,406,capsules,0,-0.9278163909912109,-0.9266320616006851,,,,,,
resize_cycle,,1.3497822431772734e-09,3.521496314654073e-09,0.9125462937095689,0.9754315478718948,0.8005963473723444,0.9998764395713806,0.0017011140783627827,0.00853415330251058,0.002438560128211975,0.0018901526927947998,0.00036916136741638184,1.0,,,,,,,,407,capsules,0,-0.9270253479480743,-0.9269648591677347,,,,,,
resize_cycle,,9.994639741943505e-10,1.875291947668298e-09,0.9008417675583449,0.9473560586501816,0.6653000372717107,0.9996930360794067,0.0020498218946158886,0.01035292943318685,0.002934977412223816,0.002277560532093048,0.0014697015285491943,1.0,,,,,,,,410,capsules,0,-0.9287246962388357,-0.9273209571838379,,,,,,
resize_cycle,,0.0008379170316022605,0.01553230257399194,0.9419441953372799,0.9688448978353972,0.9504286246738726,0.999883770942688,0.0022194737878938517,0.0055065155029296875,0.003138487537701925,0.0024660577376683555,0.0004702558120091756,1.0,,,,,,,,402,capsules,1,-0.9275038341681162,-0.9275417278210322,0.5388123660700723,0.5716195337789616,0.03280716770888925,,,
resize_cycle,,0.000469334609371442,0.008369776108663149,0.9938019045736227,0.9485425453389229,0.9795005590756616,0.9997959136962891,0.003160119211922089,0.005963881810506185,0.004402766625086467,0.0035112599531809487,0.0003293156623840332,1.0,,,,,,,,403,capsules,1,-0.9278645068407059,-0.9275351911783218,0.8958516107427804,0.8778435101704285,-0.018008100572351915,,,
resize_cycle,,2.042813866030621e-09,4.974420259510825e-09,0.9386608751838665,0.9432520996456742,0.7487886693999255,0.9998242259025574,0.0018777286944290001,0.0115203857421875,0.0026641289393107095,0.0020863388975461326,0.0007617374261220297,1.0,,,,,,,,404,capsules,1,-0.9282017747561137,-0.9274400373299917,0.41164602472150313,0.10861876212829107,-0.30302726259321205,,,
resize_cycle,,5.1275210923468555e-09,6.65181708194122e-08,0.9984481743040324,0.9493048838537484,0.9642191576593365,0.9998841285705566,0.0013914934049050014,0.005397319793701172,0.001991709073384603,0.0015461047490437825,0.0007322132587432861,1.0,,,,,,,,405,capsules,1,-0.9281004667282104,-0.9276696940263113,0.13906665518303615,0.13065488031470082,-0.008411774868335331,,,
brightness,,1.845252961188231e-09,8.329629863913e-09,0.998235885368672,0.9915899325243516,0.9739098024599329,0.9999871253967285,0.0006666090339422226,0.0017172892888387044,0.0009376009305318197,0.0007406572500864664,0.000333636999130249,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8093958894411722,,,,,,
brightness,,2.2351832742381309e-10,3.619045303555244e-10,0.9938854850989124,0.9879886289279083,0.8661945583302274,0.9999890327453613,0.0005135162112613519,0.000988284746805827,0.0007105072339375814,0.0005700637896855673,4.804631074269613e-05,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8088819881280264,,,,,,
brightness,,2.2263829666709253e-09,7.835377664602981e-09,0.9959353890458863,0.9882374803232568,0.8855758479314201,0.9999666213989258,0.0010032899056871731,0.0028226574261983237,0.0013824701309204102,0.001114750901858012,0.0004737575848897298,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.8079485048850378,,,,,,
brightness,,8.948869247349132e-10,4.198753275392147e-09,0.9912966022536479,0.9848572266300814,0.9877003354453969,0.9999875426292419,0.000170879065990448,0.002020537853240967,0.00022669633229573569,0.00018984576066335043,0.00017842650413513184,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8087680637836456,,,,,,
brightness,,3.82926887499666e-08,7.448453931036545e-07,0.999034111959189,0.9886413964314843,0.8971300782705927,0.999980092048645,0.001262638873110215,0.0025043487548828125,0.0017728904883066814,0.0014029343922932942,0.0002774943908055623,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.810480127731959,0.6800478215878634,0.6792764654349271,-0.0007713561529362201,,,
brightness,,7.37715662010942e-08,1.6756677894652327e-06,0.9998902667579187,0.9879566856618566,0.9921729407379799,0.9999944567680359,0.00030418656145532924,0.0014459689458211262,0.0004431009292602539,0.0003379931052525838,0.00017555058002471924,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8100354472796122,0.6121200822402757,0.6069098107318975,-0.0052102715083781614,,,
brightness,,1.8956915281089956e-08,1.749306175793602e-07,0.9978428650556389,0.9927450838325768,0.9809914275065226,0.9999754428863525,0.0006627083445588747,0.002436478932698568,0.0009065866470336914,0.0007363607486089071,0.00029657284418741864,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.8084561228752136,0.41639449095679193,0.4086890767390838,-0.007705414217708151,,,
brightness,,8.329298802914737e-08,8.414198434279561e-07,0.994063786745845,0.9933218659710846,0.9139023481177786,0.9999876022338867,0.0006619469883541266,0.0021323362986246743,0.0009120802084604899,0.0007349401712417603,0.00011583169301350911,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8079876104990641,0.0798114499019881,0.07149305118222186,-0.008318398719766237,,,
contrast,,1.6770110097484425e-09,6.20071691034709e-09,0.9990040825036912,0.9894100256830138,0.9832277301528141,0.9999803900718689,0.0006225661685069402,0.0024922688802083335,0.0008885463078816732,0.000691726803779602,0.0003007153669993083,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8094707727432251,,,,,,
contrast,,2.7610490632724535e-10,4.6192288712606415e-10,0.991640850870741,0.9908673485856294,0.8643309727916512,0.9999936819076538,7.6041246453921e-05,0.0009559988975524902,9.364883104960124e-05,8.447468280792236e-05,0.00021271904309590658,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8090518563985825,,,,,,
contrast,,2.970688430432297e-09,9.12083961657394e-09,0.9978189461941298,0.9856087425505681,0.9105478941483414,0.9998950362205505,0.0016459963905314605,0.005731562773386638,0.002285405993461609,0.00182838241259257,0.0006528844436009725,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.8081263701121012,,,,,,
contrast,,8.854063039308966e-10,3.2466903142815344e-09,0.9924573157896834,0.9792998440811645,0.9869549012299664,0.9999709129333496,0.0002685386377076308,0.002881904443105062,0.00038168827692667645,0.0002978593111038208,0.00014053285121917725,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8086197922627131,,,,,,
contrast,,3.387482602156156e-08,6.410154373488311e-07,0.9993318950186686,0.9862030599608734,0.90831159150205,0.9999672770500183,0.0015422531093160312,0.0029567082722981772,0.0021779785553614297,0.0017135987679163616,0.0004120419422785441,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.8104847371578217,0.6800478215878634,0.6798845977762551,-0.0001632238116082707,,,
contrast,,1.1103853637619547e-07,2.4343625036350735e-06,0.9998982313662471,0.9883417729048216,0.9918002236302647,0.9999827146530151,0.00045435332382718724,0.0026375452677408853,0.0006400843461354574,0.0005048265059789022,0.00036483506361643475,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8102235794067383,0.6121200822402757,0.6082052232722588,-0.00391485896801691,,,
contrast,,2.836631602269963e-08,2.5924456583594775e-07,0.9980548198693682,0.9817844951764391,0.9839731643682446,0.9998633861541748,0.0017017191275954247,0.005325476328531901,0.002346177895863851,0.001890788475672404,0.000610212484995524,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.8092222809791565,0.41639449095679193,0.4067837108860033,-0.009610780070788638,,,
contrast,,9.177548055869783e-08,9.793265664351404e-07,0.9916210922415634,0.9880806168124526,0.9127841967946329,0.999984622001648,0.0008557303808629513,0.0032530824343363443,0.001174310843149821,0.0009508182605107626,0.00015171368916829428,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8081475496292114,0.0798114499019881,0.07110709606148617,-0.00870435384050193,,,
gamma,,3.2462172977227883e-09,1.1706043487955175e-08,0.996025144801943,0.968370677344117,0.9757733879985091,0.999811589717865,0.0022864205141862235,0.00653986136118571,0.0031630893548329673,0.002540444334348043,0.0011836588382720947,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8086227774620056,,,,,,
gamma,,3.9168567485212377e-10,6.58640521469327e-10,0.9845579376444694,0.9818115179113086,0.6477823332090943,0.9999834895133972,0.00037698882321516675,0.0017003218332926433,0.0005705853303273519,0.0004164477189381917,0.00025192896525065106,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8091079741716385,,,,,,
gamma,,1.888819344632978e-09,5.6089004604877275e-09,0.9939091762339122,0.9681249758656253,0.9019754006708908,0.999983549118042,0.00043957602853576344,0.002588470776875814,0.0006050119797388712,0.0004879285891850789,0.0005570401748021444,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.8081895510355631,,,,,,
gamma,,8.366651129688556e-10,2.931168418979851e-09,0.9967839868011786,0.9560366861504584,0.9858367499068207,0.9999687671661377,0.0007996445832153162,0.0013124545415242512,0.0011286338170369465,0.0008885165055592855,0.00031877557436625165,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8084269861380259,,,,,,
gamma,,8.659188003635671e-09,1.435745049130726e-07,0.999688238399585,0.9883015324470884,0.9731643682445025,0.9999804496765137,0.000375265721231699,0.0005645950635274252,0.000519976019859314,0.00041697919368743896,8.74251127243042e-05,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.8106033702691396,0.6800478215878634,0.6878156056046367,0.00776778401677336,,,
gamma,,9.056804845591657e-08,2.104296360173996e-06,0.9997467038527518,0.9823252209728932,0.9940365262765561,0.9999942183494568,0.00035451073199510574,0.0015578468640645344,0.0004944105943044027,0.00039389729499816895,0.00017739832401275635,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8099415202935537,0.6121200822402757,0.6230546287373374,0.010934546497061715,,,
gamma,,6.899717088735193e-09,9.492133381537042e-08,0.9998046993694499,0.9696065412976989,0.9899366380916884,0.9999914169311523,0.00021463089312116304,0.0012764533360799153,0.00031501054763793945,0.0002384781837463379,8.697311083475749e-05,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.8085366586844126,0.41639449095679193,0.41625972239347464,-0.00013476856331728904,,,
gamma,,8.53444456316088e-08,7.060616623574624e-07,0.9951932447365034,0.9795723171005599,0.8997390980245993,0.9997631907463074,0.0032554431818425655,0.008895158767700195,0.0044999221960703535,0.00361714760462443,0.0016045073668162029,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8064444959163666,0.0798114499019881,0.07856808328298713,-0.0012433666190009712,,,
saturation,,7.82165422591666e-10,2.7837426486377495e-09,0.9984702104789305,0.9969428539974599,0.9768915393216548,0.9999958872795105,0.0001522932822505633,0.00046441952387491864,0.0002311269442240397,0.000168725848197937,0.00013380746046702066,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8095824470122656,,,,,,
saturation,,1.6339378401209375e-10,2.7914563508693224e-10,0.996398901890158,0.9940542371907032,0.8606038017144987,0.9999961256980896,8.904499312241872e-05,0.00019663572311401367,0.00012146433194478352,9.759267171223958e-05,0.00026722252368927,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.809110959370931,,,,,,
saturation,,1.1318529996053371e-09,3.379622317454137e-09,0.9965720207320306,0.9948373820295012,0.8777487886693999,0.9999858736991882,0.0005552281315128008,0.0009918063879013062,0.0007574160893758138,0.0006165852149327596,0.00036755700906117755,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.8072711825370789,,,,,,
saturation,,3.276565774282435e-10,1.1991836573833646e-09,0.9989876026359193,0.9948124079644614,0.9865821841222512,0.9999970197677612,0.0002769913213948409,0.000552778442700704,0.000390241543451945,0.00030694901943206787,0.00010572373867034912,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8085919767618179,,,,,,
saturation,,6.885484729558914e-09,1.2616316830258684e-07,0.9999245914218222,0.9975299947076316,0.9832277301528141,0.9999942779541016,0.00012016125644246738,0.0002848108609517415,0.00019599497318267822,0.00013088186581929526,0.00037404894828796387,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.8110502312580744,0.6800478215878634,0.6828851969908512,0.002837375402987785,,,
saturation,,4.480327389592148e-08,8.483773834293474e-07,0.9999309527150216,0.9951518197553446,0.9962728289228475,0.9999923706054688,0.0002047050123413404,0.001305242379506429,0.0002946307261784871,0.00022742152214050293,0.00034487247467041016,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8102063486973444,0.6121200822402757,0.6158295349958728,0.003709452755597087,,,
saturation,,1.9153279059931938e-08,3.216750201336682e-07,0.9985166643471552,0.9960033295396571,0.972418934029072,0.9999953508377075,0.0004077041521668434,0.0006560881932576498,0.000563398003578186,0.0004530002673467,0.0002216547727584839,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.808838481704394,0.41639449095679193,0.39980801068926025,-0.016586480267531678,,,
saturation,,3.108957096255452e-08,1.9611883328277132e-07,0.9989617973812045,0.9977585809579,0.9549012299664554,0.9999932050704956,0.00044332118704915047,0.0016731818517049153,0.0006172458330790201,0.0004925678173700968,7.201234499613444e-05,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8080807030200958,0.0798114499019881,0.07575851514119158,-0.004052934760796517,,,
gaussian_blur,,7.757521910485038e-09,3.184708416843536e-08,0.5862366152828725,0.8851347922976471,0.18225866567275437,0.9995487928390503,0.0020214730563263097,0.008035759131113688,0.002816269795099894,0.0022460718949635825,0.0017018169164657593,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8079216927289963,,,,,,
gaussian_blur,,1.8317975397819627e-09,3.608504189505166e-09,0.8757794492640645,0.8042633984393426,0.5102497204621692,0.9997507929801941,0.0020538422589500747,0.004051049550374349,0.0028950124979019165,0.0022820482651392617,0.00024455785751342773,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8087657441695532,,,,,,
gaussian_blur,,6.196585977840277e-09,1.785527119311632e-08,0.8745330516381823,0.8598236477544989,0.5359672008945211,0.9998012781143188,0.0007737864119311174,0.0012936592102050781,0.0010800460974375408,0.0008597671985626221,0.0007563779751459757,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.806882361570994,,,,,,
gaussian_blur,,3.957633335708482e-09,1.43072906084779e-08,0.5441444167382453,0.796952487476641,0.0003727171077152441,0.9996978044509888,0.002023661664376656,0.006508986155192058,0.0028587828079859414,0.0022485057512919107,0.0010005633036295574,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.807599147160848,,,,,,
gaussian_blur,,2.3927757862399322e-08,2.1979804391929623e-07,0.9939927461302309,0.8713738920515978,0.9265747297800969,0.9993442296981812,0.005107113004972537,0.010280847549438477,0.0070771028598149615,0.00567456583182017,0.002867440382639567,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.8082283387581507,0.6800478215878634,0.6769306282216148,-0.003117193366248605,,,
gaussian_blur,,7.062101961181929e-07,1.5248399151520754e-05,0.9941875280339927,0.821609547880657,0.9563920983973164,0.9998252391815186,0.0006285635754466057,0.0011137574911117554,0.0008894652128219604,0.0006980945666631063,0.0004722873369852702,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8095102657874426,0.6121200822402757,0.652027269051859,0.03990718681158334,,,
gaussian_blur,,7.432826107670932e-08,1.0467737715600422e-06,0.9956521085885873,0.7384725874955694,0.8986209467014536,0.9996921420097351,0.00010624729717771213,0.002508997917175293,0.0001611858606338501,0.00011804699897766113,0.00032266974449157715,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.8088836967945099,0.41639449095679193,0.42656137335410993,0.010166882397318,,,
gaussian_blur,,3.016643081723953e-06,3.9905810873279904e-05,0.5473155698513847,0.8213703899377127,0.677972418934029,0.9994515180587769,0.004656107785801093,0.011770248413085938,0.006511678298314412,0.0051734646161397295,0.0008517901102701823,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8071972131729126,0.0798114499019881,0.1443221056173242,0.0645106557153361,,,
gaussian_noise,,6.393005536692793e-09,2.6473552945533177e-08,0.9138236677103704,0.6988420481429138,0.839731643682445,0.9996713399887085,0.0016842341671387355,0.005389054616292317,0.0022983799378077188,0.0018713871637980144,0.0019143323103586833,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8077091773351034,,,,,,
gaussian_noise,,1.935565866814476e-09,4.413343531946882e-09,0.558837121357749,0.7566379575091926,0.024972046216921357,0.9994411468505859,0.003943185321986675,0.009133021036783854,0.005530223250389099,0.00438132385412852,0.0017709732055664062,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8075186759233475,,,,,,
gaussian_noise,,9.237039979220903e-09,3.021984615153116e-08,0.6776333343417006,0.7451303201484006,0.0,0.9996269941329956,0.005132075088719527,0.011620839436848959,0.007070958614349365,0.005702291925748189,0.0008779863516489664,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.806760753194491,,,,,,
gaussian_noise,,2.9550524208986044e-09,9.461607618937559e-09,0.9028758980043294,0.7326161688180394,0.8300409988818487,0.9997000694274902,0.0014737529369692008,0.004735430081685384,0.0020052343606948853,0.0016375035047531128,0.0005248785018920898,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8084060748418173,,,,,,
gaussian_noise,,7.484118186264767e-08,1.2584411315229873e-06,0.9902259501254953,0.8238259343851201,0.713007827059262,0.9997668266296387,0.002639171201735735,0.0063101450602213545,0.0036669373512268066,0.0029324193795522055,0.001663928230603536,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.8093670805295309,0.6800478215878634,0.6813856856496818,0.0013378640618184612,,,
gaussian_noise,,9.33456955741456e-07,2.1011640249920998e-05,0.9817806962549142,0.6633884079757374,0.9265747297800969,0.9997154474258423,0.0032002272394796214,0.0058307647705078125,0.00445959468682607,0.0035557945569356284,0.0010993927717208862,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8087718586126963,0.6121200822402757,0.6294589696548638,0.01733888741458811,,,
gaussian_noise,,7.467329763951166e-08,1.043049834902615e-06,0.9911443468821305,0.7968370374069835,0.9366380916884085,0.9997680187225342,0.0024829317505160966,0.005650679270426433,0.003408104181289673,0.002758815884590149,0.0003682623306910197,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.8086184014876684,0.41639449095679193,0.4643491736345606,0.047954682677768645,,,
gaussian_noise,,4.497756770481828e-07,4.014568396123536e-06,0.9259526572787606,0.8128549532538394,0.7487886693999255,0.9997508525848389,0.0038293604739010334,0.009108861287434896,0.005429575840632121,0.004254827896753947,0.0008458395799001058,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8072031637032827,0.0798114499019881,0.0617541070617637,-0.0180573428402244,,,
jpeg,,6.889526646918997e-09,2.7823870439205082e-08,0.7206700141006769,0.8315196768303845,0.42079761461051063,0.9994349479675293,0.0019856062717735767,0.008883575598398844,0.0027971516052881875,0.0022062212228775024,0.0010751734177271526,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8086132357517878,,,,,,
jpeg,,1.7209429663006707e-09,3.113939351490242e-09,0.8113280854229934,0.8106278518159628,0.13641446142377936,0.9995545148849487,0.0018382455843190353,0.009375651677449545,0.00265526274840037,0.0020425120989481607,0.00034193694591522217,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8085675636927286,,,,,,
jpeg,,7.218130571710874e-09,2.111283511570421e-08,0.9489781659349573,0.8405524301477367,0.6954901229966456,0.9996001124382019,0.004058263419816892,0.009170134862263998,0.005617151657740275,0.004509175817171733,0.0006789068380991617,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.8074760486682256,,,,,,
jpeg,,3.1158906849099533e-09,1.0941330642622524e-08,0.7973973086028326,0.7904916154841642,0.5736116287737607,0.9994853734970093,0.0016849866757790248,0.007236480712890625,0.002419784665107727,0.0018722166617711384,0.0019430816173553467,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8066934049129486,,,,,,
jpeg,,4.217533527384319e-08,6.244457056135152e-07,0.9947192456633,0.9005321932590162,0.7316436824450242,0.9996063113212585,0.0032410561107099056,0.009429931640625,0.004588683446248372,0.003601163625717163,0.002161140243212382,1.0,,,,,,,,561,pipe_fryum,1,-0.8106852223475774,-0.8085851470629374,0.6800478215878634,0.6939465250081241,0.013898703420260783,,,
jpeg,,5.032089611212703e-07,1.1300393218215037e-05,0.957966038250815,0.8421061239661175,0.9232202758106597,0.9996446967124939,0.0018512203047672908,0.007414340972900391,0.002589141329129537,0.0020569016536076865,0.0013987769683202107,1.0,,,,,,,,563,pipe_fryum,1,-0.8098712513844172,-0.8085050880908966,0.6121200822402757,0.6195894375087642,0.0074693552684884645,,,
jpeg,,1.1594137253749939e-07,1.6160281093966122e-06,0.9969313578716652,0.8059524484264379,0.9295564666418189,0.9998325705528259,0.0018233383695284526,0.006428877512613933,0.0025386412938435874,0.0020259221394856772,0.00042478740215301514,1.0,,,,,,,,564,pipe_fryum,1,-0.8086236317952474,-0.8082819034655889,0.41639449095679193,0.4205352799618808,0.004140789005088852,,,
jpeg,,4.088141416692126e-07,3.7977864172069272e-06,0.5893716003800809,0.8331538153128264,0.6537458069325383,0.9997175931930542,0.00022718636319041252,0.006708607077598572,0.0003420611222585042,0.0002523660659790039,0.0010500500599543254,1.0,,,,,,,,567,pipe_fryum,1,-0.8080490032831827,-0.8070405870676041,0.0798114499019881,0.16530824612894335,0.08549679622695525,,,
resize_cycle,,5.278685894526733e-09,2.408480503736703e-08,0.802211628440836,0.9151935438306136,0.5136041744316064,0.9999089241027832,0.0008964672063787779,0.004917502403259277,0.001245563228925069,0.0009960681200027466,0.0003224114576975505,1.0,,,,,,,,562,pipe_fryum,0,-0.809623509645462,-0.8093255162239075,,,,,,
resize_cycle,,9.945492787045789e-10,1.77618792806811e-09,0.9288274701752335,0.8815025627854468,0.5382035035408125,0.9998759031295776,0.0007262046759327253,0.0014985402425130208,0.0010398179292678833,0.0008069078127543131,8.865694204966228e-05,1.0,,,,,,,,565,pipe_fryum,0,-0.8088560452063879,-0.8088765144348145,,,,,,
resize_cycle,,4.1972209640983675e-09,1.2822723074499772e-08,0.9543930860477132,0.9312759242718672,0.6884084979500559,0.9999164938926697,0.0009481846354901791,0.0015361309051513672,0.0013045668601989746,0.0010535518328348796,0.0006084839502970377,1.0,,,,,,,,566,pipe_fryum,0,-0.8076387395461401,-0.807030255595843,,,,,,
resize_cycle,,3.3640651909943243e-09,1.2882682279383969e-08,0.6408407307769592,0.8520667172986565,0.0003727171077152441,0.9998288154602051,0.0018519552734990914,0.005269209543863933,0.0026313414176305137,0.0020577708880106607,0.0006457368532816569,1.0,,,,,,,,571,pipe_fryum,0,-0.8085997104644775,-0.8079749147097269,,,,,,
