arm,attempted_steps,successful_steps,nonfinite_loss_skips,nonfinite_grad_skips,gradient_skip_rate,run_validity
A_FUNC_SHORT,500,500,0,0,0.0,FAIL_AUGMENTATION_MISMATCH_AND_NONAUXILIARY_GRADIENT
