cohort,stage,module,resolution,comparison,valid_counterfactual,current_zero_near_mean,variant_zero_near_mean,delta_zero_near_mean,current_zero_near_median,variant_zero_near_median,delta_zero_near_median,current_zero_near_p95,variant_zero_near_p95,delta_zero_near_p95,current_zero_near_p99,variant_zero_near_p99,delta_zero_near_p99,amplification_ratio_zero_near,current_zero_far_mean,variant_zero_far_mean,delta_zero_far_mean,current_zero_far_median,variant_zero_far_median,delta_zero_far_median,current_zero_far_p95,variant_zero_far_p95,delta_zero_far_p95,current_zero_far_p99,variant_zero_far_p99,delta_zero_far_p99,amplification_ratio_zero_far,current_partial_mean,variant_partial_mean,delta_partial_mean,current_partial_median,variant_partial_median,delta_partial_median,current_partial_p95,variant_partial_p95,delta_partial_p95,current_partial_p99,variant_partial_p99,delta_partial_p99,amplification_ratio_partial,current_full_mean,variant_full_mean,delta_full_mean,current_full_median,variant_full_median,delta_full_median,current_full_p95,variant_full_p95,delta_full_p95,current_full_p99,variant_full_p99,delta_full_p99,amplification_ratio_full,amplification_ratio_zero_near_relative_to_zero_far,near_minus_far_delta,near_selective_abs
B,1,dfg_qk,native,stage native margin versus exact DFG-input direct text margin,False,-17.53976467837856,-0.4524208060383552,-17.087343872340206,-18.53125,-0.44421136379241943,-18.08703863620758,-12.431250000000013,-0.3314900994300843,-12.099759900569929,-5.157500000000034,-0.20727605819702175,-4.950223941803013,,-18.63636876738227,-0.4895604088810764,-18.146808358501193,-19.0,-0.47982335090637207,-18.520176649093628,-16.8125,-0.3401445969939232,-16.472355403006077,-12.2109375,-0.3267361372709275,-11.884201362729073,,-6.873686848424416,-0.22242161519928366,-6.651265233225133,-11.32421875,-0.33925868570804596,-10.984960064291954,15.056640625,0.3434692472219468,14.713171377778053,16.682812499999997,0.46109611839056014,16.221716381609436,,5.721783088235294,0.08824222079094718,5.633540867444347,9.8125,0.17576798796653748,9.636732012033463,16.61875,0.37703591585159296,16.241714084148406,17.134999999999998,0.38330522179603577,16.751694778203962,,0.9416170345092854,1.0594644861609872,False
B,1,ss2d,native,current weight-residual DFG versus exact beta=0 GAP-only component,True,-17.53976467837856,-17.54725688084909,0.007492202470530174,-18.53125,-18.53125,0.0,-12.431250000000013,-12.435937500000012,0.0046874999999992895,-5.157500000000034,-5.138750000000027,-0.018750000000007816,,-18.63636876738227,-18.650661831031766,0.014293063649496673,-19.0,-19.015625,0.015625,-16.8125,-16.8125,0.0,-12.2109375,-12.21875,0.0078125,,-6.873686848424416,-6.866570994340254,-0.007115854084162265,-11.32421875,-11.3203125,-0.00390625,15.056640625,15.06015625,-0.0035156250000003553,16.682812499999997,16.668437499999996,0.014375000000001137,,5.721783088235294,5.736493278952206,-0.014710190716911598,9.8125,9.8125,0.0,16.61875,16.61875,0.0,17.134999999999998,17.1325,0.0024999999999977263,,0.524184503354815,-0.0068008611789665,False
B,1,interpolation,full,existing Gaussian7+resize versus same resize without blur,False,-11.579481910592186,-9.76176164308181,-1.817720267510376,-11.873955249786377,-10.9453125,-0.928642749786377,-3.9213457584381115,2.1377929687499995,-6.059138727188111,-1.330153386592873,5.372031249999999,-6.702184636592872,,-18.570523810209423,-18.58067457568559,0.010150765476169,-18.880329132080078,-18.96875,0.08842086791992188,-16.624855899810797,-16.5,-0.1248558998107967,-14.45505142211914,-12.859375,-1.5956764221191406,,-9.913147608085493,-7.399804082122727,-2.5133435259627666,-10.65835189819336,-9.578125,-1.0802268981933594,0.5177966296672987,10.765625,-10.247828370332702,5.306384434700012,14.71875,-9.412365565299988,,-1.524643730973022,3.647577038933249,-5.172220769906271,-0.8887729942798615,5.48828125,-6.3770542442798615,8.233607912063595,14.9765625,-6.742954587936405,11.284182815551757,16.4375,-5.153317184448243,,-179.0722356631967,-1.827871032986545,True
B,1,stage_fusion,full,equal pre-softmax final fusion versus the corresponding individual resized stage,False,-11.291693238543026,-11.579481910592186,0.28778867204916025,-11.764069557189941,-11.873955249786377,0.10988569259643555,-3.350631904602052,-3.9213457584381115,0.5707138538360597,-1.13085108280182,-1.330153386592873,0.19930230379105307,,-18.666619148870147,-18.570523810209423,-0.0960953386607244,-18.769092559814453,-18.880329132080078,0.111236572265625,-17.99340057373047,-16.624855899810797,-1.368544673919672,-16.559635162353516,-14.45505142211914,-2.104583740234375,,-9.105177353294907,-9.913147608085493,0.807970254790586,-9.423897743225098,-10.65835189819336,1.2344541549682617,0.9068000376224538,0.5177966296672987,0.3890034079551551,3.7507451057434085,5.306384434700012,-1.555639328956604,,-1.5030272844579768,-1.524643730973022,0.02161644651504524,0.5753195583820343,-0.8887729942798615,1.4640925526618958,6.21649255752563,8.233607912063595,-2.0171153545379656,8.887094669342039,11.284182815551757,-2.397088146209718,,-2.9948244739032677,0.38388401070988465,True
B,2,convlora,native,current stage logits minus valid Conv-LoRA residual-removed local replay,True,-17.719476751219418,-18.232480679698387,0.5130039284789696,-19.28125,-19.171875,-0.109375,-9.31718750000001,-15.012500000000006,5.6953124999999964,14.76843749999998,4.1056249999999945,10.662812499999985,,-19.27779110541116,-19.18128443182777,-0.09650667358339149,-19.296875,-19.234375,-0.0625,-19.15625,-18.875,-0.28125,-18.890625,-17.84375,-1.046875,,-0.5830596165103807,-2.9799468319719007,2.39688721546152,0.0775604248046875,-9.22265625,9.300216674804688,19.0,19.09375,-0.09375,19.2584375,19.265625,-0.0071875000000005684,,10.871553308823529,9.09446231617647,1.777090992647059,17.46875,17.828125,-0.359375,19.2125,19.265625,-0.05312500000000142,19.28625,19.3175,-0.03125,,-5.315735269185115,0.6095106020623611,True
B,2,seg_projection,native,"post-seg normalized margin versus pre-LayerNorm raw projection; representation attribution only, no identity bypass",False,-17.719476751219418,-18.035539132664912,0.31606238144549437,-19.28125,-18.25,-1.03125,-9.31718750000001,-17.40625,8.08906249999999,14.76843749999998,-13.047812500000045,27.816250000000025,,-19.27779110541116,-18.071447019942518,-1.2063440854686434,-19.296875,-18.265625,-1.03125,-19.15625,-17.53125,-1.625,-18.890625,-14.859375,-4.03125,,-0.5830596165103807,-17.964379747928177,17.381320131417798,0.0775604248046875,-18.1796875,18.257247924804688,19.0,-17.09609375,36.09609375,19.2584375,-12.088203125000003,31.346640625000003,,10.871553308823529,-17.609788602941176,28.481341911764705,17.46875,-18.203125,35.671875,19.2125,-15.75,34.9625,19.28625,-1.3317187500000167,20.617968750000017,,-0.2620001915313488,1.5224064669141377,False
B,2,dfg_qk,native,stage native margin versus exact DFG-input direct text margin,False,-17.719476751219418,-17.307534881366475,-0.41194186985294223,-19.28125,-18.816364288330078,-0.4648857116699219,-9.31718750000001,-9.108926391601566,-0.20826110839844425,14.76843749999998,14.85219978332518,-0.08376228332519986,,-19.27779110541116,-18.86397077954658,-0.41382032586458095,-19.296875,-18.861266136169434,-0.4356088638305664,-19.15625,-18.70557737350464,-0.45067262649536133,-18.890625,-18.40420722961426,-0.48641777038573863,,-0.5830596165103807,-0.437676687583389,-0.14538292892699173,0.0775604248046875,0.188836507499218,-0.11127608269453049,19.0,18.62712631225586,0.3728736877441392,19.2584375,18.853852977752684,0.40458452224731545,,10.871553308823529,10.698256913353415,0.1732963954701141,17.46875,17.228334426879883,0.2404155731201172,19.2125,18.8908332824707,0.3216667175292969,19.28625,18.96444206237793,0.3218079376220686,,0.995460696601323,0.0018784560116387183,False
B,2,ss2d,native,current weight-residual DFG versus exact beta=0 GAP-only component,True,-17.719476751219418,-17.735881504166343,0.016404752946925782,-19.28125,-19.28125,0.0,-9.31718750000001,-9.306250000000013,-0.010937499999997158,14.76843749999998,14.824062499999986,-0.05562500000000625,,-19.27779110541116,-19.302272946420597,0.024481841009436067,-19.296875,-19.3125,0.015625,-19.15625,-19.15625,0.0,-18.890625,-18.90625,0.015625,,-0.5830596165103807,-0.5748263195733339,-0.008233296937046886,0.0775604248046875,0.065093994140625,0.0124664306640625,19.0,19.02890625,-0.02890624999999858,19.2584375,19.3053125,-0.046875,,10.871553308823529,10.881479779411764,-0.009926470588235148,17.46875,17.515625,-0.046875,19.2125,19.2625,-0.05000000000000071,19.28625,19.34875,-0.0625,,0.670078403850547,-0.008077088062510285,False
B,2,interpolation,full,existing Gaussian7+resize versus same resize without blur,False,-8.840046571000634,-6.072724900110287,-2.7673216708903476,-9.878071784973145,-7.115234375,-2.7628374099731445,3.0023872256278974,11.40625,-8.403862774372103,5.710213456153866,17.685312499999995,-11.975099043846129,,-19.205542664854814,-19.22344411115959,0.017901446304776414,-19.29746437072754,-19.296875,-0.0005893707275390625,-19.15103530883789,-19.15625,0.005214691162109375,-16.367168369293246,-18.40625,2.039081630706754,,-5.70046164864841,-1.7851855950420585,-3.915276053606352,-5.75368332862854,-1.08203125,-4.67165207862854,8.446489429473878,17.40625,-8.959760570526122,12.849367990493777,18.71875,-5.869382009506223,,4.298640589164302,9.309846318898654,-5.0112057297343515,7.499480247497559,15.203125,-7.703644752502441,15.629343557357787,19.140625,-3.511281442642213,17.0375696182251,19.265625,-2.228055381774901,,-154.58648557083225,-2.785223117195124,True
B,2,stage_fusion,full,equal pre-softmax final fusion versus the corresponding individual resized stage,False,-11.291693238543026,-8.840046571000634,-2.4516466675423914,-11.764069557189941,-9.878071784973145,-1.8859977722167969,-3.350631904602052,3.0023872256278974,-6.353019130229949,-1.13085108280182,5.710213456153866,-6.841064538955687,,-18.666619148870147,-19.205542664854814,0.538923515984667,-18.769092559814453,-19.29746437072754,0.5283718109130859,-17.99340057373047,-19.15103530883789,1.1576347351074219,-16.559635162353516,-16.367168369293246,-0.19246679306026948,,-9.105177353294907,-5.70046164864841,-3.404715704646497,-9.423897743225098,-5.75368332862854,-3.6702144145965576,0.9068000376224538,8.446489429473878,-7.539689391851424,3.7507451057434085,12.849367990493777,-9.098622884750368,,-1.5030272844579768,4.298640589164302,-5.801667873622279,0.5753195583820343,7.499480247497559,-6.924160689115524,6.21649255752563,15.629343557357787,-9.412850999832157,8.887094669342039,17.0375696182251,-8.15047494888306,,-4.549155111672921,-2.9905701835270584,True
B,3,convlora,native,current stage logits minus valid Conv-LoRA residual-removed local replay,True,-17.7391750209285,-17.8219607705559,0.08278574962740137,-18.34375,-18.703125,0.359375,-13.884375000000002,-11.587500000000002,-2.296875,-1.5013281250001294,-3.122656250000043,1.6213281249999136,,-18.25142995310206,-18.600807683331197,0.3493777302291363,-18.265625,-18.65625,0.390625,-17.84375,-18.265625,0.421875,-17.5625,-17.6875,0.125,,-9.02827192274905,-8.942864265231139,-0.08540765751791213,-11.40625,-10.21484375,-1.19140625,5.458593750000004,4.510546875000002,0.948046875000002,8.546875,8.39546875,0.15140625000000085,,-4.075307329963235,-5.40791015625,1.3326028262867649,-0.71923828125,-3.5859375,2.86669921875,5.520312499999998,5.601562499999998,-0.08124999999999982,7.461562499999994,9.532499999999999,-2.0709375000000048,,0.23695199340011472,-0.26659198060173495,False
B,3,seg_projection,native,"post-seg normalized margin versus pre-LayerNorm raw projection; representation attribution only, no identity bypass",False,-17.7391750209285,-8.547270660542157,-9.191904360386342,-18.34375,-8.65625,-9.6875,-13.884375000000002,-7.9296875,-5.954687500000002,-1.5013281250001294,-4.030468750000008,2.5291406249998785,,-18.25142995310206,-8.519731871704774,-9.731698081397287,-18.265625,-8.6015625,-9.6640625,-17.84375,-7.93359375,-9.91015625,-17.5625,-5.2421875,-12.3203125,,-9.02827192274905,-8.508255426396323,-0.5200164963527278,-11.40625,-8.6171875,-2.7890625,5.458593750000004,-7.930859375,13.389453125000003,8.546875,-2.5094140625000048,11.056289062500005,,-4.075307329963235,-8.325229779411766,4.249922449448531,-0.71923828125,-8.96875,8.24951171875,5.520312499999998,-6.859375,12.3796875,7.461562499999994,0.7954687499999984,6.6660937499999955,,0.9445324221429771,0.5397937210109447,False
B,3,dfg_qk,native,stage native margin versus exact DFG-input direct text margin,False,-17.7391750209285,-8.184615907395134,-9.554559113533365,-18.34375,-8.449446678161621,-9.894303321838379,-13.884375000000002,-5.927274513244631,-7.957100486755371,-1.5013281250001294,-0.491377475261691,-1.0099506497384383,,-18.25142995310206,-8.424140818805668,-9.827289134296393,-18.265625,-8.441646099090576,-9.823978900909424,-17.84375,-7.85741126537323,-9.98633873462677,-17.5625,-7.783887362480164,-9.778612637519835,,-9.02827192274905,-4.154355267803725,-4.873916654945326,-11.40625,-5.130420207977295,-6.275829792022705,5.458593750000004,2.345448863506321,3.113144886493683,8.546875,3.7600858783721915,4.786789121627809,,-4.075307329963235,-1.9090857993153965,-2.1662215306478387,-0.71923828125,-0.2638337016105652,-0.4554045796394348,5.520312499999998,2.442105388641357,3.0782071113586413,7.461562499999994,3.245680036544797,4.215882463455197,,0.97224768529388,0.2727300207630279,False
B,3,ss2d,native,current weight-residual DFG versus exact beta=0 GAP-only component,True,-17.7391750209285,-17.86253896118429,0.12336394025578912,-18.34375,-18.484375,0.140625,-13.884375000000002,-14.028125000000003,0.1437500000000007,-1.5013281250001294,-1.5360937500001284,0.03476562499999902,,-18.25142995310206,-18.37646890298605,0.1250389498839901,-18.265625,-18.40625,0.140625,-17.84375,-17.9375,0.09375,-17.5625,-17.65625,0.09375,,-9.02827192274905,-9.097925049165335,0.0696531264162843,-11.40625,-11.51953125,0.11328125,5.458593750000004,5.486718750000003,-0.02812499999999929,8.546875,8.560703125,-0.013828124999999858,,-4.075307329963235,-4.115864832261029,0.0405575022977942,-0.71923828125,-0.751953125,0.03271484375,5.520312499999998,5.516406249999998,0.00390625,7.461562499999994,7.470624999999995,-0.00906250000000064,,0.9866040971252953,-0.0016750096282009963,False
B,3,interpolation,full,existing Gaussian7+resize versus same resize without blur,False,-13.455550281153492,-12.202179282395997,-1.2533709987574948,-14.30735731124878,-14.2421875,-0.0651698112487793,-4.708955049514771,0.21330566406249774,-4.922260713577269,-2.459432561397558,3.3430664062499984,-5.802498967647557,,-18.22378907150854,-18.22940976473191,0.0056206932233671125,-18.245162963867188,-18.25,0.0048370361328125,-17.908906936645508,-17.875,-0.03390693664550781,-17.269298553466797,-17.421875,0.15257644653320312,,-11.701922000468462,-9.700578372794888,-2.001343627673574,-12.27122163772583,-10.578125,-1.69309663772583,-1.885386812686919,2.5700195312500114,-4.4554063439369305,0.1281187984347361,7.21875,-7.090631201565264,,-7.283078613927384,-4.843242279822085,-2.4398363341052995,-5.896914482116699,-1.9150390625,-3.981875419616699,0.08919897377490996,4.152539062499997,-4.063340088725087,2.002461178302765,8.518828124999999,-6.516366946697234,,-222.99224471935418,-1.258991691980862,True
B,3,stage_fusion,full,equal pre-softmax final fusion versus the corresponding individual resized stage,False,-11.291693238543026,-13.455550281153492,2.1638570426104664,-11.764069557189941,-14.30735731124878,2.543287754058838,-3.350631904602052,-4.708955049514771,1.3583231449127195,-1.13085108280182,-2.459432561397558,1.328581478595738,,-18.666619148870147,-18.22378907150854,-0.44283007736160584,-18.769092559814453,-18.245162963867188,-0.5239295959472656,-17.99340057373047,-17.908906936645508,-0.08449363708496094,-16.559635162353516,-17.269298553466797,0.7096633911132812,,-9.105177353294907,-11.701922000468462,2.596744647173555,-9.423897743225098,-12.27122163772583,2.8473238945007324,0.9068000376224538,-1.885386812686919,2.7921868503093727,3.7507451057434085,0.1281187984347361,3.622626307308672,,-1.5030272844579768,-7.283078613927384,5.780051329469408,0.5753195583820343,-5.896914482116699,6.4722340404987335,6.21649255752563,0.08919897377490996,6.12729358375072,8.887094669342039,2.002461178302765,6.884633491039274,,-4.886427443011071,2.6066871199720723,True
