attempt_index,epoch,batch,file_names,image_sha256,mask_sha256,labels,protocol_id,arm,status,global_step_before,global_step_after,scaler_before,scaler_after,base_task_loss,anchor_loss,classification_loss,segmentation_loss,natural_nonfinite_loss_skip,natural_nonfinite_grad_skip,forced_parity_skip,successful_update,selected_grad_norm_before_suppression,stage2_grad_norm_before_suppression,stage3_grad_norm_before_suppression,safe_anchor_effective_ratio,safe_anchor_max_family_ratio,parameters_finite,optimizer_state_finite
107,11,107,"[""pcb1/Data/Images/Anomaly/073.JPG"",""pipe_fryum/Data/Images/Anomaly/069.JPG"",""candle/Data/Images/Normal/0739.JPG"",""candle/Data/Images/Normal/0920.JPG"",""pcb2/Data/Images/Anomaly/050.JPG"",""macaroni2/Data/Images/Anomaly/009.JPG""]",0fac76aa86ae8f9cf2004b48b9004f1f9127eee2688199f83e213fc5d52ade31,dd0e30643152b82574d98d17a0900b60eefaf3107591ae85928d16349513cae7,"[1,1,0,0,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3714,3715,16384.0,16384.0,1.0802721977233887,0.2964799702167511,0.5885009765625,0.4881919324398041,0,0,0,1,0.0988733883797316,0.0979475309287735,0.013499189407005242,4.767890433038902e-06,0.09999994497001949,1,1
108,11,108,"[""macaroni1/Data/Images/Normal/0705.JPG"",""pcb4/Data/Images/Anomaly/074.JPG"",""pcb1/Data/Images/Anomaly/069.JPG"",""candle/Data/Images/Normal/0159.JPG"",""macaroni2/Data/Images/Anomaly/045.JPG"",""macaroni2/Data/Images/Normal/0790.JPG""]",b43694273345eefac2993eceedc1214e4c9f28b4898224330372364a6295db7b,d4e957416c8437faa080feef7dd43f66f5453dbef562f5c14dc93f6a8d847720,"[0,1,1,0,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3715,3716,16384.0,16384.0,1.0817524194717407,0.29648104310035706,0.6341959834098816,0.4440203309059143,0,0,0,1,0.06588531199185017,0.061979189515274064,0.02234847653181705,4.478258470337211e-06,0.05906327875444683,1,1
109,11,109,"[""capsules/Data/Images/Anomaly/066.JPG"",""pipe_fryum/Data/Images/Anomaly/065.JPG"",""pcb4/Data/Images/Anomaly/020.JPG"",""chewinggum/Data/Images/Normal/087.JPG"",""candle/Data/Images/Normal/0869.JPG"",""macaroni1/Data/Images/Normal/0046.JPG""]",8fbcd043c8de39dc92232057941d4e3dd4d447f8848c04e047fd65887fe221aa,f9b2f5f2ab2adb68a263d77066ade884f792b5769726d9ae384078f6e5f7cc4a,"[1,1,1,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3716,3717,16384.0,16384.0,0.932050883769989,0.29649120569229126,0.6498616337776184,0.2785370945930481,0,0,0,1,0.025403659462357443,0.025171098877652943,0.0034295328210765972,1.2392497461165622e-05,0.09999994499241802,1,1
110,11,110,"[""capsules/Data/Images/Anomaly/085.JPG"",""pipe_fryum/Data/Images/Normal/309.JPG"",""pcb3/Data/Images/Anomaly/030.JPG"",""macaroni1/Data/Images/Normal/0286.JPG"",""pcb4/Data/Images/Normal/0552.JPG"",""cashew/Data/Images/Anomaly/049.JPG""]",a7ab5d3b58cf03eefe0e5d4c924830ff8ad99acf6b062f41f5f5e50f14e53b67,a24cb12e139802fc5f1c3592be232552ec0e592de8a8d31810f0df4e42184442,"[1,0,1,0,0,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3717,3718,16384.0,16384.0,0.9649883508682251,0.296507865190506,0.6510009765625,0.31038162112236023,0,0,0,1,0.20779941228588295,0.19228073131122528,0.0787954066730971,1.3892099618222244e-06,0.0999999526614524,1,1
111,11,111,"[""pcb3/Data/Images/Anomaly/061.JPG"",""chewinggum/Data/Images/Normal/309.JPG"",""macaroni2/Data/Images/Anomaly/023.JPG"",""pcb4/Data/Images/Anomaly/014.JPG"",""pcb1/Data/Images/Anomaly/035.JPG"",""pcb1/Data/Images/Anomaly/003.JPG""]",b446d7a606c99478f610ef9fdf44be7800958f2726e9eff65dba9eba55375915,ef2fe5020dc1177f8a31292f79ef7cdeec5f29408b7a0763ed7f765e8d2b7e91,"[1,0,1,1,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3718,3719,16384.0,16384.0,1.0968773365020752,0.29652830958366394,0.6571452021598816,0.43617790937423706,0,0,0,1,0.09588249744540255,0.09110908432504437,0.029876212440996898,7.760663678692295e-06,0.09999994501685791,1,1
112,11,112,"[""macaroni1/Data/Images/Anomaly/054.JPG"",""candle/Data/Images/Anomaly/035.JPG"",""macaroni2/Data/Images/Anomaly/069.JPG"",""pcb2/Data/Images/Anomaly/025.JPG"",""candle/Data/Images/Anomaly/017.JPG"",""candle/Data/Images/Normal/0688.JPG""]",dbb3251758c3834b4924343c4de651b020c3623adb1261e3eb0003d1ce863e55,8da3ad1d7433349124f4ad4ec5ce8d7bebde053f5c4de7352b4b511efdd971b0,"[1,1,1,1,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3719,3720,16384.0,16384.0,1.206067681312561,0.296564519405365,0.572021484375,0.6305123567581177,0,0,0,1,0.0597535137044735,0.05685768514694679,0.01837623573426745,5.7223887757696574e-06,0.09999994503276625,1,1
113,11,113,"[""pcb4/Data/Images/Normal/0869.JPG"",""chewinggum/Data/Images/Normal/405.JPG"",""pcb1/Data/Images/Anomaly/054.JPG"",""chewinggum/Data/Images/Normal/260.JPG"",""pcb2/Data/Images/Anomaly/048.JPG"",""macaroni1/Data/Images/Normal/0402.JPG""]",59efd2eaf2f5e9fb8b6624521e30fc081e29a7860bfc2ed8e1328f61a4406fca,7a59b53fc8b5c0a862fcf1cc69f3aadd96727817e114b0a04760ca602ea46817,"[0,0,1,0,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3720,3721,16384.0,16384.0,1.1220418214797974,0.2966081202030182,0.705322265625,0.413171648979187,0,0,0,1,0.24379555456245444,0.24358703747260305,0.01008105151933016,4.53158491570325e-06,0.09932086404310024,1,1
114,11,114,"[""pcb3/Data/Images/Anomaly/035.JPG"",""macaroni2/Data/Images/Normal/0011.JPG"",""capsules/Data/Images/Normal/423.JPG"",""pcb1/Data/Images/Normal/1000.JPG"",""candle/Data/Images/Normal/0844.JPG"",""pcb1/Data/Images/Normal/0027.JPG""]",3d79c212f57cadb615c3ad0ec65a4a0e57aaa31f06d22875dda9029c0f1a54af,fb36a5f45689e2a6e7e25bb9269d98617aa670a31eef09ad306efcbf4e313350,"[1,0,0,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3721,3722,16384.0,16384.0,0.8451402187347412,0.2966495156288147,0.7461751103401184,0.09541431069374084,0,0,0,1,0.13679904047361194,0.13578842390416163,0.01659763260602614,9.972259705788356e-06,0.08219296303184756,1,1
115,11,115,"[""pcb2/Data/Images/Normal/0286.JPG"",""pcb1/Data/Images/Anomaly/004.JPG"",""fryum/Data/Images/Anomaly/096.JPG"",""pcb4/Data/Images/Anomaly/072.JPG"",""pipe_fryum/Data/Images/Normal/352.JPG"",""pcb1/Data/Images/Normal/0011.JPG""]",35c2015dde8bbabff6576f198b5bd3e124d8fd23493da9b69679f4a812901208,7de61667461c7d2d08a9e0d31e6ce997fd59115d785486f7b1d7e7f22369145e,"[0,1,1,1,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3722,3723,16384.0,16384.0,1.3263379335403442,0.2966860830783844,0.6603190302848816,0.6624639630317688,0,0,0,1,0.026740806885516253,0.026506171205683667,0.0035346344794702084,8.156754033405982e-06,0.09999994507843825,1,1
116,11,116,"[""capsules/Data/Images/Anomaly/048.JPG"",""macaroni2/Data/Images/Normal/0869.JPG"",""pcb3/Data/Images/Anomaly/045.JPG"",""macaroni1/Data/Images/Anomaly/055.JPG"",""pcb2/Data/Images/Anomaly/056.JPG"",""pcb3/Data/Images/Normal/0619.JPG""]",816a54b470876c3909b06b1f7f16b89275d801d1ddacfae24c5fe787369aab64,516b1b66f9c5b09f318c8dbbfd9e8f7ad1eaef470879d1b3028d8e74b1172fae,"[1,0,1,1,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3723,3724,16384.0,16384.0,1.1531872749328613,0.2967182993888855,0.6239827275276184,0.5256898999214172,0,0,0,1,0.029629947435015593,0.029432770137165803,0.0034125982849652894,2.9875155379073592e-05,0.099999962531046,1,1
117,11,117,"[""cashew/Data/Images/Anomaly/003.JPG"",""chewinggum/Data/Images/Normal/272.JPG"",""fryum/Data/Images/Normal/166.JPG"",""pipe_fryum/Data/Images/Anomaly/028.JPG"",""pipe_fryum/Data/Images/Anomaly/016.JPG"",""pcb1/Data/Images/Anomaly/000.JPG""]",3634a05bb19852351bc39575256e87ac4485d4c291cf5f27393a6483cd8bf8d0,e778dfbabfa7062b44263a13c8b3d43c4d81d71695465a5bebd10542342f6bc1,"[1,0,0,1,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3724,3725,16384.0,16384.0,1.1092474460601807,0.2967570722103119,0.6329752802848816,0.47257277369499207,0,0,0,1,0.28258605898518013,0.28165149528035394,0.022963360797506677,4.915569733464684e-06,0.09999995265901698,1,1
118,11,118,"[""capsules/Data/Images/Normal/196.JPG"",""macaroni1/Data/Images/Normal/0659.JPG"",""macaroni2/Data/Images/Anomaly/062.JPG"",""pcb2/Data/Images/Normal/0518.JPG"",""pcb1/Data/Images/Anomaly/019.JPG"",""candle/Data/Images/Normal/0790.JPG""]",7dd3fd7f18acfbc13cdd588d79d4312161d884f97ee0ef7bacd1cb00c7de18bb,cb6ff1609d13cff62659d84cdacfd4ad4362d75bb44912d1abd798dfee919821,"[0,0,1,0,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3725,3726,16384.0,16384.0,0.9439342617988586,0.2968007028102875,0.7073567509651184,0.23303832113742828,0,0,0,1,0.08761671158548663,0.08652013626939231,0.013818616753500731,8.457126362321503e-06,0.043359866801305644,1,1
119,11,119,"[""fryum/Data/Images/Normal/098.JPG"",""macaroni2/Data/Images/Anomaly/088.JPG"",""chewinggum/Data/Images/Anomaly/051.JPG"",""candle/Data/Images/Normal/0657.JPG"",""macaroni2/Data/Images/Normal/0621.JPG"",""pcb2/Data/Images/Normal/0940.JPG""]",63dc5fb0c9f97caaa1c1afe5fdafc411632c97512128156db50918bf0f96270f,50310e78f1e94c79023e5470891b2e09cd7459ae297db73c11cc28798852b62c,"[0,1,1,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3726,3727,16384.0,16384.0,0.9109410047531128,0.29683899879455566,0.6853840947151184,0.22194615006446838,0,0,0,1,0.9941207009090984,0.9908361190130243,0.08074498891699182,2.285953686191326e-06,0.03560658844507002,1,1
120,11,120,"[""macaroni2/Data/Images/Normal/0394.JPG"",""cashew/Data/Images/Normal/342.JPG"",""pcb4/Data/Images/Anomaly/049.JPG"",""pcb1/Data/Images/Normal/0615.JPG"",""pipe_fryum/Data/Images/Normal/460.JPG"",""pcb2/Data/Images/Normal/0011.JPG""]",25b691d49af1104b831460ebe06400bcb62b29319645ab9f4f9e82148033c02e,94f5015b901152bd864c3dd4c02f053c0ff2aafcac3f2f15a9e4da351e53e41a,"[0,0,1,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3727,3728,16384.0,16384.0,0.971019983291626,0.29687830805778503,0.7724609375,0.19500640034675598,0,0,0,1,0.059263910404270786,0.05626728330258194,0.018606555461783313,9.633392475349167e-06,0.0999999451874446,1,1
121,11,121,"[""macaroni1/Data/Images/Normal/0755.JPG"",""pcb4/Data/Images/Normal/0294.JPG"",""cashew/Data/Images/Normal/398.JPG"",""capsules/Data/Images/Normal/159.JPG"",""candle/Data/Images/Normal/0187.JPG"",""fryum/Data/Images/Anomaly/027.JPG""]",f6df4008fd3903ab306d859a8ebb51821880d759e0e904bf3fcae96eeda5a53f,73250f5acadd88d070d6e77eb35bd309642f27c37e60e77718a356270446513e,"[0,0,0,0,0,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3728,3729,16384.0,16384.0,0.8087430000305176,0.2969023585319519,0.6631672978401184,0.14197620749473572,0,0,0,1,1.495235472589849,1.4950634602989255,0.022679686285147056,2.842604821183479e-06,0.02204880487355688,1,1
122,11,122,"[""pcb3/Data/Images/Normal/0779.JPG"",""pipe_fryum/Data/Images/Anomaly/072.JPG"",""fryum/Data/Images/Normal/276.JPG"",""pcb4/Data/Images/Normal/0237.JPG"",""pcb4/Data/Images/Normal/0402.JPG"",""pcb3/Data/Images/Normal/0520.JPG""]",c8be875d6f443872d86d7c1575895195a87ddd9fc8072cb54df10185114a5b9a,4c46d1bf621919bf52372d3b8b96a0c0f8e87747e18b4ddcf2e8adb6c6c849df,"[0,1,0,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3729,3730,16384.0,16384.0,0.7446396350860596,0.29692399501800537,0.649169921875,0.09192276746034622,0,0,0,1,0.0371494961843357,0.03255051630677851,0.017903881001395172,2.1685949061178106e-05,0.09999994524039801,1,1
123,11,123,"[""fryum/Data/Images/Anomaly/014.JPG"",""chewinggum/Data/Images/Normal/435.JPG"",""cashew/Data/Images/Anomaly/001.JPG"",""pcb2/Data/Images/Normal/0804.JPG"",""macaroni2/Data/Images/Anomaly/055.JPG"",""pcb1/Data/Images/Anomaly/028.JPG""]",7163817c172f0dec3be8cd070b6e8ffdde335f0988477004b9edb3ddd92dc4d8,9cabd86da44c9b4d63a7b4b2f59b4b8463e7482a2752f7f0e00c54591f52aa6f,"[1,0,1,0,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3730,3731,16384.0,16384.0,1.1811902523040771,0.296936959028244,0.6544189453125,0.5231669545173645,0,0,0,1,0.03222086627694579,0.032016502083828884,0.0036232330801375216,1.9732553048529865e-05,0.09999994526289771,1,1
124,11,124,"[""candle/Data/Images/Normal/0214.JPG"",""chewinggum/Data/Images/Anomaly/042.JPG"",""macaroni2/Data/Images/Anomaly/004.JPG"",""candle/Data/Images/Normal/0935.JPG"",""pipe_fryum/Data/Images/Anomaly/003.JPG"",""macaroni2/Data/Images/Anomaly/090.JPG""]",5abaab44f30d0a793ea9be73ecdd9f13ee942ceada300a7c5af8b355794742f8,19dd8bd83b6e8361cc9fc90630136946ef630a081b20a039735c1e7760d231ce,"[0,1,1,0,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3731,3732,16384.0,16384.0,0.8387581706047058,0.2969624400138855,0.5768635869026184,0.25822946429252625,0,0,0,1,0.04914294107676824,0.046741989004386704,0.015172841579233208,1.3625239594358814e-05,0.06410859446026541,1,1
125,11,125,"[""macaroni2/Data/Images/Anomaly/093.JPG"",""pcb1/Data/Images/Normal/0423.JPG"",""macaroni1/Data/Images/Normal/0730.JPG"",""chewinggum/Data/Images/Anomaly/044.JPG"",""candle/Data/Images/Normal/0479.JPG"",""cashew/Data/Images/Anomaly/082.JPG""]",3cbbe7ddc0da671c7fe5e07c350759cdbd2caa29bbeb40dfed9630a276ef8ce3,dcb8e098b069717f7fa09ad5f028d8251d3e7bf6dcf14ac66474e822aed2189e,"[1,0,0,1,0,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3732,3733,16384.0,16384.0,0.9950085282325745,0.29699695110321045,0.6136474609375,0.377738356590271,0,0,0,1,0.02893617534578413,0.028676007107034177,0.0038715449163467795,1.1435993885711104e-05,0.0999999452940821,1,1
126,11,126,"[""chewinggum/Data/Images/Anomaly/095.JPG"",""fryum/Data/Images/Normal/087.JPG"",""fryum/Data/Images/Anomaly/002.JPG"",""fryum/Data/Images/Anomaly/026.JPG"",""fryum/Data/Images/Anomaly/087.JPG"",""pcb1/Data/Images/Anomaly/098.JPG""]",1f8d8b58ff94a6fcc0fe061e57a1e5350f36d1e8c1c0d87c3a3f2cc0fa54c757,fe2469bde528d893d930f38e42855dae2ff8d92e78892a1ff86ee0d2cae0d363,"[1,0,1,1,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3733,3734,16384.0,16384.0,1.013381004333496,0.297030508518219,0.5665283203125,0.44320011138916016,0,0,0,1,0.09186681392776593,0.09160211223443598,0.006968825972038736,3.958461562485073e-06,0.0865472211235518,1,1
127,11,127,"[""chewinggum/Data/Images/Anomaly/028.JPG"",""pcb3/Data/Images/Anomaly/023.JPG"",""capsules/Data/Images/Anomaly/003.JPG"",""candle/Data/Images/Anomaly/049.JPG"",""candle/Data/Images/Normal/0046.JPG"",""pcb1/Data/Images/Anomaly/036.JPG""]",4d5a5a6e3563bf1798a9e8e2ded9136f6224a9f80e9b2fbf01b26beae06fe761,5db511ea575c5d6dc2cf1202df30103da2f374a85a42874f9147807d54cf260c,"[1,1,1,1,0,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3734,3735,16384.0,16384.0,1.1717000007629395,0.29706844687461853,0.656005859375,0.512099027633667,0,0,0,1,0.10049447953734182,0.09983875011162652,0.011461430697317327,9.17482335129281e-06,0.09999994529739074,1,1
128,11,128,"[""pcb1/Data/Images/Normal/0469.JPG"",""macaroni2/Data/Images/Normal/0016.JPG"",""pcb2/Data/Images/Normal/0490.JPG"",""capsules/Data/Images/Normal/172.JPG"",""candle/Data/Images/Normal/0900.JPG"",""candle/Data/Images/Normal/0552.JPG""]",00c1929e9f10006723e3ab57a5128c4bc3eccbaea01bb90a0d757ea5cc912cbf,7efd853f374f03f6cf6fe123a530bd7ad55f820b07d4ed39d0a22bf83ee0c1dc,"[0,0,0,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3735,3736,16384.0,16384.0,0.6273534893989563,0.2971171736717224,0.6192219853401184,0.004590153694152832,0,0,0,1,0.036080131783030926,0.03451814796978198,0.010501112808512939,5.000175776480202e-06,0.09999994529963652,1,1
129,11,129,"[""pcb2/Data/Images/Normal/0024.JPG"",""candle/Data/Images/Normal/0985.JPG"",""fryum/Data/Images/Anomaly/054.JPG"",""pcb1/Data/Images/Anomaly/067.JPG"",""macaroni2/Data/Images/Normal/0674.JPG"",""pcb3/Data/Images/Anomaly/095.JPG""]",c30d798dcbb747260f39261fb0227a18f7a0045403ccc66dc82be8d6ec1ffa13,a093cbad8570f3d9bbcec38b73a57b45c671640e768e412e0d6b341ac492d45d,"[0,0,1,1,0,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3736,3737,16384.0,16384.0,1.2248121500015259,0.2971564531326294,0.619384765625,0.6018980741500854,0,0,0,1,0.23298281714141528,0.23163737601215062,0.025002382233613035,6.91733682487382e-06,0.09999995265672806,1,1
130,11,130,"[""pcb1/Data/Images/Normal/0237.JPG"",""fryum/Data/Images/Anomaly/091.JPG"",""candle/Data/Images/Anomaly/029.JPG"",""cashew/Data/Images/Anomaly/075.JPG"",""macaroni1/Data/Images/Anomaly/002.JPG"",""pipe_fryum/Data/Images/Anomaly/007.JPG""]",50cb0ab6557eba2b0e4db6a51d976f193599429a3e586d644da427515046a9f7,431596135a4cd7b15ec12f0580cece13737701f7fbbf4502bd7b70723b764db0,"[0,1,1,1,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3737,3738,16384.0,16384.0,1.2346681356430054,0.29720306396484375,0.6000162959098816,0.6310237050056458,0,0,0,1,0.03427527710054767,0.03317793302539179,0.008603451660929113,8.15141481850744e-06,0.09999994529253316,1,1
131,11,131,"[""macaroni2/Data/Images/Anomaly/039.JPG"",""capsules/Data/Images/Anomaly/073.JPG"",""pcb1/Data/Images/Anomaly/006.JPG"",""pcb1/Data/Images/Normal/0013.JPG"",""capsules/Data/Images/Anomaly/084.JPG"",""capsules/Data/Images/Normal/417.JPG""]",cc90cdbab9728936455e3a5a7418c566040a512f1e93304d61c4ced28c97e582,bf6f46190c9f542205100fd47570db7e0533a73b2df656fd004f82cad67a309f,"[1,1,1,0,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3738,3739,16384.0,16384.0,1.0287030935287476,0.2972560226917267,0.6381428837776184,0.3870092034339905,0,0,0,1,0.06710330800036131,0.06648981986696885,0.00905305465847786,9.33428103684911e-06,0.09999994528421403,1,1
132,11,132,"[""pcb1/Data/Images/Normal/0026.JPG"",""pcb3/Data/Images/Anomaly/055.JPG"",""macaroni2/Data/Images/Normal/0159.JPG"",""candle/Data/Images/Normal/0804.JPG"",""macaroni2/Data/Images/Normal/0427.JPG"",""pcb3/Data/Images/Anomaly/040.JPG""]",609cac11e22ea63dac6a7a7857f57c0fc8baf399e621f8f708e782fb88dc8572,7f1e3269700ed61014a76cf86c5da8d95f9d186b63f8149b6668bab88d5ab679,"[0,1,0,0,0,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3739,3740,16384.0,16384.0,1.009564757347107,0.2973169982433319,0.66357421875,0.3424745202064514,0,0,0,1,0.020084617179492576,0.019793719793150175,0.0034059512616922884,4.496297202958149e-05,0.09999994527441029,1,1
133,11,133,"[""candle/Data/Images/Anomaly/082.JPG"",""macaroni1/Data/Images/Anomaly/095.JPG"",""pipe_fryum/Data/Images/Anomaly/076.JPG"",""fryum/Data/Images/Normal/369.JPG"",""pcb2/Data/Images/Anomaly/002.JPG"",""pcb2/Data/Images/Anomaly/096.JPG""]",992ff0bc6e0d1a4c8b460cb305c532a5ce208ea53af11b89196939c9a0ce1ab9,e20100e4a162435a4ffc6262a32b131c020bb7abdcc6041b06c4c1d4a187ecfc,"[1,1,1,0,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3740,3741,16384.0,16384.0,1.2659169435501099,0.29737162590026855,0.6866047978401184,0.5757246017456055,0,0,0,1,0.09476969230955004,0.09306243630404701,0.017907471334668672,4.217308460996309e-06,0.09999994526562166,1,1
134,11,134,"[""pcb2/Data/Images/Normal/0187.JPG"",""pcb2/Data/Images/Normal/0923.JPG"",""pcb2/Data/Images/Anomaly/078.JPG"",""pipe_fryum/Data/Images/Anomaly/091.JPG"",""macaroni2/Data/Images/Normal/0261.JPG"",""pcb4/Data/Images/Normal/0469.JPG""]",947d354cc2d01ecb9db62076539bc34319376ee8ecad1fcbc6fd218bb51b5112,a385c9baa2f47dc89b37b5b682748b2446af204bde0da166ac33ce6159ef2780,"[0,0,1,1,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3741,3742,16384.0,16384.0,1.2835623025894165,0.2974297106266022,0.6692301630973816,0.6108214855194092,0,0,0,1,0.35303418371844775,0.35083549179750817,0.03933945308403916,3.6914417683289912e-06,0.04329482040380828,1,1
135,11,135,"[""fryum/Data/Images/Anomaly/038.JPG"",""pipe_fryum/Data/Images/Anomaly/031.JPG"",""capsules/Data/Images/Anomaly/053.JPG"",""pipe_fryum/Data/Images/Normal/337.JPG"",""macaroni2/Data/Images/Anomaly/092.JPG"",""macaroni1/Data/Images/Anomaly/025.JPG""]",16063c25be666ffc976b87497b07f4cf31dcc0d452e4596a22b5b39f69321b95,32a9500e7720d81ae827365624263e294babe4934e5eb9d04748ee1749e7ca08,"[1,1,1,0,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3742,3743,16384.0,16384.0,1.1850613355636597,0.29747274518013,0.5943603515625,0.5870920419692993,0,0,0,1,0.05862018589390584,0.05844304946304011,0.004553697804721399,1.9499670877407407e-05,0.09999994524080204,1,1
136,11,136,"[""cashew/Data/Images/Anomaly/025.JPG"",""capsules/Data/Images/Anomaly/043.JPG"",""pcb4/Data/Images/Normal/0427.JPG"",""macaroni2/Data/Images/Anomaly/047.JPG"",""candle/Data/Images/Anomaly/027.JPG"",""pcb1/Data/Images/Normal/0869.JPG""]",d25d7effae4670866c98da91f8608f2ca56108604e9e263a1514fa4eeb115976,b7558c0e5812f786d4bf117d3894763cb4179e605d42785cf8b31e853801f316,"[1,1,0,1,1,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3743,3744,16384.0,16384.0,1.1022899150848389,0.2975257635116577,0.62158203125,0.4771556258201599,0,0,0,1,0.05305091976878627,0.052943914990378836,0.003367781733684249,7.86252261551264e-06,0.09999994522463232,1,1
137,11,137,"[""macaroni1/Data/Images/Normal/0629.JPG"",""pcb1/Data/Images/Normal/0659.JPG"",""capsules/Data/Images/Normal/187.JPG"",""cashew/Data/Images/Normal/337.JPG"",""pcb1/Data/Images/Normal/0333.JPG"",""pcb1/Data/Images/Normal/0525.JPG""]",a6eb76f5d473ca5f81796e4e8463676819dd2b7dc3d127dc7891b64d2bb61f84,7efd853f374f03f6cf6fe123a530bd7ad55f820b07d4ed39d0a22bf83ee0c1dc,"[0,0,0,0,0,0]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3744,3745,16384.0,16384.0,0.8822866082191467,0.2975781261920929,0.7099609375,0.16875332593917847,0,0,0,1,0.061328116310960024,0.05989214440859547,0.013193516907579519,1.68990277498666e-05,0.09999994520281957,1,1
138,11,138,"[""cashew/Data/Images/Normal/089.JPG"",""pipe_fryum/Data/Images/Anomaly/041.JPG"",""pcb4/Data/Images/Normal/0107.JPG"",""pcb2/Data/Images/Anomaly/066.JPG"",""candle/Data/Images/Anomaly/019.JPG"",""pcb1/Data/Images/Anomaly/029.JPG""]",3852d10a55b241cbf782c46139b4e96156c7818656ccb4957fdc142721025442,d1b7e176e146f548d5ddd9f3a737710c8701d6a3a40ce52cf24d9a67c7d9a624,"[0,1,0,1,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3745,3746,16384.0,16384.0,1.083594560623169,0.29760438203811646,0.670654296875,0.4093957543373108,0,0,0,1,0.08388909128797599,0.08348324223462597,0.008241838576260254,1.8361966165051202e-05,0.09999994518291934,1,1
139,11,139,"[""cashew/Data/Images/Anomaly/024.JPG"",""capsules/Data/Images/Anomaly/067.JPG"",""candle/Data/Images/Anomaly/007.JPG"",""cashew/Data/Images/Anomaly/009.JPG"",""macaroni1/Data/Images/Anomaly/080.JPG"",""candle/Data/Images/Anomaly/038.JPG""]",fbfe07fce9239d9281b25797fcb1fa5c66e7a7283033f87f7c622263c88abb9c,0f5099217fb82563885bfccd043f9217976426484265f722dbf9cc8401688c92,"[1,1,1,1,1,1]",H2_LATE_CONVLORA_FREEZE_R1,A_LATE_FREEZE_R1_CONTROL,success,3746,3747,16384.0,16384.0,1.2453652620315552,0.29765060544013977,0.6053873896598816,0.6363750696182251,0,0,0,1,0.3112935010701029,0.31042432949816673,0.023246063410732414,3.187900605772544e-06,0.09999994516138769,1,1
