K_per_anomalous_sample,anchor_loss,anomaly_sample_count,arm,attempt_index,batch,consecutive_nonfinite_grad_skips,epoch,existing_task_loss,file_names,global_step_after,global_step_before,hard_background_max,hard_background_mean,image_sha256,labels,mask_sha256,nonfinite_grad_skip,nonfinite_loss_skip,optimizer_state_finite,paired_control_skip,parameters_finite,safe_anchor_effective_ratio,safe_anchor_max_family_ratio,status,successful_step,thbr_enabled,thbr_grad_norm,thbr_raw,thbr_weighted,total_loss,violation_fraction,weak_anomaly_mean,weak_anomaly_min
"[2658, 113, 595]",0.30032598972320557,3,A_THBR_R1_CONTROL,251,251,,11,0.9121226668357849,"[""chewinggum/Data/Images/Anomaly/001.JPG"",""macaroni1/Data/Images/Anomaly/022.JPG"",""pcb3/Data/Images/Anomaly/038.JPG"",""capsules/Data/Images/Normal/024.JPG"",""pcb2/Data/Images/Normal/0488.JPG"",""macaroni1/Data/Images/Normal/0892.JPG""]",3858,3857,0.9999932050704956,0.358305719991525,bac6b6c3d28a828f9eda6a78834a0b04b27e0453c9dd82dd305d8fc95898c772,"[1,1,1,0,0,0]",ff22adca8a3b9451d430906d3df7349b8c48606a05a7bec59cb1f41d2dda2019,0,0,1,0,1,2.2465419456216962e-05,0.09999995263892272,success,1,False,,0.7222847938537598,0.0,0.9121226668357849,0.5012107541163763,0.4298393080631892,6.201730240462666e-09
"[490, 306, 44]",0.3003772795200348,3,A_THBR_R1_CONTROL,252,252,,11,1.0594639778137207,"[""pcb4/Data/Images/Normal/0923.JPG"",""pcb2/Data/Images/Anomaly/030.JPG"",""pipe_fryum/Data/Images/Normal/392.JPG"",""candle/Data/Images/Normal/0923.JPG"",""macaroni2/Data/Images/Anomaly/057.JPG"",""cashew/Data/Images/Anomaly/064.JPG""]",3859,3858,0.9999542236328125,0.5267118976141015,2894f17f34f8890647a854b3cb2cdc7e9b7ce75ede6707ef5c8e067b1ffa4475,"[0,1,0,0,1,1]",dadc585082864717bb418426b42508449bab7dbfdd3ad41b8fa42ebcb6c201f0,0,0,1,0,1,1.9642049444595573e-05,0.09999994090136306,success,1,False,,0.8593087196350098,0.0,1.0594639778137207,0.7609302401542664,0.29488175099425007,2.0980184700647442e-08
"[81, 793, 72]",0.30042755603790283,3,A_THBR_R1_CONTROL,253,253,,11,0.9122832417488098,"[""candle/Data/Images/Anomaly/073.JPG"",""candle/Data/Images/Normal/0659.JPG"",""pipe_fryum/Data/Images/Anomaly/004.JPG"",""cashew/Data/Images/Anomaly/065.JPG"",""pcb3/Data/Images/Normal/0306.JPG"",""pcb4/Data/Images/Normal/0615.JPG""]",3860,3859,0.999992847442627,0.8937307000160217,403a52f4650b4fa25415dec3551250c137649f622ebf4db207690f303ced7e1e,"[1,0,1,1,0,0]",7c664b009f9b53927b8768ef8b4698ac6454b9af7dba31c15ab3d819b08b05b7,0,0,1,0,1,1.0876519029875772e-05,0.0999999409024494,success,1,False,,0.8019606471061707,0.0,0.9122832417488098,0.6127522786458334,0.7395404775937399,2.8624822334677447e-07
"[41210, 112, 164, 50]",0.300464004278183,4,A_THBR_R1_CONTROL,254,254,,11,1.2492377758026123,"[""fryum/Data/Images/Anomaly/042.JPG"",""pipe_fryum/Data/Images/Anomaly/032.JPG"",""capsules/Data/Images/Normal/479.JPG"",""pcb1/Data/Images/Normal/0923.JPG"",""capsules/Data/Images/Anomaly/093.JPG"",""macaroni2/Data/Images/Anomaly/040.JPG""]",3861,3860,0.9999966621398926,0.6547256618032407,1fab0351495068b03b4a8f6e4d573f802de051d04fe1cc396df5f2d6265fa468,"[1,1,0,0,1,1]",4a873755f606165cf7467750987f7a647d02bfa70006da5316328399c9d05bbc,0,0,1,0,1,3.875980217709457e-06,0.032014033937051115,success,1,False,,0.7548515796661377,0.0,1.2492377758026123,0.4927090220153332,0.5807899497449398,9.60542756445193e-09
"[192, 4284, 142]",0.3004949688911438,3,A_THBR_R1_CONTROL,255,255,,11,0.9420163631439209,"[""fryum/Data/Images/Anomaly/081.JPG"",""chewinggum/Data/Images/Normal/486.JPG"",""pcb3/Data/Images/Normal/0648.JPG"",""capsules/Data/Images/Anomaly/076.JPG"",""candle/Data/Images/Normal/0994.JPG"",""pipe_fryum/Data/Images/Anomaly/020.JPG""]",3862,3861,0.9999871253967285,0.3694643036772807,3a668dc97f432aa593f5d89f4d3bb0b1d67183d22ed0e7bbc8da1068db8cbf66,"[1,0,0,1,0,1]",76df1d8324d4fed15df1b204d399d3acd6469288083024668efccd46ac643fb8,0,0,1,0,1,9.377552599996146e-06,0.06927231585589645,success,1,False,,0.6609209775924683,0.0,0.9420163631439209,0.6916445543368658,0.48337872640695423,7.027481263577329e-09
"[1934, 1226, 664, 1218]",0.3005158007144928,4,A_THBR_R1_CONTROL,256,256,,11,0.8892367482185364,"[""chewinggum/Data/Images/Anomaly/013.JPG"",""macaroni1/Data/Images/Normal/0488.JPG"",""pcb3/Data/Images/Normal/0977.JPG"",""pcb2/Data/Images/Anomaly/008.JPG"",""chewinggum/Data/Images/Anomaly/077.JPG"",""pcb4/Data/Images/Anomaly/061.JPG""]",3863,3862,0.9999945163726807,0.5032921209931374,b206ae95017c3e961eccedf53aaae669e5b071a595b695cc947925a25928215b,"[1,0,0,1,1,1]",ffa1fe28941563ec477eb18415a32665003901c611b8e78bbde0cb9ab90d6453,0,0,1,0,1,4.2066063223488775e-05,0.0999999408201188,success,1,False,,0.6834243535995483,0.0,0.8892367482185364,0.4474628921598196,0.6471433662028403,5.388156587571302e-09
"[84, 3187, 962]",0.30053460597991943,3,A_THBR_R1_CONTROL,257,257,,11,1.1041557788848877,"[""macaroni1/Data/Images/Anomaly/024.JPG"",""candle/Data/Images/Anomaly/067.JPG"",""pcb4/Data/Images/Normal/0303.JPG"",""pcb4/Data/Images/Normal/0013.JPG"",""pcb3/Data/Images/Anomaly/080.JPG"",""pcb2/Data/Images/Normal/0569.JPG""]",3864,3863,0.9999880790710449,0.37551369114468497,4130d8d972a5aac190f881d0895426e7c0a0546f06dd611e4eaa5d523858a13d,"[1,1,0,0,1,0]",3faae940347f95823f0285283e5150747c66cd04509bccc1ac12346c78584aff,0,0,1,0,1,1.4277696661425951e-05,0.043831272494578966,success,1,False,,0.7474402189254761,0.0,1.1041557788848877,0.6584824422995249,0.30428462258229655,6.250370887528334e-09
"[644, 61369, 85, 509, 1198]",0.3005441129207611,5,A_THBR_R1_CONTROL,258,258,,11,1.33272385597229,"[""pcb3/Data/Images/Normal/0026.JPG"",""pcb1/Data/Images/Anomaly/094.JPG"",""cashew/Data/Images/Anomaly/095.JPG"",""fryum/Data/Images/Anomaly/097.JPG"",""pipe_fryum/Data/Images/Anomaly/012.JPG"",""capsules/Data/Images/Anomaly/051.JPG""]",3865,3864,0.9999982118606567,0.5370558833653376,b5aa70b51645c128092d314f08ab1a3a3d488ef8658eceedb1e31645c271612b,"[0,1,1,1,1,1]",7a3008f937e7241aa06450ef825b1fa1e9b03333efab734bdf81fa69496934f2,0,0,1,0,1,2.6179876820505973e-06,0.09999995263879281,success,1,False,,0.730588972568512,0.0,1.33272385597229,0.493552365899086,0.5082017690594682,5.8716804751668406e-09
"[4224, 341, 555, 668]",0.3005543053150177,4,A_THBR_R1_CONTROL,259,259,,11,1.0273655652999878,"[""candle/Data/Images/Normal/0779.JPG"",""pcb3/Data/Images/Normal/0237.JPG"",""pcb4/Data/Images/Anomaly/035.JPG"",""capsules/Data/Images/Anomaly/016.JPG"",""pcb1/Data/Images/Anomaly/022.JPG"",""candle/Data/Images/Anomaly/093.JPG""]",3866,3865,0.999985933303833,0.36621370224747807,edd27bfaaa135c14fad087bbf6327f4e7a48cf8a659a7c9f967b978786ec5c1f,"[0,0,1,1,1,1]",7c5e42ea67329053c407247473a6e2ed5eb663b462568ffc03d6f69c3013a8da,0,0,1,0,1,1.5082002487131554e-05,0.09999995263836911,success,1,False,,0.6745660305023193,0.0,1.0273655652999878,0.40580982714891434,0.5013209506869316,1.1861120086109622e-08
"[4772, 491, 782]",0.30057260394096375,3,A_THBR_R1_CONTROL,260,260,,11,0.8349966406822205,"[""pcb1/Data/Images/Normal/0621.JPG"",""macaroni2/Data/Images/Normal/0739.JPG"",""chewinggum/Data/Images/Anomaly/021.JPG"",""pcb2/Data/Images/Anomaly/001.JPG"",""candle/Data/Images/Normal/0303.JPG"",""pcb2/Data/Images/Anomaly/004.JPG""]",3867,3866,0.9999949932098389,0.5323095371325811,94371b76d1253199c1eca91322cd648b080322ca3ea4cc6432a812e38d3627b2,"[0,0,1,1,0,1]",24695a46f2807783c668daa3b8330fee4112753bf278909f8f67add595171498,0,0,1,0,1,8.70296982491588e-06,0.06974830299807731,success,1,False,,0.6320008635520935,0.0,0.8349966406822205,0.3337230235338211,0.7690177957216898,6.348800152267131e-09
"[676, 26]",0.3005942702293396,2,A_THBR_R1_CONTROL,261,261,,11,0.8693028092384338,"[""chewinggum/Data/Images/Anomaly/035.JPG"",""capsules/Data/Images/Normal/320.JPG"",""fryum/Data/Images/Normal/405.JPG"",""capsules/Data/Images/Anomaly/035.JPG"",""pcb4/Data/Images/Normal/0900.JPG"",""macaroni1/Data/Images/Normal/0518.JPG""]",3868,3867,0.9999984502792358,0.7837156653404236,91bce56f35b66a5f8ea818b87790cbbd9c88de714f1433eb71d27386a6bb059c,"[1,0,0,1,0,0]",73b3175308f94f1658c2246679c45f7cadab5d2feb895ef98107f88cd6c089b3,0,0,1,0,1,2.867955796272859e-05,0.07420569921412161,success,1,False,,0.7636998295783997,0.0,0.8693028092384338,0.6124260574579239,0.7329883575439453,7.85622091825644e-08
"[1011, 1466, 374, 279, 577]",0.30061075091362,5,A_THBR_R1_CONTROL,262,262,,11,1.2414647340774536,"[""macaroni1/Data/Images/Normal/0797.JPG"",""fryum/Data/Images/Anomaly/071.JPG"",""fryum/Data/Images/Anomaly/017.JPG"",""pcb1/Data/Images/Anomaly/058.JPG"",""pcb1/Data/Images/Anomaly/083.JPG"",""pipe_fryum/Data/Images/Anomaly/006.JPG""]",3869,3868,0.9998799562454224,0.3351427384967451,0dd9a9c5352d34f3de987a2e558c3f19a81b62f0d431521e1a6a9585ef447458,"[0,1,1,1,1,1]",202f59fb41742854576bc8474d1213ed41f0aec2beb8da20fa1290bdfd8418c3,0,0,1,0,1,1.4136372619553595e-05,0.09999994026514059,success,1,False,,0.7692076563835144,0.0,1.2414647340774536,0.7656011760234833,0.22229967857810137,4.537282993766212e-09
"[988, 24, 102]",0.300634503364563,3,A_THBR_R1_CONTROL,263,263,,11,0.9856112003326416,"[""cashew/Data/Images/Normal/084.JPG"",""macaroni1/Data/Images/Normal/0484.JPG"",""pcb3/Data/Images/Anomaly/081.JPG"",""candle/Data/Images/Anomaly/044.JPG"",""pipe_fryum/Data/Images/Anomaly/061.JPG"",""chewinggum/Data/Images/Normal/245.JPG""]",3870,3869,0.9999992847442627,0.63727867603302,1e12c6aedc7c42ac7e46408ac63e11dcfe2cb0c5a1d3ea76801d8d133f4fb58e,"[0,0,1,1,1,0]",cb724415889fcd480d378b5d760ba110cba4d4cd8fec137b543024a29c0f4052,0,0,1,0,1,6.344536485365794e-06,0.09999994019361065,success,1,False,,0.7369019985198975,0.0,0.9856112003326416,0.5330700476964315,0.5881647265438611,8.47676062676328e-09
"[7338, 640, 27711, 18, 277]",0.3006604015827179,5,A_THBR_R1_CONTROL,264,264,,11,1.3510018587112427,"[""pcb4/Data/Images/Anomaly/031.JPG"",""pcb3/Data/Images/Anomaly/037.JPG"",""pipe_fryum/Data/Images/Normal/369.JPG"",""pcb1/Data/Images/Anomaly/041.JPG"",""candle/Data/Images/Anomaly/051.JPG"",""fryum/Data/Images/Anomaly/083.JPG""]",3871,3870,0.9999830722808838,0.23246583148848005,84adf195cb41fb6aeff2091ca9fab766e1720c5a80c7e71efad99411284720c5,"[1,1,0,1,1,1]",e7c8afa42b19429084402b329e0f76d6fb2f4181754522a097029cafd2e21898,0,0,1,0,1,5.54471143560897e-06,0.04397633832580145,success,1,False,,0.707012414932251,0.0,1.3510018587112427,0.5429328739643097,0.2620160719061914,4.983230272870287e-09
"[868, 642, 323, 83]",0.3006989657878876,4,A_THBR_R1_CONTROL,265,265,,11,1.15007746219635,"[""pipe_fryum/Data/Images/Normal/377.JPG"",""pcb2/Data/Images/Anomaly/023.JPG"",""pcb2/Data/Images/Anomaly/003.JPG"",""macaroni1/Data/Images/Anomaly/067.JPG"",""pipe_fryum/Data/Images/Anomaly/063.JPG"",""macaroni1/Data/Images/Normal/0261.JPG""]",3872,3871,0.9999890327453613,0.49338188895050195,d57cc0266bdea5b75564166cc3430dc73ffbb86b5b5032c6812b99ba748f1ccd,"[0,1,1,1,1,0]",84454e52408f271ede1c4ce68ea45b54396407739f1e4ff1c1550cb67f19f837,0,0,1,0,1,1.5376522031265624e-05,0.09999994004289299,success,1,False,,0.8314608335494995,0.0,1.15007746219635,0.7727554738521576,0.29705229592107973,4.7550319237643635e-09
[193],0.30073919892311096,1,A_THBR_R1_CONTROL,266,266,,11,0.9365360140800476,"[""candle/Data/Images/Anomaly/016.JPG"",""macaroni1/Data/Images/Normal/0427.JPG"",""pcb2/Data/Images/Normal/0796.JPG"",""fryum/Data/Images/Normal/367.JPG"",""pcb1/Data/Images/Normal/0178.JPG"",""pcb2/Data/Images/Normal/0920.JPG""]",3873,3872,3.647853736765683e-05,8.093670658126939e-06,be04df417a7e15365ad5275f19588632b3fb0024432062ca4e039e23772264c8,"[1,0,0,0,0,0]",4cc2e86e22f5b1f4abcf297e798e7d8e34cfe9e2feea02024ff1f7eefcd7f281,0,0,1,0,1,1.263678419509666e-05,0.09999993995569226,success,1,False,,0.6931512951850891,0.0,0.9365360140800476,1.0,2.508259022704351e-08,6.918530193189554e-09
"[66, 993, 143, 590, 273]",0.3007613718509674,5,A_THBR_R1_CONTROL,267,267,,11,1.2482285499572754,"[""pipe_fryum/Data/Images/Anomaly/033.JPG"",""pcb1/Data/Images/Anomaly/013.JPG"",""pcb2/Data/Images/Anomaly/058.JPG"",""fryum/Data/Images/Anomaly/093.JPG"",""pipe_fryum/Data/Images/Normal/284.JPG"",""macaroni1/Data/Images/Anomaly/099.JPG""]",3874,3873,0.9999896287918091,0.5000516680724104,7433cd9a0e072a5066b276a6d6803e72b553a5364c36c617742b23c7b5aa823f,"[1,1,1,1,0,1]",44ae537446d23cd2163d921d645d89e3a7b82cac20b4aad02561899c711ed992,0,0,1,0,1,9.928422864613751e-06,0.09999993988296371,success,1,False,,0.7793002724647522,0.0,1.2482285499572754,0.616088604927063,0.3758582331880461,2.414804356476452e-08
"[7130, 431, 67]",0.3007999658584595,3,A_THBR_R1_CONTROL,268,268,,11,1.1313380002975464,"[""pcb2/Data/Images/Normal/0172.JPG"",""pcb4/Data/Images/Anomaly/089.JPG"",""candle/Data/Images/Anomaly/033.JPG"",""cashew/Data/Images/Normal/446.JPG"",""pcb4/Data/Images/Normal/0400.JPG"",""macaroni1/Data/Images/Anomaly/028.JPG""]",3875,3874,0.999996542930603,0.33268279279548096,38c76ad3a47e8ad92024a5623489add7df62087f2595c37453588a0b64d1612f,"[0,1,1,0,0,1]",849115ba538b3628484d316cc79021050de8db67e7fc720c6d75dc04bfe787ba,0,0,1,0,1,1.2915397384821917e-05,0.09999993981395908,success,1,False,,0.7731720209121704,0.0,1.1313380002975464,0.6101549764474233,0.2192672559537717,3.850741947530878e-09
[185],0.30083751678466797,1,A_THBR_R1_CONTROL,269,269,,11,0.9035101532936096,"[""candle/Data/Images/Anomaly/028.JPG"",""chewinggum/Data/Images/Normal/143.JPG"",""candle/Data/Images/Normal/0261.JPG"",""pcb1/Data/Images/Normal/0796.JPG"",""macaroni1/Data/Images/Normal/0684.JPG"",""chewinggum/Data/Images/Normal/166.JPG""]",3876,3875,0.42153695225715637,0.008792447857558727,9f6ceb5eea24c5f60079b27a53ae1ee86c22698b500f4568f5347b710baec53c,"[1,0,0,0,0,0]",842bebb977d66dc553ab9ccfda9fcb7c91dc6a7538367b169719c795e0e94f5c,0,0,1,0,1,1.0840163444035454e-05,0.03704213465424972,success,1,False,,0.6621444821357727,0.0,0.9035101532936096,0.42702704668045044,0.08282601088285446,8.67778116031559e-09
[291],0.30086517333984375,1,A_THBR_R1_CONTROL,270,270,,11,0.9371340870857239,"[""pcb4/Data/Images/Normal/0797.JPG"",""macaroni1/Data/Images/Normal/0172.JPG"",""pcb3/Data/Images/Normal/0417.JPG"",""pcb4/Data/Images/Normal/0016.JPG"",""cashew/Data/Images/Normal/006.JPG"",""cashew/Data/Images/Anomaly/042.JPG""]",3877,3876,0.9993797540664673,0.6445285677909851,e41e8904d9f7333957aeb03d0e7cfe386a3f8c36fa798e23cc7828fa187ebb3c,"[0,0,0,0,0,1]",e8031a937a53f844ed9e18e330fbe9ecd016f22f62812fff2199bf8164b7c57a,0,0,1,0,1,8.107237504650038e-06,0.09999993967224728,success,1,False,,0.6942258477210999,0.0,0.9371340870857239,0.30584192276000977,0.7434438467025757,1.3846004549122881e-05
"[136, 1088, 98]",0.30088526010513306,3,A_THBR_R1_CONTROL,271,271,,11,1.0523308515548706,"[""candle/Data/Images/Normal/0488.JPG"",""capsules/Data/Images/Anomaly/089.JPG"",""pcb1/Data/Images/Normal/0688.JPG"",""pcb3/Data/Images/Anomaly/000.JPG"",""pipe_fryum/Data/Images/Normal/089.JPG"",""pipe_fryum/Data/Images/Anomaly/051.JPG""]",3878,3877,0.9999891519546509,0.6403367767731348,3ed947ebbb56f97e0a229c30c49da856f081f4c61a79315178a45768f839c719,"[0,1,0,1,0,1]",db62d719bbfe120992290f6b2f763d2f4b0b2b328eebcba926d549de990b632b,0,0,1,0,1,1.7687180895057036e-05,0.050646315069979096,success,1,False,,0.8126234412193298,0.0,1.0523308515548706,0.5890918672084808,0.46351810544729233,2.452831893151597e-08
"[6091, 1824, 983, 20]",0.30090662837028503,4,A_THBR_R1_CONTROL,272,272,,11,0.9516910314559937,"[""chewinggum/Data/Images/Anomaly/062.JPG"",""pcb4/Data/Images/Anomaly/011.JPG"",""fryum/Data/Images/Anomaly/018.JPG"",""macaroni2/Data/Images/Anomaly/072.JPG"",""pcb3/Data/Images/Normal/0958.JPG"",""pcb1/Data/Images/Normal/0552.JPG""]",3879,3878,0.9999374151229858,0.1259427708741896,5f86eb826906c8dd34d8beadafdabb940de95de20042095618abfeaa2bb2a7ca,"[1,1,1,1,0,0]",9d185e057e4c4dd7cdd07b876c026a99b1e7615d1d3cedc7ec3ee67bd2a53651,0,0,1,0,1,8.009730094529032e-06,0.09999993952373254,success,1,False,,0.5620232224464417,0.0,0.9516910314559937,0.43754436634480953,0.5056390096326684,7.364737264481391e-09
[983],0.3009268641471863,1,A_THBR_R1_CONTROL,273,273,,11,0.8686833381652832,"[""pipe_fryum/Data/Images/Normal/245.JPG"",""pcb3/Data/Images/Normal/0402.JPG"",""cashew/Data/Images/Normal/093.JPG"",""pcb1/Data/Images/Anomaly/091.JPG"",""chewinggum/Data/Images/Normal/239.JPG"",""cashew/Data/Images/Normal/324.JPG""]",3880,3879,0.9999964237213135,0.7454866170883179,07c5186d0eb6a74979ed59904fffe992a9a9e4f36234d6b32c85f68bb582c08d,"[0,0,0,1,0,0]",025e5fa4fb51517a70757502b5beb8896d6f31e679f32a4aa26eee35d3cbfecc,0,0,1,0,1,6.779768681824012e-06,0.09999993945651296,success,1,False,,0.7215119004249573,0.0,0.8686833381652832,0.48423194885253906,0.7631924748420715,0.0003675795451272279
"[8808, 8]",0.30094802379608154,2,A_THBR_R1_CONTROL,274,274,,11,0.9163706302642822,"[""pcb4/Data/Images/Normal/0178.JPG"",""pcb3/Data/Images/Anomaly/011.JPG"",""pcb1/Data/Images/Normal/0520.JPG"",""candle/Data/Images/Anomaly/056.JPG"",""cashew/Data/Images/Normal/260.JPG"",""candle/Data/Images/Normal/0569.JPG""]",3881,3880,0.9999008178710938,0.5546868741512299,e48e222deb4f4b13659916d58198949706d7bbd4dbad948e115e7b8289a3d5db,"[0,1,0,1,0,0]",202c4c98329136a283346d5d8b8f3acf06e6548ccdcbc741b85acac3cb8b6e2f,0,0,1,0,1,1.38136124554652e-05,0.08403012553922302,success,1,False,,0.8349448442459106,0.0,0.9163706302642822,0.63186876475811,0.40351733565330505,4.441504941610219e-08
"[591, 35, 2813, 449, 162]",0.3009738624095917,5,A_THBR_R1_CONTROL,275,275,,11,1.1702890396118164,"[""fryum/Data/Images/Anomaly/012.JPG"",""macaroni1/Data/Images/Anomaly/083.JPG"",""chewinggum/Data/Images/Anomaly/041.JPG"",""pcb1/Data/Images/Anomaly/024.JPG"",""cashew/Data/Images/Anomaly/091.JPG"",""pcb4/Data/Images/Normal/0768.JPG""]",3882,3881,0.9999959468841553,0.4612120071249592,e839d51187f7ab564b233e06743f0d5d02fcffae855542e4585402817ce3d2b1,"[1,1,1,1,1,0]",cb0e639b6a9a1ff8bddea1e1bde94d8c321e5dee2b4546590520cd8551724208,0,0,1,0,1,6.319694731971553e-06,0.08540662030008056,success,1,False,,0.7870972752571106,0.0,1.1702890396118164,0.6093971937894821,0.3521644204776237,1.1317959902612529e-08
[569],0.3010055720806122,1,A_THBR_R1_CONTROL,276,276,,11,0.7187321186065674,"[""chewinggum/Data/Images/Anomaly/090.JPG"",""chewinggum/Data/Images/Normal/460.JPG"",""macaroni2/Data/Images/Normal/0286.JPG"",""pcb4/Data/Images/Normal/0755.JPG"",""cashew/Data/Images/Normal/013.JPG"",""pcb4/Data/Images/Normal/0457.JPG""]",3883,3882,0.9746528267860413,0.19564194977283478,2f57a4e022ffa24cb9049ab638821b333559ba96c334b28d669bed1695b03852,"[1,0,0,0,0,0]",ad5d4b98bfe9cda0c368df8dcb3a030df8d5393b5714404edba1e7631c2d56a1,0,0,1,0,1,7.704952820163197e-06,0.09999993933158198,success,1,False,,0.46552586555480957,0.0,0.7187321186065674,0.16168716549873352,0.8269645571708679,0.001792650786228478
"[1840, 70]",0.30102983117103577,2,A_THBR_R1_CONTROL,277,277,,11,1.0572329759597778,"[""fryum/Data/Images/Normal/402.JPG"",""pipe_fryum/Data/Images/Normal/006.JPG"",""capsules/Data/Images/Anomaly/061.JPG"",""pcb1/Data/Images/Normal/0483.JPG"",""macaroni2/Data/Images/Normal/0871.JPG"",""capsules/Data/Images/Anomaly/027.JPG""]",3884,3883,0.9999979734420776,0.9976518750190735,f645626328705f60ddff058df46ae3d720f4f9ac4a478beea9804e63aaef1f2b,"[0,0,1,0,0,1]",8ee37ef509425480c1e4eabe12dee97d9fd75092712306d4e3b27c4476becd80,0,0,1,0,1,3.7311580626449776e-06,0.05392838290702593,success,1,False,,0.6953609585762024,0.0,1.0572329759597778,0.3593944013118744,0.9936008453369141,0.1399831771850586
"[637, 8517, 1289, 570]",0.3010539710521698,4,A_THBR_R1_CONTROL,278,278,,11,1.3074383735656738,"[""pcb1/Data/Images/Anomaly/039.JPG"",""fryum/Data/Images/Anomaly/001.JPG"",""candle/Data/Images/Normal/0892.JPG"",""pcb3/Data/Images/Normal/0800.JPG"",""macaroni1/Data/Images/Anomaly/013.JPG"",""pcb2/Data/Images/Anomaly/051.JPG""]",3885,3884,0.9999852180480957,0.10106219918321813,0d8956edad5b771c538a312b5c329eed84b01b35bb17e05f7eb1c224c7de8cbb,"[1,1,0,0,1,1]",30dd83f61ebdf9d2c0f3abc1fa7e5f2910611e3fbce383a82d05a0023f569bc3,0,0,1,0,1,1.628886810096567e-05,0.06845390402389472,success,1,False,,0.6478183269500732,0.0,1.3074383735656738,0.5597809553146362,0.266791089765098,6.398594543099989e-09
"[3504, 299, 727, 122, 1149]",0.30108964443206787,5,A_THBR_R1_CONTROL,279,279,,11,0.7913490533828735,"[""chewinggum/Data/Images/Anomaly/064.JPG"",""pcb1/Data/Images/Anomaly/078.JPG"",""chewinggum/Data/Images/Anomaly/088.JPG"",""candle/Data/Images/Normal/0871.JPG"",""pipe_fryum/Data/Images/Anomaly/059.JPG"",""pipe_fryum/Data/Images/Anomaly/011.JPG""]",3886,3885,0.9999997615814209,0.4578940451145172,f2033b56f8b9a3af36229ae43cd3f311007628be40cc6d135bc23b7cd2fe5039,"[1,1,1,0,1,1]",62629aea1ee555c863032c6d9bc2d4fa99c8d9748c5cbed0c324963397bc856e,0,0,1,0,1,2.265525187378021e-05,0.09999993930818987,success,1,False,,0.5841813683509827,0.0,0.7913490533828735,0.28331910371780394,0.8055246591567993,9.98806459762136e-09
[37271],0.3011285662651062,1,A_THBR_R1_CONTROL,280,280,,11,1.004777431488037,"[""macaroni2/Data/Images/Normal/0469.JPG"",""cashew/Data/Images/Normal/344.JPG"",""fryum/Data/Images/Anomaly/057.JPG"",""pcb3/Data/Images/Normal/0796.JPG"",""pipe_fryum/Data/Images/Normal/435.JPG"",""candle/Data/Images/Normal/0654.JPG""]",3887,3886,0.998454213142395,0.04816984012722969,92b8132cab7a55836961846ddc2aac1ca16490a4358151d4d35ece958c5463bc,"[0,0,1,0,0,0]",e52a149e723bc71a3e3916567931a7623f2ea36af586cfb10f46a118f86015f7,0,0,1,0,1,9.447212257292911e-07,0.03263944378927652,success,1,False,,0.6143501996994019,0.0,1.004777431488037,0.24340640008449554,0.26281067728996277,1.766708557227048e-08
"[3525, 664, 623, 474]",0.3011614680290222,4,A_THBR_R1_CONTROL,281,281,,11,0.9055982828140259,"[""chewinggum/Data/Images/Anomaly/008.JPG"",""pcb1/Data/Images/Anomaly/012.JPG"",""pcb2/Data/Images/Normal/0659.JPG"",""chewinggum/Data/Images/Anomaly/065.JPG"",""pcb2/Data/Images/Normal/0170.JPG"",""fryum/Data/Images/Anomaly/086.JPG""]",3888,3887,0.9999772310256958,0.7419268377125263,2d406ba51b9bb5e6e54f65c71288372063e4e45461de5237ad57038712742a1b,"[1,1,0,1,0,1]",b62f905e3d1a4c4fb7b11d8350ec2fa6e680e07886fd87770627a7b529b11df2,0,0,1,0,1,7.1430868207726045e-06,0.07019602453275707,success,1,False,,0.7505853176116943,0.0,0.9055982828140259,0.43320298939943314,0.7253014221787453,1.2626097500856304e-08
"[3823, 155, 143, 4078]",0.30119040608406067,4,A_THBR_R1_CONTROL,282,282,,11,1.0683989524841309,"[""capsules/Data/Images/Anomaly/065.JPG"",""pipe_fryum/Data/Images/Normal/104.JPG"",""macaroni2/Data/Images/Anomaly/098.JPG"",""macaroni2/Data/Images/Anomaly/005.JPG"",""chewinggum/Data/Images/Anomaly/061.JPG"",""pcb4/Data/Images/Normal/0617.JPG""]",3889,3888,0.9999687671661377,0.2923067113833895,5f92b0414d715aea519652555824869fd73f19086bc2332b938300ff25f8ff23,"[1,0,1,1,1,0]",f0090abc62625bba6e6b74b7081b4772c6b0812e0353c2c383e8b1cf1caacc49,0,0,1,0,1,6.3141131821181e-06,0.04480814842717761,success,1,False,,0.6380235552787781,0.0,1.0683989524841309,0.5249189622700214,0.4646115172217833,8.025635267472353e-09
"[567, 581, 1045]",0.30121752619743347,3,A_THBR_R1_CONTROL,283,283,,11,1.0474443435668945,"[""macaroni1/Data/Images/Normal/0967.JPG"",""pcb2/Data/Images/Anomaly/010.JPG"",""pcb3/Data/Images/Normal/0688.JPG"",""pcb3/Data/Images/Anomaly/007.JPG"",""candle/Data/Images/Anomaly/030.JPG"",""chewinggum/Data/Images/Normal/402.JPG""]",3890,3889,0.9999910593032837,0.6421801975229755,240bba6e0a5ced0f9bcfc9414d54968cf324bccaa43ea4c06fb8cbc75d5d7d1a,"[0,1,0,1,1,0]",85433c5ab9678f2e94668c9afa42b33c6c947cf882d3f2183e72f668f70d5af6,0,0,1,0,1,1.2220356887136066e-06,0.010420451248790716,success,1,False,,0.7554587125778198,0.0,1.0474443435668945,0.6099070012569427,0.542916565728019,8.152020392060422e-09
