K_per_anomalous_sample,anchor_loss,anomaly_sample_count,arm,attempt_index,batch,consecutive_nonfinite_grad_skips,epoch,existing_task_loss,file_names,global_step_after,global_step_before,hard_background_max,hard_background_mean,image_sha256,labels,mask_sha256,nonfinite_grad_skip,nonfinite_loss_skip,optimizer_state_finite,paired_control_skip,parameters_finite,safe_anchor_effective_ratio,safe_anchor_max_family_ratio,status,successful_step,thbr_enabled,thbr_grad_norm,thbr_raw,thbr_weighted,total_loss,violation_fraction,weak_anomaly_mean,weak_anomaly_min
"[520, 769, 1554, 97, 314]",0.2951364517211914,5,A_THBR_R1_CONTROL,96,96,,11,1.0190424919128418,"[""capsules/Data/Images/Anomaly/020.JPG"",""pcb3/Data/Images/Anomaly/076.JPG"",""pcb1/Data/Images/Normal/0016.JPG"",""capsules/Data/Images/Anomaly/045.JPG"",""fryum/Data/Images/Anomaly/023.JPG"",""macaroni1/Data/Images/Anomaly/042.JPG""]",3704,3703,0.9999940395355225,0.49449249245226384,a5820063a8547e8af7cfae4f6833e2cb2ec03dc8b440ac8ae3e5a03d8459a82f,"[1,1,0,1,1,1]",5d8955105a78c2029746bc1bea581d191a40a7f68ccb8c4582f712ee45e3d99b,0,0,1,0,1,3.1549592156299895e-06,0.04151427629846313,success,1,False,,0.6774097084999084,0.0,1.0190424919128418,0.42862301468849184,0.5968122124671936,5.930186830482853e-08
"[1415, 744, 6699, 945]",0.29517611861228943,4,A_THBR_R1_CONTROL,97,97,,11,0.9713685512542725,"[""pipe_fryum/Data/Images/Normal/012.JPG"",""pcb1/Data/Images/Anomaly/071.JPG"",""pipe_fryum/Data/Images/Anomaly/015.JPG"",""pcb4/Data/Images/Normal/0172.JPG"",""pcb4/Data/Images/Anomaly/079.JPG"",""chewinggum/Data/Images/Anomaly/026.JPG""]",3705,3704,0.9999988079071045,0.2938343221321702,2f1afe95c13ee7a01cc220827d8704838cfc748579bc2f7cf37d2d1b8b2d1e6b,"[0,1,1,0,1,1]",5c2b95afe4ddeff1e9a2e389bd37817ebf91cf85befe192e6f0b715c3823df26,0,0,1,0,1,5.2333330748234505e-06,0.09999994327032176,success,1,False,,0.6389475464820862,0.0,0.9713685512542725,0.43699342012405396,0.5343233526509721,1.2047905784129398e-08
"[96, 633, 530, 4103, 14288]",0.2952183485031128,5,A_THBR_R1_CONTROL,98,98,,11,1.1456599235534668,"[""macaroni2/Data/Images/Anomaly/029.JPG"",""pcb1/Data/Images/Anomaly/016.JPG"",""pcb1/Data/Images/Anomaly/017.JPG"",""capsules/Data/Images/Anomaly/082.JPG"",""pcb1/Data/Images/Anomaly/059.JPG"",""macaroni2/Data/Images/Normal/0525.JPG""]",3706,3705,0.9999978542327881,0.28664705565788606,5e293ff4aee376bb89efcdde9a97a358e6913e0108483228fbfb2345cfef85e5,"[1,1,1,1,1,0]",4a65a2e1343c416d9714d83ca12f51d85e38f285fd1688f539ced085cbc589de,0,0,1,0,1,7.1817328000502246e-06,0.09999994326741994,success,1,False,,0.632177472114563,0.0,1.1456599235534668,0.4682972401380539,0.4603488578439624,5.646739520415167e-09
"[1025, 238]",0.29526281356811523,2,A_THBR_R1_CONTROL,99,99,,11,0.8506938815116882,"[""chewinggum/Data/Images/Anomaly/096.JPG"",""chewinggum/Data/Images/Normal/344.JPG"",""cashew/Data/Images/Anomaly/031.JPG"",""pcb3/Data/Images/Normal/0617.JPG"",""pcb1/Data/Images/Normal/0797.JPG"",""pcb3/Data/Images/Normal/0479.JPG""]",3707,3706,0.9999545812606812,0.7160331010818481,a0e5e393f8998c70aa554cd89b73451f121fea30000aa0ab7843bbcfd95eaef5,"[1,0,1,0,0,0]",f87c7d6c2e6c6449286cf4612d5c020a4e1a73566a0f88427d1b6946e3f4bcff,0,0,1,0,1,1.31156121296767e-05,0.09999994325881807,success,1,False,,0.6185087561607361,0.0,0.8506938815116882,0.2614654675126076,0.9320903718471527,0.02262919954955578
"[2595, 106, 669, 55, 6]",0.29529428482055664,5,A_THBR_R1_CONTROL,100,100,,11,1.2636947631835938,"[""capsules/Data/Images/Anomaly/069.JPG"",""pcb4/Data/Images/Normal/0215.JPG"",""fryum/Data/Images/Anomaly/029.JPG"",""pcb2/Data/Images/Anomaly/093.JPG"",""macaroni2/Data/Images/Anomaly/038.JPG"",""candle/Data/Images/Anomaly/058.JPG""]",3708,3707,0.9999969005584717,0.3955904919326031,a12f7797c02626b5044b48b264c5b52f2a7931ba32ac168eab422c2c63d0dee7,"[1,0,1,1,1,1]",28aaa7234cae9b32a865cc3e5fc1c1704e17203ee758519332c23dffced86728,0,0,1,0,1,8.44874086567533e-06,0.062488905102850135,success,1,False,,0.810486912727356,0.0,1.2636947631835938,0.6729461550712585,0.21221081395742658,7.027481263577329e-09
"[13295, 134, 88]",0.2953256368637085,3,A_THBR_R1_CONTROL,101,101,,11,1.1608784198760986,"[""macaroni2/Data/Images/Normal/0196.JPG"",""pcb3/Data/Images/Normal/0654.JPG"",""pcb1/Data/Images/Anomaly/040.JPG"",""macaroni2/Data/Images/Anomaly/086.JPG"",""candle/Data/Images/Normal/0026.JPG"",""chewinggum/Data/Images/Anomaly/070.JPG""]",3709,3708,0.998217761516571,0.3238309883627153,611da133255d79a4b07c3233480b424240aa4c85af439f14e0e0c67c050dea5a,"[0,0,1,1,0,1]",b0776acf1e5427a9dfbd88a1c1c255dc737c49d48a228692798dc6b739ca1ff0,0,0,1,0,1,2.15205520976974e-06,0.09999994322842727,success,1,False,,0.848341703414917,0.0,1.1608784198760986,0.799280047416687,0.07530054371111738,6.201730240462666e-09
"[690, 223, 21, 564]",0.2953560948371887,4,A_THBR_R1_CONTROL,102,102,,11,1.2032567262649536,"[""pcb2/Data/Images/Anomaly/081.JPG"",""pcb2/Data/Images/Normal/0657.JPG"",""macaroni1/Data/Images/Anomaly/011.JPG"",""pcb3/Data/Images/Normal/0797.JPG"",""macaroni1/Data/Images/Anomaly/076.JPG"",""pipe_fryum/Data/Images/Anomaly/073.JPG""]",3710,3709,0.9978087544441223,0.24167675468925154,146be23205d8de2a145912de74642eb236fe39cb598cba42b1947f808350fc01,"[1,0,1,0,1,1]",259e4d8e75e521bdf015e93a46cb4c8c8e33faa26dd1c5bc11ada715e4b4630a,0,0,1,0,1,2.257189843851585e-06,0.09999995266364213,success,1,False,,0.725982666015625,0.0,1.2032567262649536,0.6689016371965408,0.234006588748221,7.901209464478143e-09
"[154, 30, 212, 379, 39334]",0.2953781187534332,5,A_THBR_R1_CONTROL,103,103,,11,1.1346029043197632,"[""capsules/Data/Images/Anomaly/007.JPG"",""macaroni2/Data/Images/Anomaly/081.JPG"",""chewinggum/Data/Images/Anomaly/068.JPG"",""pcb3/Data/Images/Anomaly/086.JPG"",""pipe_fryum/Data/Images/Anomaly/097.JPG"",""pcb1/Data/Images/Normal/0479.JPG""]",3711,3710,0.9999964237213135,0.431787607438855,7300e17d3f19cd812b16f59ac0f904062734539cdeb58f3a960407c49f8cf168,"[1,1,1,1,1,0]",b4ad399ee23a603281c8751cf80a292aeb744a133c1b769f5ef551669d78a821,0,0,1,0,1,1.5447847734604678e-06,0.09999995266347844,success,1,False,,0.7589098215103149,0.0,1.1346029043197632,0.5486613273620605,0.37360707389475145,6.250370887528334e-09
[291],0.29538604617118835,1,A_THBR_R1_CONTROL,104,104,,11,1.0292600393295288,"[""pcb2/Data/Images/Normal/0631.JPG"",""macaroni1/Data/Images/Anomaly/043.JPG"",""macaroni2/Data/Images/Normal/0629.JPG"",""pcb2/Data/Images/Normal/0214.JPG"",""pcb4/Data/Images/Normal/0514.JPG"",""macaroni2/Data/Images/Normal/0804.JPG""]",3712,3711,0.9999854564666748,0.9817970395088196,88f01fbce55c8f75f0ef512455ab571674c9affa638dc15606f57367a73bf436,"[0,1,0,0,0,0]",02278a2a01db1a174d2878a6c890f652b49e0db2bfd70f930168635b5fcc03c0,0,0,1,0,1,5.445579370392211e-06,0.099999943185036,success,1,False,,0.8489262461662292,0.0,1.0292600393295288,0.5154639482498169,0.7261782884597778,1.757143036229536e-05
"[286, 62, 384, 6946]",0.2953867018222809,4,A_THBR_R1_CONTROL,105,105,,11,0.8809481859207153,"[""pcb3/Data/Images/Normal/0659.JPG"",""pcb3/Data/Images/Anomaly/021.JPG"",""macaroni2/Data/Images/Anomaly/035.JPG"",""pcb1/Data/Images/Anomaly/025.JPG"",""pcb4/Data/Images/Anomaly/002.JPG"",""pcb1/Data/Images/Normal/0569.JPG""]",3713,3712,0.999996542930603,0.4197590760886669,7467f04b5386906dcf6aee5f9cf73972f1e2358f5ef550314e84ab7e08f19aa8,"[0,1,1,1,1,0]",baa456b0f99f8104894012966eff04278800b5e07c40588a55aa08777843bf38,0,0,1,0,1,2.2570642044589056e-05,0.09999994316886561,success,1,False,,0.6570054292678833,0.0,0.8809481859207153,0.40451524034142494,0.6335680037736893,3.5071863635494083e-07
"[372, 49]",0.2953987419605255,2,A_THBR_R1_CONTROL,106,106,,11,1.0873281955718994,"[""fryum/Data/Images/Anomaly/095.JPG"",""pcb3/Data/Images/Normal/0016.JPG"",""pcb3/Data/Images/Normal/0170.JPG"",""chewinggum/Data/Images/Normal/148.JPG"",""macaroni1/Data/Images/Normal/0514.JPG"",""pipe_fryum/Data/Images/Anomaly/034.JPG""]",3714,3713,0.9998606443405151,0.4121045189913275,126e578d2548929f8741b3c31b289689daab508f84dd230f02da25a9b58812e2,"[1,0,0,0,0,1]",78441bc94b7e390b3b253bd92ad49e12f8fd0e6d22c2f9189ab2d2700e69b3de,0,0,1,0,1,2.228266917097375e-05,0.09999994315426898,success,1,False,,0.6724107265472412,0.0,1.0873281955718994,0.6428571343421936,0.46464038937643437,1.022492401858699e-08
"[601, 123, 429, 209]",0.29540446400642395,4,A_THBR_R1_CONTROL,107,107,,11,1.082935094833374,"[""pcb1/Data/Images/Anomaly/073.JPG"",""pipe_fryum/Data/Images/Anomaly/069.JPG"",""candle/Data/Images/Normal/0739.JPG"",""candle/Data/Images/Normal/0920.JPG"",""pcb2/Data/Images/Anomaly/050.JPG"",""macaroni2/Data/Images/Anomaly/009.JPG""]",3715,3714,0.999984860420227,0.42615299008321017,0fac76aa86ae8f9cf2004b48b9004f1f9127eee2688199f83e213fc5d52ade31,"[1,1,0,0,1,1]",dd0e30643152b82574d98d17a0900b60eefaf3107591ae85928d16349513cae7,0,0,1,0,1,7.861190437874137e-06,0.09999994314455003,success,1,False,,0.7438751459121704,0.0,1.082935094833374,0.6350176334381104,0.3614158276290116,5.022314564229191e-09
"[2911, 1024, 45]",0.29542094469070435,3,A_THBR_R1_CONTROL,108,108,,11,1.0547688007354736,"[""macaroni1/Data/Images/Normal/0705.JPG"",""pcb4/Data/Images/Anomaly/074.JPG"",""pcb1/Data/Images/Anomaly/069.JPG"",""candle/Data/Images/Normal/0159.JPG"",""macaroni2/Data/Images/Anomaly/045.JPG"",""macaroni2/Data/Images/Normal/0790.JPG""]",3716,3715,0.9999958276748657,0.6215499179609955,b43694273345eefac2993eceedc1214e4c9f28b4898224330372364a6295db7b,"[0,1,1,0,1,0]",d4e957416c8437faa080feef7dd43f66f5453dbef562f5c14dc93f6a8d847720,0,0,1,0,1,1.676992716796724e-05,0.09999995266248521,success,1,False,,0.8617350459098816,0.0,1.0547688007354736,0.6782451868057251,0.3594084985384948,8.152020392060422e-09
"[3625, 141, 1376]",0.29544952511787415,3,A_THBR_R1_CONTROL,109,109,,11,0.9191081523895264,"[""capsules/Data/Images/Anomaly/066.JPG"",""pipe_fryum/Data/Images/Anomaly/065.JPG"",""pcb4/Data/Images/Anomaly/020.JPG"",""chewinggum/Data/Images/Normal/087.JPG"",""candle/Data/Images/Normal/0869.JPG"",""macaroni1/Data/Images/Normal/0046.JPG""]",3717,3716,0.9999908208847046,0.335418760846854,8fbcd043c8de39dc92232057941d4e3dd4d447f8848c04e047fd65887fe221aa,"[1,1,1,0,0,0]",f9b2f5f2ab2adb68a263d77066ade884f792b5769726d9ae384078f6e5f7cc4a,0,0,1,0,1,2.161193062861484e-05,0.09999994314529494,success,1,False,,0.6145104169845581,0.0,0.9191081523895264,0.3923779825369517,0.5729779352744421,9.910336551399723e-09
"[1274, 736, 201]",0.2954758405685425,3,A_THBR_R1_CONTROL,110,110,,11,0.9483785033226013,"[""capsules/Data/Images/Anomaly/085.JPG"",""pipe_fryum/Data/Images/Normal/309.JPG"",""pcb3/Data/Images/Anomaly/030.JPG"",""macaroni1/Data/Images/Normal/0286.JPG"",""pcb4/Data/Images/Normal/0552.JPG"",""cashew/Data/Images/Anomaly/049.JPG""]",3718,3717,0.9999992847442627,0.6440685590108236,a7ab5d3b58cf03eefe0e5d4c924830ff8ad99acf6b062f41f5f5e50f14e53b67,"[1,0,1,0,0,1]",a24cb12e139802fc5f1c3592be232552ec0e592de8a8d31810f0df4e42184442,0,0,1,0,1,1.9071967395640482e-06,0.03882027944895494,success,1,False,,0.7127577662467957,0.0,0.9483785033226013,0.4357440968354543,0.6641987760861715,1.1142490485838152e-08
"[740, 93, 2734, 438, 284]",0.2955094277858734,5,A_THBR_R1_CONTROL,111,111,,11,1.1074751615524292,"[""pcb3/Data/Images/Anomaly/061.JPG"",""chewinggum/Data/Images/Normal/309.JPG"",""macaroni2/Data/Images/Anomaly/023.JPG"",""pcb4/Data/Images/Anomaly/014.JPG"",""pcb1/Data/Images/Anomaly/035.JPG"",""pcb1/Data/Images/Anomaly/003.JPG""]",3719,3718,0.9999939203262329,0.560080599784851,b446d7a606c99478f610ef9fdf44be7800958f2726e9eff65dba9eba55375915,"[1,0,1,1,1,1]",ef2fe5020dc1177f8a31292f79ef7cdeec5f29408b7a0763ed7f765e8d2b7e91,0,0,1,0,1,6.36161397244876e-06,0.09999994316548563,success,1,False,,0.7090657353401184,0.0,1.1074751615524292,0.4364048480987549,0.626437034457922,4.6448813684207835e-09
"[205, 90, 62, 1158, 491]",0.2955531179904938,5,A_THBR_R1_CONTROL,112,112,,11,1.2166633605957031,"[""macaroni1/Data/Images/Anomaly/054.JPG"",""candle/Data/Images/Anomaly/035.JPG"",""macaroni2/Data/Images/Anomaly/069.JPG"",""pcb2/Data/Images/Anomaly/025.JPG"",""candle/Data/Images/Anomaly/017.JPG"",""candle/Data/Images/Normal/0688.JPG""]",3720,3719,0.9999988079071045,0.4561872729420429,dbb3251758c3834b4924343c4de651b020c3623adb1261e3eb0003d1ce863e55,"[1,1,1,1,1,0]",8da3ad1d7433349124f4ad4ec5ce8d7bebde053f5c4de7352b4b511efdd971b0,0,0,1,0,1,1.2752651827510295e-05,0.09999994317838515,success,1,False,,0.8417415618896484,0.0,1.2166633605957031,0.5972447633743286,0.26274319837102666,2.1144732187394766e-08
"[10570, 3081]",0.2956138849258423,2,A_THBR_R1_CONTROL,113,113,,11,1.1193592548370361,"[""pcb4/Data/Images/Normal/0869.JPG"",""chewinggum/Data/Images/Normal/405.JPG"",""pcb1/Data/Images/Anomaly/054.JPG"",""chewinggum/Data/Images/Normal/260.JPG"",""pcb2/Data/Images/Anomaly/048.JPG"",""macaroni1/Data/Images/Normal/0402.JPG""]",3721,3720,1.2219074960739817e-05,3.2041575082075724e-07,59efd2eaf2f5e9fb8b6624521e30fc081e29a7860bfc2ed8e1328f61a4406fca,"[0,0,1,0,1,0]",7a59b53fc8b5c0a862fcf1cc69f3aadd96727817e114b0a04760ca602ea46817,0,0,1,0,1,4.201645099733548e-06,0.09999994318853965,success,1,False,,0.6871449947357178,0.0,1.1193592548370361,0.7549321949481964,0.013920917615246609,5.101404187968228e-09
[812],0.2956699728965759,1,A_THBR_R1_CONTROL,114,114,,11,0.8317143321037292,"[""pcb3/Data/Images/Anomaly/035.JPG"",""macaroni2/Data/Images/Normal/0011.JPG"",""capsules/Data/Images/Normal/423.JPG"",""pcb1/Data/Images/Normal/1000.JPG"",""candle/Data/Images/Normal/0844.JPG"",""pcb1/Data/Images/Normal/0027.JPG""]",3722,3721,0.9998505115509033,0.11410779505968094,3d79c212f57cadb615c3ad0ec65a4a0e57aaa31f06d22875dda9029c0f1a54af,"[1,0,0,0,0,0]",fb36a5f45689e2a6e7e25bb9269d98617aa670a31eef09ad306efcbf4e313350,0,0,1,0,1,1.0423648613131957e-05,0.09999994319737408,success,1,False,,0.6069944500923157,0.0,0.8317143321037292,0.46551722288131714,0.3918085992336273,2.322294712087114e-08
"[396, 29, 208]",0.29571259021759033,3,A_THBR_R1_CONTROL,115,115,,11,1.3247787952423096,"[""pcb2/Data/Images/Normal/0286.JPG"",""pcb1/Data/Images/Anomaly/004.JPG"",""fryum/Data/Images/Anomaly/096.JPG"",""pcb4/Data/Images/Anomaly/072.JPG"",""pipe_fryum/Data/Images/Normal/352.JPG"",""pcb1/Data/Images/Normal/0011.JPG""]",3723,3722,0.08502305299043655,0.005975468576555916,35c2015dde8bbabff6576f198b5bd3e124d8fd23493da9b69679f4a812901208,"[0,1,1,1,0,0]",7de61667461c7d2d08a9e0d31e6ce997fd59115d785486f7b1d7e7f22369145e,0,0,1,0,1,2.5787303541091604e-05,0.09325112815879157,success,1,False,,0.6952501535415649,0.0,1.3247787952423096,0.9108324646949768,0.0018309443970494499,6.705669353124222e-09
"[2280, 532, 119, 229]",0.29575082659721375,4,A_THBR_R1_CONTROL,116,116,,11,1.153184413909912,"[""capsules/Data/Images/Anomaly/048.JPG"",""macaroni2/Data/Images/Normal/0869.JPG"",""pcb3/Data/Images/Anomaly/045.JPG"",""macaroni1/Data/Images/Anomaly/055.JPG"",""pcb2/Data/Images/Anomaly/056.JPG"",""pcb3/Data/Images/Normal/0619.JPG""]",3724,3723,0.9999985694885254,0.47025307063415767,816a54b470876c3909b06b1f7f16b89275d801d1ddacfae24c5fe787369aab64,"[1,0,1,1,1,0]",516b1b66f9c5b09f318c8dbbfd9e8f7ad1eaef470879d1b3028d8e74b1172fae,0,0,1,0,1,2.4199931151183326e-05,0.09999994322094624,success,1,False,,0.7804914116859436,0.0,1.153184413909912,0.7621996328234673,0.3333889703864479,1.1055779403079669e-08
"[390, 735, 277, 266]",0.2957942485809326,4,A_THBR_R1_CONTROL,117,117,,11,1.107869267463684,"[""cashew/Data/Images/Anomaly/003.JPG"",""chewinggum/Data/Images/Normal/272.JPG"",""fryum/Data/Images/Normal/166.JPG"",""pipe_fryum/Data/Images/Anomaly/028.JPG"",""pipe_fryum/Data/Images/Anomaly/016.JPG"",""pcb1/Data/Images/Anomaly/000.JPG""]",3725,3724,0.999957799911499,0.3287571590208245,3634a05bb19852351bc39575256e87ac4485d4c291cf5f27393a6483cd8bf8d0,"[1,0,0,1,1,1]",e778dfbabfa7062b44263a13c8b3d43c4d81d71695465a5bebd10542342f6bc1,0,0,1,0,1,3.0755550473859856e-06,0.06473860449437227,success,1,False,,0.7270602583885193,0.0,1.107869267463684,0.5227878391742706,0.32876484499138314,7.0825985076794495e-09
"[286, 725]",0.2958373725414276,2,A_THBR_R1_CONTROL,118,118,,11,0.954608142375946,"[""capsules/Data/Images/Normal/196.JPG"",""macaroni1/Data/Images/Normal/0659.JPG"",""macaroni2/Data/Images/Anomaly/062.JPG"",""pcb2/Data/Images/Normal/0518.JPG"",""pcb1/Data/Images/Anomaly/019.JPG"",""candle/Data/Images/Normal/0790.JPG""]",3726,3725,0.9999430179595947,0.1291788470370534,7dd3fd7f18acfbc13cdd588d79d4312161d884f97ee0ef7bacd1cb00c7de18bb,"[0,0,1,0,1,0]",cb6ff1609d13cff62659d84cdacfd4ad4362d75bb44912d1abd798dfee919821,0,0,1,0,1,8.075410519463498e-06,0.02849446232158838,success,1,False,,0.6351525783538818,0.0,0.954608142375946,0.5710320621728897,0.3311314638355043,5.141415293508089e-09
"[161, 5861]",0.29587632417678833,2,A_THBR_R1_CONTROL,119,119,,11,0.9137300848960876,"[""fryum/Data/Images/Normal/098.JPG"",""macaroni2/Data/Images/Anomaly/088.JPG"",""chewinggum/Data/Images/Anomaly/051.JPG"",""candle/Data/Images/Normal/0657.JPG"",""macaroni2/Data/Images/Normal/0621.JPG"",""pcb2/Data/Images/Normal/0940.JPG""]",3727,3726,0.9995121955871582,0.032124586403369904,63dc5fb0c9f97caaa1c1afe5fdafc411632c97512128156db50918bf0f96270f,"[0,1,1,0,0,0]",50310e78f1e94c79023e5470891b2e09cd7459ae297db73c11cc28798852b62c,0,0,1,0,1,3.347650393549451e-06,0.03235341978467395,success,1,False,,0.5523607730865479,0.0,0.9137300848960876,0.4618914797902107,0.40975395822897553,6.864689705565752e-09
[7757],0.2959178686141968,1,A_THBR_R1_CONTROL,120,120,,11,0.9818896651268005,"[""macaroni2/Data/Images/Normal/0394.JPG"",""cashew/Data/Images/Normal/342.JPG"",""pcb4/Data/Images/Anomaly/049.JPG"",""pcb1/Data/Images/Normal/0615.JPG"",""pipe_fryum/Data/Images/Normal/460.JPG"",""pcb2/Data/Images/Normal/0011.JPG""]",3728,3727,0.3357182443141937,0.0016462098574265838,25b691d49af1104b831460ebe06400bcb62b29319645ab9f4f9e82148033c02e,"[0,0,1,0,0,0]",94f5015b901152bd864c3dd4c02f053c0ff2aafcac3f2f15a9e4da351e53e41a,0,0,1,0,1,8.51665754170333e-06,0.09999994333880123,success,1,False,,0.6742490530014038,0.0,0.9818896651268005,0.556916356086731,0.045683372765779495,3.8207752517394056e-09
[94],0.2959445118904114,1,A_THBR_R1_CONTROL,121,121,,11,0.7954562306404114,"[""macaroni1/Data/Images/Normal/0755.JPG"",""pcb4/Data/Images/Normal/0294.JPG"",""cashew/Data/Images/Normal/398.JPG"",""capsules/Data/Images/Normal/159.JPG"",""candle/Data/Images/Normal/0187.JPG"",""fryum/Data/Images/Anomaly/027.JPG""]",3729,3728,0.9998831748962402,0.992739200592041,f6df4008fd3903ab306d859a8ebb51821880d759e0e904bf3fcae96eeda5a53f,"[0,0,0,0,0,1]",73250f5acadd88d070d6e77eb35bd309642f27c37e60e77718a356270446513e,0,0,1,0,1,3.5358454746278717e-06,0.05326410354404216,success,1,False,,0.8050200939178467,0.0,0.7954562306404114,0.6382978558540344,0.8030138611793518,0.00012881154543720186
[772],0.2959652245044708,1,A_THBR_R1_CONTROL,122,122,,11,0.7521210312843323,"[""pcb3/Data/Images/Normal/0779.JPG"",""pipe_fryum/Data/Images/Anomaly/072.JPG"",""fryum/Data/Images/Normal/276.JPG"",""pcb4/Data/Images/Normal/0237.JPG"",""pcb4/Data/Images/Normal/0402.JPG"",""pcb3/Data/Images/Normal/0520.JPG""]",3730,3729,0.9999269247055054,0.948359489440918,c8be875d6f443872d86d7c1575895195a87ddd9fc8072cb54df10185114a5b9a,"[0,1,0,0,0,0]",4c46d1bf621919bf52372d3b8b96a0c0f8e87747e18b4ddcf2e8adb6c6c849df,0,0,1,0,1,1.294508857750745e-05,0.09999994343389486,success,1,False,,0.7972913980484009,0.0,0.7521210312843323,0.5142486691474915,0.7832128405570984,2.4772720053078956e-07
"[712, 306, 245, 368]",0.2959747016429901,4,A_THBR_R1_CONTROL,123,123,,11,1.1797367334365845,"[""fryum/Data/Images/Anomaly/014.JPG"",""chewinggum/Data/Images/Normal/435.JPG"",""cashew/Data/Images/Anomaly/001.JPG"",""pcb2/Data/Images/Normal/0804.JPG"",""macaroni2/Data/Images/Anomaly/055.JPG"",""pcb1/Data/Images/Anomaly/028.JPG""]",3731,3730,0.9999632835388184,0.4307952672796276,7163817c172f0dec3be8cd070b6e8ffdde335f0988477004b9edb3ddd92dc4d8,"[1,0,1,0,1,1]",9cabd86da44c9b4d63a7b4b2f59b4b8463e7482a2752f7f0e00c54591f52aa6f,0,0,1,0,1,2.1774374855948316e-05,0.09999994347298011,success,1,False,,0.7665225267410278,0.0,1.1797367334365845,0.7830923348665237,0.3232262730728106,1.223763312907522e-08
"[4687, 256, 608, 314]",0.29599565267562866,4,A_THBR_R1_CONTROL,124,124,,11,0.8515968322753906,"[""candle/Data/Images/Normal/0214.JPG"",""chewinggum/Data/Images/Anomaly/042.JPG"",""macaroni2/Data/Images/Anomaly/004.JPG"",""candle/Data/Images/Normal/0935.JPG"",""pipe_fryum/Data/Images/Anomaly/003.JPG"",""macaroni2/Data/Images/Anomaly/090.JPG""]",3732,3731,0.99988853931427,0.21776895970106125,5abaab44f30d0a793ea9be73ecdd9f13ee942ceada300a7c5af8b355794742f8,"[0,1,1,0,1,1]",19dd8bd83b6e8361cc9fc90630136946ef630a081b20a039735c1e7760d231ce,0,0,1,0,1,5.136774585683399e-06,0.08664172308311849,success,1,False,,0.6099934577941895,0.0,0.8515968322753906,0.3069307170808315,0.5095415860414505,1.386705417161238e-08
"[166, 8877, 540]",0.2960154712200165,3,A_THBR_R1_CONTROL,125,125,,11,0.9972037672996521,"[""macaroni2/Data/Images/Anomaly/093.JPG"",""pcb1/Data/Images/Normal/0423.JPG"",""macaroni1/Data/Images/Normal/0730.JPG"",""chewinggum/Data/Images/Anomaly/044.JPG"",""candle/Data/Images/Normal/0479.JPG"",""cashew/Data/Images/Anomaly/082.JPG""]",3733,3732,0.9998111128807068,0.3328980308015919,3cbbe7ddc0da671c7fe5e07c350759cdbd2caa29bbeb40dfed9630a276ef8ce3,"[1,0,0,1,0,1]",dcb8e098b069717f7fa09ad5f028d8251d3e7bf6dcf14ac66474e822aed2189e,0,0,1,0,1,1.0500974083182922e-05,0.09999994353469685,success,1,False,,0.733374297618866,0.0,0.9972037672996521,0.6149731228748957,0.3172427398774194,8.543244334191513e-09
"[507, 2772, 49, 52, 495]",0.29603031277656555,5,A_THBR_R1_CONTROL,126,126,,11,1.0104775428771973,"[""chewinggum/Data/Images/Anomaly/095.JPG"",""fryum/Data/Images/Normal/087.JPG"",""fryum/Data/Images/Anomaly/002.JPG"",""fryum/Data/Images/Anomaly/026.JPG"",""fryum/Data/Images/Anomaly/087.JPG"",""pcb1/Data/Images/Anomaly/098.JPG""]",3734,3733,0.9999948740005493,0.6165007770061492,1f8d8b58ff94a6fcc0fe061e57a1e5350f36d1e8c1c0d87c3a3f2cc0fa54c757,"[1,0,1,1,1,1]",fe2469bde528d893d930f38e42855dae2ff8d92e78892a1ff86ee0d2cae0d363,0,0,1,0,1,5.020451641638889e-06,0.0999999435501702,success,1,False,,0.7792927622795105,0.0,1.0104775428771973,0.5126214623451233,0.5830394744873046,5.825986360008528e-09
"[341, 860, 443, 22, 532]",0.296051025390625,5,A_THBR_R1_CONTROL,127,127,,11,1.167511224746704,"[""chewinggum/Data/Images/Anomaly/028.JPG"",""pcb3/Data/Images/Anomaly/023.JPG"",""capsules/Data/Images/Anomaly/003.JPG"",""candle/Data/Images/Anomaly/049.JPG"",""candle/Data/Images/Normal/0046.JPG"",""pcb1/Data/Images/Anomaly/036.JPG""]",3735,3734,0.9999977350234985,0.21679944931165665,4d5a5a6e3563bf1798a9e8e2ded9136f6224a9f80e9b2fbf01b26beae06fe761,"[1,1,1,1,0,1]",5db511ea575c5d6dc2cf1202df30103da2f374a85a42874f9147807d54cf260c,0,0,1,0,1,4.54918569734948e-06,0.0999999435650856,success,1,False,,0.6641055345535278,0.0,1.167511224746704,0.5031128555536271,0.37356652090384157,1.9102674997384383e-08
