arm,background_count,category,far_background_count,file_name,near_background_count,near_background_fraction_of_background,top_background_1pct_count,top_background_1pct_far_fraction,top_background_1pct_near_fraction,top_background_1pct_near_score_mass_fraction
A_LATE_CONVLORA_FREEZE_R1,267706,fryum,266839,fryum/Data/Images/Anomaly/004.JPG,867,0.0032386274495155134,2678,0.719193427931292,0.280806572068708,0.6054093241691589
A_LATE_CONVLORA_FREEZE_R1,267913,fryum,267428,fryum/Data/Images/Anomaly/019.JPG,485,0.001810289161033619,2680,0.9011194029850746,0.09888059701492537,0.1800200343132019
A_LATE_CONVLORA_FREEZE_R1,267790,pcb1,267394,pcb1/Data/Images/Anomaly/070.JPG,396,0.0014787706785167481,2678,0.8521284540702017,0.14787154592979837,0.737190842628479
A_LATE_CONVLORA_FREEZE_R1,266916,pcb1,265178,pcb1/Data/Images/Anomaly/071.JPG,1738,0.006511411829939007,2670,0.4794007490636704,0.5205992509363296,0.9887346625328064
A_LATE_CONVLORA_FREEZE_R1,267794,pcb1,267394,pcb1/Data/Images/Anomaly/017.JPG,400,0.0014936854447821833,2678,0.8506348020911128,0.14936519790888722,0.5716546177864075
A_LATE_CONVLORA_FREEZE_R1,268078,pcb1,267688,pcb1/Data/Images/Anomaly/072.JPG,390,0.001454800468520356,2681,0.9015292801193584,0.09847071988064156,0.5677647590637207
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267821,candle,267369,candle/Data/Images/Anomaly/026.JPG,452,0.0016876943928967481,2679,0.8312803284807764,0.1687196715192236,0.7959170937538147
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267657,candle,266993,candle/Data/Images/Anomaly/023.JPG,664,0.0024807869773628187,2677,0.7571908853193874,0.24280911468061261,0.8307017683982849
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268312,candle,268222,candle/Data/Images/Anomaly/045.JPG,90,0.0003354303944661439,2684,0.966467958271237,0.03353204172876304,0.29465383291244507
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267895,candle,267457,candle/Data/Images/Anomaly/033.JPG,438,0.0016349689243920192,2679,0.9451287793952967,0.054871220604703244,0.05230887606739998
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267862,pcb3,267248,pcb3/Data/Images/Anomaly/070.JPG,614,0.0022922251009848357,2679,0.8305337812616648,0.1694662187383352,0.7585015892982483
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,261361,pcb3,259337,pcb3/Data/Images/Anomaly/043.JPG,2024,0.007744078114179239,2614,1.0,0.0,0.0
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267730,pcb3,266764,pcb3/Data/Images/Anomaly/084.JPG,966,0.0036081126508049153,2678,0.6732636295743092,0.3267363704256908,0.8872784972190857
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267369,pcb3,265793,pcb3/Data/Images/Anomaly/082.JPG,1576,0.005894475425348489,2674,0.6163051608077786,0.3836948391922214,0.81442791223526
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268042,capsules,267673,capsules/Data/Images/Anomaly/096.JPG,369,0.0013766499279963588,2681,0.8642297650130548,0.13577023498694518,0.6183307766914368
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267050,capsules,266067,capsules/Data/Images/Anomaly/085.JPG,983,0.0036809586219809023,2671,0.6405840509172595,0.35941594908274055,0.7832292318344116
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,264068,capsules,263114,capsules/Data/Images/Anomaly/073.JPG,954,0.0036127058181983428,2641,0.7148807269973495,0.2851192730026505,0.7264707684516907
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268143,capsules,267921,capsules/Data/Images/Anomaly/024.JPG,222,0.0008279164475671563,2682,0.9172259507829977,0.08277404921700224,0.4509384036064148
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267648,pipe_fryum,267209,pipe_fryum/Data/Images/Anomaly/014.JPG,439,0.001640214012434242,2677,0.8360104594695554,0.16398954053044454,0.761812686920166
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268078,pipe_fryum,267779,pipe_fryum/Data/Images/Anomaly/021.JPG,299,0.0011153470258656064,2681,0.8884744498321522,0.11152555016784782,0.5098360776901245
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,266969,pipe_fryum,266327,pipe_fryum/Data/Images/Anomaly/019.JPG,642,0.0024047735879446676,2670,0.7614232209737828,0.23857677902621724,0.8185157179832458
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267583,pipe_fryum,265310,pipe_fryum/Data/Images/Anomaly/084.JPG,2273,0.008494560566254208,2676,0.48617339312406577,0.5138266068759342,0.8743667006492615
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,266292,pcb4,265194,pcb4/Data/Images/Anomaly/048.JPG,1098,0.004123293226983913,2663,0.9654524971836275,0.03454750281637251,0.038643728941679
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,266865,pcb4,266193,pcb4/Data/Images/Anomaly/041.JPG,672,0.0025181271429374403,2669,0.7916822780067441,0.2083177219932559,0.8977779150009155
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267558,pcb4,266733,pcb4/Data/Images/Anomaly/058.JPG,825,0.00308344358980109,2676,0.8053064275037369,0.19469357249626307,0.7461524605751038
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267365,pcb4,266915,pcb4/Data/Images/Anomaly/093.JPG,450,0.0016830924017728574,2674,1.0,0.0,0.0
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267999,macaroni2,267632,macaroni2/Data/Images/Anomaly/052.JPG,367,0.001369408094806324,2680,0.8630597014925373,0.1369402985074627,0.21964360773563385
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268221,macaroni2,268034,macaroni2/Data/Images/Anomaly/016.JPG,187,0.0006971862754966986,2683,0.9303019008572494,0.06969809914275066,0.4082544147968292
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268198,macaroni2,268005,macaroni2/Data/Images/Anomaly/017.JPG,193,0.0007196175959552271,2682,0.9280387770320656,0.07196122296793438,0.3560667634010315
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268289,macaroni2,268163,macaroni2/Data/Images/Anomaly/034.JPG,126,0.00046964281055130846,2683,0.9530376444278792,0.04696235557212076,0.07650168240070343
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,258678,pcb2,254959,pcb2/Data/Images/Anomaly/044.JPG,3719,0.014376947401789096,2587,0.836876691148048,0.16312330885195206,0.13317669928073883
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267863,pcb2,267406,pcb2/Data/Images/Anomaly/063.JPG,457,0.001706096026700216,2679,0.8764464352370287,0.12355356476297126,0.6397237181663513
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267455,pcb2,266777,pcb2/Data/Images/Anomaly/029.JPG,678,0.0025350058888411135,2675,0.7734579439252336,0.22654205607476635,0.7651457190513611
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267773,pcb2,267107,pcb2/Data/Images/Anomaly/012.JPG,666,0.002487181306554432,2678,0.9902912621359223,0.009708737864077669,0.007503708358854055
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267825,chewinggum,267123,chewinggum/Data/Images/Anomaly/034.JPG,702,0.0026211145337440493,2679,0.7969391564016424,0.2030608435983576,0.33925768733024597
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268238,chewinggum,267482,chewinggum/Data/Images/Anomaly/072.JPG,756,0.002818392621477941,2683,0.7808423406634365,0.21915765933656356,0.5044406652450562
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,263552,chewinggum,261100,chewinggum/Data/Images/Anomaly/021.JPG,2452,0.009303666828557553,2636,0.5140364188163885,0.48596358118361155,0.7052056789398193
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267385,chewinggum,266550,chewinggum/Data/Images/Anomaly/091.JPG,835,0.003122837855526675,2674,0.8391922213911742,0.16080777860882572,0.827669620513916
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268232,macaroni1,268064,macaroni1/Data/Images/Anomaly/037.JPG,168,0.0006263234811655582,2683,0.937383525903839,0.06261647409616102,0.35979363322257996
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268201,macaroni1,267438,macaroni1/Data/Images/Anomaly/073.JPG,763,0.002844881264424816,2683,0.8024599329109207,0.1975400670890794,0.45502015948295593
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268095,macaroni1,267819,macaroni1/Data/Images/Anomaly/065.JPG,276,0.0010294858165948637,2681,0.897053338306602,0.10294666169339799,0.6033834218978882
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268129,macaroni1,267875,macaroni1/Data/Images/Anomaly/052.JPG,254,0.0009473052150270952,2682,0.9052945563012678,0.0947054436987323,0.5184805989265442
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267904,cashew,267518,cashew/Data/Images/Anomaly/004.JPG,386,0.0014408146201624462,2680,0.8559701492537314,0.14402985074626865,0.7296962141990662
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268267,cashew,268049,cashew/Data/Images/Anomaly/062.JPG,218,0.0008126232447524295,2683,0.9187476705180768,0.08125232948192322,0.2155303955078125
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267090,cashew,265460,cashew/Data/Images/Anomaly/092.JPG,1630,0.006102811786289266,2671,0.9457132160239611,0.054286783976038935,0.04427818953990936
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,267688,cashew,267286,cashew/Data/Images/Anomaly/016.JPG,402,0.0015017483039956965,2677,0.8498319013821442,0.15016809861785582,0.801797091960907
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268276,fryum,268072,fryum/Data/Images/Anomaly/026.JPG,204,0.0007604109200972134,2683,0.9418561311964219,0.05814386880357809,0.0814656987786293
A_GRADBUDGET_R1_DESCRIPTIVE_INVALID,268298,fryum,268184,fryum/Data/Images/Anomaly/033.JPG,114,0.0004249006701503552,2683,0.9575102497204622,0.04248975027953783,0.2304782122373581
