method,image_path,teacher_norm_l2,student_norm_l2,student_to_teacher_norm_ratio,directional_cosine,sign_agreement,score_delta_abs_mean_global,score_delta_abs_mean_normal,score_delta_abs_mean_anomaly
p30,candle/Data/Images/Anomaly/037.JPG,14.836620203058544,30.72198139707735,2.0706859767660606,0.9386980966343053,0.14814814814814814,0.0018467778572812676,0.001431409502401948,0.43342074751853943
p30,candle/Data/Images/Anomaly/078.JPG,14.222983553311824,93.60935330266867,6.581555336248119,0.9114912130899,0.13580246913580246,0.04231516644358635,0.04164277762174606,0.9260473847389221
p30,candle/Data/Images/Anomaly/090.JPG,18.128781975100317,108.45274053092272,5.982351196008721,0.9717613108298502,0.13580246913580246,0.055407676845788956,0.05135607719421387,0.9231593608856201
p30,candle/Data/Images/Anomaly/065.JPG,11.924088268139554,154.96393083445253,12.99587250192594,0.15651472485126844,0.04938271604938271,0.09969804435968399,0.0986190214753151,0.3441894054412842
p30,candle/Data/Images/Normal/0739.JPG,77.32048800295263,13.058076948948898,0.16888249526374238,0.9989455839375054,1.0,2.1381154624577903e-09,2.1381154624577903e-09,
p30,candle/Data/Images/Normal/0800.JPG,77.32048800295263,13.229433167181924,0.1710986765458171,0.999429578654733,1.0,2.1435859753893283e-09,2.1435859753893283e-09,
p30,candle/Data/Images/Anomaly/029.JPG,14.844576389035879,55.98144193283852,3.771171400632631,0.9201303336851415,0.1111111111111111,0.011552182026207447,0.011024515144526958,0.45210281014442444
p30,candle/Data/Images/Anomaly/035.JPG,10.591898546695859,36.85809303691823,3.479838187122374,0.449809326185555,0.04938271604938271,0.002711392706260085,0.0027088215574622154,0.004371274262666702
p30,candle/Data/Images/Anomaly/058.JPG,76.73021740598433,6.507955319549008,0.08481606777047188,0.9922815187584885,1.0,2.645131447209792e-09,2.6447930512318862e-09,1.7763095883083224e-08
p30,candle/Data/Images/Normal/0469.JPG,77.32048800295263,7.246935506037094,0.0937259411213281,0.9902258053445634,1.0,2.40598385659041e-09,2.40598385659041e-09,
p30,candle/Data/Images/Anomaly/074.JPG,16.637605948132002,170.41311300622783,10.242646300044212,0.8375686996251421,0.12345679012345678,0.11774827539920807,0.11647982150316238,0.6690079569816589
p30,candle/Data/Images/Anomaly/013.JPG,14.433155249427829,40.54353794820297,2.8090557641448655,0.9474760526593763,0.12345679012345678,0.0037797626573592424,0.0030894088558852673,0.7128157019615173
p30,candle/Data/Images/Normal/0297.JPG,77.32048800295263,12.993180814691511,0.16804318170101748,0.9993316321147744,1.0,2.157735101704361e-09,2.157735101704361e-09,
p30,candle/Data/Images/Anomaly/060.JPG,16.25706228422953,33.55232265416235,2.0638613586853523,0.9280786031039515,0.12345679012345678,0.0014168423367664218,0.0002362696686759591,0.396206259727478
p30,candle/Data/Images/Normal/0953.JPG,77.32048800295263,13.399535541669628,0.17329864163762057,0.9994371633524226,1.0,2.154503686568887e-09,2.154503686568887e-09,
p30,candle/Data/Images/Normal/0751.JPG,77.32048800295263,13.042365455576045,0.16867929564901346,0.9989879194302703,1.0,2.288123912563833e-09,2.288123912563833e-09,
p30,candle/Data/Images/Normal/0423.JPG,77.32048800295263,13.175253289836986,0.1703979582919066,0.9992500118455775,1.0,2.1237416270025733e-09,2.1237416270025733e-09,
p30,candle/Data/Images/Anomaly/052.JPG,8.037215581587756,8.396027926840992,1.0446438622444356,0.5849552168897852,0.08641975308641975,1.847536701404806e-08,1.8010949176527902e-08,5.436058472696459e-06
p30,candle/Data/Images/Normal/0790.JPG,77.32048800295263,13.169278098144002,0.17032068004590334,0.9992999252288844,1.0,2.130598808491868e-09,2.130598808491868e-09,
p30,candle/Data/Images/Normal/0377.JPG,77.32048800295263,13.197712987262639,0.17068843366273967,0.9991693304081517,1.0,2.1067050326450953e-09,2.1067050326450953e-09,
p30,candle/Data/Images/Normal/0333.JPG,77.32048800295263,13.171097265674014,0.17034420767198274,0.9991291190147144,1.0,2.120519537740506e-09,2.120519537740506e-09,
p30,candle/Data/Images/Normal/0684.JPG,77.32048800295263,12.919204849850427,0.16708643703020967,0.999502117405709,1.0,2.1560124796593527e-09,2.1560124796593527e-09,
p30,candle/Data/Images/Anomaly/047.JPG,32.216750799435324,39.40210607340889,1.2230316557590128,-0.5085740264645332,0.4567901234567901,0.0006637067999690771,0.0006571330595761538,0.1770484745502472
p30,candle/Data/Images/Normal/0996.JPG,77.32048800295263,15.85282675152475,0.20502750514093213,0.234679335113814,0.9259259259259259,3.7000500014983118e-06,3.7000500014983118e-06,
p30,candle/Data/Images/Normal/0490.JPG,77.32048800295263,14.258058078645437,0.18440207048487545,0.7791184041722001,0.9753086419753086,3.2273639316571234e-09,3.2273639316571234e-09,
p30,candle/Data/Images/Anomaly/069.JPG,17.29877401568576,136.8063125726958,7.90843978010499,0.8101208341667051,0.16049382716049382,0.0885285958647728,0.08464159071445465,0.6564487814903259
p30,candle/Data/Images/Normal/0514.JPG,77.32048800295263,13.155617693684796,0.17014400753888703,0.9992610288160128,1.0,2.1226185253908625e-09,2.1226185253908625e-09,
p30,candle/Data/Images/Normal/0196.JPG,77.32048800295263,14.102841133194255,0.18239462136679366,0.20777989915936454,0.9135802469135802,2.892052179959137e-07,2.892052179959137e-07,
p30,candle/Data/Images/Anomaly/049.JPG,16.545074544027138,56.44423042566338,3.411542829587314,-0.3866355165302574,0.14814814814814814,0.011784914880990982,0.011703941971063614,0.9992835521697998
p30,candle/Data/Images/Normal/0303.JPG,77.32048800295263,12.953647698064545,0.1675318926798533,0.9976296985977925,1.0,2.113479169452148e-09,2.113479169452148e-09,
p30,candle/Data/Images/Anomaly/042.JPG,10.39495208129495,121.93441725572725,11.730156743592925,0.07324589825614386,0.04938271604938271,0.07088980823755264,0.07077288627624512,0.9935278296470642
p30,candle/Data/Images/Normal/0294.JPG,77.32048800295263,13.237597989726295,0.17120427368772934,0.9994607156457256,1.0,2.1690094165194296e-09,2.1690094165194296e-09,
p30,candle/Data/Images/Anomaly/030.JPG,18.53781374953212,108.475032916497,5.8515547940077255,0.921240350763321,0.13580246913580246,0.05636696144938469,0.05220722779631615,0.9823374152183533
p30,candle/Data/Images/Normal/0920.JPG,77.32048800295263,13.188130378732446,0.1705645000356029,0.9993871129499758,1.0,2.1175923237137795e-09,2.1175923237137795e-09,
