metric_type,dataset,epoch,prompt_config,score_rule,pixel_auc,pixel_ap,image_auc,image_ap
pixel,Brain,13,current_shared,,94.48,37.63,,
pixel,Liver,13,current_shared,,95.89,4.9799999999999995,,
pixel,Retina,13,current_shared,,93.33,40.87,,
pixel,Colon_clinicDB,13,current_shared,,84.44,46.32,,
pixel,Colon_colonDB,13,current_shared,,80.58999999999999,28.060000000000002,,
pixel,Colon_Kvasir,13,current_shared,,85.24000000000001,55.96,,
image,Brain,13,current_shared,cls_only,,,79.09,93.60
image,Liver,13,current_shared,cls_only,,,63.14,59.60
image,Retina,13,current_shared,cls_only,,,76.39,71.39
