epoch,target,anchor_train_effect_pixel_auroc,anchor_rmt_inference_effect_pixel_auroc,anchor_total_effect_pixel_auroc,anchor_vs_old_cir_pixel_auroc,old_cir_rmt_inference_effect_pixel_auroc,anchor_train_effect_pixel_ap,anchor_rmt_inference_effect_pixel_ap,anchor_total_effect_pixel_ap,anchor_vs_old_cir_pixel_ap,old_cir_rmt_inference_effect_pixel_ap,anchor_train_effect_image_auroc,anchor_rmt_inference_effect_image_auroc,anchor_total_effect_image_auroc,anchor_vs_old_cir_image_auroc,old_cir_rmt_inference_effect_image_auroc,anchor_train_effect_image_ap,anchor_rmt_inference_effect_image_ap,anchor_total_effect_image_ap,anchor_vs_old_cir_image_ap,old_cir_rmt_inference_effect_image_ap
14,Brain,0.020087455117806297,-1.950296268293794e-05,0.02006795215512336,0.007304813203482974,-2.423424955244613e-05,0.008800968616120064,-3.556038987440058e-05,0.008765408226245663,-0.005238525923608572,2.9238880195237016e-05,0.038891514227642254,4.3191056910640846e-05,0.038934705284552895,-0.00872840447154477,1.3211382113853531e-05,0.01557719961070747,2.072604342917561e-05,0.015597925654136646,0.0034800592569758093,3.0236605016442653e-06
14,Liver,0.009391797230267063,-3.8667351981325204e-05,0.009353129878285737,-0.0076799267259507475,-3.044932713669457e-05,0.004019693258890594,-1.873077170735926e-05,0.004000962487183235,-0.039881059172135386,-2.2653035713457448e-05,-0.07331841827640151,1.2732365673562285e-05,-0.07330568591072795,-0.03638000654807372,-9.094546909671486e-06,-0.05163499568731522,1.1954326619434408e-05,-0.05162304136069579,-0.05356336500695469,1.432050250305128e-05
14,Retina,0.021957645664043568,0.00019743862670507095,0.02215508429074864,0.059532762601595346,-3.086015810327414e-05,0.029663912352062616,5.150193866726438e-05,0.02971541429072988,0.1193007384810566,-0.00016671026983466897,0.17617851341088664,0.0,0.17617851341088664,0.08435807293631281,-2.5146984121704463e-06,0.11761617446991424,-2.3063315672811058e-06,0.11761386813834696,0.0699236768690048,-2.259037274066067e-05
14,Colon_clinicDB,0.01824976519046073,-4.1847482588508456e-05,0.018207917707872223,0.05686807642524583,-0.00012095522426658345,0.040017238500132446,-6.573669009585226e-05,0.039951501810036594,0.08812340649279232,4.535800112459576e-05,,,,,,,,,,
14,Colon_colonDB,0.009430196252954715,-7.811325873907649e-05,0.009352082994215638,0.01788790854027289,-9.967305744440491e-05,0.007260723487131915,-6.366509935518128e-05,0.007197058387776734,-0.03217132462099853,-4.3834323373959094e-05,,,,,,,,,,
14,Colon_Kvasir,0.01023325904026684,-6.979923644567787e-05,0.010163459803821162,0.039361646936648564,-5.2272313595169706e-05,0.002815135069330177,-8.607072340927058e-05,0.0027290643459209063,0.04139108062059099,7.854855373806702e-05,,,,,,,,,,
16,Brain,0.022627201223057725,-2.1855032453554912e-05,0.02260534619060417,0.004394002186691615,-2.508927575273212e-05,0.014890109798183504,-8.765952050016068e-06,0.014881343846133488,-0.02565328305176237,4.64101803468453e-05,0.057408790650406494,1.7022357723606163e-05,0.0574258130081301,0.0008401930894309517,1.88008130082018e-05,0.02282451480553449,7.163431072543247e-06,0.022831678236607034,0.00661418683539583,1.3502580587299029e-05
16,Liver,0.011562817391843616,-2.7335502401193423e-05,0.011535481889442423,-0.00622879154343059,-5.124552712387764e-05,0.003871350897662079,-1.655814876418832e-05,0.003854792748897891,-0.03229428148049345,1.4750111453784576e-05,-0.05760304121648663,7.275637527781598e-06,-0.057595765578958846,-0.010538760958929028,2.182691258323377e-05,-0.030949961804087156,5.666980661289678e-06,-0.030944294823425866,-0.024035570995633304,3.63379408335196e-05
16,Retina,0.01965765441917544,0.00011788717151173245,0.019775541590687173,0.05598287393376966,-0.00028511907963246763,0.03653702244218021,1.503120807266889e-06,0.03653852556298748,0.14035801941969978,-0.0004135654914641518,0.14569659660716883,3.7720476183666918e-06,0.1457003686547872,0.07393339066845706,-1.2573492061962455e-06,0.09915383291316837,1.9171396309913824e-05,0.09917300430947829,0.07607903136929783,-1.0905950808659526e-05
16,Colon_clinicDB,0.020023170081587383,-0.00010714921893939522,0.019916020862647987,0.05534902797914132,-0.00014397332279980635,0.04183905877409416,-7.390762128045569e-05,0.041765151152813706,0.09159065872430311,0.000193024692124677,,,,,,,,,,
16,Colon_colonDB,0.008758038925922196,-0.00015078370163068566,0.00860725522429151,0.010510913993530435,-0.0001520991875132438,-0.007788755337657716,-9.76726367600822e-05,-0.007886427974417798,-0.037540301765336626,-0.00011362335264614165,,,,,,,,,,
16,Colon_Kvasir,0.010648030820729737,-0.00011042332228594631,0.01053760749844379,0.037246585681453004,-2.8182675012367042e-05,0.00023793556077156275,-0.00010807524842337823,0.00012986031234818451,0.03781818307534701,0.00025531800811706695,,,,,,,,,,
18,Brain,0.0067682261074692995,-2.509222927171706e-05,0.0067431338781975825,0.004143761398229362,-1.1761480289806947e-05,-0.04405137319528954,-3.769899420524858e-06,-0.044055143094710064,-0.0019734001693079706,1.7406106782524855e-05,0.05436280487804879,2.2865853658293744e-06,0.054365091463414617,0.019042682926829313,1.3719512195087269e-05,0.023833720426228777,8.59346825254903e-07,0.023834579773054032,0.015076244777124326,5.492600020584604e-06
18,Liver,0.007524044270835639,-3.0195680706612826e-05,0.007493848590129026,-0.014005751788964349,-3.632510070261663e-05,0.0030266126658063247,-1.6501222514286873e-05,0.003010111443292038,-0.04709395615770074,-1.8355034204373122e-05,-0.04773909563825529,-1.8189093818898883e-06,-0.04774091454763718,0.010544217687074808,-2.182691258323377e-05,-0.01341382547554515,-1.9409962896954625e-06,-0.013415766471834845,0.01074023326781598,-3.4774012375171637e-06
18,Retina,0.023977241424410267,-0.000153504930948678,0.02382373649346159,0.046037688301069135,0.00022296764859353058,0.05093994072269692,-0.0005288907675623511,0.05041104995513457,0.10361313055728683,0.0001084928500608151,0.1721172754751522,0.0,0.1721172754751522,0.07237427765288107,0.0,0.11686461563168371,-8.417348625888721e-07,0.11686377389682112,0.06703633467147752,0.0
18,Colon_clinicDB,0.016280062933231032,-0.0001223560844391125,0.01615770684879192,0.046518706743973626,-0.00010173537394564391,0.029338569437819928,-8.024542478318741e-05,0.02925832401303674,0.08857308652117413,7.183544176952994e-05,,,,,,,,,,
18,Colon_colonDB,0.0005094735174516751,-0.00010865249366098784,0.0004008210237906873,0.0071095969256953495,-0.0001078412882945523,-0.030746066712926623,-7.42372379551326e-05,-0.030820303950881756,-0.027629160677960563,-6.340378716251927e-05,,,,,,,,,,
18,Colon_Kvasir,0.009400555538698563,-0.00011857387269076369,0.0092819816660078,0.02120999705444826,-1.2998936839703212e-05,0.0042254177953467975,-6.697214841633325e-05,0.004158445646930464,0.03501220352222545,0.00021227356299891031,,,,,,,,,,
20,Brain,0.023920008649080726,-2.1921850957062894e-05,0.023898086798123663,0.01005389153381242,-1.4697351719661356e-05,-0.03349329071780993,-4.768478241934382e-06,-0.033498059196051866,0.008617682259089016,2.0576372431024836e-05,0.030823424796747934,8.130081300850023e-06,0.030831554878048784,0.049004827235772375,-1.2703252032508772e-06,0.015378557151992212,2.0420787546493457e-06,0.01538059923074686,0.022363988959942627,-1.5825602617258738e-07
20,Liver,0.0222757924500947,-4.431885940481273e-05,0.022231473590689887,-0.011669647482543066,-2.245638853815013e-05,0.00812751554812105,-2.2367616801875767e-05,0.008105147931319175,-0.034820476013587835,-8.751816181568062e-06,-0.04283349703517769,1.8189093818898883e-06,-0.0428316781257958,-0.0001964422132488819,-5.456728145780687e-06,-0.02136354932149176,5.1585657148134345e-06,-0.021358390755776946,-0.020079787154881457,3.290014265466823e-07
20,Retina,0.015594640203770216,-0.00015474749260546705,0.015439892711164749,0.05699337387756065,0.00031435801136814323,0.037867234282458806,-0.0004232245931220513,0.037444009689336755,0.12866576013967607,8.524145775906655e-05,0.16006558333459076,-1.2573492060852232e-06,0.16006432598538467,0.0696521166216536,-1.2573492060852232e-06,0.11226142565407615,-2.4696236293531015e-05,0.11223672941778262,0.06741587184041986,-5.963908104478222e-06
20,Colon_clinicDB,0.01292912910417321,-0.00013394134790489787,0.012795187756268311,0.0447141155529609,-0.0001823093189456948,0.025007335536576858,-8.478679129203526e-05,0.024922548745284823,0.08383436411914563,-0.00011063350589635146,,,,,,,,,,
20,Colon_colonDB,0.01522464401660295,-0.00012824379212317272,0.015096400224479778,0.013545288075098694,-9.723720015630821e-05,-0.009660539943145474,-7.018164199340537e-05,-0.00973072158513888,-0.0335639137902668,-6.526320815408715e-05,,,,,,,,,,
20,Colon_Kvasir,0.0006395949850630522,-0.0001482113090350845,0.0004913836760279677,0.018395904578010547,-9.343451340693143e-05,-0.009543657720103904,-0.00013040995598578853,-0.009674067676089693,0.01604679758609584,-2.5920811485002915e-05,,,,,,,,,,
