epoch,method,cohort,stat,value,n,checkpoint_sha256,source
14,C_OLD_0,normal,p99.9,8.831570871590975e-08,12879552,,
14,C_OLD_0,anomaly,p10,3.065690590275949e-09,12879552,,
14,C_OLD_0,anomaly,p50,8.30947577412644e-09,12879552,,
14,C_OLD_0,anomaly,p90,3.663401059839091e-07,12879552,,
14,C_OLD_0,anomaly,p95,2.629463324410608e-06,12879552,,
14,C_OLD_0,anomaly,p99,0.000223267468682028,12879552,,
14,C_OLD_0,anomaly,p99.5,0.003959849283564785,12879552,,
14,C_OLD_0,anomaly,p99.9,0.497574015498109,12879552,,
14,C_OLD_0,all,top_precision_0.001,0.6344578593889514,25759,,
14,C_OLD_0,all,top_precision_0.005,0.243734277462033,128796,,
14,C_OLD_0,all,top_precision_0.01,0.13171655842013114,257591,,
14,C_OLD_0,all,top_precision_0.02,0.06776634276818677,515182,,
14,C_OLD_0,all,top_precision_0.05,0.027527359263328298,1287955,,
14,C_OLD_05,normal,p10,2.4804851506132763e-09,12879552,,
14,C_OLD_05,normal,p50,2.70157451964792e-09,12879552,,
14,C_OLD_05,normal,p90,4.8695953935862235e-09,12879552,,
14,C_OLD_05,normal,p95,7.696170678528325e-09,12879552,,
14,C_OLD_05,normal,p99,2.8710058135317264e-08,12879552,,
14,C_OLD_05,normal,p99.5,4.4891225030596336e-08,12879552,,
14,C_OLD_05,normal,p99.9,8.958733736363523e-08,12879552,,
14,C_OLD_05,anomaly,p10,3.1469147288021304e-09,12879552,,
14,C_OLD_05,anomaly,p50,8.480383506537237e-09,12879552,,
14,C_OLD_05,anomaly,p90,3.704749360622378e-07,12879552,,
14,C_OLD_05,anomaly,p95,2.652775003753044e-06,12879552,,
14,C_OLD_05,anomaly,p99,0.00022390682584955376,12879552,,
14,C_OLD_05,anomaly,p99.5,0.003967650705017036,12879552,,
14,C_OLD_05,anomaly,p99.9,0.49837239584319476,12879552,,
14,C_OLD_05,all,top_precision_0.001,0.6344190380061338,25759,,
14,C_OLD_05,all,top_precision_0.005,0.24378086275971303,128796,,
14,C_OLD_05,all,top_precision_0.01,0.13171267629692032,257591,,
14,C_OLD_05,all,top_precision_0.02,0.06776634276818677,515182,,
14,C_OLD_05,all,top_precision_0.05,0.02752891211261263,1287955,,
16,P,normal,p10,2.5099253786464715e-09,12879552,,
16,P,normal,p50,2.711330937543721e-09,12879552,,
16,P,normal,p90,4.950952536830755e-09,12879552,,
16,P,normal,p95,6.915007677577023e-09,12879552,,
16,P,normal,p99,1.8263620180647476e-08,12879552,,
16,P,normal,p99.5,2.754272250271579e-08,12879552,,
16,P,normal,p99.9,6.89994117237783e-08,12879552,,
16,P,anomaly,p10,2.7997842710902892e-09,12879552,,
16,P,anomaly,p50,4.8771244820500215e-09,12879552,,
16,P,anomaly,p90,6.359249482557061e-08,12879552,,
16,P,anomaly,p95,5.526822690171653e-07,12879552,,
16,P,anomaly,p99,0.0007892788853496339,12879552,,
16,P,anomaly,p99.5,0.007355138580314764,12879552,,
16,P,anomaly,p99.9,0.49197043016542347,12879552,,
16,P,all,top_precision_0.001,0.6196669125354245,25759,,
16,P,all,top_precision_0.005,0.2092922140439144,128796,,
16,P,all,top_precision_0.01,0.1212814112294296,257591,,
16,P,all,top_precision_0.02,0.06541377610242594,515182,,
16,P,all,top_precision_0.05,0.027462139593386416,1287955,,
16,C_OLD_0,normal,p10,2.3737312115912346e-09,12879552,,
16,C_OLD_0,normal,p50,2.568162571492394e-09,12879552,,
16,C_OLD_0,normal,p90,5.309642059359021e-09,12879552,,
16,C_OLD_0,normal,p95,8.962230069187171e-09,12879552,,
16,C_OLD_0,normal,p99,9.944725476884775e-08,12879552,,
16,C_OLD_0,normal,p99.5,4.197734737941789e-07,12879552,,
16,C_OLD_0,normal,p99.9,3.781399764920662e-05,12879552,,
16,C_OLD_0,anomaly,p10,2.924710917895368e-09,12879552,,
16,C_OLD_0,anomaly,p50,8.379202220964999e-09,12879552,,
16,C_OLD_0,anomaly,p90,9.21011803711736e-07,12879552,,
16,C_OLD_0,anomaly,p95,7.570786056021445e-06,12879552,,
16,C_OLD_0,anomaly,p99,0.002697833038400894,12879552,,
16,C_OLD_0,anomaly,p99.5,0.01923509546555548,12879552,,
16,C_OLD_0,anomaly,p99.9,0.6483744705319129,12879552,,
16,C_OLD_0,all,top_precision_0.001,0.6147754183003998,25759,,
16,C_OLD_0,all,top_precision_0.005,0.22047268548712692,128796,,
16,C_OLD_0,all,top_precision_0.01,0.13176702602187187,257591,,
16,C_OLD_0,all,top_precision_0.02,0.06807303050184206,515182,,
16,C_OLD_0,all,top_precision_0.05,0.02803669382858873,1287955,,
16,C_OLD_05,normal,p10,2.478442118203361e-09,12879552,,
16,C_OLD_05,normal,p50,2.6835127453495033e-09,12879552,,
16,C_OLD_05,normal,p90,5.442237327457633e-09,12879552,,
16,C_OLD_05,normal,p95,9.167941072973917e-09,12879552,,
16,C_OLD_05,normal,p99,1.0051919439035837e-07,12879552,,
16,C_OLD_05,normal,p99.5,4.2559669665817936e-07,12879552,,
16,C_OLD_05,normal,p99.9,3.799683122632248e-05,12879552,,
16,C_OLD_05,anomaly,p10,3.025585115778995e-09,12879552,,
16,C_OLD_05,anomaly,p50,8.589188915664181e-09,12879552,,
16,C_OLD_05,anomaly,p90,9.346373985863465e-07,12879552,,
16,C_OLD_05,anomaly,p95,7.626146270922618e-06,12879552,,
16,C_OLD_05,anomaly,p99,0.0027048242418095904,12879552,,
16,C_OLD_05,anomaly,p99.5,0.01925058804452412,12879552,,
16,C_OLD_05,anomaly,p99.9,0.6488592856526342,12879552,,
16,C_OLD_05,all,top_precision_0.001,0.6149695252144881,25759,,
16,C_OLD_05,all,top_precision_0.005,0.22051150656852697,128796,,
16,C_OLD_05,all,top_precision_0.01,0.13177479026829353,257591,,
16,C_OLD_05,all,top_precision_0.02,0.06808273580986914,515182,,
16,C_OLD_05,all,top_precision_0.05,0.02803669382858873,1287955,,
18,P,normal,p10,2.432819057318625e-09,12879552,,
18,P,normal,p50,2.5845510176480957e-09,12879552,,
18,P,normal,p90,5.551268600356711e-09,12879552,,
18,P,normal,p95,8.433540088503833e-09,12879552,,
18,P,normal,p99,2.3435975382568596e-08,12879552,,
18,P,normal,p99.5,3.392434649640542e-08,12879552,,
18,P,normal,p99.9,6.912782855294847e-08,12879552,,
18,P,anomaly,p10,2.6783326667612073e-09,12879552,,
18,P,anomaly,p50,3.911054147209825e-09,12879552,,
18,P,anomaly,p90,3.7978178824005226e-08,12879552,,
18,P,anomaly,p95,3.1458403810802183e-07,12879552,,
18,P,anomaly,p99,8.856392749294254e-05,12879552,,
18,P,anomaly,p99.5,0.0029837871948256867,12879552,,
18,P,anomaly,p99.9,0.52584600573778,12879552,,
18,P,all,top_precision_0.001,0.6029737179238325,25759,,
18,P,all,top_precision_0.005,0.24110220814311004,128796,,
18,P,all,top_precision_0.01,0.12815665143580326,257591,,
18,P,all,top_precision_0.02,0.06671234631644739,515182,,
18,P,all,top_precision_0.05,0.027790567217022333,1287955,,
18,C_OLD_0,normal,p10,2.3904236368110787e-09,12879552,,
18,C_OLD_0,normal,p50,2.648538055538552e-09,12879552,,
18,C_OLD_0,normal,p90,5.591426877060712e-09,12879552,,
18,C_OLD_0,normal,p95,9.608881201827998e-09,12879552,,
18,C_OLD_0,normal,p99,1.7872572072974546e-07,12879552,,
18,C_OLD_0,normal,p99.5,4.380917681601194e-07,12879552,,
18,C_OLD_0,normal,p99.9,2.1182800066979787e-06,12879552,,
18,C_OLD_0,anomaly,p10,2.9564277692628593e-09,12879552,,
18,C_OLD_0,anomaly,p50,1.0367735114868992e-08,12879552,,
18,C_OLD_0,anomaly,p90,8.620603182407652e-07,12879552,,
18,C_OLD_0,anomaly,p95,1.0590180818326182e-05,12879552,,
18,C_OLD_0,anomaly,p99,0.010105813322588865,12879552,,
18,C_OLD_0,anomaly,p99.5,0.1758644305914626,12879552,,
18,C_OLD_0,anomaly,p99.9,0.8364137760400385,12879552,,
18,C_OLD_0,all,top_precision_0.001,0.46166388446756473,25759,,
18,C_OLD_0,all,top_precision_0.005,0.20592254417839062,128796,,
18,C_OLD_0,all,top_precision_0.01,0.12277991078880862,257591,,
18,C_OLD_0,all,top_precision_0.02,0.06819337632137769,515182,,
18,C_OLD_0,all,top_precision_0.05,0.028091043553540303,1287955,,
18,C_OLD_05,normal,p10,2.5005120196652797e-09,12879552,,
18,C_OLD_05,normal,p50,2.782672980927714e-09,12879552,,
18,C_OLD_05,normal,p90,5.791265245136401e-09,12879552,,
18,C_OLD_05,normal,p95,9.97447102690785e-09,12879552,,
18,C_OLD_05,normal,p99,1.8427087411510001e-07,12879552,,
18,C_OLD_05,normal,p99.5,4.5245294145956623e-07,12879552,,
18,C_OLD_05,normal,p99.9,2.1487411031557117e-06,12879552,,
18,C_OLD_05,anomaly,p10,3.0482858459635054e-09,12879552,,
18,C_OLD_05,anomaly,p50,1.058978815748901e-08,12879552,,
18,C_OLD_05,anomaly,p90,8.733148888495634e-07,12879552,,
18,C_OLD_05,anomaly,p95,1.0699381118683952e-05,12879552,,
18,C_OLD_05,anomaly,p99,0.01016161671839664,12879552,,
18,C_OLD_05,anomaly,p99.5,0.17666862957179372,12879552,,
18,C_OLD_05,anomaly,p99.9,0.8366285723447675,12879552,,
18,C_OLD_05,all,top_precision_0.001,0.4617803486160177,25759,,
18,C_OLD_05,all,top_precision_0.005,0.20586043044815056,128796,,
18,C_OLD_05,all,top_precision_0.01,0.12276050017275449,257591,,
18,C_OLD_05,all,top_precision_0.02,0.06819725844458852,515182,,
18,C_OLD_05,all,top_precision_0.05,0.028091819978182466,1287955,,
20,P,normal,p10,2.5271273962346186e-09,12879552,,
20,P,normal,p50,2.74675726608109e-09,12879552,,
20,P,normal,p90,5.694131655076266e-09,12879552,,
20,P,normal,p95,8.410601104458237e-09,12879552,,
20,P,normal,p99,2.386060947046078e-08,12879552,,
20,P,normal,p99.5,3.648731169647573e-08,12879552,,
20,P,normal,p99.9,9.518465728319693e-08,12879552,,
20,P,anomaly,p10,3.1175397818827832e-09,12879552,,
20,P,anomaly,p50,7.0561703147120625e-09,12879552,,
20,P,anomaly,p90,1.52493726091052e-07,12879552,,
20,P,anomaly,p95,1.629281285886459e-06,12879552,,
20,P,anomaly,p99,0.0016091500630136728,12879552,,
20,P,anomaly,p99.5,0.009789843899197051,12879552,,
20,P,anomaly,p99.9,0.5047151910066539,12879552,,
20,P,all,top_precision_0.001,0.626383011762879,25759,,
20,P,all,top_precision_0.005,0.21693220286344297,128796,,
20,P,all,top_precision_0.01,0.12432111370350672,257591,,
20,P,all,top_precision_0.02,0.06717043685532491,515182,,
20,P,all,top_precision_0.05,0.0275654040707944,1287955,,
20,C_OLD_0,normal,p10,2.2966653023814843e-09,12879552,,
20,C_OLD_0,normal,p50,2.4686195310152925e-09,12879552,,
20,C_OLD_0,normal,p90,4.233861705671416e-09,12879552,,
20,C_OLD_0,normal,p95,6.337524283139828e-09,12879552,,
20,C_OLD_0,normal,p99,2.842014467319151e-08,12879552,,
20,C_OLD_0,normal,p99.5,4.906168840079749e-08,12879552,,
20,C_OLD_0,normal,p99.9,1.0275439720430626e-07,12879552,,
20,C_OLD_0,anomaly,p10,2.7616660069895715e-09,12879552,,
20,C_OLD_0,anomaly,p50,6.403575447677667e-09,12879552,,
20,C_OLD_0,anomaly,p90,1.8452514893851912e-07,12879552,,
20,C_OLD_0,anomaly,p95,1.3658308603225868e-06,12879552,,
20,C_OLD_0,anomaly,p99,0.0002308814122807235,12879552,,
20,C_OLD_0,anomaly,p99.5,0.0026101605943401425,12879552,,
20,C_OLD_0,anomaly,p99.9,0.34801528236269347,12879552,,
20,C_OLD_0,all,top_precision_0.001,0.6616328273613106,25759,,
20,C_OLD_0,all,top_precision_0.005,0.24602472126463554,128796,,
20,C_OLD_0,all,top_precision_0.01,0.13422052789111422,257591,,
20,C_OLD_0,all,top_precision_0.02,0.06940459876315555,515182,,
20,C_OLD_0,all,top_precision_0.05,0.028402389835048586,1287955,,
20,C_OLD_05,normal,p10,2.4105877294289257e-09,12879552,,
20,C_OLD_05,normal,p50,2.579763735965912e-09,12879552,,
20,C_OLD_05,normal,p90,4.37497948979626e-09,12879552,,
20,C_OLD_05,normal,p95,6.545787023526373e-09,12879552,,
20,C_OLD_05,normal,p99,2.9264027858744232e-08,12879552,,
20,C_OLD_05,normal,p99.5,5.035630934457913e-08,12879552,,
20,C_OLD_05,normal,p99.9,1.0524287724677842e-07,12879552,,
20,C_OLD_05,anomaly,p10,2.8513202909863367e-09,12879552,,
20,C_OLD_05,anomaly,p50,6.546236441806741e-09,12879552,,
20,C_OLD_05,anomaly,p90,1.8728286050873073e-07,12879552,,
20,C_OLD_05,anomaly,p95,1.3802796786421754e-06,12879552,,
20,C_OLD_05,anomaly,p99,0.00023242914874572356,12879552,,
20,C_OLD_05,anomaly,p99.5,0.002618851155275472,12879552,,
20,C_OLD_05,anomaly,p99.9,0.3484667522608365,12879552,,
20,C_OLD_05,all,top_precision_0.001,0.6617492915097636,25759,,
20,C_OLD_05,all,top_precision_0.005,0.24602472126463554,128796,,
20,C_OLD_05,all,top_precision_0.01,0.13422441001432503,257591,,
20,C_OLD_05,all,top_precision_0.02,0.06940459876315555,515182,,
20,C_OLD_05,all,top_precision_0.05,0.02840316625969075,1287955,,
10,A0,normal,p10,3.2427982521454624e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,normal,p50,3.542074189510913e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,normal,p90,8.063596013130336e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,normal,p95,2.7217134945800272e-08,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,normal,p99,1.4075811313887249e-05,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,normal,p99.5,3.066056102397842e-05,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,normal,p99.9,9.867622273304425e-05,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p10,4.072736814464406e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p50,8.395119266424445e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p90,2.9792064992761954e-07,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p95,1.5888286782228522e-06,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p99,0.00011226336333493258,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p99.5,0.0015583773306570249,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,anomaly,p99.9,0.37021583163737026,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,all,top_precision_0.001,0.6658255367056175,25759,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,all,top_precision_0.005,0.23708810832634553,128796,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,all,top_precision_0.01,0.12667368036926757,257591,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,all,top_precision_0.02,0.06538271911673933,515182,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A0,all,top_precision_0.05,0.027107313531916876,1287955,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p10,3.306952267578822e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p50,3.6049565554918672e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p90,8.166040466051078e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p95,2.7634786903263216e-08,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p99,1.426684922989812e-05,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p99.5,3.106655625742858e-05,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,normal,p99.9,9.936924486100226e-05,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,anomaly,p10,4.145767640295617e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,anomaly,p50,8.517333949242811e-09,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,anomaly,p90,3.0176590826158666e-07,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,anomaly,p95,1.614135857153085e-06,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
10,A05,anomaly,p99,0.00011302181163046173,12879552,58af2ea6e3d92232498e3cb9bcf40b251e7116cfbac9a34d1abd4b07487aeaf0,new_CIR_checkpoint
