row_type,epoch,target,comparison,source_feature_mean_drift,source_image_parameter_normalized_l2,anchor_train_effect_pixel_auroc,anchor_train_effect_pixel_ap,anchor_rmt_inference_effect_pixel_auroc,anchor_rmt_inference_effect_pixel_ap,association_metric,correlation_across_epochs,n_epochs,diagnostic_only
domain_epoch,12,Colon_clinicDB,A,0.12674356608951165,0.7121290865391966,0.008247599227310887,0.026170519903040756,-0.00012096848066256438,-7.96173560550506e-05,,,,True
domain_epoch,12,Colon_colonDB,A,0.12674356608951165,0.7121290865391966,0.0026732922115898505,0.009619000235091935,-0.00015018822234302842,-9.669456998723236e-05,,,,True
domain_epoch,12,Colon_Kvasir,A,0.12674356608951165,0.7121290865391966,0.008163219728135607,0.01170357969595237,-8.329961691977417e-05,-7.655245750204376e-05,,,,True
domain_epoch,14,Brain,C_OLD,0.09843329364251563,0.7494139548686117,0.020087455117806297,0.008800968616120064,-1.950296268293794e-05,-3.556038987440058e-05,,,,True
domain_epoch,14,Liver,C_OLD,0.09843329364251563,0.7494139548686117,0.009391797230267063,0.004019693258890594,-3.8667351981325204e-05,-1.873077170735926e-05,,,,True
domain_epoch,14,Retina,C_OLD,0.09843329364251563,0.7494139548686117,0.021957645664043568,0.029663912352062616,0.00019743862670507095,5.150193866726438e-05,,,,True
domain_epoch,14,Colon_clinicDB,C_OLD,0.09843329364251563,0.7494139548686117,0.01824976519046073,0.040017238500132446,-4.1847482588508456e-05,-6.573669009585226e-05,,,,True
domain_epoch,14,Colon_colonDB,C_OLD,0.09843329364251563,0.7494139548686117,0.009430196252954715,0.007260723487131915,-7.811325873907649e-05,-6.366509935518128e-05,,,,True
domain_epoch,14,Colon_Kvasir,C_OLD,0.09843329364251563,0.7494139548686117,0.01023325904026684,0.002815135069330177,-6.979923644567787e-05,-8.607072340927058e-05,,,,True
domain_epoch,14,Brain,A,0.11613176063413888,0.7179585128452548,0.020087455117806297,0.008800968616120064,-1.950296268293794e-05,-3.556038987440058e-05,,,,True
domain_epoch,14,Liver,A,0.11613176063413888,0.7179585128452548,0.009391797230267063,0.004019693258890594,-3.8667351981325204e-05,-1.873077170735926e-05,,,,True
domain_epoch,14,Retina,A,0.11613176063413888,0.7179585128452548,0.021957645664043568,0.029663912352062616,0.00019743862670507095,5.150193866726438e-05,,,,True
domain_epoch,14,Colon_clinicDB,A,0.11613176063413888,0.7179585128452548,0.01824976519046073,0.040017238500132446,-4.1847482588508456e-05,-6.573669009585226e-05,,,,True
domain_epoch,14,Colon_colonDB,A,0.11613176063413888,0.7179585128452548,0.009430196252954715,0.007260723487131915,-7.811325873907649e-05,-6.366509935518128e-05,,,,True
domain_epoch,14,Colon_Kvasir,A,0.11613176063413888,0.7179585128452548,0.01023325904026684,0.002815135069330177,-6.979923644567787e-05,-8.607072340927058e-05,,,,True
domain_epoch,16,Brain,C_OLD,0.09519246295398354,0.7564990393193414,0.022627201223057725,0.014890109798183504,-2.1855032453554912e-05,-8.765952050016068e-06,,,,True
domain_epoch,16,Liver,C_OLD,0.09519246295398354,0.7564990393193414,0.011562817391843616,0.003871350897662079,-2.7335502401193423e-05,-1.655814876418832e-05,,,,True
domain_epoch,16,Retina,C_OLD,0.09519246295398354,0.7564990393193414,0.01965765441917544,0.03653702244218021,0.00011788717151173245,1.503120807266889e-06,,,,True
domain_epoch,16,Colon_clinicDB,C_OLD,0.09519246295398354,0.7564990393193414,0.020023170081587383,0.04183905877409416,-0.00010714921893939522,-7.390762128045569e-05,,,,True
domain_epoch,16,Colon_colonDB,C_OLD,0.09519246295398354,0.7564990393193414,0.008758038925922196,-0.007788755337657716,-0.00015078370163068566,-9.76726367600822e-05,,,,True
domain_epoch,16,Colon_Kvasir,C_OLD,0.09519246295398354,0.7564990393193414,0.010648030820729737,0.00023793556077156275,-0.00011042332228594631,-0.00010807524842337823,,,,True
domain_epoch,16,Brain,A,0.08858869397818347,0.7204253218747425,0.022627201223057725,0.014890109798183504,-2.1855032453554912e-05,-8.765952050016068e-06,,,,True
domain_epoch,16,Liver,A,0.08858869397818347,0.7204253218747425,0.011562817391843616,0.003871350897662079,-2.7335502401193423e-05,-1.655814876418832e-05,,,,True
domain_epoch,16,Retina,A,0.08858869397818347,0.7204253218747425,0.01965765441917544,0.03653702244218021,0.00011788717151173245,1.503120807266889e-06,,,,True
domain_epoch,16,Colon_clinicDB,A,0.08858869397818347,0.7204253218747425,0.020023170081587383,0.04183905877409416,-0.00010714921893939522,-7.390762128045569e-05,,,,True
domain_epoch,16,Colon_colonDB,A,0.08858869397818347,0.7204253218747425,0.008758038925922196,-0.007788755337657716,-0.00015078370163068566,-9.76726367600822e-05,,,,True
domain_epoch,16,Colon_Kvasir,A,0.08858869397818347,0.7204253218747425,0.010648030820729737,0.00023793556077156275,-0.00011042332228594631,-0.00010807524842337823,,,,True
domain_epoch,18,Brain,C_OLD,0.10240456257455433,0.7620905914763385,0.0067682261074692995,-0.04405137319528954,-2.509222927171706e-05,-3.769899420524858e-06,,,,True
domain_epoch,18,Liver,C_OLD,0.10240456257455433,0.7620905914763385,0.007524044270835639,0.0030266126658063247,-3.0195680706612826e-05,-1.6501222514286873e-05,,,,True
domain_epoch,18,Retina,C_OLD,0.10240456257455433,0.7620905914763385,0.023977241424410267,0.05093994072269692,-0.000153504930948678,-0.0005288907675623511,,,,True
domain_epoch,18,Colon_clinicDB,C_OLD,0.10240456257455433,0.7620905914763385,0.016280062933231032,0.029338569437819928,-0.0001223560844391125,-8.024542478318741e-05,,,,True
domain_epoch,18,Colon_colonDB,C_OLD,0.10240456257455433,0.7620905914763385,0.0005094735174516751,-0.030746066712926623,-0.00010865249366098784,-7.42372379551326e-05,,,,True
domain_epoch,18,Colon_Kvasir,C_OLD,0.10240456257455433,0.7620905914763385,0.009400555538698563,0.0042254177953467975,-0.00011857387269076369,-6.697214841633325e-05,,,,True
domain_epoch,18,Brain,A,0.08798030207084762,0.7222666826433648,0.0067682261074692995,-0.04405137319528954,-2.509222927171706e-05,-3.769899420524858e-06,,,,True
domain_epoch,18,Liver,A,0.08798030207084762,0.7222666826433648,0.007524044270835639,0.0030266126658063247,-3.0195680706612826e-05,-1.6501222514286873e-05,,,,True
domain_epoch,18,Retina,A,0.08798030207084762,0.7222666826433648,0.023977241424410267,0.05093994072269692,-0.000153504930948678,-0.0005288907675623511,,,,True
domain_epoch,18,Colon_clinicDB,A,0.08798030207084762,0.7222666826433648,0.016280062933231032,0.029338569437819928,-0.0001223560844391125,-8.024542478318741e-05,,,,True
domain_epoch,18,Colon_colonDB,A,0.08798030207084762,0.7222666826433648,0.0005094735174516751,-0.030746066712926623,-0.00010865249366098784,-7.42372379551326e-05,,,,True
domain_epoch,18,Colon_Kvasir,A,0.08798030207084762,0.7222666826433648,0.009400555538698563,0.0042254177953467975,-0.00011857387269076369,-6.697214841633325e-05,,,,True
domain_epoch,20,Brain,C_OLD,0.10163490238952755,0.7662317643128664,0.023920008649080726,-0.03349329071780993,-2.1921850957062894e-05,-4.768478241934382e-06,,,,True
domain_epoch,20,Liver,C_OLD,0.10163490238952755,0.7662317643128664,0.0222757924500947,0.00812751554812105,-4.431885940481273e-05,-2.2367616801875767e-05,,,,True
domain_epoch,20,Retina,C_OLD,0.10163490238952755,0.7662317643128664,0.015594640203770216,0.037867234282458806,-0.00015474749260546705,-0.0004232245931220513,,,,True
domain_epoch,20,Colon_clinicDB,C_OLD,0.10163490238952755,0.7662317643128664,0.01292912910417321,0.025007335536576858,-0.00013394134790489787,-8.478679129203526e-05,,,,True
domain_epoch,20,Colon_colonDB,C_OLD,0.10163490238952755,0.7662317643128664,0.01522464401660295,-0.009660539943145474,-0.00012824379212317272,-7.018164199340537e-05,,,,True
domain_epoch,20,Colon_Kvasir,C_OLD,0.10163490238952755,0.7662317643128664,0.0006395949850630522,-0.009543657720103904,-0.0001482113090350845,-0.00013040995598578853,,,,True
domain_epoch,20,Brain,A,0.09673712681549573,0.7225998109584713,0.023920008649080726,-0.03349329071780993,-2.1921850957062894e-05,-4.768478241934382e-06,,,,True
domain_epoch,20,Liver,A,0.09673712681549573,0.7225998109584713,0.0222757924500947,0.00812751554812105,-4.431885940481273e-05,-2.2367616801875767e-05,,,,True
domain_epoch,20,Retina,A,0.09673712681549573,0.7225998109584713,0.015594640203770216,0.037867234282458806,-0.00015474749260546705,-0.0004232245931220513,,,,True
domain_epoch,20,Colon_clinicDB,A,0.09673712681549573,0.7225998109584713,0.01292912910417321,0.025007335536576858,-0.00013394134790489787,-8.478679129203526e-05,,,,True
domain_epoch,20,Colon_colonDB,A,0.09673712681549573,0.7225998109584713,0.01522464401660295,-0.009660539943145474,-0.00012824379212317272,-7.018164199340537e-05,,,,True
domain_epoch,20,Colon_Kvasir,A,0.09673712681549573,0.7225998109584713,0.0006395949850630522,-0.009543657720103904,-0.0001482113090350845,-0.00013040995598578853,,,,True
epoch_macro_association,ALL,__epoch_macro__,C_OLD,,,,,,,anchor_train_effect_pixel_auroc,-0.7380776662866629,6,True
epoch_macro_association,ALL,__epoch_macro__,C_OLD,,,,,,,anchor_train_effect_pixel_ap,0.016796392056705804,6,True
epoch_macro_association,ALL,__epoch_macro__,C_OLD,,,,,,,anchor_rmt_inference_effect_pixel_auroc,-0.6984601757200362,6,True
epoch_macro_association,ALL,__epoch_macro__,C_OLD,,,,,,,anchor_rmt_inference_effect_pixel_ap,-0.7021359888830712,6,True
epoch_macro_association,ALL,__epoch_macro__,A,,,,,,,anchor_train_effect_pixel_auroc,-0.3413575174003103,6,True
epoch_macro_association,ALL,__epoch_macro__,A,,,,,,,anchor_train_effect_pixel_ap,0.5635567734943291,6,True
epoch_macro_association,ALL,__epoch_macro__,A,,,,,,,anchor_rmt_inference_effect_pixel_auroc,-0.2428685491015109,6,True
epoch_macro_association,ALL,__epoch_macro__,A,,,,,,,anchor_rmt_inference_effect_pixel_ap,-0.14342890251119078,6,True
