epoch,reference,comparison,component,parameter_count,l2_distance,normalized_l2,cosine_flattened,relative_update_magnitude,max_abs_delta,diagnostic_reference,diagnostic_l2_to_p_e14,diagnostic_normalized_l2_to_p_e14,parent_checkpoint_sha256,old_cir_checkpoint_sha256,anchor_checkpoint_sha256
16,P_E16,A_E16,text_adapter,80640,7.812052534154867,0.09260681488380315,0.9957211563748954,0.09244277177645219,0.38452595472335815,P_E14,7.802543833943787,0.09250230150496058,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9
16,P_E16,C_OLD_E16,soft_prompt,6144,1.0873033888464436,0.8458572111522901,0.645753303066941,0.8377146322872465,0.06442650035023689,P_E14,1.0638287356623237,0.8457258769379407,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9
16,P_E16,A_E16,soft_prompt,6144,1.1316449507762454,0.8803523026757982,0.6119552086939526,0.8815692176659717,0.06934138387441635,P_E14,1.1091753062255425,0.881775634638676,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9
18,P_E18,C_OLD_E18,image_adapter,14015247,183.5632715158254,0.7620905914763385,0.6983856174243446,0.7937141130757502,0.9129437580704689,P_E14,180.95335821850173,0.7610309672485422,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050
18,P_E18,A_E18,image_adapter,14015247,173.97096441783702,0.7222666826433648,0.7351481258675361,0.7337343839174547,0.6637840270996094,P_E14,171.9992676874545,0.7233729749086292,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050
18,P_E18,C_OLD_E18,text_adapter,80640,7.434896273710209,0.0881343459821855,0.9961273808729383,0.08793695194264817,0.4778612554073334,P_E14,7.436885424904781,0.08816727370882016,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050
18,P_E18,A_E18,text_adapter,80640,8.000618307104153,0.0948404975659259,0.9955115739289585,0.09468170615990587,0.39262157678604126,P_E14,8.025709441715527,0.09514801971878639,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050
18,P_E18,C_OLD_E18,soft_prompt,6144,1.1307051069222862,0.864603778912111,0.6292528097472492,0.8576864049247889,0.06589886732399464,P_E14,1.0902250323668288,0.8667104869883855,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050
18,P_E18,A_E18,soft_prompt,6144,1.173189456723072,0.8970898171881441,0.5971131745979481,0.8982101826857058,0.07212301716208458,P_E14,1.135520142132114,0.902719334223929,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050
20,P_E20,C_OLD_E20,image_adapter,14015247,185.26103127407626,0.7662317643128664,0.696067485428253,0.7951030700066053,0.9217506051063538,P_E14,182.03236778298367,0.7655689305149468,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6
20,P_E20,A_E20,image_adapter,14015247,174.71161130558082,0.7225998109584713,0.7354980148440347,0.7323319853779535,0.6619051247835159,P_E14,172.3881273581912,0.725008392202114,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6
20,P_E20,C_OLD_E20,text_adapter,80640,7.580823477853027,0.08986485369499028,0.9959737435966552,0.08966312260440348,0.4868607446551323,P_E14,7.648195654815879,0.09067244164049958,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6
20,P_E20,A_E20,text_adapter,80640,8.145092357434292,0.0965538289041278,0.9953472632795997,0.09640175092836215,0.39515144377946854,P_E14,8.23518522562338,0.09763143955383244,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6
20,P_E20,C_OLD_E20,soft_prompt,6144,1.1716344329676662,0.88081900155149,0.6148667784184402,0.8745468830365343,0.06924463994801044,P_E14,1.117162791732149,0.8881255507089523,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6
20,P_E20,A_E20,soft_prompt,6144,1.2099666480466065,0.9096366450613073,0.5850115567840886,0.9124372251170897,0.07524091377854347,P_E14,1.1589281263717295,0.9213282863369524,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6
