target,epoch,method,alpha,n_images,target_count,image_metric_support,pixel_auroc,pixel_ap,image_auroc,image_ap,checkpoint_sha256,config_sha256,evaluator_git_sha,evaluator_sha256,source,status
Colon_Kvasir,16,A0,,1000,,,0.8571340507916877,0.5489608175054004,,,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,16,A05,0.5,1000,,,0.8570236274694017,0.548852742256977,,,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,18,P,,3715,1,1,0.9222838880959305,0.2594028636916403,0.7432367886178862,0.9190578703050072,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,18,C_OLD_0,,3715,1,1,0.9249083528051705,0.21732489066565872,0.7785569105691057,0.9278153459541116,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,18,C_OLD_05,0.5,3715,1,1,0.9248965913248807,0.21734229677244124,0.7785706300813008,0.9278208385541322,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,18,A0,,3715,,,0.9290521142033998,0.21535149049635074,0.797599593495935,0.942891590731236,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,18,A05,0.5,3715,,,0.9290270219741281,0.21534772059693022,0.7976018800813008,0.9428924500780612,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,18,P,,1493,1,1,0.9480955251455315,0.03762255582469893,0.6489050165520753,0.5173741683833233,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,18,C_OLD_0,,1493,1,1,0.9696253212053315,0.087743124648206,0.5906217032267452,0.49322010963996216,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,18,C_OLD_05,0.5,1493,1,1,0.9695889961046289,0.08772476961400162,0.590599876314162,0.49321663223872464,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,18,A0,,1493,,,0.9556195694163672,0.040649168490505254,0.60116592091382,0.5039603429077781,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,18,A05,0.5,1493,,,0.9555893737356606,0.04063266726799097,0.6011641020044382,0.5039584019114884,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,18,P,,1805,1,1,0.9122030642315315,0.3684744679180612,0.6599939144298425,0.6926300305626191,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,18,C_OLD_0,,1805,1,1,0.8901426173548727,0.3158012780834713,0.7597369122521136,0.7424583115228253,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,18,C_OLD_05,0.5,1805,1,1,0.8903655850034662,0.3159097709335321,0.7597369122521136,0.7424583115228253,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,18,A0,,1805,,,0.9361803056559418,0.41941440864075813,0.8321111899049947,0.8094946461943028,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,18,A05,0.5,1805,,,0.9360268007249931,0.4188855178731958,0.8321111899049947,0.8094938044594402,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,18,P,,612,1,0,0.8578278424277869,0.4538048008251949,,,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,18,C_OLD_0,,612,1,0,0.8275891986170443,0.3945702837418407,,,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,18,C_OLD_05,0.5,612,1,0,0.8274874632430986,0.39464211918361025,,,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,18,A0,,612,,,0.8741079053610179,0.48314337026301485,,,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,18,A05,0.5,612,,,0.8739855492765788,0.48306312483823166,,,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,18,P,,380,1,0,0.820236762918231,0.3094835609144706,,,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,18,C_OLD_0,,380,1,0,0.8136366395099873,0.30636665487950454,,,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,18,C_OLD_05,0.5,380,1,0,0.8135287982216928,0.306303251092342,,,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,18,A0,,380,,,0.8207462364356827,0.278737494201544,,,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,18,A05,0.5,380,,,0.8206375839420217,0.27866325696358885,,,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,18,P,,1000,1,0,0.8491570184194398,0.547542819117639,,,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,18,C_OLD_0,,1000,1,0,0.8373475769036901,0.5167560333907604,,,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,18,C_OLD_05,0.5,1000,1,0,0.8373345779668504,0.5169683069537593,,,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,18,A0,,1000,,,0.8585575739581384,0.5517682369129858,,,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,18,A05,0.5,1000,,,0.8584390000854476,0.5517012647645695,,,25779178f390b1bc9fc22d97a520bf43504fc805d21b68fe17e1986637b55050,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,20,P,,3715,1,1,0.9082423470769693,0.2561511863976589,0.7601351626016261,0.9249164211819021,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,20,C_OLD_0,,3715,1,1,0.9221084641922376,0.21404021342075993,0.7419537601626016,0.9179309893739517,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,20,C_OLD_05,0.5,3715,1,1,0.9220937668405179,0.21406078979319096,0.7419524898373984,0.9179308311179255,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,20,A0,,3715,,,0.93216235572605,0.22265789567984895,0.790958587398374,0.9402949783338943,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,20,A05,0.5,3715,,,0.9321404338750929,0.22265312720160702,0.7909667174796748,0.940297020412649,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,20,P,,1493,1,1,0.9342186573607574,0.03458046359683221,0.6367547018807523,0.5089091909519342,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,20,C_OLD_0,,1493,1,1,0.9681640972933951,0.07752845515854109,0.5941176470588235,0.5076254287853239,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,20,C_OLD_05,0.5,1493,1,1,0.968141640904857,0.07751970334235952,0.5941121903306777,0.5076257577867505,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,20,A0,,1493,,,0.9564944498108521,0.04270797914495326,0.5939212048455746,0.48754564163044245,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,20,A05,0.5,1493,,,0.9564501309514473,0.04268561152815138,0.5939230237549565,0.48755080019615726,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,20,P,,1805,1,1,0.9202149592527576,0.38703954276094144,0.6713414910149825,0.6950832555578946,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,20,C_OLD_0,,1805,1,1,0.8788162255789672,0.2962410169037242,0.7617549577279197,0.7399288093715509,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,20,C_OLD_05,0.5,1805,1,1,0.8791305835903354,0.29632625836148324,0.7617537003787136,0.7399228454634464,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,20,A0,,1805,,,0.9358095994565279,0.42490677704340024,0.8314070743495733,0.8073446812119708,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,20,A05,0.5,1805,,,0.9356548519639224,0.4244835524502782,0.8314058170003672,0.8073199849756773,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,20,P,,612,1,0,0.8565869454053586,0.4555072986116753,,,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,20,C_OLD_0,,612,1,0,0.8248019589565709,0.39668027002910655,,,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,20,C_OLD_05,0.5,612,1,0,0.8246196496376252,0.3965696365232102,,,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,20,A0,,612,,,0.8695160745095318,0.4805146341482522,,,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,20,A05,0.5,612,,,0.8693821331616269,0.48042984735696015,,,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,20,P,,380,1,0,0.8048302717069495,0.2809011206608072,,,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,20,C_OLD_0,,380,1,0,0.8065096276484538,0.3048044945079285,,,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,20,C_OLD_05,0.5,380,1,0,0.8064123904482975,0.3047392312997744,,,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,20,A0,,380,,,0.8200549157235525,0.2712405807176617,,,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,20,A05,0.5,380,,,0.8199266719314293,0.2711703990756683,,,91f121852b6c20b8dddf31225518db10f79219b61e8b326e3afe37d06b4dbde6,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,20,P,,1000,1,0,0.8526458259487838,0.550883587274531,,,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,20,C_OLD_0,,1000,1,0,0.8348895163558363,0.5252931319683313,,,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,20,C_OLD_05,0.5,1000,1,0,0.8347960818424294,0.5252672111568463,,,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
