target,epoch,method,alpha,n_images,target_count,image_metric_support,pixel_auroc,pixel_ap,image_auroc,image_ap,checkpoint_sha256,config_sha256,evaluator_git_sha,evaluator_sha256,source,status
Colon_Kvasir,12,A0,,1000,,,0.8560330162364965,0.5423175559667341,,,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,12,A05,0.5,1000,,,0.8559497166195768,0.5422410035092321,,,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,14,P,,3715,1,1,0.9200918243375679,0.26965247920985946,0.7401435467479675,0.9200850733640894,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,14,C_OLD_0,,3715,1,1,0.9328744662518912,0.2836919737495881,0.7877634654471545,0.9321822137178211,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,14,C_OLD_05,0.5,3715,1,1,0.9328502320023387,0.28372121262978334,0.7877766768292683,0.9321852373783227,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,14,A0,,3715,,,0.9401792794553742,0.2784534478259795,0.7790350609756097,0.9356622729747969,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,14,A05,0.5,3715,,,0.9401597764926912,0.2784178874361051,0.7790782520325203,0.935682999018226,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,14,P,,1493,1,1,0.9475544715174292,0.040162958169862276,0.6403907017352396,0.5139758495920072,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,14,C_OLD_0,,1493,1,1,0.964626195473647,0.08406371060088826,0.6034522900069118,0.5159042189116466,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,14,C_OLD_05,0.5,1493,1,1,0.9645957461465103,0.0840410575651748,0.6034431954600021,0.5159185394141497,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,14,A0,,1493,,,0.9569462687476963,0.04418265142875287,0.5670722834588381,0.46234085390469193,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,14,A05,0.5,1493,,,0.956907601395715,0.04416392065704551,0.5670850158245117,0.46235280823131136,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,14,P,,1805,1,1,0.9071612078354148,0.3680437474718761,0.653387801700942,0.6805090934692453,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,14,C_OLD_0,,1805,1,1,0.869586090897863,0.27840692134288214,0.7452082421755158,0.7282015910701547,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,14,C_OLD_05,0.5,1805,1,1,0.8695552307397597,0.27824021107304747,0.7452057274771037,0.728179000697414,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,14,A0,,1805,,,0.9291188534994583,0.39770765982393874,0.8295663151118287,0.7981252679391595,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,14,A05,0.5,1805,,,0.9293162921261634,0.397759161762606,0.8295663151118287,0.7981229616075922,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,14,P,,612,1,0,0.8539984839978226,0.44866773258901466,,,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,14,C_OLD_0,,612,1,0,0.8153801727630375,0.4005615645963548,,,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,14,C_OLD_05,0.5,612,1,0,0.815259217538771,0.4006069225974794,,,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,14,A0,,612,,,0.8722482491882834,0.4886849710891471,,,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,14,A05,0.5,612,,,0.8722064017056949,0.48861923439905125,,,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,14,P,,380,1,0,0.8207809308990199,0.27535700232295757,,,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,14,C_OLD_0,,380,1,0,0.8123232186117018,0.314789050431088,,,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,14,C_OLD_05,0.5,380,1,0,0.8122235455542574,0.31474521610771405,,,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,14,A0,,380,,,0.8302111271519746,0.2826177258100895,,,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,14,A05,0.5,380,,,0.8301330138932356,0.2825540607107343,,,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,14,P,,1000,1,0,0.8439890187406086,0.537966227487028,,,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,14,C_OLD_0,,1000,1,0,0.8148606308442269,0.49939028193576723,,,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,14,C_OLD_05,0.5,1000,1,0,0.8148083585306317,0.4994688304895053,,,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,14,A0,,1000,,,0.8542222777808754,0.5407813625563582,,,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,14,A05,0.5,1000,,,0.8541524785444298,0.540695291832949,,,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,16,P,,3715,1,1,0.9132872683270515,0.22522074234410602,0.7227002032520325,0.9128585686430409,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,16,C_OLD_0,,3715,1,1,0.9315204673634176,0.2657641351940519,0.7792688008130081,0.9290688966131796,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,16,C_OLD_05,0.5,3715,1,1,0.9314953780876649,0.26581054537439874,0.7792876016260163,0.9290823991937669,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Brain,16,A0,,3715,,,0.9359144695501093,0.24011085214228953,0.780108993902439,0.9356830834485754,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Brain,16,A05,0.5,3715,,,0.9358926145176557,0.2401020861902395,0.7801260162601626,0.935690246879648,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,16,P,,1493,1,1,0.9460918390647318,0.03924083019251135,0.6327949361562807,0.5034712658879801,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,16,C_OLD_0,,1493,1,1,0.963883448000006,0.07540646257066688,0.5857306558987231,0.4965568750795262,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,16,C_OLD_05,0.5,1493,1,1,0.9638322024728821,0.07542121268212067,0.5857524828113063,0.49659321302035975,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Liver,16,A0,,1493,,,0.9576546564565754,0.04311218109017343,0.5751918949397941,0.4725213040838929,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Liver,16,A05,0.5,1493,,,0.9576273209541742,0.04309562294140924,0.5751991705773218,0.4725269710645542,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,16,P,,1805,1,1,0.9151674630656744,0.3862407328288548,0.6885131091228229,0.7137084948613064,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,16,C_OLD_0,,1805,1,1,0.8788422435510802,0.28241973585133523,0.7602763150615347,0.7367832964051769,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,16,C_OLD_05,0.5,1805,1,1,0.8785571244714477,0.2820061703598711,0.7602750577123285,0.7367723904543683,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Retina,16,A0,,1805,,,0.9348251174848499,0.422777755271035,0.8342097057299918,0.8128623277744748,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Retina,16,A05,0.5,1805,,,0.9349430046563616,0.42277925839184227,0.8342134777776101,0.8128814991707847,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,16,P,,612,1,0,0.8520332524983575,0.450510632394384,,,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,16,C_OLD_0,,612,1,0,0.8167073946008035,0.40075903244417505,,,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,16,C_OLD_05,0.5,612,1,0,0.8165634212780037,0.4009520571362997,,,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_clinicDB,16,A0,,612,,,0.8720564225799449,0.49234969116847815,,,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_clinicDB,16,A05,0.5,612,,,0.8719492733610055,0.4922757835471977,,,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,16,P,,380,1,0,0.8162262968318554,0.28653577653297085,,,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,16,C_OLD_0,,380,1,0,0.8144734217642472,0.31628732296064976,,,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,16,C_OLD_05,0.5,380,1,0,0.814321322576734,0.3161736996080036,,,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_colonDB,16,A0,,380,,,0.8249843357577776,0.27874702119531314,,,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_colonDB,16,A05,0.5,380,,,0.824833552056147,0.27864934855855306,,,2d030907f5234ca7367fadf4f3f4f83a9b8f5d792e65e1abbe23f54a32a354a9,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,617eccb26d869c72c46046f586cd957e4e7301ed,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,new_anchor_checkpoint,COMPLETE
Colon_Kvasir,16,P,,1000,1,0,0.846486019970958,0.5487228819446288,,,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,16,C_OLD_0,,1000,1,0,0.8198874651102347,0.5111426344300534,,,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
Colon_Kvasir,16,C_OLD_05,0.5,1000,1,0,0.8198592824352223,0.5113979524381704,,,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,frozen_corrected_medical_decomposition.csv,COMPLETE
