method,epoch,parameter_scope,l2_from_e0,relative_l2_from_e0,max_abs_from_e0,l2_from_r_e10,relative_l2_from_r_e10,max_abs_from_r_e10,checkpoint_sha256
R,10,image_adapter,155.78629035768276,0.6693872733194521,0.4180806279182434,,,,e167a5a53c314f8e7f2ca84cd0ad44578564dc10d45212d6d746b8637cbdb2a8
RA,10,image_adapter,136.46465651670962,0.6610206454521846,0.31538793444633484,156.5328261678735,0.6725950111073639,0.4341388940811157,8f7597db9a874af77658c176bf0ae188de484c02d4ccaa56f2db1f443a58560d
RCA,10,image_adapter,135.9323696076226,0.6585788506337806,0.2878653109073639,164.57009810182913,0.7071298057445877,0.4914196729660034,df73c220204c658d8119cde79f726667361a04f231d656d5ee7404b7f5327a44
