method,epoch,n_targets,pixel_auroc,pixel_ap,image_auroc,image_ap,n_defined_pixel_auroc,n_defined_pixel_ap,n_defined_image_auroc,n_defined_image_ap
RA,16,15,0.8808174447009919,0.3937203481753414,0.9052598673290452,0.9584212925865357,15,15,15,15
