class,native_pAP,p30_pAP,delta_pAP,p29_pAP,p30_minus_p29_pAP,native_pAUROC,p30_pAUROC,delta_pAUROC,p29_pAUROC,p30_minus_p29_pAUROC
candle,0.5141403049313743,0.14461806417860867,-0.36952224075276563,0.4905032311990789,-0.34588516702047023,0.9806671435137679,0.9729044193436347,-0.0077627241701332395,0.970040297208166,0.0028641221354687163
