n_gate,n_overlap,overlap_fraction,total_manifest_training_rows,categories_seen_during_training,gate_categories,n_unmatched,source_gate_status,identity_source
96,96,1.0,2162,12/12,"candle;capsules;cashew;chewinggum;fryum;macaroni1;macaroni2;pcb1;pcb2;pcb3;pcb4;pipe_fryum","0",IN_DISTRIBUTION_ASSESSMENT,research_artifacts/cir_rmt_v2/pre_full_run_root_cause_lock_20260831/SOURCE_SAMPLE_IDENTITY.json
