row_type,epoch,target,n_images,peer_count,spatial_radius,peer_valid_fraction,invalid_peer_fraction,self_violation_fraction,spatial_violation_fraction,duplicate_pair_fraction,nonfinite_total,peer_gt_contamination_fraction,candidate_count_mean,mad_mean,mad_p50,mad_min,scale_mean,scale_p50,scale_min,z_mean,z_p95,z_p99,z_max,delta_mean,delta_p50,delta_abs_gt_095,delta_abs_gt_099,delta_gt_positive_anomaly,delta_gt_negative_normal,transport_margin_effect_anomaly,transport_margin_effect_normal,diagnostic_only,status
mechanism_summary,14,Brain,3715,8,3,1.0,0.0,0.0,0.0,0.0,0,0.0010744794119353065,663.5716306171946,0.019768241304453864,0.0038653016090393066,3.2186508178710938e-06,0.029308394037884454,0.0057306960225105286,4.771971816808218e-06,52.46849788407067,249.36058349609306,1300.8395007324202,99855.59375,0.4103877717425029,0.9966379702091217,0.6352066532258065,0.5566280241935484,0.9400234113596082,0.3849603441372358,0.02010434107415802,0.024024562210252044,True,PASS
