scope,method_group,method,epoch,target,n_images,elapsed_seconds,images_per_second,peak_allocated_vram_bytes,peak_reserved_vram_bytes,peak_inference_rss_mib,peak_metric_rss_mib,rss_after_teardown_mib,rss_final_mib,spool_bytes_before_metric,checkpoint_sha256,evaluator_git_sha,telemetry_status
medical,CIR,C05,10,Liver,1493,222.78681693272665,6.701473725219705,3623449088,5855248384,3752.934,6786.801,3730.406,3730.391,4006077614,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,10,Retina,1805,270.0747080850415,6.683335928781747,3623449088,5855248384,3745.68,7425.543,3730.438,3730.422,4843248494,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,12,Brain,3715,551.6221161391586,6.7346828404951244,3623449088,5855248384,3752.73,11335.297,3730.273,3730.117,9968236894,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,12,Colon_Kvasir,1000,149.12928300909698,6.705591147642005,3623449088,5855248384,3754.797,5777.359,3730.23,3730.191,2683240294,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,12,Colon_clinicDB,612,91.71121578104794,6.673120564240403,3623449088,5855248384,3749.84,4983.062,3730.266,3730.188,1642143174,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,12,Colon_colonDB,380,56.84159606602043,6.685245072264284,3623449088,5855248384,3749.672,4508.125,3730.207,3730.191,1019631494,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,12,Liver,1493,224.2522433041595,6.657681448363498,3623449088,5855248384,3751.098,6786.527,3730.184,3730.117,4006077614,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,12,Retina,1805,270.585144336801,6.670728374331193,3623449088,5855248384,3753.098,7425.238,3730.195,3730.117,4843248494,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,14,Brain,3715,552.2100087609142,6.727512977057344,3623449088,5855248384,3754.863,11335.457,3730.293,3730.277,9968236894,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,14,Colon_Kvasir,1000,149.17458685394377,6.703554681060361,3623449088,5855248384,3751.262,5777.449,3730.297,3730.281,2683240294,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,14,Colon_clinicDB,612,91.26628293143585,6.70565273771221,3623449088,5855248384,3738.672,4983.156,3730.297,3730.281,1642143174,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,14,Colon_colonDB,380,56.890645193867385,6.679481287390333,3623449088,5855248384,3747.609,4508.215,3730.348,3730.293,1019631494,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,14,Liver,1493,221.74425354087725,6.732981694719652,3623449088,5855248384,3754.941,6786.688,3730.293,3730.277,4006077614,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,14,Retina,1805,268.8642046651803,6.713426215467349,3623449088,5855248384,3752.574,7425.402,3730.359,3730.281,4843248494,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,16,Brain,3715,553.9778474550694,6.706044324816267,3623449088,5855248384,3754.188,11335.586,3730.422,3730.406,9968236894,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,16,Colon_Kvasir,1000,149.1629057698883,6.704079642580087,3623449088,5855248384,3750.828,5777.578,3730.426,3730.41,2683240294,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,16,Colon_clinicDB,612,91.19467531936243,6.710918130436727,3623449088,5855248384,3754.953,4983.285,3730.426,3730.41,1642143174,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,16,Colon_colonDB,380,56.9047597120516,6.677824525098935,3623449088,5855248384,3734.488,4508.344,3730.449,3730.41,1019631494,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,16,Liver,1493,221.81033749412745,6.73097573750154,3623449088,5855248384,3755.066,6786.816,3730.422,3730.406,4006077614,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,16,Retina,1805,268.6746705491096,6.718162141265467,3623449088,5855248384,3751.949,7425.531,3730.488,3730.41,4843248494,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,18,Brain,3715,552.0479612839408,6.729487762910556,3623449088,5855248384,3753.098,11335.699,3730.535,3730.52,9968236894,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,18,Colon_Kvasir,1000,149.07416734099388,6.70807033731464,3623449088,5855248384,3752.066,5777.691,3730.539,3730.523,2683240294,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,18,Colon_clinicDB,612,91.31995294615626,6.701711731726857,3623449088,5855248384,3753.816,4983.398,3730.602,3730.523,1642143174,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,18,Colon_colonDB,380,56.85834438400343,6.683275851889023,3623449088,5855248384,3774.129,4532.457,3754.562,3754.523,1019631494,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,18,Liver,1493,221.84497199160978,6.7299248957351425,3623449088,5855248384,3754.629,6786.934,3730.539,3730.523,4006077614,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,18,Retina,1805,268.821754489094,6.7144863459077975,3623449088,5855248384,3751.191,7425.645,3730.551,3730.523,4843248494,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,20,Brain,3715,562.5020596007816,6.6044202622770944,3623449088,5855248384,3746.52,11324.023,3721.949,3718.844,9968236894,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,20,Colon_Kvasir,1000,149.15582305705175,6.704397987985373,3623449088,5855248384,3745.406,5768.406,3721.277,3721.238,2683240294,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,20,Colon_clinicDB,612,91.26690623816103,6.7056069415017285,3623449088,5855248384,3737.566,4974.113,3721.254,3721.238,1642143174,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,20,Colon_colonDB,380,56.85469493502751,6.683704845030951,3623449088,5855248384,3721.359,4499.172,3721.328,3721.238,1019631494,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,20,Liver,1493,221.81687455018982,6.7307773722245985,3623449088,5855248384,3744.0,6777.617,3721.223,3721.207,4006077614,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C05,20,Retina,1805,268.8001126595773,6.715026947499638,3623449088,5855248384,3744.441,7416.332,3721.301,3721.211,4843248494,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,10,Brain,3715,554.2149337287992,6.703175562241176,3623449088,5855248384,3739.062,11320.211,3715.047,3714.168,9968236894,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,10,Colon_Kvasir,1000,152.039428062737,6.577241263939533,3623449088,5855248384,3754.539,5777.664,3730.512,3730.496,2683240294,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,10,Colon_clinicDB,612,91.59839863004163,6.681339511969172,3623449088,5855248384,3744.375,4983.297,3730.461,3730.434,1642143174,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,10,Colon_colonDB,380,57.999921585898846,6.551732995659549,3623449088,5855248384,3755.082,4508.355,3730.461,3730.434,1019631494,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,10,Liver,1493,222.78681693272665,6.701473725219705,3623449088,5855248384,3752.934,6786.801,3730.406,3730.391,4006077614,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,10,Retina,1805,270.0747080850415,6.683335928781747,3623449088,5855248384,3745.68,7425.543,3730.438,3730.422,4843248494,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,12,Brain,3715,551.6221161391586,6.7346828404951244,3623449088,5855248384,3752.73,11335.297,3730.273,3730.117,9968236894,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,12,Colon_Kvasir,1000,149.12928300909698,6.705591147642005,3623449088,5855248384,3754.797,5777.359,3730.23,3730.191,2683240294,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,12,Colon_clinicDB,612,91.71121578104794,6.673120564240403,3623449088,5855248384,3749.84,4983.062,3730.266,3730.188,1642143174,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,12,Colon_colonDB,380,56.84159606602043,6.685245072264284,3623449088,5855248384,3749.672,4508.125,3730.207,3730.191,1019631494,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,12,Liver,1493,224.2522433041595,6.657681448363498,3623449088,5855248384,3751.098,6786.527,3730.184,3730.117,4006077614,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,12,Retina,1805,270.585144336801,6.670728374331193,3623449088,5855248384,3753.098,7425.238,3730.195,3730.117,4843248494,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,14,Brain,3715,552.2100087609142,6.727512977057344,3623449088,5855248384,3754.863,11335.457,3730.293,3730.277,9968236894,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,14,Colon_Kvasir,1000,149.17458685394377,6.703554681060361,3623449088,5855248384,3751.262,5777.449,3730.297,3730.281,2683240294,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,14,Colon_clinicDB,612,91.26628293143585,6.70565273771221,3623449088,5855248384,3738.672,4983.156,3730.297,3730.281,1642143174,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
medical,CIR,C0,14,Colon_colonDB,380,56.890645193867385,6.679481287390333,3623449088,5855248384,3747.609,4508.215,3730.348,3730.293,1019631494,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,042174cdc63d9cb635566a1dae5b774056045383,COMPLETE
