target_kind,target,epoch,n_images,target_count,image_metric_support,parent_checkpoint_sha256,cir_checkpoint_sha256,parent_config_sha256,cir_config_sha256,evaluator_git_sha,evaluator_sha256,parent_pixel_auroc,c0_pixel_auroc,c05_pixel_auroc,train_effect_pixel_auroc,rmt_inference_effect_pixel_auroc,total_cir_effect_pixel_auroc,parent_pixel_ap,c0_pixel_ap,c05_pixel_ap,train_effect_pixel_ap,rmt_inference_effect_pixel_ap,total_cir_effect_pixel_ap,parent_image_auroc,c0_image_auroc,c05_image_auroc,train_effect_image_auroc,rmt_inference_effect_image_auroc,total_cir_effect_image_auroc,parent_image_ap,c0_image_ap,c05_image_ap,train_effect_image_ap,rmt_inference_effect_image_ap,total_cir_effect_image_ap
target,Retina,16,1805,1,1,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9151674630656744,0.8788422435510802,0.8785571244714477,-0.03632521951459422,-0.00028511907963246763,-0.03661033859422669,0.3862407328288548,0.28241973585133523,0.2820061703598711,-0.10382099697751956,-0.0004135654914641518,-0.10423456246898372,0.6885131091228229,0.7602763150615347,0.7602750577123285,0.07176320593871177,-1.2573492061962455e-06,0.07176194858950558,0.7137084948613064,0.7367832964051769,0.7367723904543683,0.023074801543870538,-1.0905950808659526e-05,0.02306389559306188
target,Colon_clinicDB,16,612,1,0,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8520332524983575,0.8167073946008035,0.8165634212780037,-0.035325857897553936,-0.00014397332279980635,-0.03546983122035374,0.450510632394384,0.40075903244417505,0.4009520571362997,-0.04975159995020895,0.000193024692124677,-0.04955857525808427,,,,,,,,,,,,
target,Colon_colonDB,16,380,1,0,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8162262968318554,0.8144734217642472,0.814321322576734,-0.0017528750676082394,-0.0001520991875132438,-0.0019049742551214832,0.28653577653297085,0.31628732296064976,0.3161736996080036,0.02975154642767891,-0.00011362335264614165,0.029637923075032768,,,,,,,,,,,,
target,Colon_Kvasir,16,1000,1,0,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.846486019970958,0.8198874651102347,0.8198592824352223,-0.026598554860723267,-2.8182675012367042e-05,-0.026626737535735634,0.5487228819446288,0.5111426344300534,0.5113979524381704,-0.03758024751457545,0.00025531800811706695,-0.03732492950645838,,,,,,,,,,,,
target,Brain,18,3715,1,1,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9222838880959305,0.9249083528051705,0.9248965913248807,0.0026244647092399376,-1.1761480289806947e-05,0.0026127032289501306,0.2594028636916403,0.21732489066565872,0.21734229677244124,-0.04207797302598157,1.7406106782524855e-05,-0.042060566919199044,0.7432367886178862,0.7785569105691057,0.7785706300813008,0.035320121951219474,1.3719512195087269e-05,0.03533384146341456,0.9190578703050072,0.9278153459541116,0.9278208385541322,0.008757475649104451,5.492600020584604e-06,0.008762968249125036
target,Liver,18,1493,1,1,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9480955251455315,0.9696253212053315,0.9695889961046289,0.021529796059799988,-3.632510070261663e-05,0.02149347095909737,0.03762255582469893,0.087743124648206,0.08772476961400162,0.050120568823507065,-1.8355034204373122e-05,0.05010221378930269,0.6489050165520753,0.5906217032267452,0.590599876314162,-0.0582833133253301,-2.182691258323377e-05,-0.05830514023791333,0.5173741683833233,0.49322010963996216,0.49321663223872464,-0.02415405874336113,-3.4774012375171637e-06,-0.024157536144598646
target,Retina,18,1805,1,1,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9122030642315315,0.8901426173548727,0.8903655850034662,-0.022060446876658868,0.00022296764859353058,-0.021837479228065337,0.3684744679180612,0.3158012780834713,0.3159097709335321,-0.052673189834589906,0.0001084928500608151,-0.05256469698452909,0.6599939144298425,0.7597369122521136,0.7597369122521136,0.09974299782227114,0.0,0.09974299782227114,0.6926300305626191,0.7424583115228253,0.7424583115228253,0.049828280960206195,0.0,0.049828280960206195
target,Colon_clinicDB,18,612,1,0,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8578278424277869,0.8275891986170443,0.8274874632430986,-0.030238643810742594,-0.00010173537394564391,-0.030340379184688238,0.4538048008251949,0.3945702837418407,0.39464211918361025,-0.0592345170833542,7.183544176952994e-05,-0.05916268164158467,,,,,,,,,,,,
target,Colon_colonDB,18,380,1,0,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.820236762918231,0.8136366395099873,0.8135287982216928,-0.006600123408243674,-0.0001078412882945523,-0.006707964696538227,0.3094835609144706,0.30636665487950454,0.306303251092342,-0.0031169060349660604,-6.340378716251927e-05,-0.0031803098221285797,,,,,,,,,,,,
target,Colon_Kvasir,18,1000,1,0,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8491570184194398,0.8373475769036901,0.8373345779668504,-0.011809441515749697,-1.2998936839703212e-05,-0.0118224404525894,0.547542819117639,0.5167560333907604,0.5169683069537593,-0.03078678572687865,0.00021227356299891031,-0.03057451216387974,,,,,,,,,,,,
target,Brain,20,3715,1,1,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9082423470769693,0.9221084641922376,0.9220937668405179,0.013866117115268306,-1.4697351719661356e-05,0.013851419763548645,0.2561511863976589,0.21404021342075993,0.21406078979319096,-0.04211097297689895,2.0576372431024836e-05,-0.04209039660446792,0.7601351626016261,0.7419537601626016,0.7419524898373984,-0.01818140243902444,-1.2703252032508772e-06,-0.018182672764227692,0.9249164211819021,0.9179309893739517,0.9179308311179255,-0.006985431807950415,-1.5825602617258738e-07,-0.006985590063976588
target,Liver,20,1493,1,1,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9342186573607574,0.9681640972933951,0.968141640904857,0.033945439932637766,-2.245638853815013e-05,0.033922983544099616,0.03458046359683221,0.07752845515854109,0.07751970334235952,0.042947991561708886,-8.751816181568062e-06,0.04293923974552732,0.6367547018807523,0.5941176470588235,0.5941121903306777,-0.04263705482192881,-5.456728145780687e-06,-0.04264251155007459,0.5089091909519342,0.5076254287853239,0.5076257577867505,-0.0012837621666103027,3.290014265466823e-07,-0.001283433165183756
target,Retina,20,1805,1,1,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.9202149592527576,0.8788162255789672,0.8791305835903354,-0.04139873367379043,0.00031435801136814323,-0.04108437566242229,0.38703954276094144,0.2962410169037242,0.29632625836148324,-0.09079852585721726,8.524145775906655e-05,-0.0907132843994582,0.6713414910149825,0.7617549577279197,0.7617537003787136,0.09041346671293715,-1.2573492060852232e-06,0.09041220936373107,0.6950832555578946,0.7399288093715509,0.7399228454634464,0.04484555381365629,-5.963908104478222e-06,0.04483958990555181
target,Colon_clinicDB,20,612,1,0,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8565869454053586,0.8248019589565709,0.8246196496376252,-0.03178498644878769,-0.0001823093189456948,-0.031967295767733384,0.4555072986116753,0.39668027002910655,0.3965696365232102,-0.058827028582568774,-0.00011063350589635146,-0.058937662088465126,,,,,,,,,,,,
target,Colon_colonDB,20,380,1,0,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8048302717069495,0.8065096276484538,0.8064123904482975,0.001679355941504257,-9.723720015630821e-05,0.0015821187413479487,0.2809011206608072,0.3048044945079285,0.3047392312997744,0.023903373847121323,-6.526320815408715e-05,0.023838110638967236,,,,,,,,,,,,
target,Colon_Kvasir,20,1000,1,0,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8526458259487838,0.8348895163558363,0.8347960818424294,-0.017756309592947495,-9.343451340693143e-05,-0.017849744106354426,0.550883587274531,0.5252931319683313,0.5252672111568463,-0.025590455306199744,-2.5920811485002915e-05,-0.025616376117684747,,,,,,,,,,,,
unweighted_macro,MEDICAL_MACRO_6_DATASET,10,,6,3,31ca8344c646693d0ee51941d39f28aa07b6a102c49d1efdc5e3cdf2ec8bcc50,e4a2bfaef8f44a64dba87999c90f19accf7863eeba2e99eb587ef8cc65601722,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8791183736658614,0.8649981174325293,0.8649195939920071,-0.014120256233332129,-7.85234405221713e-05,-0.0141987796738543,0.31809332672430074,0.2995771207621866,0.29952808341406506,-0.01851620596211412,-4.903734812156113e-05,-0.01856524331023568,0.699124648588714,0.716896710229062,0.716892273541231,0.017772061640347947,-4.4366878310109215e-06,0.017767624952516936,0.7221927152721377,0.7171434247235994,0.7171512248559582,-0.00504929054853831,7.800132358792844e-06,-0.005041490416179517
unweighted_macro,MEDICAL_MACRO_6_DATASET,12,,6,3,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8878002215875264,0.8681865202848463,0.8680833731289619,-0.01961370130268003,-0.00010314715588444212,-0.019716848458564473,0.3274349979736307,0.3015308288938933,0.30144382870196296,-0.02590416907973736,-8.700019193036423e-05,-0.025991169271667725,0.702225573533997,0.7053553632954318,0.7053611836021205,0.0031297897614348535,5.82030668871969e-06,0.0031356100681235732,0.7240453591351897,0.7207898708835733,0.7207821788035682,-0.0032554882516164785,-7.692080005061719e-06,-0.00326318033162154
unweighted_macro,MEDICAL_MACRO_6_DATASET,14,,6,3,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8822626562213105,0.8682751291403945,0.8682153884187115,-0.013987527080915996,-5.974072168302147e-05,-0.014047267802599017,0.32330835787509965,0.3101505837760947,0.31013724174378404,-0.013157774099004926,-1.3342032310681429e-05,-0.013171116131315608,0.6779740167280496,0.7121413325431941,0.7121418665887914,0.03416731581514454,5.340455973001923e-07,0.03416784986074184,0.7048566721417805,0.7254293412332075,0.7254275924966288,0.020572669091426965,-1.7487365786550413e-06,0.02057092035484831
unweighted_macro,MEDICAL_MACRO_6_DATASET,16,,6,3,7be7d0be6b2dbac57c48a2aedd264a04fcb1e6724240f8ab1fc1af561264f3bb,dfacf3c857c47832ac0a771443320d2c26b727e066824ecd58976093ec6b56a0,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8815486899597714,0.8708857400649649,0.8707714552203257,-0.01066294989480654,-0.00011428484463915645,-0.010777234739445696,0.32274526603957593,0.308629887241822,0.3086269395998107,-0.01411537879775393,-2.9476420113083712e-06,-0.014118326439765239,0.6813360828437119,0.7084252572577553,0.7084383807165503,0.02708917441404335,1.312345879500576e-05,0.027102297872838355,0.7100127764641092,0.7208030226992942,0.7208160008894983,0.010790246235184986,1.2978190204071538e-05,0.010803224425389057
unweighted_macro,MEDICAL_MACRO_6_DATASET,18,,6,3,562cdd488c6cc1ae5e7e51f5ed2768f4a9ebfe838a8bfd78bb914601d095283d,8073f9f2922c02147603b0ef60c5a71a1896a319e08610e7ca770e3142167939,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8849673502064087,0.8772082843993494,0.8772003353107696,-0.007759065807059318,-7.949088579817243e-06,-0.007767014895639135,0.32938851138195085,0.30642704423490696,0.30648175242494774,-0.02296146714704389,5.470819004077532e-05,-0.022906758957003115,0.6840452398666014,0.7096385086826548,0.7096358062158589,0.025593268816053394,-2.702466795900804e-06,0.025590566349257493,0.7096873564169832,0.7211645890389664,0.721165260771894,0.011477232621983191,6.717329276151318e-07,0.011477904354910806
unweighted_macro,MEDICAL_MACRO_6_DATASET,20,,6,3,c394eb6bdc2a2456495fe4e94ee7648a54608e7de9a356aa36ae9627bcd6d4fd,76420eb30b6f125be71fd44a56045d35fa08236d8d6dcf3904e7319b56905a4e,d24cf942684b0be3c12838699ec6fe452697bd7f0a58eabbf316fb79b1b18cdb,064e8acd4369645f631030b5d60abf8615e878b50e9caff6a4a8b2439b64f81c,042174cdc63d9cb635566a1dae5b774056045383,cbcfaf4b2eda645fc6b440ed9bb486b5fb6b6f3af908e1c0ec70bafe13db0797,0.8794565011252627,0.8725483150042436,0.872532352210677,-0.0069081861210191775,-1.59627935665263e-05,-0.006924148914585704,0.32751053321707435,0.30243126366473194,0.3024138050794774,-0.02507926955234241,-1.745858525453725e-05,-0.025096728137596946,0.6894104518324536,0.6992754549831149,0.6992727935155966,0.0098650031506613,-2.6614675183722625e-06,0.009862341683142928,0.709636289230577,0.7218284091769421,0.7218264781227074,0.012192119946365154,-1.931054234738383e-06,0.012190188892130416
