metric_type,dataset,epoch,prompt_config,score_rule,pixel_auc,pixel_ap,image_auc,image_ap
pixel,Brain,13,current_shared,,93.65,26.669999999999998,,
pixel,Liver,13,current_shared,,95.08,5.4399999999999995,,
pixel,Retina,13,current_shared,,91.53999999999999,43.51,,
pixel,Colon_clinicDB,13,current_shared,,89.47,53.16,,
pixel,Colon_colonDB,13,current_shared,,81.52000000000001,27.35,,
pixel,Colon_Kvasir,13,current_shared,,89.19,62.45,,
image,Brain,13,current_shared,cls_only,,,80.89,94.00
image,Liver,13,current_shared,cls_only,,,67.07,59.63
image,Retina,13,current_shared,cls_only,,,78.51,72.80
