status,stop_stage,dataset_role,dataset,reason,pAUROC,pAP,iAUROC,iAP,medical_access
NOT_RUN,R1,DOWNSTREAM_ALL,ALL,R1_LOCO_CONVERGENCE_CORRECTNESS_STOP,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,false
