epoch,batch,parameter_group,pre_projection_cls_grad_norm,pre_projection_seg_grad_norm,pre_projection_cosine,post_projection_cls_grad_norm,post_projection_seg_grad_norm,post_projection_cosine,final_combined_grad_norm,projection_applied,number_of_parameters,number_of_valid_gradient_tensors
4,1,hard_text_adapter,0.1257963329553604,0.010133704170584679,0.03029172122478485,0.1257963329553604,0.010133704170584679,0.03029172122478485,0.12650944292545319,False,15,15
4,1,soft_prompt,0.054554153233766556,0.003599881660193205,0.02168118953704834,0.054554153233766556,0.003599881660193205,0.02168118953704834,0.05475062504410744,False,2,2
4,2,shared_image_lora,0.051341403275728226,1.9113601446151733,0.3387572467327118,0.051341403275728226,1.9113601446151733,0.3387572467327118,1.9293571710586548,False,27,27
4,2,m_i_w,0.06177057698369026,1.268959403038025,0.24558238685131073,0.06177057698369026,1.268959403038025,0.24558238685131073,1.2855244874954224,False,3,3
4,2,hard_text_adapter,0.15351448953151703,0.161139115691185,0.40486761927604675,0.15351448953151703,0.161139115691185,0.40486761927604675,0.2637481391429901,False,15,15
4,2,soft_prompt,0.06647029519081116,0.053198862820863724,-0.09336873143911362,0.06617993116378784,0.05296647176146507,0.09336872398853302,0.08854267001152039,True,2,2
5,0,shared_image_lora,0.31676530838012695,0.005456543527543545,0.38502413034439087,0.31676530838012695,0.005456543527543545,0.38502413034439087,0.31890594959259033,False,27,27
5,0,m_i_w,0.35429298877716064,0.007456386927515268,0.261679083108902,0.35429298877716064,0.007456386927515268,0.261679083108902,0.35631683468818665,False,3,3
5,0,hard_text_adapter,0.13461124897003174,0.007853252813220024,-0.06539534777402878,0.1343231052160263,0.00783644337207079,0.06539532542228699,0.13506212830543518,True,15,15
5,0,soft_prompt,0.09268030524253845,0.007635246030986309,0.18975365161895752,0.09268030524253845,0.007635246030986309,0.18975365161895752,0.09442716836929321,False,2,2
5,1,shared_image_lora,1.774606704711914,0.00041059075738303363,0.6839548945426941,1.774606704711914,0.00041059075738303363,0.6839548945426941,1.7748874425888062,False,27,27
5,1,m_i_w,1.0458308458328247,0.00020079540263395756,0.6138238906860352,1.0458308458328247,0.00020079540263395756,0.6138238906860352,1.0459541082382202,False,3,3
5,1,hard_text_adapter,0.07447361946105957,0.005268623121082783,0.18059755861759186,0.07447361946105957,0.005268623121082783,0.18059755861759186,0.07560291886329651,False,15,15
5,1,soft_prompt,0.06878850609064102,0.005031358450651169,-0.1376030147075653,0.06813415139913559,0.004983497783541679,0.1376030296087265,0.06899669021368027,True,2,2
5,2,shared_image_lora,0.06851667165756226,0.2520133852958679,-0.21927592158317566,0.06684917211532593,0.2458801120519638,0.21927596628665924,0.2685782313346863,True,27,27
5,2,m_i_w,0.11869639903306961,0.26634496450424194,-0.06629709899425507,0.11843526363372803,0.2657589912414551,0.06629708409309387,0.29804059863090515,True,3,3
5,2,hard_text_adapter,0.07912417501211166,0.08467842638492584,0.16098915040493011,0.07912417501211166,0.08467842638492584,0.16098915040493011,0.12485335767269135,False,15,15
5,2,soft_prompt,0.056627366691827774,0.06376231461763382,0.14581897854804993,0.056627366691827774,0.06376231461763382,0.14581897854804993,0.09124311804771423,False,2,2
6,0,shared_image_lora,5.4051713943481445,0.014242255128920078,0.9348167181015015,5.4051713943481445,0.014242255128920078,0.9348167181015015,5.418487548828125,False,27,27
6,0,m_i_w,2.7059454917907715,0.00881647877395153,0.6432050466537476,2.7059454917907715,0.00881647877395153,0.6432050466537476,2.7116246223449707,False,3,3
6,0,hard_text_adapter,0.15269215404987335,0.004936331883072853,-0.03618105500936508,0.15259218215942383,0.00493309972807765,0.03618105500936508,0.1528501957654953,True,15,15
6,0,soft_prompt,0.267534077167511,0.009609969332814217,-0.026084410026669502,0.2674430310726166,0.009606698527932167,0.0260844137519598,0.2678658366203308,True,2,2
6,1,shared_image_lora,0.15647564828395844,0.00016268412582576275,0.7860507369041443,0.15647564828395844,0.00016268412582576275,0.7860507369041443,0.15660357475280762,False,27,27
6,1,m_i_w,0.148994579911232,0.00022251493646763265,0.3197286128997803,0.148994579911232,0.00022251493646763265,0.3197286128997803,0.14906586706638336,False,3,3
6,1,hard_text_adapter,0.04943877458572388,0.0033504515886306763,0.3562275469303131,0.04943877458572388,0.0033504515886306763,0.3562275469303131,0.050728991627693176,False,15,15
6,1,soft_prompt,0.07960809767246246,0.005822492763400078,0.3131532669067383,0.07960809767246246,0.005822492763400078,0.3131532669067383,0.08161895722150803,False,2,2
6,2,shared_image_lora,0.031729817390441895,0.08893248438835144,-0.3128993809223175,0.03013654612004757,0.084466852247715,0.3128993809223175,0.09816239774227142,True,27,27
6,2,m_i_w,0.0791480541229248,0.20847158133983612,0.02458576112985611,0.0791480541229248,0.20847158133983612,0.02458576112985611,0.22480247914791107,False,3,3
6,2,hard_text_adapter,0.06967193633317947,0.0614561103284359,-0.2500825822353363,0.06745807826519012,0.05950331315398216,0.2500825524330139,0.10049322992563248,True,15,15
6,2,soft_prompt,0.10813724249601364,0.14401115477085114,-0.08353526145219803,0.10775928199291229,0.14350780844688416,0.08353526890277863,0.1865212768316269,True,2,2
7,0,shared_image_lora,0.0715891495347023,0.00035164316068403423,0.5711161494255066,0.0715891495347023,0.00035164316068403423,0.5711161494255066,0.07179056107997894,False,27,27
7,0,m_i_w,0.06819495558738708,0.0003275857015978545,0.19572238624095917,0.06819495558738708,0.0003275857015978545,0.19572238624095917,0.0682598203420639,False,3,3
7,0,hard_text_adapter,0.12781162559986115,0.00248496001586318,-0.07802043110132217,0.1274220198392868,0.002477385336533189,0.07802041620016098,0.12763921916484833,True,15,15
7,0,soft_prompt,0.1577615588903427,0.004167843610048294,0.09394019097089767,0.1577615588903427,0.004167843610048294,0.09394019097089767,0.158207505941391,False,2,2
7,1,shared_image_lora,0.6809078454971313,0.0007047213730402291,0.9268448948860168,0.6809078454971313,0.0007047213730402291,0.9268448948860168,0.6815610527992249,False,27,27
7,1,m_i_w,0.4028947651386261,0.0006088345544412732,0.30965590476989746,0.4028947651386261,0.0006088345544412732,0.30965590476989746,0.4030836820602417,False,3,3
7,1,hard_text_adapter,0.06325415521860123,0.0031552505679428577,0.0451437272131443,0.06325415521860123,0.0031552505679428577,0.0451437272131443,0.06347490102052689,False,15,15
7,1,soft_prompt,0.09535160660743713,0.004959889221936464,0.18210606276988983,0.09535160660743713,0.004959889221936464,0.18210606276988983,0.09637831151485443,False,2,2
7,2,shared_image_lora,0.030776625499129295,0.1362234652042389,-0.31965890526771545,0.029161859303712845,0.12907619774341583,0.3196588456630707,0.1411294937133789,True,27,27
7,2,m_i_w,0.08905798941850662,0.2142765074968338,0.04123532772064209,0.08905798941850662,0.2142765074968338,0.04123532772064209,0.2354135513305664,False,3,3
7,2,hard_text_adapter,0.05043186992406845,0.054557979106903076,-0.24058203399181366,0.04895062744617462,0.05295554921030998,0.24058197438716888,0.08029776066541672,True,15,15
7,2,soft_prompt,0.08062335103750229,0.13227508962154388,-0.26897525787353516,0.07765214145183563,0.12740036845207214,0.26897528767585754,0.16608011722564697,True,2,2
8,0,shared_image_lora,0.08134728670120239,0.000677248346619308,0.6411964893341064,0.08134728670120239,0.000677248346619308,0.6411964893341064,0.08178319036960602,False,27,27
8,0,m_i_w,0.11999386548995972,0.0008122970466502011,0.34375861287117004,0.11999386548995972,0.0008122970466502011,0.34375861287117004,0.12027552723884583,False,3,3
8,0,hard_text_adapter,0.14559172093868256,0.0018826357554644346,-0.0068470509722828865,0.14558829367160797,0.0018825916340574622,0.006847050506621599,0.14561335742473602,True,15,15
8,0,soft_prompt,0.17686714231967926,0.0054119969718158245,0.31442007422447205,0.17686714231967926,0.0054119969718158245,0.31442007422447205,0.17864267528057098,False,2,2
8,1,shared_image_lora,0.1132887676358223,8.075914229266346e-05,0.374722421169281,0.1132887676358223,8.075914229266346e-05,0.374722421169281,0.1133190467953682,False,27,27
8,1,m_i_w,0.2506368160247803,0.00023503780539613217,0.127777561545372,0.2506368160247803,0.00023503780539613217,0.127777561545372,0.25066694617271423,False,3,3
8,1,hard_text_adapter,0.043106116354465485,0.0019032307900488377,0.3797982633113861,0.043106116354465485,0.0019032307900488377,0.3797982633113861,0.043864309787750244,False,15,15
8,1,soft_prompt,0.0844554528594017,0.005084388889372349,0.5828294157981873,0.0844554528594017,0.005084388889372349,0.5828294157981873,0.08751635253429413,False,2,2
8,2,shared_image_lora,0.026048382744193077,0.14444898068904877,-0.5021160244941711,0.02252664789557457,0.12491952627897263,0.5021160840988159,0.137616366147995,True,27,27
8,2,m_i_w,0.0517280139029026,0.2620336711406708,0.08288157731294632,0.0517280139029026,0.2620336711406708,0.08288157731294632,0.2712642252445221,False,3,3
8,2,hard_text_adapter,0.05895964056253433,0.07253717631101608,-0.3157458007335663,0.05594348907470703,0.06882645934820175,0.3157457113265991,0.10148026794195175,True,15,15
8,2,soft_prompt,0.09545999020338058,0.20929959416389465,-0.012372467666864395,0.0954526886343956,0.20928357541561127,0.012372465804219246,0.23109553754329681,True,2,2
9,0,shared_image_lora,0.21619892120361328,0.011294919066131115,0.551893949508667,0.21619892120361328,0.011294919066131115,0.551893949508667,0.22263185679912567,False,27,27
9,0,m_i_w,0.12851807475090027,0.010290873236954212,0.24106062948703766,0.12851807475090027,0.010290873236954212,0.24106062948703766,0.13137896358966827,False,3,3
9,0,hard_text_adapter,0.16507409512996674,0.005571822170168161,-0.019029079005122185,0.16504418849945068,0.0055708130821585655,0.01902908831834793,0.16524408757686615,True,15,15
9,0,soft_prompt,0.17244355380535126,0.009701539762318134,0.15516626834869385,0.17244355380535126,0.009701539762318134,0.15516626834869385,0.1742127388715744,False,2,2
9,1,shared_image_lora,0.09090942144393921,0.00020143874280620366,0.10912536829710007,0.09090942144393921,0.00020143874280620366,0.10912536829710007,0.09093162417411804,False,27,27
9,1,m_i_w,0.15939761698246002,0.0002725863305386156,0.1704990714788437,0.15939761698246002,0.0002725863305386156,0.1704990714788437,0.15944433212280273,False,3,3
9,1,hard_text_adapter,0.048244912177324295,0.0016642448026686907,0.28857073187828064,0.048244912177324295,0.0016642448026686907,0.28857073187828064,0.048751212656497955,False,15,15
9,1,soft_prompt,0.06785724312067032,0.003276729490607977,0.31190159916877747,0.06785724312067032,0.003276729490607977,0.31190159916877747,0.06894958019256592,False,2,2
9,2,shared_image_lora,0.03150460496544838,0.06427878886461258,-0.30301210284233093,0.030023468658328056,0.061256829649209976,0.3030121326446533,0.07594981044530869,True,27,27
9,2,m_i_w,0.08226922899484634,0.1973993182182312,0.09030722081661224,0.08226922899484634,0.1973993182182312,0.09030722081661224,0.2206079512834549,False,3,3
9,2,hard_text_adapter,0.08536868542432785,0.06628670543432236,-0.17223906517028809,0.0840928703546524,0.06529606878757477,0.1722390353679657,0.11500736325979233,True,15,15
9,2,soft_prompt,0.09400312602519989,0.14951489865779877,-0.25496262311935425,0.09089641273021698,0.14457356929779053,0.2549625635147095,0.18937981128692627,True,2,2
10,0,shared_image_lora,0.2632371187210083,0.0955246239900589,0.26489394903182983,0.2632371187210083,0.0955246239900589,0.26489394903182983,0.30288708209991455,False,27,27
10,0,m_i_w,0.20523551106452942,0.09893040359020233,0.1602756530046463,0.20523551106452942,0.09893040359020233,0.1602756530046463,0.2416967749595642,False,3,3
10,0,hard_text_adapter,0.19342041015625,0.04007813334465027,-0.08962097018957138,0.19264207780361176,0.039916858077049255,0.08962098509073257,0.20020648837089539,True,15,15
10,0,soft_prompt,0.17631658911705017,0.06796900182962418,0.08815490454435349,0.17631658911705017,0.06796900182962418,0.08815490454435349,0.1944742500782013,False,2,2
10,1,shared_image_lora,0.12972484529018402,0.00011297358287265524,0.17608290910720825,0.12972484529018402,0.00011297358287265524,0.17608290910720825,0.12974479794502258,False,27,27
10,1,m_i_w,0.2146165817975998,0.00019868444360326976,0.19062328338623047,0.2146165817975998,0.00019868444360326976,0.19062328338623047,0.21465454995632172,False,3,3
10,1,hard_text_adapter,0.0457354411482811,0.001827830565162003,0.28302422165870667,0.0457354411482811,0.001827830565162003,0.28302422165870667,0.046285975724458694,False,15,15
10,1,soft_prompt,0.06341773271560669,0.00337450229562819,0.2674245834350586,0.06341773271560669,0.00337450229562819,0.2674245834350586,0.06440229713916779,False,2,2
10,2,shared_image_lora,0.03589918836951256,0.06281523406505585,-0.5641451478004456,0.029641084372997284,0.05186501145362854,0.5641451478004456,0.07282261550426483,True,27,27
10,2,m_i_w,0.06925179064273834,0.20391415059566498,0.04210042953491211,0.06925179064273834,0.20391415059566498,0.04210042953491211,0.21809592843055725,False,3,3
10,2,hard_text_adapter,0.06817267090082169,0.06738899648189545,-0.1548164188861847,0.06735073029994965,0.0665765106678009,0.15481646358966827,0.10176904499530792,True,15,15
10,2,soft_prompt,0.06730768829584122,0.14668191969394684,-0.07584740966558456,0.06711380183696747,0.1462593823671341,0.07584741711616516,0.1654844731092453,True,2,2
11,0,shared_image_lora,0.12027343362569809,0.013351925648748875,-0.3134598433971405,0.11421182751655579,0.012679007835686207,0.3134599030017853,0.11879788339138031,True,27,27
11,0,m_i_w,0.1647217869758606,0.021366827189922333,0.09490788727998734,0.1647217869758606,0.021366827189922333,0.09490788727998734,0.16810080409049988,False,3,3
11,0,hard_text_adapter,0.147992342710495,0.009392392821609974,-0.07082369923591614,0.14762072265148163,0.009368808008730412,0.07082369923591614,0.1485784351825714,True,15,15
11,0,soft_prompt,0.13989068567752838,0.017635658383369446,0.11522464454174042,0.13989068567752838,0.017635658383369446,0.11522464454174042,0.14299984276294708,False,2,2
11,1,shared_image_lora,0.10184867680072784,0.0001501644728705287,-0.21008102595806122,0.09957581758499146,0.00014681338507216424,0.21007172763347626,0.09960676729679108,True,27,27
11,1,m_i_w,0.1927798092365265,0.0003459290892351419,0.13490542769432068,0.1927798092365265,0.0003459290892351419,0.13490542769432068,0.1928267776966095,False,3,3
11,1,hard_text_adapter,0.04592173919081688,0.0016517739277333021,0.20328089594841003,0.04592173919081688,0.0016517739277333021,0.20328089594841003,0.046285782009363174,False,15,15
11,1,soft_prompt,0.06250202655792236,0.0038408502005040646,0.2680667042732239,0.06250202655792236,0.0038408502005040646,0.2680667042732239,0.06363929808139801,False,2,2
11,2,shared_image_lora,0.046505946666002274,0.05071988329291344,-0.2979486882686615,0.04439372941851616,0.04841628298163414,0.2979486882686615,0.07480474561452866,True,27,27
11,2,m_i_w,0.10727565735578537,0.18657925724983215,0.0683622881770134,0.10727565735578537,0.18657925724983215,0.0683622881770134,0.22148698568344116,False,3,3
11,2,hard_text_adapter,0.10884604603052139,0.04598098620772362,-0.13078758120536804,0.10791109502315521,0.045586030930280685,0.13078759610652924,0.12251384556293488,True,15,15
11,2,soft_prompt,0.09804858267307281,0.10211286693811417,-0.11289357393980026,0.09742177277803421,0.10146006941795349,0.11289356648921967,0.14838099479675293,True,2,2
12,0,shared_image_lora,0.3262469172477722,0.014311439357697964,-0.13801336288452148,0.32312485575675964,0.01417448464781046,0.13801336288452148,0.32538411021232605,True,27,27
12,0,m_i_w,0.28414884209632874,0.02336878702044487,0.07118106633424759,0.28414884209632874,0.02336878702044487,0.07118106633424759,0.28676119446754456,False,3,3
12,0,hard_text_adapter,0.1344689279794693,0.011190732009708881,0.0009062130120582879,0.1344689279794693,0.011190732009708881,0.0009062130120582879,0.134943887591362,False,15,15
12,0,soft_prompt,0.12742935121059418,0.021064139902591705,0.24287840723991394,0.12742935121059418,0.021064139902591705,0.24287840723991394,0.13411115109920502,False,2,2
12,1,shared_image_lora,0.09308920055627823,0.00019525655079632998,-0.045114487409591675,0.09299442172050476,0.00019505774253048003,0.04511330649256706,0.09300342202186584,True,27,27
12,1,m_i_w,0.17025169730186462,0.0004142863617744297,0.18402065336704254,0.17025169730186462,0.0004142863617744297,0.18402065336704254,0.17032842338085175,False,3,3
12,1,hard_text_adapter,0.04050068184733391,0.0018275463953614235,0.2273513674736023,0.04050068184733391,0.0018275463953614235,0.2273513674736023,0.04095485806465149,False,15,15
12,1,soft_prompt,0.05963321030139923,0.004583863541483879,0.2865893244743347,0.05963321030139923,0.004583863541483879,0.2865893244743347,0.0611049123108387,False,2,2
12,2,shared_image_lora,0.03852894529700279,0.05349879711866379,-0.057498276233673096,0.03846520185470581,0.05341029167175293,0.05749828368425369,0.06759056448936462,True,27,27
12,2,m_i_w,0.07859187573194504,0.20453865826129913,-0.019215818494558334,0.07857736200094223,0.20450089871883392,0.019215809181332588,0.22048260271549225,True,3,3
12,2,hard_text_adapter,0.10739963501691818,0.02337404526770115,0.07152600586414337,0.10739963501691818,0.02337404526770115,0.07152600586414337,0.11153537034988403,False,15,15
12,2,soft_prompt,0.09456079453229904,0.057453703135252,0.08044316619634628,0.09456079453229904,0.057453703135252,0.08044316619634628,0.1145283579826355,False,2,2
13,0,shared_image_lora,0.2992206811904907,0.061863191425800323,-0.09806806594133377,0.29777833819389343,0.06156499311327934,0.09806807339191437,0.3099321126937866,True,27,27
13,0,m_i_w,0.30357030034065247,0.099505715072155,0.09477106481790543,0.30357030034065247,0.099505715072155,0.09477106481790543,0.32830139994621277,False,3,3
13,0,hard_text_adapter,0.053239479660987854,0.03770741447806358,0.03518030047416687,0.053239479660987854,0.03770741447806358,0.03518030047416687,0.0663139671087265,False,15,15
13,0,soft_prompt,0.0736895203590393,0.07009100168943405,-0.07967036962509155,0.07345528155565262,0.06986819207668304,0.07967039942741394,0.10533285140991211,True,2,2
13,1,shared_image_lora,0.12730911374092102,0.00027192861307412386,0.37250736355781555,0.12730911374092102,0.00027192861307412386,0.37250736355781555,0.1274106651544571,False,27,27
13,1,m_i_w,0.2366834133863449,0.0006564727518707514,0.16983343660831451,0.2366834133863449,0.0006564727518707514,0.16983343660831451,0.23679578304290771,False,3,3
13,1,hard_text_adapter,0.03717157989740372,0.0022274809889495373,0.1574556678533554,0.03717157989740372,0.0022274809889495373,0.1574556678533554,0.03758673369884491,False,15,15
13,1,soft_prompt,0.06190958246588707,0.005164728034287691,-0.032019760459661484,0.061877839267253876,0.005162079818546772,0.03201975300908089,0.06225728243589401,True,2,2
13,2,shared_image_lora,0.028386134654283524,0.08143459260463715,-0.237961083650589,0.027570733800530434,0.07909535616636276,0.23796114325523376,0.08974448591470718,True,27,27
13,2,m_i_w,0.07517962902784348,0.340923011302948,0.024370083585381508,0.07517962902784348,0.340923011302948,0.024370083585381508,0.3508984446525574,False,3,3
13,2,hard_text_adapter,0.06932171434164047,0.0764244943857193,-0.0788675844669342,0.06910578906536102,0.07618644088506699,0.0788675919175148,0.10681969672441483,True,15,15
13,2,soft_prompt,0.06891371309757233,0.16585177183151245,-0.09987175464630127,0.06856916099786758,0.16502255201339722,0.09987179189920425,0.18491718173027039,True,2,2
14,0,shared_image_lora,0.2581522464752197,0.012226452119648457,-0.048692356795072556,0.25784605741500854,0.01221194863319397,0.04869234934449196,0.2587283253669739,True,27,27
14,0,m_i_w,0.28882479667663574,0.016862111166119576,0.10073234885931015,0.28882479667663574,0.016862111166119576,0.10073234885931015,0.2910073399543762,False,3,3
14,0,hard_text_adapter,0.04095938056707382,0.006613520905375481,-0.030652454122900963,0.04094013199210167,0.006610413547605276,0.030652450397610664,0.041669927537441254,True,15,15
14,0,soft_prompt,0.060311369597911835,0.01313506718724966,-0.06723374128341675,0.06017490103840828,0.013105345889925957,0.06723374873399734,0.06244046613574028,True,2,2
14,1,shared_image_lora,0.09221574664115906,0.00024401819973718375,0.006801873445510864,0.09221574664115906,0.00024401819973718375,0.006801873445510864,0.09221773594617844,False,27,27
14,1,m_i_w,0.17551130056381226,0.0005256864242255688,0.17489616572856903,0.17551130056381226,0.0005256864242255688,0.17489616572856903,0.17560401558876038,False,3,3
14,1,hard_text_adapter,0.04507840424776077,0.0013584884582087398,0.16965873539447784,0.04507840424776077,0.0013584884582087398,0.16965873539447784,0.04532865062355995,False,15,15
14,1,soft_prompt,0.05651484429836273,0.0036730091087520123,0.13717877864837646,0.05651484429836273,0.0036730091087520123,0.13717877864837646,0.057134661823511124,False,2,2
14,2,shared_image_lora,0.03368322178721428,0.05086418241262436,-0.1586180180311203,0.03325679525732994,0.050220243632793427,0.1586180180311203,0.06448196619749069,True,27,27
14,2,m_i_w,0.09169192612171173,0.15742464363574982,0.01855798438191414,0.09169192612171173,0.15742464363574982,0.01855798438191414,0.18364553153514862,False,3,3
14,2,hard_text_adapter,0.09006445109844208,0.04415071755647659,-0.12121542543172836,0.08940033614635468,0.04382516071200371,0.12121541798114777,0.10422525554895401,True,15,15
14,2,soft_prompt,0.07754503190517426,0.09608004242181778,-0.10098971426486969,0.07714857906103134,0.09558883309364319,0.10098971426486969,0.128758043050766,True,2,2
15,0,shared_image_lora,0.5104190707206726,0.16259944438934326,-0.012487812899053097,0.5103792548179626,0.1625867635011673,0.012487811036407948,0.5375815629959106,True,27,27
15,0,m_i_w,0.38290953636169434,0.18798039853572845,0.07944977283477783,0.38290953636169434,0.18798039853572845,0.07944977283477783,0.43976566195487976,False,3,3
15,0,hard_text_adapter,0.04301997646689415,0.04943568632006645,0.11821959167718887,0.04301997646689415,0.04943568632006645,0.11821959167718887,0.06926359981298447,False,15,15
15,0,soft_prompt,0.06683007627725601,0.10232530534267426,0.19997557997703552,0.06683007627725601,0.10232530534267426,0.19997557997703552,0.13293515145778656,False,2,2
