metric_type,dataset,epoch,prompt_config,score_rule,pixel_auc,pixel_ap,image_auc,image_ap
pixel,Brain,14,current_shared,,93.47999999999999,27.439999999999998,,
pixel,Liver,14,current_shared,,95.03,5.0200000000000005,,
pixel,Retina,14,current_shared,,89.33,36.620000000000005,,
pixel,Colon_clinicDB,14,current_shared,,88.81,50.260000000000005,,
pixel,Colon_colonDB,14,current_shared,,83.06,28.76,,
pixel,Colon_Kvasir,14,current_shared,,89.14999999999999,62.29,,
image,Brain,14,current_shared,cls_only,,,81.13,94.39
image,Liver,14,current_shared,cls_only,,,65.25,58.34
image,Retina,14,current_shared,cls_only,,,78.93,72.29
