epoch,target,metric,P,C_OLD_0,PA,A0,CIR_no_anchor_minus_P,anchor_no_CIR_minus_P,anchor_with_CIR_minus_CIR_no_anchor,CIR_with_anchor_minus_PA,interaction,P_checkpoint_sha256,C_OLD_checkpoint_sha256,A0_checkpoint_sha256,PA_checkpoint_sha256
12,Retina,image_ap,0.7283748734186666,0.7458232132722863,0.7243127390914007,0.7998809803466937,0.01744833985361971,-0.004062134327265876,0.05405776707440746,0.07556824125529304,0.058119901401673335,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
12,Colon_clinicDB,pixel_auroc,0.8651995864041112,0.8212153134362815,0.8753871166262861,0.8734471856314221,-0.043984272967829696,0.01018753022217489,0.05223187219514058,-0.0019399309948640031,0.04204434197296569,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
12,Colon_clinicDB,pixel_ap,0.4604288777578717,0.3799865278807084,0.4760405826069245,0.4865993976609125,-0.08044234987716331,0.015611704849052777,0.10661286978020407,0.01055881505398798,0.09100116493115129,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
12,Colon_colonDB,pixel_auroc,0.8255413526137173,0.8114314870138133,0.8485925379759542,0.8282146448253072,-0.014109865599904015,0.023051185362236937,0.016783157811493865,-0.020377893150647086,-0.006268027550743072,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
12,Colon_colonDB,pixel_ap,0.27352580130574883,0.29778734900917503,0.31301177906011424,0.28314480154084076,0.0242615477034262,0.03948597775436541,-0.014642547468334266,-0.029866977519273474,-0.054128525222699675,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
12,Colon_Kvasir,pixel_auroc,0.8478697965083609,0.8079861647181491,0.8566202538393571,0.8560330162364965,-0.039883631790211815,0.00875045733099622,0.04804685151834742,-0.000587237602860613,0.0392963941873512,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
12,Colon_Kvasir,pixel_ap,0.5306139762707818,0.47682418034279167,0.5270731278568294,0.5423175559667341,-0.0537897959279901,-0.0035408484139524132,0.06549337562394247,0.015244428109904784,0.06903422403789489,6a531e91ce77d84d1baf4493183de2f09a0e4124f996986f862c2ea3b32d9bac,32ea4b7083a6727fe217e22dec33b622900d2ea6f0e5193fe795d342fd81abfb,bbbbfc6e24ac9dd1bfa87b596e3f6fe17a1b06cee6f5d4522ef67c4147a7e2f9,2bf264f6ab7b5596fa5eeb425a517da28ece3be477c50e395e4bb4b82f9900b8
14,Brain,pixel_auroc,0.9200918243375679,0.9328744662518912,0.9406609533702684,0.9401792794553742,0.012782641914323323,0.020569129032700584,0.007304813203482974,-0.00048167391489428724,-0.01326431582921761,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,1a69943c1ec3fb7513000f2f4f274ffb4071ee4ff4c81394a0b597a3241be4b6
14,Brain,pixel_ap,0.26965247920985946,0.2836919737495881,0.32842516337900357,0.2784534478259795,0.014039494539728636,0.05877268416914411,-0.005238525923608572,-0.04997171555302404,-0.06401121009275268,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,1a69943c1ec3fb7513000f2f4f274ffb4071ee4ff4c81394a0b597a3241be4b6
14,Brain,image_auroc,0.7401435467479675,0.7877634654471545,0.8002098577235772,0.7790350609756097,0.047619918699187025,0.06006631097560977,-0.00872840447154477,-0.021174796747967517,-0.06879471544715454,3eb6e2fe12f96b84745baf0f8a013f88c7f3a739283493a2ba5e31a35ad2f6c2,c78444c94bd669bae68b02d462b584df9c603a28a21834be76ea341fd867e15c,9b8fc5e7760037e772c9bd63d98ce56fcbbaa04f021258ca0d23aa8f2bf5ab81,1a69943c1ec3fb7513000f2f4f274ffb4071ee4ff4c81394a0b597a3241be4b6
